"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","AA/AO","Female","675","[c]","21050","21260"
"Leaver CS","2022","65+","No function","AA/AO","Male","530","[c]","21390","21110"
"Leaver CS","2022","65+","No function","EO","Female","405","[c]","27780","27570"
"Leaver CS","2022","65+","No function","EO","Male","290","[c]","28380","27570"
"Leaver CS","2022","65+","No function","G6/G7","Female","40","[c]","61320","59700"
"Leaver CS","2022","65+","No function","G6/G7","Male","75","[c]","62690","60790"
"Leaver CS","2022","65+","No function","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","SEO/HEO","Female","125","[c]","37520","34530"
"Leaver CS","2022","65+","No function","SEO/HEO","Male","150","[c]","39560","38980"
"Leaver CS","2022","65+","No function","Unknown","Female","130","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","SEO/HEO","Male","45","[c]","38650","37800"
"Leaver CS","2022","65+","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","AA/AO","Male","60","[c]","25320","21830"
"Leaver CS","2022","65+","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","Female","400","[c]","21650","21430"
"Leaver CS","2022","65+","Unknown","AA/AO","Male","300","[c]","21730","21380"
"Leaver CS","2022","65+","Unknown","EO","Female","165","[c]","28420","28350"
"Leaver CS","2022","65+","Unknown","EO","Male","200","[c]","29080","29050"
"Leaver CS","2022","65+","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G6/G7","Male","80","[c]","67950","63180"
"Leaver CS","2022","65+","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Female","95","[c]","38220","37410"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Male","200","[c]","38980","36710"
"Leaver CS","2022","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","SEO/HEO","Female","95","[c]","35090","33980"
"Leaver Dept.","2022","20-29","Analysis","SEO/HEO","Male","85","[c]","34270","33710"
"Leaver Dept.","2022","20-29","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","SEO/HEO","Female","45","[c]","36430","34640"
"Leaver Dept.","2022","20-29","Communications","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","SEO/HEO","Female","60","[c]","36400","36000"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","SEO/HEO","Male","60","[c]","35030","34550"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","EO","Female","60","[c]","26640","26880"
"Leaver Dept.","2022","20-29","Human Resources","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SEO/HEO","Female","75","[c]","32170","32330"
"Leaver Dept.","2022","20-29","Human Resources","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","AA/AO","Female","530","[c]","21210","20990"
"Leaver Dept.","2022","20-29","No function","AA/AO","Male","330","[c]","21200","21010"
"Leaver Dept.","2022","20-29","No function","EO","Female","860","[c]","26950","27570"
"Leaver Dept.","2022","20-29","No function","EO","Male","495","[c]","27370","27570"
"Leaver Dept.","2022","20-29","No function","G6/G7","Female","160","[c]","53970","53420"
"Leaver Dept.","2022","20-29","No function","G6/G7","Male","135","[c]","54290","54110"
"Leaver Dept.","2022","20-29","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","SEO/HEO","Female","1245","[c]","33830","32650"
"Leaver Dept.","2022","20-29","No function","SEO/HEO","Male","765","[c]","33880","33210"
"Leaver Dept.","2022","20-29","No function","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","EO","Male","50","[c]","24720","26510"
"Leaver Dept.","2022","20-29","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SEO/HEO","Female","45","[c]","33800","34020"
"Leaver Dept.","2022","20-29","Project Delivery","SEO/HEO","Male","50","[c]","31860","31600"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","Female","215","[c]","22170","21680"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","Male","145","[c]","22020","21680"
"Leaver Dept.","2022","20-29","Unknown","EO","Female","185","[c]","27210","27570"
"Leaver Dept.","2022","20-29","Unknown","EO","Male","150","[c]","26650","24890"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","Female","185","[c]","37100","36590"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","Male","165","[c]","36670","35070"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","G6/G7","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","SEO/HEO","Male","40","[c]","37680","38070"
"Leaver Dept.","2022","30-39","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","Female","50","[c]","37950","39360"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","Female","50","[c]","36700","36330"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","Male","45","[c]","38340","37290"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","Female","60","[c]","35800","35630"
