"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Undeclared","AA/AO","AO","90","[c]","22550","21260"
"Leaver CS","2022","50-59","Undeclared","EO","EO","115","[c]","29020","27640"
"Leaver CS","2022","50-59","Undeclared","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","G6/G7","G7","35","[c]","55290","54170"
"Leaver CS","2022","50-59","Undeclared","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SEO/HEO","HEO","50","[c]","34890","34290"
"Leaver CS","2022","50-59","Undeclared","SEO/HEO","SEO","40","[c]","44870","44460"
"Leaver CS","2022","50-59","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","AA","110","[c]","20900","20950"
"Leaver CS","2022","50-59","Unknown","AA/AO","AO","375","[c]","22680","21260"
"Leaver CS","2022","50-59","Unknown","EO","EO","255","[c]","28340","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","G6","60","[c]","72710","70340"
"Leaver CS","2022","50-59","Unknown","G6/G7","G7","105","[c]","58140","55610"
"Leaver CS","2022","50-59","Unknown","SCS level","SCS level","45","[c]","117810","112530"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","HEO","100","[c]","35070","33590"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","SEO","105","[c]","41700","40910"
"Leaver CS","2022","50-59","Unknown","Unknown","Unknown","125","[c]","39720","34460"
"Leaver CS","2022","50-59","White","AA/AO","AA","330","[c]","19560","19560"
"Leaver CS","2022","50-59","White","AA/AO","AO","1645","[c]","22570","21260"
"Leaver CS","2022","50-59","White","EO","EO","1540","[c]","27990","27570"
"Leaver CS","2022","50-59","White","G6/G7","G6","245","[c]","71720","69350"
"Leaver CS","2022","50-59","White","G6/G7","G7","530","[c]","56250","54540"
"Leaver CS","2022","50-59","White","SCS level","SCS level","165","[c]","96830","95140"
"Leaver CS","2022","50-59","White","SEO/HEO","HEO","650","[c]","34340","33320"
"Leaver CS","2022","50-59","White","SEO/HEO","SEO","585","[c]","42370","41020"
"Leaver CS","2022","50-59","White","Unknown","Unknown","205","[c]","42430","39680"
"Leaver CS","2022","60-64","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","EO","EO","45","[c]","28640","29080"
"Leaver CS","2022","60-64","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","EO","EO","40","[c]","29520","29530"
"Leaver CS","2022","60-64","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AA/AO","AO","105","[c]","23460","21260"
"Leaver CS","2022","60-64","Undeclared","EO","EO","120","[c]","28960","27570"
"Leaver CS","2022","60-64","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SEO/HEO","HEO","70","[c]","35550","34770"
"Leaver CS","2022","60-64","Undeclared","SEO/HEO","SEO","50","[c]","42430","42320"
"Leaver CS","2022","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA/AO","AA","55","[c]","20860","20950"
"Leaver CS","2022","60-64","Unknown","AA/AO","AO","190","[c]","22720","21260"
"Leaver CS","2022","60-64","Unknown","EO","EO","140","[c]","29720","28920"
"Leaver CS","2022","60-64","Unknown","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","HEO","80","[c]","36260","35910"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","SEO","50","[c]","44400","45210"
"Leaver CS","2022","60-64","Unknown","Unknown","Unknown","105","[c]","44250","38310"
"Leaver CS","2022","60-64","White","AA/AO","AA","275","[c]","19480","19200"
"Leaver CS","2022","60-64","White","AA/AO","AO","1240","[c]","22510","21260"
"Leaver CS","2022","60-64","White","EO","EO","1210","[c]","28150","27570"
"Leaver CS","2022","60-64","White","G6/G7","G6","215","[c]","72010","70410"
"Leaver CS","2022","60-64","White","G6/G7","G7","400","[c]","57420","56450"
"Leaver CS","2022","60-64","White","SCS level","SCS level","135","[c]","105070","101380"
"Leaver CS","2022","60-64","White","SEO/HEO","HEO","655","[c]","35010","34290"
"Leaver CS","2022","60-64","White","SEO/HEO","SEO","525","[c]","44060","43020"
"Leaver CS","2022","60-64","White","Unknown","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA/AO","AO","65","[c]","23610","23770"
"Leaver CS","2022","65+","Asian","EO","EO","45","[c]","29700","30110"
"Leaver CS","2022","65+","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA/AO","AO","75","[c]","21680","21260"
"Leaver CS","2022","65+","Undeclared","EO","EO","80","[c]","27880","27570"
"Leaver CS","2022","65+","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO/HEO","HEO","35","[c]","36040","35340"
"Leaver CS","2022","65+","Undeclared","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","AA","60","[c]","19870","19900"
"Leaver CS","2022","65+","Unknown","AA/AO","AO","160","[c]","22590","21260"
"Leaver CS","2022","65+","Unknown","EO","EO","80","[c]","28810","28920"
"Leaver CS","2022","65+","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","AA/AO","AA","420","[c]","19490","19200"
"Leaver CS","2022","65+","White","AA/AO","AO","1325","[c]","21890","21260"
"Leaver CS","2022","65+","White","EO","EO","1025","[c]","27890","27570"
"Leaver CS","2022","65+","White","G6/G7","G6","85","[c]","71490","71670"
"Leaver CS","2022","65+","White","G6/G7","G7","160","[c]","59080","59070"
"Leaver CS","2022","65+","White","SCS level","SCS level","40","[c]","94170","89370"
"Leaver CS","2022","65+","White","SEO/HEO","HEO","390","[c]","34290","34290"
"Leaver CS","2022","65+","White","SEO/HEO","SEO","260","[c]","43400","42290"
"Leaver CS","2022","65+","White","Unknown","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","AA/AO","AO","170","[c]","21790","21260"
"Leaver Dept.","2022","20-29","Asian","EO","EO","340","[c]","27830","27570"
"Leaver Dept.","2022","20-29","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","SEO/HEO","HEO","195","[c]","33000","33100"
"Leaver Dept.","2022","20-29","Asian","SEO/HEO","SEO","55","[c]","39800","40070"
"Leaver Dept.","2022","20-29","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","AA/AO","AO","50","[c]","22450","21820"
"Leaver Dept.","2022","20-29","Black","EO","EO","135","[c]","27580","27500"
"Leaver Dept.","2022","20-29","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","SEO/HEO","HEO","65","[c]","32740","32330"
"Leaver Dept.","2022","20-29","Black","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","EO","EO","85","[c]","27510","27570"
"Leaver Dept.","2022","20-29","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","SEO/HEO","HEO","80","[c]","32420","32330"
"Leaver Dept.","2022","20-29","Mixed","SEO/HEO","SEO","35","[c]","40240","40250"
"Leaver Dept.","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","EO","EO","45","[c]","26800","27190"
"Leaver Dept.","2022","20-29","Undeclared","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","SEO/HEO","HEO","70","[c]","31770","31660"
"Leaver Dept.","2022","20-29","Undeclared","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","AO","290","[c]","21640","21260"
"Leaver Dept.","2022","20-29","Unknown","EO","EO","330","[c]","27460","27570"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","G7","115","[c]","54460","54700"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","HEO","820","[c]","32010","32000"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","SEO","135","[c]","40410","40600"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","White","AA/AO","AA","70","[c]","19900","19100"
"Leaver Dept.","2022","20-29","White","AA/AO","AO","700","[c]","21510","21260"
"Leaver Dept.","2022","20-29","White","EO","EO","1120","[c]","26540","27450"
"Leaver Dept.","2022","20-29","White","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","White","G6/G7","G7","240","[c]","53690","53420"
"Leaver Dept.","2022","20-29","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","White","SEO/HEO","HEO","1115","[c]","32360","32330"
"Leaver Dept.","2022","20-29","White","SEO/HEO","SEO","450","[c]","39920","40070"
"Leaver Dept.","2022","20-29","White","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Asian","AA/AO","AO","105","[c]","22070","21260"
"Leaver Dept.","2022","30-39","Asian","EO","EO","235","[c]","27220","27570"
"Leaver Dept.","2022","30-39","Asian","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Asian","G6/G7","G7","90","[c]","53440","53600"
"Leaver Dept.","2022","30-39","Asian","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Asian","SEO/HEO","HEO","165","[c]","32730","32330"
"Leaver Dept.","2022","30-39","Asian","SEO/HEO","SEO","125","[c]","40670","40470"
"Leaver Dept.","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","EO","EO","115","[c]","28090","27570"
"Leaver Dept.","2022","30-39","Black","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","G6/G7","G7","40","[c]","53260","52610"
"Leaver Dept.","2022","30-39","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","SEO/HEO","HEO","85","[c]","32430","32330"
"Leaver Dept.","2022","30-39","Black","SEO/HEO","SEO","70","[c]","40050","40070"
"Leaver Dept.","2022","30-39","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","EO","EO","45","[c]","27500","27570"
"Leaver Dept.","2022","30-39","Mixed","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","G6/G7","G7","45","[c]","53390","53380"
"Leaver Dept.","2022","30-39","Mixed","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","SEO/HEO","HEO","55","[c]","33520","33290"
"Leaver Dept.","2022","30-39","Mixed","SEO/HEO","SEO","45","[c]","40390","40080"
"Leaver Dept.","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","EO","EO","50","[c]","26840","27570"
"Leaver Dept.","2022","30-39","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","G6/G7","G7","60","[c]","53770","53550"
