"Status","Year","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Security","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","35","35","39020","39070"
"In post","2022","Unknown","Security","Unknown","1300","1280","31490","27680"
"In post","2022","Unknown","Unknown","Heterosexual / straight","280","265","35610","31140"
"In post","2022","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","135","130","38920","34830"
"In post","2022","Unknown","Unknown","Unknown","10750","10420","35020","30780"
"In post","2022","White","Analysis","Heterosexual / straight","4485","4290","45010","39850"
"In post","2022","White","Analysis","LGBO","485","480","40670","37610"
"In post","2022","White","Analysis","Undeclared","350","335","42910","38070"
"In post","2022","White","Analysis","Unknown","815","775","41050","38070"
"In post","2022","White","Commercial","Heterosexual / straight","3285","3180","42930","38980"
"In post","2022","White","Commercial","LGBO","185","185","39990","36500"
"In post","2022","White","Commercial","Undeclared","260","245","40860","36820"
"In post","2022","White","Commercial","Unknown","240","230","45070","40010"
"In post","2022","White","Communications","Heterosexual / straight","4095","3935","37590","33370"
"In post","2022","White","Communications","LGBO","410","405","36180","33080"
"In post","2022","White","Communications","Undeclared","270","260","36120","33080"
"In post","2022","White","Communications","Unknown","270","255","36670","31560"
"In post","2022","White","Counter Fraud","Heterosexual / straight","8740","8080","33030","29290"
"In post","2022","White","Counter Fraud","LGBO","535","520","32440","28920"
"In post","2022","White","Counter Fraud","Undeclared","800","720","31880","27570"
"In post","2022","White","Counter Fraud","Unknown","1440","1270","30610","27570"
"In post","2022","White","Debt","Heterosexual / straight","3135","2760","24050","21260"
"In post","2022","White","Debt","LGBO","250","240","23420","21260"
"In post","2022","White","Debt","Undeclared","280","240","23510","21260"
"In post","2022","White","Debt","Unknown","535","455","24790","22080"
"In post","2022","White","Digital, Data & Technology","Heterosexual / straight","12410","12005","41650","38450"
"In post","2022","White","Digital, Data & Technology","LGBO","880","865","40070","36500"
"In post","2022","White","Digital, Data & Technology","Undeclared","1115","1075","40280","37500"
"In post","2022","White","Digital, Data & Technology","Unknown","945","895","40890","36960"
"In post","2022","White","Finance","Heterosexual / straight","6845","6475","40150","36050"
"In post","2022","White","Finance","LGBO","360","355","39590","35310"
"In post","2022","White","Finance","Undeclared","585","540","39570","35800"
"In post","2022","White","Finance","Unknown","745","670","36310","32890"
"In post","2022","White","Grants Management","Heterosexual / straight","970","880","26280","24920"
"In post","2022","White","Grants Management","LGBO","70","70","25680","24920"
"In post","2022","White","Grants Management","Undeclared","55","50","23340","21300"
"In post","2022","White","Grants Management","Unknown","215","180","25090","21300"
"In post","2022","White","Human Resources","Heterosexual / straight","7540","7105","38340","33370"
"In post","2022","White","Human Resources","LGBO","570","555","38860","33300"
"In post","2022","White","Human Resources","Undeclared","435","410","35210","31740"
"In post","2022","White","Human Resources","Unknown","405","365","33470","29180"
"In post","2022","White","Internal Audit","Heterosexual / straight","470","445","46320","43610"
"In post","2022","White","Internal Audit","LGBO","30","30","[c]","[c]"
"In post","2022","White","Internal Audit","Undeclared","50","50","46200","40520"
"In post","2022","White","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2022","White","Legal","Heterosexual / straight","6460","6035","46950","48830"
"In post","2022","White","Legal","LGBO","465","450","46500","48440"
"In post","2022","White","Legal","Undeclared","340","320","49400","51250"
"In post","2022","White","Legal","Unknown","1135","1010","48670","53350"
"In post","2022","White","No function","Heterosexual / straight","146295","135185","32330","27570"
"In post","2022","White","No function","LGBO","11185","10855","32780","27570"
"In post","2022","White","No function","Undeclared","13535","12190","31360","27570"
"In post","2022","White","No function","Unknown","18895","16405","30690","27570"
"In post","2022","White","Project Delivery","Heterosexual / straight","16525","15870","42210","40000"
"In post","2022","White","Project Delivery","LGBO","850","835","41910","38550"
"In post","2022","White","Project Delivery","Undeclared","1170","1105","42220","40000"
"In post","2022","White","Project Delivery","Unknown","1535","1435","42240","39940"
"In post","2022","White","Property","Heterosexual / straight","5750","5520","37600","33350"
"In post","2022","White","Property","LGBO","245","240","36400","33300"
"In post","2022","White","Property","Undeclared","410","385","38720","34330"
"In post","2022","White","Property","Unknown","290","280","35650","33300"
"In post","2022","White","Security","Heterosexual / straight","6875","6700","32250","29360"
"In post","2022","White","Security","LGBO","320","315","33580","32000"
"In post","2022","White","Security","Undeclared","580","560","35430","37320"
"In post","2022","White","Security","Unknown","350","340","37410","38070"
"In post","2022","White","Unknown","Heterosexual / straight","47420","44875","35030","30040"
"In post","2022","White","Unknown","LGBO","2555","2490","36050","30980"
"In post","2022","White","Unknown","Undeclared","3750","3525","35130","30040"
"In post","2022","White","Unknown","Unknown","2305","2165","37050","31990"
"Leaver CS","2022","Asian","Analysis","Heterosexual / straight","50","[c]","33860","33110"
"Leaver CS","2022","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Heterosexual / straight","100","[c]","42010","38170"
"Leaver CS","2022","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Heterosexual / straight","40","[c]","40540","37520"
"Leaver CS","2022","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Heterosexual / straight","40","[c]","36720","32640"
"Leaver CS","2022","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Heterosexual / straight","50","[c]","38240","37230"
"Leaver CS","2022","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Heterosexual / straight","1090","[c]","31690","27570"
"Leaver CS","2022","Asian","No function","LGBO","45","[c]","34980","27680"
"Leaver CS","2022","Asian","No function","Undeclared","75","[c]","32760","27570"
"Leaver CS","2022","Asian","No function","Unknown","100","[c]","38250","29460"
"Leaver CS","2022","Asian","Project Delivery","Heterosexual / straight","45","[c]","42510","36340"
"Leaver CS","2022","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Heterosexual / straight","250","[c]","30680","27570"
"Leaver CS","2022","Asian","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","310","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Heterosexual / straight","35","[c]","41630","39040"
"Leaver CS","2022","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Heterosexual / straight","35","[c]","32510","31180"
"Leaver CS","2022","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Heterosexual / straight","825","[c]","30960","29290"
"Leaver CS","2022","Black","No function","LGBO","40","[c]","28040","27620"
"Leaver CS","2022","Black","No function","Undeclared","50","[c]","34520","28230"
"Leaver CS","2022","Black","No function","Unknown","40","[c]","32800","31060"
"Leaver CS","2022","Black","Project Delivery","Heterosexual / straight","30","[c]","39310","40510"
"Leaver CS","2022","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Heterosexual / straight","135","[c]","31310","28670"
"Leaver CS","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","Heterosexual / straight","445","[c]","30210","27570"
"Leaver CS","2022","Mixed","No function","LGBO","65","[c]","29650","27570"
"Leaver CS","2022","Mixed","No function","Undeclared","40","[c]","29670","27570"
"Leaver CS","2022","Mixed","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Heterosexual / straight","70","[c]","32050","27570"
"Leaver CS","2022","Mixed","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Heterosexual / straight","115","[c]","33130","31060"
"Leaver CS","2022","Other ethnicity","No function","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Unknown","45","[c]","25430","21820"
"Leaver CS","2022","Undeclared","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Undeclared","5","[c]","[c]","[c]"
