"Status","Year","Profession_of_post","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Peterborough","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Plymouth","Heterosexual / straight","70","70","35750","33300"
"In post","2022","Property","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Plymouth","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Portsmouth","Heterosexual / straight","50","50","36480","35050"
"In post","2022","Property","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Portsmouth","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Powys","Heterosexual / straight","30","30","37080","33300"
"In post","2022","Property","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Powys","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sandwell","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Borders","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sefton","Heterosexual / straight","75","70","34850","31900"
"In post","2022","Property","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sefton","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Sefton","Unknown","35","30","29000","27000"
"In post","2022","Property","Sheffield","Heterosexual / straight","125","120","41700","36780"
"In post","2022","Property","Sheffield","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Sheffield","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Sheffield","Unknown","20","20","[c]","[c]"
"In post","2022","Property","Shropshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Solihull","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Solihull","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Solihull","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Somerset CC","Heterosexual / straight","30","30","34080","33300"
"In post","2022","Property","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","South and West Derbyshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Ayrshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Hampshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Lanarkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Nottinghamshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Property","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Southampton","Heterosexual / straight","45","40","36230","31900"
"In post","2022","Property","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Southampton","Undeclared","15","10","[c]","[c]"
"In post","2022","Property","Southampton","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Staffordshire CC","Heterosexual / straight","110","105","38120","33300"
"In post","2022","Property","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Staffordshire CC","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Staffordshire CC","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Stoke-on-Trent","Heterosexual / straight","35","35","32620","27000"
"In post","2022","Property","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Stoke-on-Trent","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Stoke-on-Trent","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Suffolk CC","Heterosexual / straight","90","90","32960","33000"
"In post","2022","Property","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Suffolk CC","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Suffolk CC","Unknown","20","20","[c]","[c]"
"In post","2022","Property","Sunderland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Swansea","Heterosexual / straight","85","80","33400","30730"
"In post","2022","Property","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Swansea","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Swansea","Unknown","25","20","[c]","[c]"
"In post","2022","Property","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Telford and Wrekin","Heterosexual / straight","55","55","35740","33300"
"In post","2022","Property","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Telford and Wrekin","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Tower Hamlets","Heterosexual / straight","130","120","46640","39050"
"In post","2022","Property","Tower Hamlets","LGBO","10","10","[c]","[c]"
"In post","2022","Property","Tower Hamlets","Undeclared","30","30","44980","39050"
"In post","2022","Property","Tower Hamlets","Unknown","50","50","40740","38040"
"In post","2022","Property","Tyneside","Heterosexual / straight","175","160","36840","33080"
"In post","2022","Property","Tyneside","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Tyneside","Unknown","60","55","30740","26880"
"In post","2022","Property","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Wakefield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Walsall","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Walsall","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warrington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warwickshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warwickshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Essex","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Essex","Unknown","5","5","[c]","[c]"
"In post","2022","Property","West Kent","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Kent","Unknown","5","5","[c]","[c]"
"In post","2022","Property","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Surrey","Heterosexual / straight","65","60","50260","53200"
"In post","2022","Property","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Surrey","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","West Surrey","Unknown","5","5","[c]","[c]"
"In post","2022","Property","West Sussex (North East)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Sussex (South West)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Sussex (South West)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Westminster","Heterosexual / straight","400","390","50670","47550"
"In post","2022","Property","Westminster","LGBO","30","30","[c]","[c]"
"In post","2022","Property","Westminster","Undeclared","60","60","51780","45000"
"In post","2022","Property","Westminster","Unknown","70","70","46570","41750"
"In post","2022","Property","Wiltshire","Heterosexual / straight","135","130","35890","33300"
"In post","2022","Property","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wiltshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Property","Wiltshire","Unknown","35","35","41110","40290"
"In post","2022","Property","Wirral","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wolverhampton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wolverhampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Worcestershire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Worcestershire CC","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","York","Heterosexual / straight","40","40","40010","36970"
"In post","2022","Property","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Barnet","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Barnsley, Doncaster and Rotherham","Heterosexual / straight","35","30","31810","27700"
"In post","2022","Psychology","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bexley and Greenwich","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Psychology","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Birmingham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Breckland and South Norfolk","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Psychology","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Buckinghamshire","Heterosexual / straight","40","40","36640","30450"
"In post","2022","Psychology","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Buckinghamshire","Unknown","10","5","[c]","[c]"
"In post","2022","Psychology","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cambridgeshire CC","Heterosexual / straight","40","35","36960","31180"
"In post","2022","Psychology","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cardiff and Vale of Glamorgan","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Central Hampshire","Unknown","10","5","[c]","[c]"
"In post","2022","Psychology","Cheshire East","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Psychology","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Chorley and West Lancashire","Heterosexual / straight","65","65","35880","31180"
"In post","2022","Psychology","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","City of Edinburgh","Unknown","20","20","[c]","[c]"
"In post","2022","Psychology","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Clackmannanshire and Fife","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","Croydon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Devon CC","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Psychology","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Devon CC","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","Dorset","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Psychology","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Durham","Heterosexual / straight","55","55","39970","39670"
"In post","2022","Psychology","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Durham","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","East Riding of Yorkshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Psychology","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Surrey","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Surrey","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","East Sussex CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Falkirk","Unknown","5","5","[c]","[c]"
"In post","2022","Psychology","Flintshire and Wrexham","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Psychology","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Psychology","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hartlepool and Stockton-on-Tees","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Psychology","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hertfordshire CC","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Psychology","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hounslow and Richmond upon Thames","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Psychology","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Isle of Wight","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Psychology","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
