"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Undeclared","305","305","39360","36740"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Unknown","610","590","41360","39840"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Heterosexual / straight","75","75","44950","45480"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Heterosexual / straight","35","30","33620","32890"
"In post","2022","National Crime Agency","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","LGBO","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Heterosexual / straight","205","195","39390","36130"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Unknown","215","200","33170","27230"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Heterosexual / straight","45","45","56610","44580"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Undeclared","15","15","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Heterosexual / straight","55","55","50810","50430"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Unknown","35","35","43220","41750"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","55","55","47170","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","40","40","41280","35740"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","750","735","64700","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","50","50","69840","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","35","35","69630","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","30","30","57600","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","160","145","29280","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","205","195","30400","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","Unknown","25","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","55","55","51240","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","30","30","43010","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","30","30","43020","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","80","75","42510","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Unknown","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","55","50","49440","42810"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","55","55","51050","47100"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","30","30","45630","43650"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Unknown","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","35","35","59880","60000"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Unknown","40","35","64620","68680"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","105","105","29120","25000"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Unknown","55","55","33150","30950"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Heterosexual / straight","345","335","41570","34000"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","LGBO","50","50","35310","30950"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Undeclared","35","35","41150","36000"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Unknown","205","200","49470","44520"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","45","45","38020","34000"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Unknown","30","30","38460","34240"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","20","20","[c]","[c]"
