"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Female","115","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Female","4845","[c]","21150","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Male","4005","[c]","21890","21260"
"Leaver CS","2022","Declared non-disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Female","3000","[c]","27100","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Male","2230","[c]","27480","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Female","620","[c]","59090","56170"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Male","750","[c]","60930","59590"
"Leaver CS","2022","Declared non-disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Female","90","[c]","95300","93740"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Male","80","[c]","96990","95140"
"Leaver CS","2022","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Female","1760","[c]","36710","36130"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Male","1985","[c]","37630","36460"
"Leaver CS","2022","Declared non-disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Female","595","[c]","33400","28200"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Male","275","[c]","37340","39250"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Female","155","[c]","20680","21590"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Male","75","[c]","21360","21840"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Female","35","[c]","27550","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Male","40","[c]","27070","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Male","35","[c]","39090","39040"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","EO","Female","50","[c]","29560","31040"
"Leaver CS","2022","Undeclared","London","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","G6/G7","Female","45","[c]","60580","57860"
"Leaver CS","2022","Undeclared","London","G6/G7","Male","60","[c]","58940","56290"
"Leaver CS","2022","Undeclared","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Female","65","[c]","38710","37510"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Male","50","[c]","39350","39930"
"Leaver CS","2022","Undeclared","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","Female","395","[c]","21030","21100"
"Leaver CS","2022","Undeclared","Outside London","AA/AO","Male","485","[c]","22640","21260"
"Leaver CS","2022","Undeclared","Outside London","EO","Female","190","[c]","26910","27570"
"Leaver CS","2022","Undeclared","Outside London","EO","Male","220","[c]","27750","27570"
"Leaver CS","2022","Undeclared","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","G6/G7","Male","50","[c]","59020","58550"
"Leaver CS","2022","Undeclared","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","Female","135","[c]","36540","36500"
"Leaver CS","2022","Undeclared","Outside London","SEO/HEO","Male","210","[c]","37900","36840"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA/AO","Female","310","[c]","22540","23040"
"Leaver CS","2022","Unknown","London","AA/AO","Male","260","[c]","22740","23040"
"Leaver CS","2022","Unknown","London","EO","Female","365","[c]","28430","28650"
"Leaver CS","2022","Unknown","London","EO","Male","230","[c]","29340","29690"
"Leaver CS","2022","Unknown","London","G6/G7","Female","305","[c]","58880","55000"
"Leaver CS","2022","Unknown","London","G6/G7","Male","290","[c]","61050","58130"
"Leaver CS","2022","Unknown","London","SCS level","Female","60","[c]","104700","93740"
"Leaver CS","2022","Unknown","London","SCS level","Male","70","[c]","99790","90600"
"Leaver CS","2022","Unknown","London","SEO/HEO","Female","480","[c]","36530","36200"
"Leaver CS","2022","Unknown","London","SEO/HEO","Male","445","[c]","37520","36660"
"Leaver CS","2022","Unknown","London","Unknown","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Female","1990","[c]","21290","21260"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Male","1935","[c]","22840","21260"
"Leaver CS","2022","Unknown","Outside London","EO","Female","720","[c]","27110","27570"
"Leaver CS","2022","Unknown","Outside London","EO","Male","865","[c]","27700","27570"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Female","205","[c]","60830","56950"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Male","285","[c]","59750","56350"
"Leaver CS","2022","Unknown","Outside London","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Female","495","[c]","37000","36500"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Male","670","[c]","37710","36970"
"Leaver CS","2022","Unknown","Outside London","Unknown","Female","265","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Male","105","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Female","55","[c]","20460","21590"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Male","45","[c]","20400","21590"
"Leaver CS","2022","Unknown","Unknown","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","180","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","265","[c]","36610","33570"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","EO","Female","95","[c]","29170","29290"
"Leaver Dept.","2022","Declared disabled","London","EO","Male","50","[c]","28250","27900"
"Leaver Dept.","2022","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Female","110","[c]","57380","54700"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Male","75","[c]","58810","57430"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Female","190","[c]","37160","36650"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Male","115","[c]","37270","36640"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Female","135","[c]","21040","21260"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Male","105","[c]","20700","20990"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Female","205","[c]","26580","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Male","145","[c]","26640","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Female","60","[c]","55180","51440"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Female","225","[c]","34020","33300"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Male","145","[c]","34470","32320"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Female","190","[c]","23590","23780"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Male","105","[c]","23860","23780"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Female","655","[c]","28450","27920"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Male","375","[c]","28780","28350"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Female","985","[c]","58850","55270"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Male","720","[c]","59040","56340"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Female","175","[c]","93550","91730"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Male","155","[c]","91080","84560"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Female","1590","[c]","36760","35980"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Male","1000","[c]","37240","36510"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Female","1105","[c]","20970","21170"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Male","705","[c]","21190","21260"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Female","1490","[c]","26250","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Male","990","[c]","26360","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Female","540","[c]","55920","52620"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Male","470","[c]","57320","54540"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Female","85","[c]","98120","98950"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Male","70","[c]","103780","106770"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Female","1570","[c]","34740","34290"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Male","990","[c]","35100","34800"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Female","35","[c]","27280","27500"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Female","30","[c]","56330","54700"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Male","30","[c]","58370","56520"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Female","55","[c]","35650","33570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Male","50","[c]","35610","33900"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
