"Status","Year","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Essex","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","135","[c]","34450","31950"
"Leaver Dept.","2022","Declared disabled","Greater Manchester","90","[c]","30760","27660"
"Leaver Dept.","2022","Declared disabled","Hampshire and Isle of Wight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Inner London - East","155","[c]","40490","36650"
"Leaver Dept.","2022","Declared disabled","Inner London - West","465","[c]","44420","39600"
"Leaver Dept.","2022","Declared disabled","Kent","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Lancashire","35","[c]","33590","31990"
"Leaver Dept.","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Merseyside","70","[c]","30330","27570"
"Leaver Dept.","2022","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","North Yorkshire","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northumberland, and Tyne and Wear","60","[c]","29090","27570"
"Leaver Dept.","2022","Declared disabled","Outer London - East and North East","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outer London - South","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outer London - West and North West","60","[c]","36890","32330"
"Leaver Dept.","2022","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Shropshire and Staffordshire","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","South Yorkshire","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Southern Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Surrey, East and West Sussex","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tees Valley and Durham","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","40","[c]","33730","32000"
"Leaver Dept.","2022","Declared disabled","West Central Scotland","55","[c]","26300","27230"
"Leaver Dept.","2022","Declared disabled","West Midlands","90","[c]","30820","27570"
"Leaver Dept.","2022","Declared disabled","West Wales and The Valleys","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","West Yorkshire","95","[c]","32080","30190"
"Leaver Dept.","2022","Declared non-disabled","Bedfordshire and Hertfordshire","55","[c]","37240","30910"
"Leaver Dept.","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","240","[c]","38630","35350"
"Leaver Dept.","2022","Declared non-disabled","Cheshire","55","[c]","32600","27570"
"Leaver Dept.","2022","Declared non-disabled","Cornwall and Isles of Scilly","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Cumbria","35","[c]","28470","26990"
"Leaver Dept.","2022","Declared non-disabled","Derbyshire and Nottinghamshire","305","[c]","33480","28590"
"Leaver Dept.","2022","Declared non-disabled","Devon","110","[c]","34520","29920"
"Leaver Dept.","2022","Declared non-disabled","Dorset and Somerset","40","[c]","34780","31990"
"Leaver Dept.","2022","Declared non-disabled","East Anglia","295","[c]","36570","30460"
"Leaver Dept.","2022","Declared non-disabled","East Wales","340","[c]","34310","29910"
"Leaver Dept.","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Eastern Scotland","290","[c]","28670","27570"
"Leaver Dept.","2022","Declared non-disabled","Essex","80","[c]","33430","29290"
"Leaver Dept.","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","1310","[c]","35390","30000"
"Leaver Dept.","2022","Declared non-disabled","Greater Manchester","635","[c]","33130","27570"
"Leaver Dept.","2022","Declared non-disabled","Hampshire and Isle of Wight","180","[c]","36860","30210"
"Leaver Dept.","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","75","[c]","28080","25730"
"Leaver Dept.","2022","Declared non-disabled","Highlands and Islands","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Inner London - East","1675","[c]","44720","40070"
"Leaver Dept.","2022","Declared non-disabled","Inner London - West","3190","[c]","46300","40680"
"Leaver Dept.","2022","Declared non-disabled","Kent","130","[c]","36870","30460"
"Leaver Dept.","2022","Declared non-disabled","Lancashire","165","[c]","33900","28590"
"Leaver Dept.","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","75","[c]","26430","24000"
"Leaver Dept.","2022","Declared non-disabled","Lincolnshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Merseyside","460","[c]","28980","25450"
"Leaver Dept.","2022","Declared non-disabled","North Eastern Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","North Yorkshire","155","[c]","37540","33300"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northumberland, and Tyne and Wear","510","[c]","31510","27570"
"Leaver Dept.","2022","Declared non-disabled","Outer London - East and North East","75","[c]","31120","31060"
"Leaver Dept.","2022","Declared non-disabled","Outer London - South","230","[c]","39340","35050"
"Leaver Dept.","2022","Declared non-disabled","Outer London - West and North West","825","[c]","37980","32330"
"Leaver Dept.","2022","Declared non-disabled","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Shropshire and Staffordshire","105","[c]","30600","27570"
"Leaver Dept.","2022","Declared non-disabled","South Yorkshire","200","[c]","36910","33000"
"Leaver Dept.","2022","Declared non-disabled","Southern Scotland","105","[c]","36280","33930"
"Leaver Dept.","2022","Declared non-disabled","Surrey, East and West Sussex","115","[c]","35510","29290"
"Leaver Dept.","2022","Declared non-disabled","Tees Valley and Durham","145","[c]","31090","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","280","[c]","38150","33250"
"Leaver Dept.","2022","Declared non-disabled","West Central Scotland","420","[c]","28540","27570"
"Leaver Dept.","2022","Declared non-disabled","West Midlands","690","[c]","32790","27570"
"Leaver Dept.","2022","Declared non-disabled","West Wales and The Valleys","110","[c]","31750","27570"
"Leaver Dept.","2022","Declared non-disabled","West Yorkshire","525","[c]","35670","30760"
"Leaver Dept.","2022","Undeclared","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Derbyshire and Nottinghamshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Devon","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Anglia","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Wales","40","[c]","34690","30170"
"Leaver Dept.","2022","Undeclared","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Eastern Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Essex","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","55","[c]","34930","33300"
"Leaver Dept.","2022","Undeclared","Greater Manchester","35","[c]","31240","27570"
"Leaver Dept.","2022","Undeclared","Hampshire and Isle of Wight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Inner London - East","60","[c]","41860","40070"
"Leaver Dept.","2022","Undeclared","Inner London - West","255","[c]","42630","39990"
"Leaver Dept.","2022","Undeclared","Kent","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Lancashire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Merseyside","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northumberland, and Tyne and Wear","35","[c]","29960","27570"
"Leaver Dept.","2022","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outer London - South","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South Yorkshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Central Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands","35","[c]","28630","27570"
"Leaver Dept.","2022","Undeclared","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Yorkshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedfordshire and Hertfordshire","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","170","[c]","47840","42950"
"Leaver Dept.","2022","Unknown","Cheshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Derbyshire and Nottinghamshire","100","[c]","38380","32000"
"Leaver Dept.","2022","Unknown","Devon","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Anglia","105","[c]","44310","36060"
"Leaver Dept.","2022","Unknown","East Wales","140","[c]","34110","29540"
"Leaver Dept.","2022","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Eastern Scotland","120","[c]","33100","27570"
"Leaver Dept.","2022","Unknown","Essex","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","395","[c]","43740","39330"
"Leaver Dept.","2022","Unknown","Greater Manchester","230","[c]","33540","29360"
"Leaver Dept.","2022","Unknown","Hampshire and Isle of Wight","50","[c]","37050","31320"
"Leaver Dept.","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - East","550","[c]","49950","41950"
"Leaver Dept.","2022","Unknown","Inner London - West","2155","[c]","41410","34600"
"Leaver Dept.","2022","Unknown","Kent","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lancashire","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leicestershire, Rutland and Northamptonshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Merseyside","130","[c]","37380","30820"
"Leaver Dept.","2022","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North Yorkshire","35","[c]","45860","40570"
"Leaver Dept.","2022","Unknown","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northumberland, and Tyne and Wear","170","[c]","35990","30130"
"Leaver Dept.","2022","Unknown","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - South","75","[c]","31740","32000"
"Leaver Dept.","2022","Unknown","Outer London - West and North West","420","[c]","48410","41030"
"Leaver Dept.","2022","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Shropshire and Staffordshire","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Yorkshire","45","[c]","37950","36500"
"Leaver Dept.","2022","Unknown","Southern Scotland","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Surrey, East and West Sussex","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tees Valley and Durham","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","405","[c]","36880","32000"
"Leaver Dept.","2022","Unknown","West Central Scotland","85","[c]","32690","28200"
"Leaver Dept.","2022","Unknown","West Midlands","245","[c]","35850","28710"
"Leaver Dept.","2022","Unknown","West Wales and The Valleys","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Yorkshire","485","[c]","38310","30870"
"New entrant CS","2022","Declared disabled","Bedfordshire and Hertfordshire","70","[c]","28540","28140"
"New entrant CS","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","105","[c]","30280","27570"
"New entrant CS","2022","Declared disabled","Cheshire","50","[c]","29360","27340"
"New entrant CS","2022","Declared disabled","Cornwall and Isles of Scilly","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Cumbria","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Derbyshire and Nottinghamshire","205","[c]","26670","26130"
"New entrant CS","2022","Declared disabled","Devon","80","[c]","26720","23170"
"New entrant CS","2022","Declared disabled","Dorset and Somerset","65","[c]","26800","25890"
"New entrant CS","2022","Declared disabled","East Anglia","155","[c]","26050","24690"
"New entrant CS","2022","Declared disabled","East Wales","190","[c]","27250","23880"
"New entrant CS","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","45","[c]","25570","23170"
"New entrant CS","2022","Declared disabled","Eastern Scotland","210","[c]","27190","26590"
"New entrant CS","2022","Declared disabled","Essex","55","[c]","27430","25600"
"New entrant CS","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","290","[c]","31290","27130"
"New entrant CS","2022","Declared disabled","Greater Manchester","220","[c]","29040","26590"
"New entrant CS","2022","Declared disabled","Hampshire and Isle of Wight","125","[c]","26790","23990"
"New entrant CS","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","70","[c]","27810","26350"
"New entrant CS","2022","Declared disabled","Highlands and Islands","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Inner London - East","240","[c]","34540","31060"
"New entrant CS","2022","Declared disabled","Inner London - West","525","[c]","36200","32790"
"New entrant CS","2022","Declared disabled","Kent","90","[c]","27530","26130"
"New entrant CS","2022","Declared disabled","Lancashire","160","[c]","24970","21260"
"New entrant CS","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","105","[c]","25920","23140"
"New entrant CS","2022","Declared disabled","Lincolnshire","45","[c]","26340","26010"
"New entrant CS","2022","Declared disabled","Merseyside","235","[c]","26710","24880"
"New entrant CS","2022","Declared disabled","North Eastern Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","North Yorkshire","70","[c]","32330","29180"
"New entrant CS","2022","Declared disabled","Northern Ireland","30","[c]","32650","30350"
"New entrant CS","2022","Declared disabled","Northumberland, and Tyne and Wear","220","[c]","25720","22170"
"New entrant CS","2022","Declared disabled","Outer London - East and North East","65","[c]","30030","30200"
"New entrant CS","2022","Declared disabled","Outer London - South","80","[c]","35220","31060"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","90","[c]","31260","31060"
"New entrant CS","2022","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","100","[c]","26320","24170"
"New entrant CS","2022","Declared disabled","South Yorkshire","100","[c]","27860","25300"
"New entrant CS","2022","Declared disabled","Southern Scotland","40","[c]","24990","27230"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","100","[c]","28630","27570"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","85","[c]","28750","27330"
"New entrant CS","2022","Declared disabled","Unknown","35","[c]","29890","27500"
"New entrant CS","2022","Declared disabled","West Central Scotland","220","[c]","27560","25730"
"New entrant CS","2022","Declared disabled","West Midlands","270","[c]","28230","27570"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","100","[c]","25400","22600"
"New entrant CS","2022","Declared disabled","West Yorkshire","215","[c]","29880","26970"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","405","[c]","29380","28140"
"New entrant CS","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","690","[c]","29390","28140"
"New entrant CS","2022","Declared non-disabled","Cheshire","275","[c]","27580","23170"
"New entrant CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","150","[c]","25280","21260"
"New entrant CS","2022","Declared non-disabled","Cumbria","250","[c]","25940","21300"
"New entrant CS","2022","Declared non-disabled","Derbyshire and Nottinghamshire","1130","[c]","26990","25000"
"New entrant CS","2022","Declared non-disabled","Devon","600","[c]","27480","24150"
"New entrant CS","2022","Declared non-disabled","Dorset and Somerset","385","[c]","27410","24800"
"New entrant CS","2022","Declared non-disabled","East Anglia","1090","[c]","26690","24800"
"New entrant CS","2022","Declared non-disabled","East Wales","1495","[c]","29050","25860"
"New entrant CS","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","340","[c]","25210","23140"
"New entrant CS","2022","Declared non-disabled","Eastern Scotland","1635","[c]","29160","27230"
"New entrant CS","2022","Declared non-disabled","Essex","395","[c]","28840","24800"
"New entrant CS","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","2260","[c]","30780","27570"
"New entrant CS","2022","Declared non-disabled","Greater Manchester","1755","[c]","28280","26590"
"New entrant CS","2022","Declared non-disabled","Hampshire and Isle of Wight","1005","[c]","29240","26130"
"New entrant CS","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","380","[c]","26830","24620"
"New entrant CS","2022","Declared non-disabled","Highlands and Islands","105","[c]","28050","27230"
"New entrant CS","2022","Declared non-disabled","Inner London - East","1690","[c]","38040","32330"
"New entrant CS","2022","Declared non-disabled","Inner London - West","3560","[c]","38180","34020"
"New entrant CS","2022","Declared non-disabled","Kent","480","[c]","27010","25000"
"New entrant CS","2022","Declared non-disabled","Lancashire","945","[c]","26150","23140"
"New entrant CS","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","590","[c]","24950","23140"
"New entrant CS","2022","Declared non-disabled","Lincolnshire","300","[c]","27100","25000"
"New entrant CS","2022","Declared non-disabled","Merseyside","1430","[c]","25900","23320"
"New entrant CS","2022","Declared non-disabled","North Eastern Scotland","140","[c]","32380","27570"
"New entrant CS","2022","Declared non-disabled","North Yorkshire","405","[c]","31050","26370"
"New entrant CS","2022","Declared non-disabled","Northern Ireland","260","[c]","29160","26590"
"New entrant CS","2022","Declared non-disabled","Northumberland, and Tyne and Wear","1825","[c]","26240","21800"
"New entrant CS","2022","Declared non-disabled","Outer London - East and North East","390","[c]","30350","31060"
"New entrant CS","2022","Declared non-disabled","Outer London - South","420","[c]","32930","31060"
"New entrant CS","2022","Declared non-disabled","Outer London - West and North West","670","[c]","31560","31020"
"New entrant CS","2022","Declared non-disabled","Overseas","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","620","[c]","27590","24090"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","520","[c]","28100","26310"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","440","[c]","24580","21260"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","775","[c]","28840","26970"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","660","[c]","26450","23170"
"New entrant CS","2022","Declared non-disabled","Unknown","250","[c]","31810","29230"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","1700","[c]","29300","27230"
"New entrant CS","2022","Declared non-disabled","West Midlands","1840","[c]","28750","26590"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","980","[c]","25970","21840"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","1655","[c]","28910","26590"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","45","[c]","29120","27200"
"New entrant CS","2022","Undeclared","Cheshire","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","70","[c]","27020","26820"
"New entrant CS","2022","Undeclared","Devon","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","40","[c]","28540","27570"
"New entrant CS","2022","Undeclared","East Wales","60","[c]","28290","26820"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","60","[c]","29250","27230"
"New entrant CS","2022","Undeclared","Essex","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","95","[c]","29860","26920"
"New entrant CS","2022","Undeclared","Greater Manchester","85","[c]","29380","26590"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","65","[c]","28150","25660"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - East","80","[c]","37060","32020"
"New entrant CS","2022","Undeclared","Inner London - West","280","[c]","36680","34020"
"New entrant CS","2022","Undeclared","Kent","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Lancashire","45","[c]","25550","21260"
"New entrant CS","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","30","[c]","24820","21260"
"New entrant CS","2022","Undeclared","Lincolnshire","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Merseyside","80","[c]","26450","23170"
"New entrant CS","2022","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North Yorkshire","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northumberland, and Tyne and Wear","90","[c]","25850","21260"
"New entrant CS","2022","Undeclared","Outer London - East and North East","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outer London - South","30","[c]","34420","31100"
"New entrant CS","2022","Undeclared","Outer London - West and North West","40","[c]","30370","31060"
"New entrant CS","2022","Undeclared","Shropshire and Staffordshire","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South Yorkshire","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Southern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Surrey, East and West Sussex","45","[c]","30270","26610"
"New entrant CS","2022","Undeclared","Tees Valley and Durham","40","[c]","29550","28200"
"New entrant CS","2022","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Central Scotland","55","[c]","28610","27230"
"New entrant CS","2022","Undeclared","West Midlands","95","[c]","29510","27570"
"New entrant CS","2022","Undeclared","West Wales and The Valleys","70","[c]","25800","21840"
"New entrant CS","2022","Undeclared","West Yorkshire","75","[c]","29620","26590"
"New entrant CS","2022","Unknown","Bedfordshire and Hertfordshire","245","[c]","28770","27570"
"New entrant CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","470","[c]","28780","26310"
"New entrant CS","2022","Unknown","Cheshire","255","[c]","28290","24800"
"New entrant CS","2022","Unknown","Cornwall and Isles of Scilly","60","[c]","26610","24850"
"New entrant CS","2022","Unknown","Cumbria","75","[c]","28580","27350"
"New entrant CS","2022","Unknown","Derbyshire and Nottinghamshire","730","[c]","27500","26130"
"New entrant CS","2022","Unknown","Devon","325","[c]","26670","23140"
"New entrant CS","2022","Unknown","Dorset and Somerset","245","[c]","26300","23140"
"New entrant CS","2022","Unknown","East Anglia","480","[c]","27540","24800"
"New entrant CS","2022","Unknown","East Wales","795","[c]","27180","23880"
"New entrant CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","200","[c]","25100","23140"
"New entrant CS","2022","Unknown","Eastern Scotland","1385","[c]","30200","27230"
"New entrant CS","2022","Unknown","Essex","305","[c]","26910","24880"
"New entrant CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1080","[c]","30510","26580"
"New entrant CS","2022","Unknown","Greater Manchester","1370","[c]","29540","26590"
"New entrant CS","2022","Unknown","Hampshire and Isle of Wight","600","[c]","28270","24880"
"New entrant CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","175","[c]","25940","23140"
"New entrant CS","2022","Unknown","Highlands and Islands","55","[c]","27340","27020"
"New entrant CS","2022","Unknown","Inner London - East","870","[c]","36820","32090"
"New entrant CS","2022","Unknown","Inner London - West","3400","[c]","37610","32790"
"New entrant CS","2022","Unknown","Kent","505","[c]","26250","24880"
"New entrant CS","2022","Unknown","Lancashire","450","[c]","25810","23140"
"New entrant CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","330","[c]","25010","23140"
"New entrant CS","2022","Unknown","Lincolnshire","85","[c]","27260","26350"
"New entrant CS","2022","Unknown","Merseyside","1100","[c]","25650","24800"
"New entrant CS","2022","Unknown","North Eastern Scotland","110","[c]","28410","27230"
"New entrant CS","2022","Unknown","North Yorkshire","165","[c]","30380","28000"
"New entrant CS","2022","Unknown","Northern Ireland","295","[c]","26610","24470"
"New entrant CS","2022","Unknown","Northumberland, and Tyne and Wear","855","[c]","26460","24880"
"New entrant CS","2022","Unknown","Outer London - East and North East","220","[c]","29090","29020"
"New entrant CS","2022","Unknown","Outer London - South","630","[c]","34480","30600"
"New entrant CS","2022","Unknown","Outer London - West and North West","470","[c]","29690","28650"
"New entrant CS","2022","Unknown","Overseas","40","[c]","39780","37990"
"New entrant CS","2022","Unknown","Shropshire and Staffordshire","345","[c]","28040","24430"
"New entrant CS","2022","Unknown","South Yorkshire","580","[c]","29430","25000"
"New entrant CS","2022","Unknown","Southern Scotland","210","[c]","24240","22000"
"New entrant CS","2022","Unknown","Surrey, East and West Sussex","405","[c]","29230","25770"
"New entrant CS","2022","Unknown","Tees Valley and Durham","435","[c]","26910","23140"
