"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G7","Heterosexual / straight","65","[c]","56670","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G7","Unknown","55","[c]","60630","59160"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","HEO","Heterosexual / straight","30","[c]","35640","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","HEO","Unknown","45","[c]","29940","29250"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Heterosexual / straight","35","[c]","95460","92500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
