"Status","Year","Age","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Mixed","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","London","5","5","[c]","[c]"
"In post","2022","16-19","Mixed","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","London","London","50","50","26410","25630"
"In post","2022","16-19","Unknown","North East (England)","Outside London","35","35","21480","21250"
"In post","2022","16-19","Unknown","North West (England)","Outside London","50","50","21930","21250"
"In post","2022","16-19","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Outside London","70","65","21490","21250"
"In post","2022","16-19","Unknown","South East (England)","Outside London","50","45","22600","21680"
"In post","2022","16-19","Unknown","South West (England)","Outside London","60","60","18870","17140"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Wales","Outside London","55","50","19760","18310"
"In post","2022","16-19","Unknown","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Outside London","40","40","21780","21250"
"In post","2022","16-19","White","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","White","East of England","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","White","London","London","55","55","24940","24330"
"In post","2022","16-19","White","North East (England)","Outside London","35","35","22170","21260"
"In post","2022","16-19","White","North West (England)","Outside London","80","80","22460","21260"
"In post","2022","16-19","White","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Scotland","Outside London","70","70","21620","21250"
"In post","2022","16-19","White","South East (England)","Outside London","80","75","22120","21640"
"In post","2022","16-19","White","South West (England)","Outside London","105","105","19850","19460"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Wales","Outside London","75","70","20540","19860"
"In post","2022","16-19","White","West Midlands (England)","Outside London","30","30","[c]","[c]"
"In post","2022","16-19","White","Yorkshire and The Humber","Outside London","40","40","21950","21260"
"In post","2022","20-29","Asian","East Midlands (England)","Outside London","355","345","25880","26590"
"In post","2022","20-29","Asian","East of England","Outside London","185","180","27320","27570"
"In post","2022","20-29","Asian","London","London","2925","2895","34420","32320"
"In post","2022","20-29","Asian","North East (England)","Outside London","135","130","25830","23270"
"In post","2022","20-29","Asian","North West (England)","Outside London","780","760","26490","26590"
"In post","2022","20-29","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Scotland","Outside London","130","125","27050","24880"
"In post","2022","20-29","Asian","South East (England)","Outside London","230","225","28390","27770"
"In post","2022","20-29","Asian","South West (England)","Outside London","185","180","27820","27000"
"In post","2022","20-29","Asian","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Wales","Outside London","135","130","26480","25670"
"In post","2022","20-29","Asian","West Midlands (England)","Outside London","975","950","26190","25560"
"In post","2022","20-29","Asian","Yorkshire and The Humber","Outside London","830","805","25840","26590"
"In post","2022","20-29","Black","East Midlands (England)","Outside London","70","70","25770","25300"
"In post","2022","20-29","Black","East of England","Outside London","85","85","27640","27570"
"In post","2022","20-29","Black","London","London","1545","1530","32380","31060"
"In post","2022","20-29","Black","North East (England)","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Black","North West (England)","Outside London","155","150","27770","26820"
"In post","2022","20-29","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Scotland","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Black","South East (England)","Outside London","105","105","28020","27980"
"In post","2022","20-29","Black","South West (England)","Outside London","50","50","26890","26590"
"In post","2022","20-29","Black","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Black","Wales","Outside London","35","35","26060","25860"
"In post","2022","20-29","Black","West Midlands (England)","Outside London","175","170","26560","26590"
"In post","2022","20-29","Black","Yorkshire and The Humber","Outside London","85","85","26510","25480"
"In post","2022","20-29","Mixed","East Midlands (England)","Outside London","105","105","25520","24770"
"In post","2022","20-29","Mixed","East of England","Outside London","100","95","27150","27570"
"In post","2022","20-29","Mixed","London","London","1090","1075","36250","33570"
"In post","2022","20-29","Mixed","North East (England)","Outside London","60","60","25590","24430"
"In post","2022","20-29","Mixed","North West (England)","Outside London","205","200","26260","24880"
"In post","2022","20-29","Mixed","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Scotland","Outside London","55","55","27990","27230"
"In post","2022","20-29","Mixed","South East (England)","Outside London","175","175","28040","27530"
"In post","2022","20-29","Mixed","South West (England)","Outside London","165","160","28150","27570"
"In post","2022","20-29","Mixed","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Wales","Outside London","100","100","26620","25490"
"In post","2022","20-29","Mixed","West Midlands (England)","Outside London","195","190","27200","26460"
"In post","2022","20-29","Mixed","Yorkshire and The Humber","Outside London","145","145","27440","26610"
"In post","2022","20-29","Other ethnicity","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","London","310","305","34820","31940"
"In post","2022","20-29","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Scotland","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","South East (England)","Outside London","35","35","27700","27570"
"In post","2022","20-29","Other ethnicity","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","West Midlands (England)","Outside London","35","35","25090","23170"
"In post","2022","20-29","Other ethnicity","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","East Midlands (England)","Outside London","55","55","28390","27130"
"In post","2022","20-29","Undeclared","East of England","Outside London","45","45","27840","27930"
"In post","2022","20-29","Undeclared","London","London","410","405","37290","34550"
"In post","2022","20-29","Undeclared","North East (England)","Outside London","45","45","32970","29430"
"In post","2022","20-29","Undeclared","North West (England)","Outside London","105","105","28040","27570"
"In post","2022","20-29","Undeclared","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","Outside London","70","65","29660","27570"
"In post","2022","20-29","Undeclared","South East (England)","Outside London","110","110","30600","29230"
"In post","2022","20-29","Undeclared","South West (England)","Outside London","195","190","29660","29180"
"In post","2022","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Wales","Outside London","95","95","27430","25840"
"In post","2022","20-29","Undeclared","West Midlands (England)","Outside London","80","80","27930","27120"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","Outside London","100","100","28110","26710"
"In post","2022","20-29","Unknown","East Midlands (England)","Outside London","800","780","25270","24520"
"In post","2022","20-29","Unknown","East of England","Outside London","615","605","25760","24880"
"In post","2022","20-29","Unknown","London","London","6305","6275","35420","32560"
"In post","2022","20-29","Unknown","North East (England)","Outside London","1200","1175","25590","24570"
"In post","2022","20-29","Unknown","North West (England)","Outside London","2415","2375","25920","24880"
"In post","2022","20-29","Unknown","Northern Ireland","Outside London","220","210","23900","21250"
"In post","2022","20-29","Unknown","Overseas","Overseas","55","55","37880","38240"
"In post","2022","20-29","Unknown","Scotland","Outside London","2460","2410","26460","24610"
"In post","2022","20-29","Unknown","South East (England)","Outside London","1165","1145","26660","26030"
"In post","2022","20-29","Unknown","South West (England)","Outside London","1145","1130","27070","26030"
"In post","2022","20-29","Unknown","Unknown","Unknown","610","605","29100","28980"
"In post","2022","20-29","Unknown","Wales","Outside London","1295","1270","25600","23880"
"In post","2022","20-29","Unknown","West Midlands (England)","Outside London","1185","1160","25560","24430"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Outside London","1800","1770","26390","24880"
"In post","2022","20-29","White","East Midlands (England)","Outside London","2105","2070","26450","25700"
"In post","2022","20-29","White","East of England","Outside London","2000","1980","26920","26350"
"In post","2022","20-29","White","London","London","11370","11315","38540","35260"
"In post","2022","20-29","White","North East (England)","Outside London","3135","3075","26520","25700"
"In post","2022","20-29","White","North West (England)","Outside London","6085","5995","26890","25480"
"In post","2022","20-29","White","Northern Ireland","Outside London","325","315","26360","26590"
"In post","2022","20-29","White","Overseas","Overseas","205","205","34710","33230"
"In post","2022","20-29","White","Scotland","Outside London","4790","4720","28050","27230"
"In post","2022","20-29","White","South East (England)","Outside London","4075","4020","27790","27260"
"In post","2022","20-29","White","South West (England)","Outside London","5590","5525","27820","27130"
"In post","2022","20-29","White","Unknown","Unknown","140","140","30140","28000"
"In post","2022","20-29","White","Wales","Outside London","3825","3750","26610","25210"
"In post","2022","20-29","White","West Midlands (England)","Outside London","2445","2405","26940","25610"
"In post","2022","20-29","White","Yorkshire and The Humber","Outside London","3650","3600","27950","26590"
"In post","2022","30-39","Asian","East Midlands (England)","Outside London","460","425","28460","27370"
"In post","2022","30-39","Asian","East of England","Outside London","300","275","30340","27570"
"In post","2022","30-39","Asian","London","London","3680","3545","40650","36650"
"In post","2022","30-39","Asian","North East (England)","Outside London","210","195","30410","27570"
"In post","2022","30-39","Asian","North West (England)","Outside London","1035","975","29710","27570"
"In post","2022","30-39","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Overseas","55","55","45880","41610"
"In post","2022","30-39","Asian","Scotland","Outside London","255","245","31860","27570"
"In post","2022","30-39","Asian","South East (England)","Outside London","330","305","30710","28800"
"In post","2022","30-39","Asian","South West (England)","Outside London","280","265","35930","33370"
"In post","2022","30-39","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Asian","Wales","Outside London","215","205","30120","27470"
"In post","2022","30-39","Asian","West Midlands (England)","Outside London","1470","1385","28920","27570"
"In post","2022","30-39","Asian","Yorkshire and The Humber","Outside London","905","835","29100","27570"
"In post","2022","30-39","Black","East Midlands (England)","Outside London","135","130","28030","26820"
"In post","2022","30-39","Black","East of England","Outside London","125","120","29980","29290"
"In post","2022","30-39","Black","London","London","1905","1855","36290","33520"
"In post","2022","30-39","Black","North East (England)","Outside London","45","45","27860","26590"
"In post","2022","30-39","Black","North West (England)","Outside London","280","270","30390","27570"
"In post","2022","30-39","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","30-39","Black","Scotland","Outside London","95","95","28050","24890"
"In post","2022","30-39","Black","South East (England)","Outside London","185","175","30970","29290"
"In post","2022","30-39","Black","South West (England)","Outside London","180","180","33220","32250"
"In post","2022","30-39","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Black","Wales","Outside London","65","60","28960","27570"
"In post","2022","30-39","Black","West Midlands (England)","Outside London","345","325","28930","27570"
"In post","2022","30-39","Black","Yorkshire and The Humber","Outside London","135","130","28750","27570"
"In post","2022","30-39","Mixed","East Midlands (England)","Outside London","125","120","30400","26950"
"In post","2022","30-39","Mixed","East of England","Outside London","100","95","29390","28310"
"In post","2022","30-39","Mixed","London","London","1060","1030","44580","41500"
"In post","2022","30-39","Mixed","North East (England)","Outside London","75","75","29600","27470"
"In post","2022","30-39","Mixed","North West (England)","Outside London","230","225","31020","27570"
"In post","2022","30-39","Mixed","Northern Ireland","Outside London","10","5","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Overseas","40","40","46440","48700"
"In post","2022","30-39","Mixed","Scotland","Outside London","110","110","34870","31540"
"In post","2022","30-39","Mixed","South East (England)","Outside London","180","170","32240","29290"
"In post","2022","30-39","Mixed","South West (England)","Outside London","185","175","34520","32880"
"In post","2022","30-39","Mixed","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Wales","Outside London","140","135","33040","30970"
"In post","2022","30-39","Mixed","West Midlands (England)","Outside London","190","175","29530","27570"
"In post","2022","30-39","Mixed","Yorkshire and The Humber","Outside London","150","145","31840","27570"
"In post","2022","30-39","Other ethnicity","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","East of England","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","London","330","320","43320","39130"
"In post","2022","30-39","Other ethnicity","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","North West (England)","Outside London","40","35","31660","27570"
"In post","2022","30-39","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Scotland","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","South East (England)","Outside London","35","30","30700","27570"
"In post","2022","30-39","Other ethnicity","South West (England)","Outside London","40","40","33330","30190"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Wales","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","West Midlands (England)","Outside London","40","40","31580","27570"
"In post","2022","30-39","Other ethnicity","Yorkshire and The Humber","Outside London","30","30","[c]","[c]"
"In post","2022","30-39","Undeclared","East Midlands (England)","Outside London","130","125","30810","27970"
"In post","2022","30-39","Undeclared","East of England","Outside London","145","135","31660","30730"
"In post","2022","30-39","Undeclared","London","London","850","825","45740","41970"
"In post","2022","30-39","Undeclared","North East (England)","Outside London","155","150","31700","27570"
"In post","2022","30-39","Undeclared","North West (England)","Outside London","340","330","31770","27570"
"In post","2022","30-39","Undeclared","Northern Ireland","Outside London","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Overseas","65","65","46450","43840"
"In post","2022","30-39","Undeclared","Scotland","Outside London","285","275","34210","32170"
"In post","2022","30-39","Undeclared","South East (England)","Outside London","320","310","34810","33210"
"In post","2022","30-39","Undeclared","South West (England)","Outside London","425","415","36240","36160"
"In post","2022","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Wales","Outside London","260","245","31090","27570"
"In post","2022","30-39","Undeclared","West Midlands (England)","Outside London","210","200","30780","27570"
"In post","2022","30-39","Undeclared","Yorkshire and The Humber","Outside London","240","225","31660","27930"
"In post","2022","30-39","Unknown","East Midlands (England)","Outside London","735","690","28490","26780"
"In post","2022","30-39","Unknown","East of England","Outside London","515","490","29670","26670"
"In post","2022","30-39","Unknown","London","London","4400","4300","46290","42470"
"In post","2022","30-39","Unknown","North East (England)","Outside London","1225","1155","29010","26820"
"In post","2022","30-39","Unknown","North West (England)","Outside London","2320","2205","29490","26820"
"In post","2022","30-39","Unknown","Northern Ireland","Outside London","270","265","27430","24880"
"In post","2022","30-39","Unknown","Overseas","Overseas","185","185","49180","51500"
"In post","2022","30-39","Unknown","Scotland","Outside London","2915","2800","31670","29250"
"In post","2022","30-39","Unknown","South East (England)","Outside London","1020","970","31260","28680"
"In post","2022","30-39","Unknown","South West (England)","Outside London","1145","1080","32450","29230"
"In post","2022","30-39","Unknown","Unknown","Unknown","485","480","37530","34170"
"In post","2022","30-39","Unknown","Wales","Outside London","1395","1310","29700","26820"
"In post","2022","30-39","Unknown","West Midlands (England)","Outside London","1115","1060","29490","26820"
"In post","2022","30-39","Unknown","Yorkshire and The Humber","Outside London","1430","1360","31300","27570"
"In post","2022","30-39","White","East Midlands (England)","Outside London","3030","2860","30630","27570"
"In post","2022","30-39","White","East of England","Outside London","2990","2815","31100","29290"
"In post","2022","30-39","White","London","London","12985","12615","49450","51730"
"In post","2022","30-39","White","North East (England)","Outside London","5200","4870","30170","27570"
"In post","2022","30-39","White","North West (England)","Outside London","9460","8990","30840","27570"
"In post","2022","30-39","White","Northern Ireland","Outside London","700","670","31010","26830"
"In post","2022","30-39","White","Overseas","Overseas","670","665","46230","49370"
"In post","2022","30-39","White","Scotland","Outside London","7950","7620","34220","31540"
"In post","2022","30-39","White","South East (England)","Outside London","5720","5405","32200","30210"
"In post","2022","30-39","White","South West (England)","Outside London","7790","7355","34610","33040"
"In post","2022","30-39","White","Unknown","Unknown","130","125","35260","30820"
"In post","2022","30-39","White","Wales","Outside London","7105","6690","31180","27570"
"In post","2022","30-39","White","West Midlands (England)","Outside London","3700","3510","31540","27570"
"In post","2022","30-39","White","Yorkshire and The Humber","Outside London","5520","5185","32830","30090"
"In post","2022","40-49","Asian","East Midlands (England)","Outside London","510","455","29810","27470"
"In post","2022","40-49","Asian","East of England","Outside London","345","310","31430","27570"
"In post","2022","40-49","Asian","London","London","3885","3650","40980","35200"
"In post","2022","40-49","Asian","North East (England)","Outside London","150","140","33020","27570"
"In post","2022","40-49","Asian","North West (England)","Outside London","900","800","29910","27570"
"In post","2022","40-49","Asian","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Overseas","Overseas","65","65","49090","52410"
"In post","2022","40-49","Asian","Scotland","Outside London","210","195","36190","29840"
"In post","2022","40-49","Asian","South East (England)","Outside London","430","385","32000","29020"
"In post","2022","40-49","Asian","South West (England)","Outside London","240","225","38090","33370"
"In post","2022","40-49","Asian","Unknown","Unknown","30","25","30360","27570"
"In post","2022","40-49","Asian","Wales","Outside London","140","130","34680","27570"
"In post","2022","40-49","Asian","West Midlands (England)","Outside London","1335","1230","30400","27570"
"In post","2022","40-49","Asian","Yorkshire and The Humber","Outside London","755","675","30960","27570"
"In post","2022","40-49","Black","East Midlands (England)","Outside London","140","130","27820","26820"
"In post","2022","40-49","Black","East of England","Outside London","135","125","32150","29290"
"In post","2022","40-49","Black","London","London","2170","2080","37300","33570"
"In post","2022","40-49","Black","North East (England)","Outside London","65","60","29760","27570"
"In post","2022","40-49","Black","North West (England)","Outside London","240","235","29880","27570"
"In post","2022","40-49","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Overseas","Overseas","30","30","46220","42890"
"In post","2022","40-49","Black","Scotland","Outside London","140","135","33790","27570"
"In post","2022","40-49","Black","South East (England)","Outside London","235","225","31450","29290"
"In post","2022","40-49","Black","South West (England)","Outside London","170","165","34490","33300"
"In post","2022","40-49","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Black","Wales","Outside London","75","70","31080","27570"
"In post","2022","40-49","Black","West Midlands (England)","Outside London","285","270","31030","27570"
"In post","2022","40-49","Black","Yorkshire and The Humber","Outside London","155","150","31350","27570"
"In post","2022","40-49","Mixed","East Midlands (England)","Outside London","100","90","33380","28320"
"In post","2022","40-49","Mixed","East of England","Outside London","95","90","33850","29290"
"In post","2022","40-49","Mixed","London","London","685","655","47400","41970"
"In post","2022","40-49","Mixed","North East (England)","Outside London","60","55","30810","27570"
"In post","2022","40-49","Mixed","North West (England)","Outside London","215","200","32200","27570"
"In post","2022","40-49","Mixed","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Mixed","Overseas","Overseas","35","35","56910","58460"
"In post","2022","40-49","Mixed","Scotland","Outside London","70","65","39780","33370"
"In post","2022","40-49","Mixed","South East (England)","Outside London","155","150","35570","31370"
"In post","2022","40-49","Mixed","South West (England)","Outside London","155","145","35250","32720"
"In post","2022","40-49","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Mixed","Wales","Outside London","85","80","33690","28390"
"In post","2022","40-49","Mixed","West Midlands (England)","Outside London","120","110","34090","27570"
"In post","2022","40-49","Mixed","Yorkshire and The Humber","Outside London","130","115","34130","27660"
"In post","2022","40-49","Other ethnicity","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","40-49","Other ethnicity","East of England","Outside London","30","30","34840","33520"
"In post","2022","40-49","Other ethnicity","London","London","295","280","43610","37210"
"In post","2022","40-49","Other ethnicity","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2022","40-49","Other ethnicity","North West (England)","Outside London","45","40","33270","27570"
"In post","2022","40-49","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Scotland","Outside London","25","25","[c]","[c]"
"In post","2022","40-49","Other ethnicity","South East (England)","Outside London","40","40","33620","27800"
"In post","2022","40-49","Other ethnicity","South West (England)","Outside London","50","50","34180","29110"
"In post","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Wales","Outside London","35","35","35950","29820"
"In post","2022","40-49","Other ethnicity","West Midlands (England)","Outside London","30","30","31840","27570"
"In post","2022","40-49","Other ethnicity","Yorkshire and The Humber","Outside London","25","20","[c]","[c]"
"In post","2022","40-49","Undeclared","East Midlands (England)","Outside London","245","230","32930","29360"
"In post","2022","40-49","Undeclared","East of England","Outside London","235","225","33500","30470"
"In post","2022","40-49","Undeclared","London","London","1020","975","44920","40650"
"In post","2022","40-49","Undeclared","North East (England)","Outside London","285","265","31570","27570"
"In post","2022","40-49","Undeclared","North West (England)","Outside London","585","555","31810","27570"
"In post","2022","40-49","Undeclared","Northern Ireland","Outside London","30","30","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","Overseas","70","65","50700","53080"
"In post","2022","40-49","Undeclared","Scotland","Outside London","370","360","33900","30730"
"In post","2022","40-49","Undeclared","South East (England)","Outside London","495","470","35170","31420"
"In post","2022","40-49","Undeclared","South West (England)","Outside London","520","505","39870","38830"
"In post","2022","40-49","Undeclared","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Wales","Outside London","320","305","35360","30530"
"In post","2022","40-49","Undeclared","West Midlands (England)","Outside London","270","255","33960","29080"
"In post","2022","40-49","Undeclared","Yorkshire and The Humber","Outside London","370","350","33780","30450"
"In post","2022","40-49","Unknown","East Midlands (England)","Outside London","605","565","30890","26970"
"In post","2022","40-49","Unknown","East of England","Outside London","440","415","32310","28200"
