"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","55","[c]","28700","28980"
"Leaver CS","2022","30-39","London","AA/AO","Female","105","[c]","23030","23720"
"Leaver CS","2022","30-39","London","AA/AO","Male","110","[c]","24380","23780"
"Leaver CS","2022","30-39","London","EO","Female","225","[c]","29680","31060"
"Leaver CS","2022","30-39","London","EO","Male","175","[c]","29750","31060"
"Leaver CS","2022","30-39","London","G6/G7","Female","335","[c]","57040","54650"
"Leaver CS","2022","30-39","London","G6/G7","Male","340","[c]","58960","57000"
"Leaver CS","2022","30-39","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","SEO/HEO","Female","435","[c]","37490","37230"
"Leaver CS","2022","30-39","London","SEO/HEO","Male","305","[c]","38380","38600"
"Leaver CS","2022","30-39","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","AA/AO","Female","1205","[c]","21360","21260"
"Leaver CS","2022","30-39","Outside London","AA/AO","Male","1385","[c]","22430","21260"
"Leaver CS","2022","30-39","Outside London","EO","Female","685","[c]","27030","27570"
"Leaver CS","2022","30-39","Outside London","EO","Male","600","[c]","27260","27570"
"Leaver CS","2022","30-39","Outside London","G6/G7","Female","130","[c]","56390","54540"
"Leaver CS","2022","30-39","Outside London","G6/G7","Male","165","[c]","55730","53310"
"Leaver CS","2022","30-39","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","SEO/HEO","Female","545","[c]","36080","36330"
"Leaver CS","2022","30-39","Outside London","SEO/HEO","Male","545","[c]","36440","36500"
"Leaver CS","2022","30-39","Outside London","Unknown","Female","195","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","Unknown","Male","110","[c]","38120","37920"
"Leaver CS","2022","30-39","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA/AO","Female","50","[c]","20870","21840"
"Leaver CS","2022","30-39","Unknown","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Male","65","[c]","34470","32700"
"Leaver CS","2022","40-49","London","AA/AO","Female","80","[c]","23750","23740"
"Leaver CS","2022","40-49","London","AA/AO","Male","75","[c]","23570","23720"
"Leaver CS","2022","40-49","London","EO","Female","160","[c]","29820","31060"
"Leaver CS","2022","40-49","London","EO","Male","90","[c]","30470","31060"
"Leaver CS","2022","40-49","London","G6/G7","Female","285","[c]","60310","59250"
"Leaver CS","2022","40-49","London","G6/G7","Male","215","[c]","61240","59410"
"Leaver CS","2022","40-49","London","SCS level","Female","70","[c]","93870","89440"
"Leaver CS","2022","40-49","London","SCS level","Male","55","[c]","96270","92140"
"Leaver CS","2022","40-49","London","SEO/HEO","Female","190","[c]","38680","38810"
"Leaver CS","2022","40-49","London","SEO/HEO","Male","140","[c]","39070","39410"
"Leaver CS","2022","40-49","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","AA/AO","Female","945","[c]","21530","21260"
"Leaver CS","2022","40-49","Outside London","AA/AO","Male","745","[c]","22200","21260"
"Leaver CS","2022","40-49","Outside London","EO","Female","620","[c]","27390","27570"
"Leaver CS","2022","40-49","Outside London","EO","Male","455","[c]","27630","27570"
"Leaver CS","2022","40-49","Outside London","G6/G7","Female","190","[c]","58240","55000"
"Leaver CS","2022","40-49","Outside London","G6/G7","Male","205","[c]","59670","57360"
"Leaver CS","2022","40-49","Outside London","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","SEO/HEO","Female","465","[c]","37570","37460"
"Leaver CS","2022","40-49","Outside London","SEO/HEO","Male","400","[c]","38560","38030"
"Leaver CS","2022","40-49","Outside London","Unknown","Female","165","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","Unknown","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","London","AA/AO","Female","110","[c]","23500","23720"
"Leaver CS","2022","50-59","London","AA/AO","Male","80","[c]","23400","23420"
"Leaver CS","2022","50-59","London","EO","Female","170","[c]","29710","30800"
"Leaver CS","2022","50-59","London","EO","Male","120","[c]","30670","31060"
"Leaver CS","2022","50-59","London","G6/G7","Female","205","[c]","59910","58570"
"Leaver CS","2022","50-59","London","G6/G7","Male","185","[c]","63970","63920"
"Leaver CS","2022","50-59","London","SCS level","Female","60","[c]","100800","93740"
"Leaver CS","2022","50-59","London","SCS level","Male","75","[c]","98960","94120"
"Leaver CS","2022","50-59","London","SEO/HEO","Female","180","[c]","38510","38400"
"Leaver CS","2022","50-59","London","SEO/HEO","Male","170","[c]","39750","40650"
"Leaver CS","2022","50-59","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","AA/AO","Female","1440","[c]","21250","21190"
"Leaver CS","2022","50-59","Outside London","AA/AO","Male","1085","[c]","23250","21260"
"Leaver CS","2022","50-59","Outside London","EO","Female","1000","[c]","27410","27570"
"Leaver CS","2022","50-59","Outside London","EO","Male","810","[c]","28430","27570"
"Leaver CS","2022","50-59","Outside London","G6/G7","Female","340","[c]","60700","57500"
"Leaver CS","2022","50-59","Outside London","G6/G7","Male","325","[c]","60770","57900"
"Leaver CS","2022","50-59","Outside London","SCS level","Female","55","[c]","101130","95170"
"Leaver CS","2022","50-59","Outside London","SCS level","Male","40","[c]","102350","102030"
"Leaver CS","2022","50-59","Outside London","SEO/HEO","Female","605","[c]","37970","36970"
"Leaver CS","2022","50-59","Outside London","SEO/HEO","Male","650","[c]","38470","37700"
"Leaver CS","2022","50-59","Outside London","Unknown","Female","170","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","Unknown","Male","95","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Male","40","[c]","38450","34310"
"Leaver CS","2022","60-64","London","AA/AO","Female","75","[c]","24100","24450"
"Leaver CS","2022","60-64","London","AA/AO","Male","50","[c]","24710","23880"
"Leaver CS","2022","60-64","London","EO","Female","105","[c]","30000","30410"
"Leaver CS","2022","60-64","London","EO","Male","85","[c]","30910","30900"
"Leaver CS","2022","60-64","London","G6/G7","Female","100","[c]","64180","65080"
"Leaver CS","2022","60-64","London","G6/G7","Male","150","[c]","64200","62140"
"Leaver CS","2022","60-64","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","SCS level","Male","55","[c]","112380","114000"
"Leaver CS","2022","60-64","London","SEO/HEO","Female","115","[c]","39170","38440"
"Leaver CS","2022","60-64","London","SEO/HEO","Male","135","[c]","41030","40600"
"Leaver CS","2022","60-64","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","AA/AO","Female","1045","[c]","21130","21260"
"Leaver CS","2022","60-64","Outside London","AA/AO","Male","755","[c]","23170","21260"
"Leaver CS","2022","60-64","Outside London","EO","Female","770","[c]","27460","27570"
"Leaver CS","2022","60-64","Outside London","EO","Male","595","[c]","29010","27570"
"Leaver CS","2022","60-64","Outside London","G6/G7","Female","205","[c]","60260","57610"
"Leaver CS","2022","60-64","Outside London","G6/G7","Male","280","[c]","62720","61070"
"Leaver CS","2022","60-64","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","SCS level","Male","40","[c]","102330","98660"
"Leaver CS","2022","60-64","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","SEO/HEO","Female","535","[c]","37810","36130"
"Leaver CS","2022","60-64","Outside London","SEO/HEO","Male","700","[c]","39870","39030"
"Leaver CS","2022","60-64","Outside London","Unknown","Female","130","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA/AO","Female","40","[c]","21030","21590"
"Leaver CS","2022","60-64","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Male","55","[c]","45030","39040"
"Leaver CS","2022","65+","London","AA/AO","Female","120","[c]","23330","23500"
"Leaver CS","2022","65+","London","AA/AO","Male","80","[c]","24650","23910"
"Leaver CS","2022","65+","London","EO","Female","80","[c]","30270","30350"
"Leaver CS","2022","65+","London","EO","Male","75","[c]","30280","30450"
"Leaver CS","2022","65+","London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","G6/G7","Male","55","[c]","64350","63180"
"Leaver CS","2022","65+","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","SEO/HEO","Female","65","[c]","41180","40480"
"Leaver CS","2022","65+","London","SEO/HEO","Male","90","[c]","41600","40220"
"Leaver CS","2022","65+","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","AA/AO","Female","1060","[c]","21010","21250"
"Leaver CS","2022","65+","Outside London","AA/AO","Male","885","[c]","21470","21050"
"Leaver CS","2022","65+","Outside London","EO","Female","585","[c]","27430","27570"
"Leaver CS","2022","65+","Outside London","EO","Male","520","[c]","28020","27570"
"Leaver CS","2022","65+","Outside London","G6/G7","Female","45","[c]","62410","61560"
"Leaver CS","2022","65+","Outside London","G6/G7","Male","170","[c]","63460","62170"
"Leaver CS","2022","65+","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","SEO/HEO","Female","225","[c]","36480","34310"
"Leaver CS","2022","65+","Outside London","SEO/HEO","Male","415","[c]","38500","36460"
"Leaver CS","2022","65+","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","Unknown","Female","110","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","Female","30","[c]","20310","21590"
"Leaver CS","2022","65+","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","AA/AO","Female","160","[c]","23520","23720"
"Leaver Dept.","2022","20-29","London","AA/AO","Male","85","[c]","23490","23780"
"Leaver Dept.","2022","20-29","London","EO","Female","540","[c]","28410","27710"
"Leaver Dept.","2022","20-29","London","EO","Male","330","[c]","28610","27850"
"Leaver Dept.","2022","20-29","London","G6/G7","Female","195","[c]","54420","54110"
"Leaver Dept.","2022","20-29","London","G6/G7","Male","190","[c]","54830","54270"
"Leaver Dept.","2022","20-29","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","SEO/HEO","Female","1250","[c]","35070","34020"
"Leaver Dept.","2022","20-29","London","SEO/HEO","Male","815","[c]","35120","34310"
"Leaver Dept.","2022","20-29","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Unknown","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","AA/AO","Female","675","[c]","20920","21010"
"Leaver Dept.","2022","20-29","Outside London","AA/AO","Male","440","[c]","20920","21050"
"Leaver Dept.","2022","20-29","Outside London","EO","Female","695","[c]","25890","26350"
"Leaver Dept.","2022","20-29","Outside London","EO","Male","465","[c]","25990","27390"
"Leaver Dept.","2022","20-29","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SEO/HEO","Female","475","[c]","32330","31210"
"Leaver Dept.","2022","20-29","Outside London","SEO/HEO","Male","345","[c]","32600","31580"
"Leaver Dept.","2022","20-29","Outside London","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","Female","110","[c]","32750","32000"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","Male","90","[c]","33060","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","AA/AO","Female","55","[c]","23860","23780"
"Leaver Dept.","2022","30-39","London","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","EO","Female","205","[c]","28830","28650"
"Leaver Dept.","2022","30-39","London","EO","Male","130","[c]","28940","28710"
"Leaver Dept.","2022","30-39","London","G6/G7","Female","625","[c]","57590","54700"
"Leaver Dept.","2022","30-39","London","G6/G7","Male","490","[c]","58120","55090"
"Leaver Dept.","2022","30-39","London","SCS level","Female","50","[c]","80630","76900"
"Leaver Dept.","2022","30-39","London","SCS level","Male","60","[c]","80990","75500"
"Leaver Dept.","2022","30-39","London","SEO/HEO","Female","780","[c]","37370","37300"
"Leaver Dept.","2022","30-39","London","SEO/HEO","Male","580","[c]","37560","37000"
"Leaver Dept.","2022","30-39","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","AA/AO","Female","380","[c]","21170","21260"
"Leaver Dept.","2022","30-39","Outside London","AA/AO","Male","310","[c]","21180","21170"
"Leaver Dept.","2022","30-39","Outside London","EO","Female","575","[c]","26350","27570"
"Leaver Dept.","2022","30-39","Outside London","EO","Male","475","[c]","26500","27570"
"Leaver Dept.","2022","30-39","Outside London","G6/G7","Female","220","[c]","54370","51670"
"Leaver Dept.","2022","30-39","Outside London","G6/G7","Male","165","[c]","54090","51700"
"Leaver Dept.","2022","30-39","Outside London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","Female","730","[c]","34940","35590"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","Male","585","[c]","35130","35240"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
