"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Project Delivery","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Project Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Westminster","London","10","10","43810","41370"
"In post","2022","Finance","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Coventry","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Property","Darlington","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Property","Manchester","Outside London","10","10","37590","32930"
"In post","2022","Finance","Property","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Property","Westminster","London","10","10","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Blackpool","Outside London","40","40","39490","35310"
"In post","2022","Finance","Security","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Leeds","Outside London","50","50","46050","39200"
"In post","2022","Finance","Security","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Manchester","Outside London","35","35","46040","37640"
"In post","2022","Finance","Security","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Sheffield","Outside London","20","20","41470","35310"
"In post","2022","Finance","Security","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Tyneside","Outside London","60","60","39660","35340"
"In post","2022","Finance","Security","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Westminster","London","80","80","45110","39960"
"In post","2022","Finance","Statistics","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Statistics","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Birmingham","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Tax","Bradford","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Tax","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Croydon","London","10","10","[c]","[c]"
"In post","2022","Finance","Tax","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Hackney and Newham","London","15","15","42500","43430"
"In post","2022","Finance","Tax","Leeds","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Tax","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","North Lanarkshire","Outside London","10","10","26480","21250"
"In post","2022","Finance","Tax","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Tax","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Tax","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Tax","Westminster","London","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Croydon","London","15","15","45590","37930"
"In post","2022","Finance","Unknown","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","Hackney and Newham","London","25","25","50900","43810"
"In post","2022","Finance","Unknown","Leeds","Outside London","20","15","39800","33220"
"In post","2022","Finance","Unknown","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","North Lanarkshire","Outside London","10","5","25040","21250"
"In post","2022","Finance","Unknown","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Nottingham","Outside London","25","25","38700","33370"
"In post","2022","Finance","Unknown","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Tyneside","Outside London","30","30","41410","40520"
"In post","2022","Finance","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","West Sussex (South West)","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","Westminster","London","140","140","51220","49700"
"In post","2022","Finance","Unknown","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Berkshire","Outside London","150","140","27650","24920"
"In post","2022","Grants Management","Operational Delivery","Bristol, City of","Outside London","50","45","27130","24920"
"In post","2022","Grants Management","Operational Delivery","Cambridgeshire CC","Outside London","50","45","24840","21300"
"In post","2022","Grants Management","Operational Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Cheshire East","Outside London","115","105","24140","21300"
"In post","2022","Grants Management","Operational Delivery","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Devon CC","Outside London","185","165","26410","25190"
"In post","2022","Grants Management","Operational Delivery","East Cumbria","Outside London","270","240","25640","21300"
"In post","2022","Grants Management","Operational Delivery","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Gwynedd","Outside London","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Leeds","Outside London","75","70","24850","21300"
"In post","2022","Grants Management","Operational Delivery","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","North Yorkshire CC","Outside London","10","10","31210","29180"
"In post","2022","Grants Management","Operational Delivery","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Nottingham","Outside London","85","85","24150","21300"
"In post","2022","Grants Management","Operational Delivery","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Somerset CC","Outside London","20","15","24250","24920"
"In post","2022","Grants Management","Operational Delivery","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Tyneside","Outside London","400","370","24490","21300"
"In post","2022","Grants Management","Operational Delivery","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","West Cumbria","Outside London","505","450","23380","21300"
"In post","2022","Grants Management","Operational Delivery","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Worcestershire CC","Outside London","160","150","25080","21300"
"In post","2022","Grants Management","Operational Delivery","York","Outside London","160","150","26010","24920"
"In post","2022","Grants Management","Policy","Berkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Westminster","London","10","10","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Westminster","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Barnet","London","25","25","42900","44900"
"In post","2022","Human Resources","Human Resources","Barnsley, Doncaster and Rotherham","Outside London","15","15","38270","33170"
"In post","2022","Human Resources","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","445","410","34440","30450"
"In post","2022","Human Resources","Human Resources","Bedford","Outside London","20","15","35420","31780"
"In post","2022","Human Resources","Human Resources","Belfast","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Berkshire","Outside London","30","30","40230","35890"
"In post","2022","Human Resources","Human Resources","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Birmingham","Outside London","110","105","41970","39670"
"In post","2022","Human Resources","Human Resources","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Blackpool","Outside London","100","90","38250","34290"
"In post","2022","Human Resources","Human Resources","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Bristol, City of","Outside London","160","150","40720","38650"
"In post","2022","Human Resources","Human Resources","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Buckinghamshire","Outside London","50","50","35790","28670"
"In post","2022","Human Resources","Human Resources","Calderdale and Kirklees","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Cambridgeshire CC","Outside London","70","70","37100","33300"
"In post","2022","Human Resources","Human Resources","Camden and City of London","London","15","15","42920","37700"
"In post","2022","Human Resources","Human Resources","Cardiff and Vale of Glamorgan","Outside London","150","140","39170","38180"
"In post","2022","Human Resources","Human Resources","Central Bedfordshire","Outside London","10","10","28800","21830"
"In post","2022","Human Resources","Human Resources","Central Hampshire","Outside London","55","55","35250","33300"
"In post","2022","Human Resources","Human Resources","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Cheshire East","Outside London","175","160","26880","21380"
"In post","2022","Human Resources","Human Resources","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","City of Edinburgh","Outside London","165","160","36690","33630"
"In post","2022","Human Resources","Human Resources","Clackmannanshire and Fife","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Coventry","Outside London","50","50","35860","34400"
"In post","2022","Human Resources","Human Resources","Croydon","London","100","95","55130","52740"
"In post","2022","Human Resources","Human Resources","Darlington","Outside London","35","30","31230","29360"
"In post","2022","Human Resources","Human Resources","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Devon CC","Outside London","120","110","36630","33120"
"In post","2022","Human Resources","Human Resources","Dorset","Outside London","45","45","32220","30450"
"In post","2022","Human Resources","Human Resources","Dudley","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Durham","Outside London","25","25","36640","32260"
"In post","2022","Human Resources","Human Resources","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Cumbria","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","15","15","35560","34800"
"In post","2022","Human Resources","Human Resources","East Kent","Outside London","15","15","33940","31880"
"In post","2022","Human Resources","Human Resources","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Riding of Yorkshire","Outside London","15","15","33910","31090"
"In post","2022","Human Resources","Human Resources","East Surrey","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","East Sussex CC","Outside London","15","15","37580","33440"
"In post","2022","Human Resources","Human Resources","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Falkirk","Outside London","25","25","33120","27860"
"In post","2022","Human Resources","Human Resources","Flintshire and Wrexham","Outside London","20","20","35340","33130"
"In post","2022","Human Resources","Human Resources","Glasgow City","Outside London","465","435","25600","21830"
"In post","2022","Human Resources","Human Resources","Gloucestershire CC","Outside London","15","10","30900","27720"
"In post","2022","Human Resources","Human Resources","Greater Manchester North East","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Greater Manchester North West","Outside London","10","10","34400","27570"
"In post","2022","Human Resources","Human Resources","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Greater Manchester South West","Outside London","115","110","37450","33370"
"In post","2022","Human Resources","Human Resources","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Hackney and Newham","London","85","80","50250","45000"
"In post","2022","Human Resources","Human Resources","Haringey and Islington","London","10","10","37530","35940"
"In post","2022","Human Resources","Human Resources","Harrow and Hillingdon","London","10","10","48750","36390"
"In post","2022","Human Resources","Human Resources","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Heart of Essex","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Hertfordshire CC","Outside London","50","45","41910","37000"
"In post","2022","Human Resources","Human Resources","Hounslow and Richmond upon Thames","London","30","25","35960","33320"
"In post","2022","Human Resources","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Kent Thames Gateway","Outside London","15","15","35710","32920"
"In post","2022","Human Resources","Human Resources","Kingston upon Hull, City of","Outside London","10","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Lambeth","London","140","135","41450","37790"
"In post","2022","Human Resources","Human Resources","Lancaster and Wyre","Outside London","180","160","25570","26670"
"In post","2022","Human Resources","Human Resources","Leeds","Outside London","305","290","42100","37250"
"In post","2022","Human Resources","Human Resources","Leicester","Outside London","20","15","37970","35580"
"In post","2022","Human Resources","Human Resources","Leicestershire CC and Rutland","Outside London","15","15","32560","31350"
"In post","2022","Human Resources","Human Resources","Lewisham and Southwark","London","10","10","36840","32170"
"In post","2022","Human Resources","Human Resources","Lincolnshire CC","Outside London","35","35","29960","26670"
"In post","2022","Human Resources","Human Resources","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Liverpool","Outside London","120","115","37060","33080"
"In post","2022","Human Resources","Human Resources","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Manchester","Outside London","195","190","39730","34420"
"In post","2022","Human Resources","Human Resources","Medway","Outside London","25","25","36820","33710"
"In post","2022","Human Resources","Human Resources","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Mid Lancashire","Outside London","30","30","37110","32640"
"In post","2022","Human Resources","Human Resources","Milton Keynes","Outside London","50","45","39250","32170"
"In post","2022","Human Resources","Human Resources","Monmouthshire and Newport","Outside London","230","210","36180","31560"
"In post","2022","Human Resources","Human Resources","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","North Hampshire","Outside London","30","30","34330","33300"
"In post","2022","Human Resources","Human Resources","North Lanarkshire","Outside London","20","20","36550","33370"
"In post","2022","Human Resources","Human Resources","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","North Nottinghamshire","Outside London","10","10","34280","30720"
"In post","2022","Human Resources","Human Resources","North Yorkshire CC","Outside London","20","20","37220","33630"
"In post","2022","Human Resources","Human Resources","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Norwich and East Norfolk","Outside London","35","30","33890","31180"
"In post","2022","Human Resources","Human Resources","Nottingham","Outside London","300","280","39630","35980"
"In post","2022","Human Resources","Human Resources","Overseas","Overseas","40","40","43120","35610"
"In post","2022","Human Resources","Human Resources","Oxfordshire CC","Outside London","15","15","44470","40190"
"In post","2022","Human Resources","Human Resources","Perth and Kinross, and Stirling","Outside London","10","10","36000","35000"
"In post","2022","Human Resources","Human Resources","Peterborough","Outside London","15","15","35020","32640"
"In post","2022","Human Resources","Human Resources","Plymouth","Outside London","15","15","42700","43840"
"In post","2022","Human Resources","Human Resources","Portsmouth","Outside London","85","80","33140","28210"
"In post","2022","Human Resources","Human Resources","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Sefton","Outside London","100","90","39560","37120"
"In post","2022","Human Resources","Human Resources","Sheffield","Outside London","145","135","37780","33170"
"In post","2022","Human Resources","Human Resources","Shropshire","Outside London","20","15","31400","30760"
"In post","2022","Human Resources","Human Resources","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Somerset CC","Outside London","30","30","36680","33290"
"In post","2022","Human Resources","Human Resources","South and West Derbyshire","Outside London","10","10","40230","40120"
"In post","2022","Human Resources","Human Resources","South Hampshire","Outside London","40","35","38230","33410"
"In post","2022","Human Resources","Human Resources","South Lanarkshire","Outside London","45","45","41780","39630"
"In post","2022","Human Resources","Human Resources","South Nottinghamshire","Outside London","15","15","40990","30450"
"In post","2022","Human Resources","Human Resources","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Southampton","Outside London","40","35","35170","32070"
"In post","2022","Human Resources","Human Resources","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Staffordshire CC","Outside London","70","65","38860","36470"
"In post","2022","Human Resources","Human Resources","Stoke-on-Trent","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Suffolk CC","Outside London","45","45","35050","31740"
"In post","2022","Human Resources","Human Resources","Sunderland","Outside London","20","20","36310","32540"
"In post","2022","Human Resources","Human Resources","Swansea","Outside London","230","215","32420","30730"
"In post","2022","Human Resources","Human Resources","Swindon","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Telford and Wrekin","Outside London","20","20","42900","38670"
"In post","2022","Human Resources","Human Resources","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Tower Hamlets","London","115","115","50280","46160"
"In post","2022","Human Resources","Human Resources","Tyneside","Outside London","210","200","38320","34290"
"In post","2022","Human Resources","Human Resources","Unknown","Unknown","15","15","35500","32390"
"In post","2022","Human Resources","Human Resources","Wakefield","Outside London","35","35","35200","31270"
"In post","2022","Human Resources","Human Resources","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Wandsworth","London","5","5","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Warrington","Outside London","70","65","40470","38160"
"In post","2022","Human Resources","Human Resources","Warwickshire CC","Outside London","70","60","34930","31740"
"In post","2022","Human Resources","Human Resources","West Cumbria","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Human Resources","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","West Northamptonshire","Outside London","10","10","32380","30810"
"In post","2022","Human Resources","Human Resources","West Surrey","Outside London","15","15","35740","34260"
"In post","2022","Human Resources","Human Resources","West Sussex (North East)","Outside London","10","10","[c]","[c]"
