"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","HEO","35","35","31940","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Central Hampshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dudley","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","EO","30","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","HEO","45","40","32180","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","SEO","15","15","41990","40710"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","EO","20","20","24560","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","HEO","30","30","32280","31140"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","SEO","10","10","40820","39920"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","EO","55","50","24540","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","HEO","55","50","32730","32990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","SEO","15","15","40670","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","AO","15","10","20210","20040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","EO","40","40","24440","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","HEO","40","35","32060","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","HEO","20","20","32570","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","EO","60","55","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","HEO","60","55","32040","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","SEO","10","10","40680","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","EO","30","30","28400","28420"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","G7","20","20","58820","58560"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","HEO","65","60","37640","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","SCS level","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","SEO","45","45","46610","47610"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","AO","40","40","21360","21300"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","EO","15","15","25270","24920"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","HEO","10","10","30340","30400"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","HEO","10","10","29860","29180"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","SEO","10","10","39620","36970"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","HEO","10","10","30250","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO","15","15","40260","37910"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","G7","10","10","50820","47550"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","HEO","15","15","29760","29180"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","SEO","25","25","40600","37530"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","HEO","10","10","29830","29180"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","SEO","15","10","42250","37580"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","EO","25","25","26990","24920"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","EO","25","20","25200","25100"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","HEO","15","15","29930","29550"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","SEO","15","15","39670","37480"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","AO","30","25","21330","21300"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","EO","15","15","26050","25770"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","SEO","15","10","37950","36970"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","EO","20","20","25980","25230"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","HEO","10","10","30450","29790"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","EO","40","40","30630","31460"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","HEO","15","15","34770","34960"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","AO","35","30","21370","21300"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","EO","25","25","25180","24920"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","HEO","20","15","30020","29180"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","SEO","10","10","42210","38500"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","AO","20","15","21810","21300"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","EO","45","40","25610","25400"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","G7","10","10","50440","49360"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","HEO","25","25","29930","29780"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","SEO","25","25","37290","36100"
"In post","2022","Animal and Plant Health Agency","Northumberland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","Outside London","EO","[c]","[c]","[c]","[c]"
