"Status","Year","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","150","145","38770","37240"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Cheshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Heterosexual / straight","65","65","43530","39430"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","Heterosexual / straight","195","185","43860","45150"
"In post","2022","Commercial","Devon","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Heterosexual / straight","90","85","42210","42510"
"In post","2022","Commercial","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","East Anglia","Heterosexual / straight","130","125","37260","34800"
"In post","2022","Commercial","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","East Wales","Heterosexual / straight","120","120","37380","31990"
"In post","2022","Commercial","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","East Wales","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Heterosexual / straight","55","50","39470","37710"
"In post","2022","Commercial","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","45","45","29560","26900"
"In post","2022","Commercial","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1125","1080","39170","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","45","45","34040","32050"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","155","150","41790","38240"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","160","155","36430","34550"
"In post","2022","Commercial","Greater Manchester","Heterosexual / straight","170","165","40640","36780"
"In post","2022","Commercial","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","45","40","36050","36050"
"In post","2022","Commercial","Hampshire and Isle of Wight","Heterosexual / straight","170","160","36110","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Unknown","40","40","32440","29530"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Heterosexual / straight","65","65","45270","43020"
"In post","2022","Commercial","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Heterosexual / straight","515","505","48350","42870"
"In post","2022","Commercial","Inner London - West","LGBO","50","50","45080","41750"
"In post","2022","Commercial","Inner London - West","Undeclared","130","130","47850","43440"
"In post","2022","Commercial","Inner London - West","Unknown","120","115","46390","41620"
"In post","2022","Commercial","Kent","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Heterosexual / straight","45","45","38260","34290"
"In post","2022","Commercial","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Heterosexual / straight","195","190","35280","32000"
"In post","2022","Commercial","Merseyside","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","Unknown","50","50","32620","30940"
"In post","2022","Commercial","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Heterosexual / straight","45","45","37830","37350"
"In post","2022","Commercial","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Heterosexual / straight","70","65","38660","36500"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","Heterosexual / straight","80","80","44780","43270"
"In post","2022","Commercial","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Heterosexual / straight","35","35","39620","34370"
"In post","2022","Commercial","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","Overseas","Heterosexual / straight","35","35","49380","42130"
"In post","2022","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Heterosexual / straight","80","75","39300","35980"
"In post","2022","Commercial","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Heterosexual / straight","185","175","35740","33380"
"In post","2022","Commercial","South Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Undeclared","20","15","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Unknown","40","35","35460","33180"
"In post","2022","Commercial","Southern Scotland","Heterosexual / straight","30","30","40840","40100"
"In post","2022","Commercial","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Heterosexual / straight","30","30","42450","38700"
"In post","2022","Commercial","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Heterosexual / straight","80","75","39620","36500"
"In post","2022","Commercial","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Heterosexual / straight","95","95","34470","33000"
"In post","2022","Commercial","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","West Midlands","Heterosexual / straight","105","100","38060","36500"
"In post","2022","Commercial","West Midlands","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands","Unknown","30","30","38990","36930"
"In post","2022","Commercial","West Wales and The Valleys","Heterosexual / straight","140","135","34320","31040"
"In post","2022","Commercial","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","Undeclared","40","35","29950","26780"
"In post","2022","Commercial","West Wales and The Valleys","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","Heterosexual / straight","205","195","42120","36820"
"In post","2022","Commercial","West Yorkshire","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","Undeclared","50","45","40280","36820"
"In post","2022","Commercial","West Yorkshire","Unknown","35","30","41310","37300"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","65","60","34300","33000"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Cheshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Heterosexual / straight","55","55","41250","40520"
"In post","2022","Communications","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Devon","Heterosexual / straight","40","40","38950","37810"
"In post","2022","Communications","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Heterosexual / straight","35","35","37230","33300"
"In post","2022","Communications","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East Anglia","Heterosexual / straight","35","35","34580","31200"
"In post","2022","Communications","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East Wales","Heterosexual / straight","195","185","39620","38160"
"In post","2022","Communications","East Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","East Wales","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","East Wales","Unknown","40","35","37690","35790"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Heterosexual / straight","30","30","39830","37710"
"In post","2022","Communications","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","140","130","36650","35900"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","15","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","37540","30530"
"In post","2022","Communications","Greater Manchester","Heterosexual / straight","75","70","35960","32590"
"In post","2022","Communications","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Greater Manchester","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Heterosexual / straight","125","120","33670","33000"
"In post","2022","Communications","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
