"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","G6/G7","Female","60","[c]","60830","57800"
"Leaver CS","2022","Digital, Data & Technology","London","G6/G7","Male","100","[c]","60130","58630"
"Leaver CS","2022","Digital, Data & Technology","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","SEO/HEO","Female","45","[c]","39510","40290"
"Leaver CS","2022","Digital, Data & Technology","London","SEO/HEO","Male","90","[c]","38580","37290"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","AA/AO","Male","50","[c]","20800","21170"
"Leaver CS","2022","Digital, Data & Technology","Outside London","EO","Female","70","[c]","27010","26670"
"Leaver CS","2022","Digital, Data & Technology","Outside London","EO","Male","110","[c]","27270","27030"
"Leaver CS","2022","Digital, Data & Technology","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G6/G7","Female","50","[c]","55340","53300"
"Leaver CS","2022","Digital, Data & Technology","Outside London","G6/G7","Male","165","[c]","58050","56750"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO/HEO","Female","125","[c]","36280","36350"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO/HEO","Male","335","[c]","38290","37910"
"Leaver CS","2022","Digital, Data & Technology","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","AA/AO","Female","35","[c]","21920","21390"
"Leaver CS","2022","Finance","Outside London","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","G6/G7","Male","30","[c]","56690","55930"
"Leaver CS","2022","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","SEO/HEO","Female","60","[c]","37950","36240"
"Leaver CS","2022","Finance","Outside London","SEO/HEO","Male","70","[c]","39350","38200"
"Leaver CS","2022","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","AA/AO","Female","45","[c]","21210","21300"
"Leaver CS","2022","Grants Management","Outside London","AA/AO","Male","45","[c]","21160","21300"
"Leaver CS","2022","Grants Management","Outside London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","EO","Female","50","[c]","27390","27520"
"Leaver CS","2022","Human Resources","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","G6/G7","Female","35","[c]","61830","60170"
"Leaver CS","2022","Human Resources","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SEO/HEO","Female","60","[c]","38330","38100"
"Leaver CS","2022","Human Resources","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","AA/AO","Female","85","[c]","21250","21170"
"Leaver CS","2022","Human Resources","Outside London","AA/AO","Male","30","[c]","21340","21170"
"Leaver CS","2022","Human Resources","Outside London","EO","Female","70","[c]","26260","27130"
"Leaver CS","2022","Human Resources","Outside London","EO","Male","30","[c]","26960","27570"
"Leaver CS","2022","Human Resources","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","SEO/HEO","Female","95","[c]","36500","36460"
"Leaver CS","2022","Human Resources","Outside London","SEO/HEO","Male","45","[c]","37440","36840"
"Leaver CS","2022","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","AA/AO","Female","30","[c]","22490","23770"
"Leaver CS","2022","Legal","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","EO","Female","30","[c]","28210","27350"
"Leaver CS","2022","Legal","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","G6/G7","Female","115","[c]","59310","55000"
"Leaver CS","2022","Legal","London","G6/G7","Male","80","[c]","59170","55000"
"Leaver CS","2022","Legal","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","AA/AO","Female","75","[c]","21940","22200"
"Leaver CS","2022","Legal","Outside London","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","EO","Female","30","[c]","27920","28430"
"Leaver CS","2022","Legal","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","G6/G7","Female","80","[c]","58670","56040"
"Leaver CS","2022","Legal","Outside London","G6/G7","Male","70","[c]","58540","57000"
"Leaver CS","2022","Legal","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","Female","45","[c]","42520","40000"
"Leaver CS","2022","Legal","Outside London","SEO/HEO","Male","35","[c]","40400","38000"
"Leaver CS","2022","Legal","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","AA/AO","Female","650","[c]","22710","23500"
"Leaver CS","2022","No function","London","AA/AO","Male","525","[c]","23010","23720"
"Leaver CS","2022","No function","London","EO","Female","830","[c]","29500","31060"
"Leaver CS","2022","No function","London","EO","Male","500","[c]","29940","31060"
"Leaver CS","2022","No function","London","G6/G7","Female","555","[c]","57860","54400"
"Leaver CS","2022","No function","London","G6/G7","Male","455","[c]","59540","57170"
"Leaver CS","2022","No function","London","SCS level","Female","110","[c]","95580","91190"
"Leaver CS","2022","No function","London","SCS level","Male","125","[c]","93040","87870"
"Leaver CS","2022","No function","London","SEO/HEO","Female","900","[c]","36600","36330"
"Leaver CS","2022","No function","London","SEO/HEO","Male","605","[c]","37480","36650"
"Leaver CS","2022","No function","London","Unknown","Female","205","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","No function","Outside London","AA/AO","Female","4640","[c]","20920","21010"
"Leaver CS","2022","No function","Outside London","AA/AO","Male","4355","[c]","21190","21260"
"Leaver CS","2022","No function","Outside London","EO","Female","2835","[c]","27230","27570"
"Leaver CS","2022","No function","Outside London","EO","Male","2000","[c]","27710","27570"
"Leaver CS","2022","No function","Outside London","G6/G7","Female","395","[c]","59220","55900"
"Leaver CS","2022","No function","Outside London","G6/G7","Male","345","[c]","59720","57480"
"Leaver CS","2022","No function","Outside London","SCS level","Female","75","[c]","98200","95140"
"Leaver CS","2022","No function","Outside London","SCS level","Male","50","[c]","105190","103000"
"Leaver CS","2022","No function","Outside London","SEO/HEO","Female","1200","[c]","36490","36000"
"Leaver CS","2022","No function","Outside London","SEO/HEO","Male","1005","[c]","37330","36340"
"Leaver CS","2022","No function","Outside London","Unknown","Female","990","[c]","30260","28200"
"Leaver CS","2022","No function","Outside London","Unknown","Male","345","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","AA/AO","Female","215","[c]","20640","21590"
"Leaver CS","2022","No function","Unknown","AA/AO","Male","115","[c]","20620","21590"
"Leaver CS","2022","No function","Unknown","EO","Female","40","[c]","27670","27570"
"Leaver CS","2022","No function","Unknown","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Female","170","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G6/G7","Female","40","[c]","61960","58480"
"Leaver CS","2022","Project Delivery","London","G6/G7","Male","45","[c]","62260","60290"
"Leaver CS","2022","Project Delivery","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SEO/HEO","Female","40","[c]","37880","37350"
"Leaver CS","2022","Project Delivery","London","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","EO","Female","80","[c]","23210","23130"
"Leaver CS","2022","Project Delivery","Outside London","EO","Male","130","[c]","22680","22730"
"Leaver CS","2022","Project Delivery","Outside London","G6/G7","Female","65","[c]","57270","55850"
"Leaver CS","2022","Project Delivery","Outside London","G6/G7","Male","95","[c]","59060","57490"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO/HEO","Female","160","[c]","34670","34350"
"Leaver CS","2022","Project Delivery","Outside London","SEO/HEO","Male","355","[c]","36620","37200"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Male","95","[c]","38750","39250"
"Leaver CS","2022","Project Delivery","Overseas","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AA/AO","Female","130","[c]","20880","21100"
"Leaver CS","2022","Property","Outside London","AA/AO","Male","110","[c]","20960","20830"
"Leaver CS","2022","Property","Outside London","EO","Female","40","[c]","26050","26420"
"Leaver CS","2022","Property","Outside London","EO","Male","45","[c]","25880","26030"
"Leaver CS","2022","Property","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G6/G7","Male","35","[c]","59500","58240"
"Leaver CS","2022","Property","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SEO/HEO","Female","50","[c]","38600","40000"
"Leaver CS","2022","Property","Outside London","SEO/HEO","Male","110","[c]","37920","36460"
"Leaver CS","2022","Property","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AA/AO","Female","80","[c]","25790","21590"
"Leaver CS","2022","Security","Outside London","AA/AO","Male","405","[c]","29110","25680"
"Leaver CS","2022","Security","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","EO","Male","65","[c]","35020","33020"
"Leaver CS","2022","Security","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","SEO/HEO","Female","35","[c]","36920","34460"
"Leaver CS","2022","Security","Outside London","SEO/HEO","Male","70","[c]","41730","37410"
"Leaver CS","2022","Security","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA/AO","Female","225","[c]","24290","25110"
"Leaver CS","2022","Unknown","London","AA/AO","Male","125","[c]","24090","25110"
"Leaver CS","2022","Unknown","London","EO","Female","300","[c]","29170","29080"
"Leaver CS","2022","Unknown","London","EO","Male","220","[c]","30200","29370"
"Leaver CS","2022","Unknown","London","G6/G7","Female","115","[c]","62210","60930"
"Leaver CS","2022","Unknown","London","G6/G7","Male","180","[c]","63380","61670"
"Leaver CS","2022","Unknown","London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO/HEO","Female","250","[c]","39120","37510"
"Leaver CS","2022","Unknown","London","SEO/HEO","Male","280","[c]","39580","38560"
"Leaver CS","2022","Unknown","London","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Female","2745","[c]","21440","21260"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Male","1910","[c]","21570","21260"
"Leaver CS","2022","Unknown","Outside London","EO","Female","1160","[c]","27210","27570"
"Leaver CS","2022","Unknown","Outside London","EO","Male","1180","[c]","27710","27370"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Female","205","[c]","63520","62170"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Male","325","[c]","64990","62170"
"Leaver CS","2022","Unknown","Outside London","SCS level","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Female","715","[c]","37820","37410"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Male","885","[c]","38270","37150"
"Leaver CS","2022","Unknown","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
