"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Scottish Prison Service","Scottish Government","Male","1150","1100","36500","35000"
"In post","2022","50-59","Scottish Public Pensions Agency","Scottish Government","Female","45","45","29240","25930"
"In post","2022","50-59","Scottish Public Pensions Agency","Scottish Government","Male","40","40","32690","25930"
"In post","2022","50-59","Serious Fraud Office","Attorney General's Departments","Female","45","40","53400","51270"
"In post","2022","50-59","Serious Fraud Office","Attorney General's Departments","Male","85","80","51330","47170"
"In post","2022","50-59","Social Security Scotland","Scottish Government","Female","315","295","33210","27940"
"In post","2022","50-59","Social Security Scotland","Scottish Government","Male","150","150","36610","31540"
"In post","2022","50-59","Standards and Testing Agency","Department for Education","Female","20","20","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Student Awards Agency for Scotland","Scottish Government","Female","30","30","33280","27230"
"In post","2022","50-59","Student Awards Agency for Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","50-59","Submarine Delivery Agency","Ministry of Defence","Female","125","120","43800","39860"
"In post","2022","50-59","Submarine Delivery Agency","Ministry of Defence","Male","330","330","52680","52000"
"In post","2022","50-59","Teaching Regulation Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2022","50-59","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","300","280","33890","29900"
"In post","2022","50-59","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","230","225","39080","37470"
"In post","2022","50-59","The National Archives","The National Archives","Female","60","55","37780","34490"
"In post","2022","50-59","The National Archives","The National Archives","Male","75","75","40200","37080"
"In post","2022","50-59","Transport Scotland","Scottish Government","Female","55","55","46570","47490"
"In post","2022","50-59","Transport Scotland","Scottish Government","Male","80","75","53710","50670"
"In post","2022","50-59","UK Debt Management Office","HM Treasury","Female","5","5","[c]","[c]"
"In post","2022","50-59","UK Debt Management Office","HM Treasury","Male","30","30","[c]","[c]"
"In post","2022","50-59","UK Export Finance","UK Export Finance","Female","40","40","47920","42660"
"In post","2022","50-59","UK Export Finance","UK Export Finance","Male","70","70","66830","55460"
"In post","2022","50-59","UK Health Security Agency","Department of Health and Social Care","Female","880","805","47570","40560"
"In post","2022","50-59","UK Health Security Agency","Department of Health and Social Care","Male","475","465","56310","50420"
"In post","2022","50-59","UK Hydrographic Office","Ministry of Defence","Female","85","75","36270","33290"
"In post","2022","50-59","UK Hydrographic Office","Ministry of Defence","Male","140","140","39370","35340"
"In post","2022","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2022","50-59","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","UK Statistics Authority","Female","750","635","31570","24870"
"In post","2022","50-59","UK Statistics Authority","UK Statistics Authority","Male","520","455","36660","31860"
"In post","2022","50-59","UK Supreme Court","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2022","50-59","Valuation Office Agency","HM Revenue and Customs","Female","670","615","35000","31000"
"In post","2022","50-59","Valuation Office Agency","HM Revenue and Customs","Male","575","560","41480","39500"
"In post","2022","50-59","Vehicle Certification Agency","Department for Transport","Female","15","15","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","Department for Transport","Male","20","20","[c]","[c]"
"In post","2022","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","25","25","[c]","[c]"
"In post","2022","50-59","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","25","25","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","Female","25","25","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","Water Services Regulation Authority","Male","30","30","[c]","[c]"
"In post","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","Female","1000","950","44060","38160"
"In post","2022","50-59","Welsh Government (excl. agencies)","Welsh Government","Male","715","705","47950","47470"
"In post","2022","50-59","Welsh Revenue Authority","Welsh Government","Female","5","5","[c]","[c]"
"In post","2022","50-59","Welsh Revenue Authority","Welsh Government","Male","5","5","[c]","[c]"
"In post","2022","50-59","Wilton Park","Foreign, Commonwealth and Development Office","Female","20","20","[c]","[c]"
"In post","2022","50-59","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","55","45","35810","34500"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","35","30","37660","34500"
"In post","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","115","105","28680","26020"
"In post","2022","60-64","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","105","90","36530","30630"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","Female","140","120","43580","37300"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Cabinet Office","Male","165","155","55700","42550"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","15","15","[c]","[c]"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","30","25","[c]","[c]"
"In post","2022","60-64","Charity Commission","Charity Commission","Female","20","20","[c]","[c]"
"In post","2022","60-64","Charity Commission","Charity Commission","Male","10","10","[c]","[c]"
"In post","2022","60-64","Companies House","Department for Business, Energy and Industrial Strategy","Female","75","55","25490","22740"
"In post","2022","60-64","Companies House","Department for Business, Energy and Industrial Strategy","Male","40","35","31060","24500"
"In post","2022","60-64","Competition and Markets Authority","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2022","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","Female","10","10","[c]","[c]"
"In post","2022","60-64","Criminal Injuries Compensation Authority","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Cabinet Office","Male","15","10","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","Female","95","80","35440","27230"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Scottish Government","Male","35","35","39850","34600"
"In post","2022","60-64","Crown Prosecution Service","Attorney General's Departments","Female","280","230","40350","30130"
"In post","2022","60-64","Crown Prosecution Service","Attorney General's Departments","Male","180","160","50730","55610"
"In post","2022","60-64","Defence Electronics and Components Agency","Ministry of Defence","Female","10","5","[c]","[c]"
"In post","2022","60-64","Defence Electronics and Components Agency","Ministry of Defence","Male","60","50","28040","29470"
"In post","2022","60-64","Defence Equipment and Support","Ministry of Defence","Female","205","180","33700","32160"
"In post","2022","60-64","Defence Equipment and Support","Ministry of Defence","Male","715","655","39460","39090"
"In post","2022","60-64","Defence Science and Technology Laboratory","Ministry of Defence","Female","60","55","35300","30890"
"In post","2022","60-64","Defence Science and Technology Laboratory","Ministry of Defence","Male","210","180","48350","47060"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","75","70","43940","40050"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","85","80","52380","45210"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","15","15","[c]","[c]"
"In post","2022","60-64","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","20","20","[c]","[c]"
"In post","2022","60-64","Department for Education (excl. agencies)","Department for Education","Female","100","90","43190","37280"
"In post","2022","60-64","Department for Education (excl. agencies)","Department for Education","Male","105","100","49160","50130"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","120","110","38460","32250"
"In post","2022","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","125","115","46820","47650"
"In post","2022","60-64","Department for International Trade","Department for International Trade","Female","40","40","43560","38350"
"In post","2022","60-64","Department for International Trade","Department for International Trade","Male","50","45","49390","43470"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","55","50","49690","47160"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","60","55","45880","38310"
"In post","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","Female","50","45","37540","30720"
"In post","2022","60-64","Department for Transport (excl. agencies)","Department for Transport","Male","100","90","52530","43360"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","7050","5315","26680","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","3020","2535","28200","27570"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","75","65","48940","41370"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","50","45","58610","53360"
"In post","2022","60-64","Disclosure Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","60-64","Disclosure Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","Department for Transport","Female","415","285","23220","21840"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","Department for Transport","Male","160","135","32360","21840"
"In post","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","Female","145","120","27570","26780"
"In post","2022","60-64","Driver and Vehicle Standards Agency","Department for Transport","Male","520","460","29390","26830"
"In post","2022","60-64","Education and Skills Funding Agency","Department for Education","Female","50","45","41970","37100"
"In post","2022","60-64","Education and Skills Funding Agency","Department for Education","Male","35","35","47030","50630"
"In post","2022","60-64","Education Scotland","Scottish Government","Female","15","15","[c]","[c]"
"In post","2022","60-64","Education Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2022","60-64","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","Estyn","Male","10","5","[c]","[c]"
"In post","2022","60-64","FCDO Services","Foreign, Commonwealth and Development Office","Female","20","15","[c]","[c]"
"In post","2022","60-64","FCDO Services","Foreign, Commonwealth and Development Office","Male","85","75","42490","42320"
"In post","2022","60-64","Food Standards Agency","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","Food Standards Agency","Male","95","85","32220","28800"
"In post","2022","60-64","Food Standards Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","60-64","Food Standards Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","135","130","48690","38550"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","155","150","55380","54370"
"In post","2022","60-64","Forestry and Land Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","60-64","Forestry and Land Scotland","Scottish Government","Male","85","80","32790","31060"
"In post","2022","60-64","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Actuary's Department","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","HM Treasury","Female","20","20","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","HM Treasury","Male","30","25","47440","45350"
"In post","2022","60-64","Government Legal Department","Attorney General's Departments","Female","55","45","57580","61000"
"In post","2022","60-64","Government Legal Department","Attorney General's Departments","Male","45","40","67950","68760"
"In post","2022","60-64","Government Property Agency","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2022","60-64","Government Property Agency","Cabinet Office","Male","10","10","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","Department for Work and Pensions","Female","105","85","36600","29750"
"In post","2022","60-64","Health and Safety Executive","Department for Work and Pensions","Male","120","110","52440","48840"
"In post","2022","60-64","HM Courts and Tribunals Service","Ministry of Justice","Female","1150","950","24330","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","Ministry of Justice","Male","480","435","26080","21490"
"In post","2022","60-64","HM Land Registry","HM Land Registry","Female","310","220","30540","27130"
"In post","2022","60-64","HM Land Registry","HM Land Registry","Male","240","180","34110","33840"
"In post","2022","60-64","HM Prison and Probation Service","Ministry of Justice","Female","2175","1810","28750","26760"
"In post","2022","60-64","HM Prison and Probation Service","Ministry of Justice","Male","2500","1960","31490","31650"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","3230","2410","29460","26820"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2130","1735","35120","33080"
"In post","2022","60-64","HM Treasury (excl. agencies)","HM Treasury","Female","20","15","[c]","[c]"
"In post","2022","60-64","HM Treasury (excl. agencies)","HM Treasury","Male","15","15","[c]","[c]"
"In post","2022","60-64","Home Office","Home Office","Female","1230","1000","29260","25630"
"In post","2022","60-64","Home Office","Home Office","Male","1175","970","32650","28650"
"In post","2022","60-64","Institute for Apprenticeships and Technical Education","Department for Education","Female","5","5","[c]","[c]"
"In post","2022","60-64","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","30","25","29600","24030"
"In post","2022","60-64","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","45","35","42610","41000"
"In post","2022","60-64","Legal Aid Agency","Ministry of Justice","Female","60","55","28800","24310"
"In post","2022","60-64","Legal Aid Agency","Ministry of Justice","Male","40","40","39180","33000"
"In post","2022","60-64","Maritime and Coastguard Agency","Department for Transport","Female","20","15","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Department for Transport","Male","60","60","47600","44290"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","35","35","54440","53770"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","40","35","61840","53830"
"In post","2022","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Female","25","20","[c]","[c]"
"In post","2022","60-64","Met Office","Department for Business, Energy and Industrial Strategy","Male","70","60","41700","39750"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1465","1335","27980","22330"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","2965","2810","31640","26930"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","160","150","39050","34260"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","170","155","42470","41100"
"In post","2022","60-64","National Crime Agency","National Crime Agency","Female","80","70","37460","36630"
"In post","2022","60-64","National Crime Agency","National Crime Agency","Male","245","230","43620","42710"
"In post","2022","60-64","National Records of Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","60-64","National Records of Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","60-64","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Savings and Investments","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","100","90","52810","51360"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","35","35","69250","75500"
"In post","2022","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","10","10","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Office of Rail and Road","Female","10","5","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Office of Rail and Road","Male","15","15","[c]","[c]"
"In post","2022","60-64","Office of the Public Guardian","Ministry of Justice","Female","50","40","24170","20970"
"In post","2022","60-64","Office of the Public Guardian","Ministry of Justice","Male","35","35","23000","20970"
"In post","2022","60-64","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","20","15","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","40","35","51280","58810"
"In post","2022","60-64","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Registers of Scotland","Scottish Government","Female","45","35","31800","30840"
"In post","2022","60-64","Registers of Scotland","Scottish Government","Male","30","30","32500","30840"
"In post","2022","60-64","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Royal Fleet Auxiliary","Ministry of Defence","Male","110","110","40250","37300"
"In post","2022","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","110","90","25600","21300"
"In post","2022","60-64","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","85","75","28020","25190"
"In post","2022","60-64","Scottish Courts and Tribunals Service","Scottish Government","Female","110","90","26530","23780"
"In post","2022","60-64","Scottish Courts and Tribunals Service","Scottish Government","Male","75","60","28420","23780"
"In post","2022","60-64","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Forestry","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","60-64","Scottish Forestry","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","60-64","Scottish Government (excl. agencies)","Scottish Government","Female","185","155","44840","39660"
"In post","2022","60-64","Scottish Government (excl. agencies)","Scottish Government","Male","240","220","47320","44130"
"In post","2022","60-64","Scottish Housing Regulator","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","60-64","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Prison Service","Scottish Government","Female","55","40","32350","30950"
"In post","2022","60-64","Scottish Prison Service","Scottish Government","Male","320","210","35870","35000"
"In post","2022","60-64","Scottish Public Pensions Agency","Scottish Government","Female","20","15","[c]","[c]"
"In post","2022","60-64","Scottish Public Pensions Agency","Scottish Government","Male","10","5","[c]","[c]"
"In post","2022","60-64","Serious Fraud Office","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2022","60-64","Serious Fraud Office","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2022","60-64","Social Security Scotland","Scottish Government","Female","40","40","26670","23230"
"In post","2022","60-64","Social Security Scotland","Scottish Government","Male","30","25","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","Department for Education","Female","5","5","[c]","[c]"
"In post","2022","60-64","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Student Awards Agency for Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","60-64","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Ministry of Defence","Female","25","20","[c]","[c]"
"In post","2022","60-64","Submarine Delivery Agency","Ministry of Defence","Male","95","85","51570","46000"
"In post","2022","60-64","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","65","60","29830","25120"
"In post","2022","60-64","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","60","55","34620","35240"
"In post","2022","60-64","The National Archives","The National Archives","Female","20","20","[c]","[c]"
"In post","2022","60-64","The National Archives","The National Archives","Male","20","20","[c]","[c]"
"In post","2022","60-64","Transport Scotland","Scottish Government","Female","15","10","[c]","[c]"
"In post","2022","60-64","Transport Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2022","60-64","UK Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2022","60-64","UK Export Finance","UK Export Finance","Male","20","20","[c]","[c]"
"In post","2022","60-64","UK Health Security Agency","Department of Health and Social Care","Female","235","200","46660","36330"
"In post","2022","60-64","UK Health Security Agency","Department of Health and Social Care","Male","135","125","67120","58770"
"In post","2022","60-64","UK Hydrographic Office","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2022","60-64","UK Hydrographic Office","Ministry of Defence","Male","45","40","37630","35340"
"In post","2022","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","UK Statistics Authority","Female","265","195","26100","20350"
"In post","2022","60-64","UK Statistics Authority","UK Statistics Authority","Male","200","155","27690","20350"
"In post","2022","60-64","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Valuation Office Agency","HM Revenue and Customs","Female","170","140","31940","27000"
"In post","2022","60-64","Valuation Office Agency","HM Revenue and Customs","Male","185","150","39400","34000"
"In post","2022","60-64","Vehicle Certification Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2022","60-64","Vehicle Certification Agency","Department for Transport","Male","10","10","[c]","[c]"
"In post","2022","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2022","60-64","Welsh Government (excl. agencies)","Welsh Government","Female","235","200","39620","38160"
"In post","2022","60-64","Welsh Government (excl. agencies)","Welsh Government","Male","190","170","48900","47470"
"In post","2022","60-64","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2022","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","15","10","[c]","[c]"
"In post","2022","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","25","20","[c]","[c]"
"In post","2022","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","40","35","28610","24370"
"In post","2022","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","50","40","35640","31790"
"In post","2022","65+","Cabinet Office (excl. agencies)","Cabinet Office","Female","35","30","39990","34980"
"In post","2022","65+","Cabinet Office (excl. agencies)","Cabinet Office","Male","45","40","55680","40600"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2022","65+","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Companies House","Department for Business, Energy and Industrial Strategy","Female","20","15","[c]","[c]"
"In post","2022","65+","Companies House","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Crown Commercial Service","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Female","20","15","[c]","[c]"
"In post","2022","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Male","15","15","[c]","[c]"
"In post","2022","65+","Crown Prosecution Service","Attorney General's Departments","Female","55","45","39990","29860"
"In post","2022","65+","Crown Prosecution Service","Attorney General's Departments","Male","55","45","49530","55610"
"In post","2022","65+","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Defence Electronics and Components Agency","Ministry of Defence","Male","15","15","[c]","[c]"
