"Status","Year","Ethnicity","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","London","Female","505","[c]","34380","28970"
"Leaver CS","2022","Unknown","Operational Delivery","London","Male","385","[c]","36080","30850"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","Female","1485","[c]","24150","21490"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","Male","1490","[c]","26300","24880"
"Leaver CS","2022","Unknown","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Female","130","[c]","21960","21720"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Male","50","[c]","21380","21590"
"Leaver CS","2022","Unknown","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","London","Female","55","[c]","36660","30630"
"Leaver CS","2022","Unknown","Other","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Outside London","Female","90","[c]","24300","21320"
"Leaver CS","2022","Unknown","Other","Outside London","Male","130","[c]","26640","22190"
"Leaver CS","2022","Unknown","Other","Overseas","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Male","215","[c]","36610","33570"
"Leaver CS","2022","Unknown","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","London","Female","160","[c]","41750","35050"
"Leaver CS","2022","Unknown","Policy","London","Male","130","[c]","44760","38840"
"Leaver CS","2022","Unknown","Policy","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Male","40","[c]","38920","38230"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","Male","35","[c]","30310","25940"
"Leaver CS","2022","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","Male","90","[c]","28320","25910"
"Leaver CS","2022","Unknown","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Male","85","[c]","28770","25610"
"Leaver CS","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","Female","270","[c]","42140","34550"
"Leaver CS","2022","Unknown","Unknown","London","Male","270","[c]","50500","42470"
"Leaver CS","2022","Unknown","Unknown","Outside London","Female","1130","[c]","29840","27570"
"Leaver CS","2022","Unknown","Unknown","Outside London","Male","975","[c]","32880","27570"
"Leaver CS","2022","Unknown","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","115","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","90","[c]","49730","34550"
"Leaver CS","2022","Unknown","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Outside London","Female","110","[c]","36550","34450"
"Leaver CS","2022","White","Commercial","Outside London","Male","105","[c]","40930","37960"
"Leaver CS","2022","White","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","London","Female","60","[c]","41900","40050"
"Leaver CS","2022","White","Communications","London","Male","50","[c]","41750","38820"
"Leaver CS","2022","White","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Outside London","Female","55","[c]","37810","35500"
"Leaver CS","2022","White","Communications","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Outside London","Female","105","[c]","27100","27570"
"Leaver CS","2022","White","Counter Fraud","Outside London","Male","75","[c]","28230","27570"
"Leaver CS","2022","White","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","London","Female","50","[c]","50480","45640"
"Leaver CS","2022","White","Digital, Data and Technology","London","Male","95","[c]","51000","44290"
"Leaver CS","2022","White","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Outside London","Female","190","[c]","36850","34000"
"Leaver CS","2022","White","Digital, Data and Technology","Outside London","Male","430","[c]","41350","38450"
"Leaver CS","2022","White","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","London","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","London","Female","35","[c]","45580","38910"
"Leaver CS","2022","White","Finance","London","Male","35","[c]","59060","56730"
"Leaver CS","2022","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Outside London","Female","180","[c]","35610","33000"
"Leaver CS","2022","White","Finance","Outside London","Male","165","[c]","40330","34290"
"Leaver CS","2022","White","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","London","Female","75","[c]","46340","40450"
"Leaver CS","2022","White","Human Resources","London","Male","40","[c]","48840","45890"
"Leaver CS","2022","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Outside London","Female","195","[c]","33900","29540"
"Leaver CS","2022","White","Human Resources","Outside London","Male","75","[c]","36880","33900"
"Leaver CS","2022","White","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","Outside London","Female","70","[c]","63530","57930"
"Leaver CS","2022","White","Inspector of Education and Training","Outside London","Male","35","[c]","73060","75500"
"Leaver CS","2022","White","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Outside London","Male","30","[c]","31750","30860"
"Leaver CS","2022","White","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","London","Female","50","[c]","42310","38070"
"Leaver CS","2022","White","Knowledge and Information Management","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Outside London","Female","165","[c]","31760","27570"
"Leaver CS","2022","White","Knowledge and Information Management","Outside London","Male","75","[c]","34720","32050"
"Leaver CS","2022","White","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","London","Female","95","[c]","57270","54430"
"Leaver CS","2022","White","Legal","London","Male","70","[c]","60100","55000"
"Leaver CS","2022","White","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Outside London","Female","105","[c]","53850","55610"
"Leaver CS","2022","White","Legal","Outside London","Male","80","[c]","57200","55610"
"Leaver CS","2022","White","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","London","Female","30","[c]","81560","87080"
"Leaver CS","2022","White","Medicine","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Outside London","Female","155","[c]","49150","39030"
"Leaver CS","2022","White","Medicine","Outside London","Male","65","[c]","64750","50880"
"Leaver CS","2022","White","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","London","Female","945","[c]","37610","31060"
"Leaver CS","2022","White","Operational Delivery","London","Male","655","[c]","38680","31520"
"Leaver CS","2022","White","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Outside London","Female","7000","[c]","26530","25310"
"Leaver CS","2022","White","Operational Delivery","Outside London","Male","5355","[c]","27770","26700"
"Leaver CS","2022","White","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Unknown","Female","200","[c]","21970","21840"
"Leaver CS","2022","White","Operational Delivery","Unknown","Male","100","[c]","24670","21840"
"Leaver CS","2022","White","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","London","Female","130","[c]","40490","31390"
"Leaver CS","2022","White","Other","London","Male","120","[c]","45440","35070"
"Leaver CS","2022","White","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Outside London","Female","785","[c]","25190","21380"
"Leaver CS","2022","White","Other","Outside London","Male","840","[c]","27210","22330"
"Leaver CS","2022","White","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","London","Female","280","[c]","46340","41980"
"Leaver CS","2022","White","Policy","London","Male","305","[c]","53550","53380"
"Leaver CS","2022","White","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Outside London","Female","180","[c]","43140","36840"
"Leaver CS","2022","White","Policy","Outside London","Male","115","[c]","48560","41320"
"Leaver CS","2022","White","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","London","Female","45","[c]","51890","43820"
"Leaver CS","2022","White","Project Delivery","London","Male","50","[c]","54480","56900"
"Leaver CS","2022","White","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Outside London","Female","180","[c]","36650","35240"
"Leaver CS","2022","White","Project Delivery","Outside London","Male","250","[c]","40970","39100"
"Leaver CS","2022","White","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Outside London","Female","100","[c]","32770","30580"
"Leaver CS","2022","White","Property","Outside London","Male","170","[c]","35260","33300"
"Leaver CS","2022","White","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
