"Status","Year","Disability","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Female","1860","1625","27610","27130"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Male","1635","1560","29760","27380"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Eastern Scotland","Outside London","Female","6390","5885","35430","30040"
"In post","2022","Declared non-disabled","Eastern Scotland","Outside London","Male","4790","4680","37570","32040"
"In post","2022","Declared non-disabled","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Essex","Outside London","Female","2130","1910","30630","29290"
"In post","2022","Declared non-disabled","Essex","Outside London","Male","1460","1395","32760","29290"
"In post","2022","Declared non-disabled","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","10070","9270","34490","31770"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","11540","11290","39140","36580"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Greater Manchester","Outside London","Female","7645","7015","31470","27570"
"In post","2022","Declared non-disabled","Greater Manchester","Outside London","Male","6270","6100","33830","29360"
"In post","2022","Declared non-disabled","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Female","5205","4690","31920","27570"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Male","5185","4990","36060","33000"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","1665","1510","28410","26350"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","1295","1260","29820","27240"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Highlands and Islands","Outside London","Female","750","690","29210","27570"
"In post","2022","Declared non-disabled","Highlands and Islands","Outside London","Male","675","660","30850","27570"
"In post","2022","Declared non-disabled","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inner London - East","London","Female","6515","6130","41010","35200"
"In post","2022","Declared non-disabled","Inner London - East","London","Male","5400","5285","45170","38380"
"In post","2022","Declared non-disabled","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Inner London - West","London","Female","20445","19525","47320","42890"
"In post","2022","Declared non-disabled","Inner London - West","London","Male","17870","17660","50020","46320"
"In post","2022","Declared non-disabled","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Kent","Outside London","Female","3010","2735","29350","27430"
"In post","2022","Declared non-disabled","Kent","Outside London","Male","2925","2815","30940","29290"
"In post","2022","Declared non-disabled","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Lancashire","Outside London","Female","6065","5355","28810","27570"
"In post","2022","Declared non-disabled","Lancashire","Outside London","Male","4175","4005","30880","27570"
"In post","2022","Declared non-disabled","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Female","2550","2255","27800","25710"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Male","1740","1685","29720","27570"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Lincolnshire","Outside London","Female","1100","1010","27540","26040"
"In post","2022","Declared non-disabled","Lincolnshire","Outside London","Male","995","965","30360","27570"
"In post","2022","Declared non-disabled","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Merseyside","Outside London","Female","8705","7770","28930","26590"
"In post","2022","Declared non-disabled","Merseyside","Outside London","Male","5580","5405","31160","27570"
"In post","2022","Declared non-disabled","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North Eastern Scotland","Outside London","Female","560","510","33880","27940"
"In post","2022","Declared non-disabled","North Eastern Scotland","Outside London","Male","560","545","43990","36130"
"In post","2022","Declared non-disabled","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North Yorkshire","Outside London","Female","1685","1560","32440","28310"
"In post","2022","Declared non-disabled","North Yorkshire","Outside London","Male","1545","1505","33950","30760"
"In post","2022","Declared non-disabled","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland","Outside London","Female","1210","1115","30520","26820"
"In post","2022","Declared non-disabled","Northern Ireland","Outside London","Male","1350","1320","29890","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Outside London","Female","9080","7890","29200","26820"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Outside London","Male","6285","6065","32650","27570"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Outer London - East and North East","London","Female","1700","1535","30830","31060"
"In post","2022","Declared non-disabled","Outer London - East and North East","London","Male","1120","1095","32900","31060"
"In post","2022","Declared non-disabled","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Outer London - South","London","Female","4590","4240","37570","33150"
"In post","2022","Declared non-disabled","Outer London - South","London","Male","3355","3295","41170","37290"
"In post","2022","Declared non-disabled","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Outer London - West and North West","London","Female","3550","3235","32840","31060"
"In post","2022","Declared non-disabled","Outer London - West and North West","London","Male","2820","2700","33930","31060"
"In post","2022","Declared non-disabled","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Overseas","Female","920","915","48580","47900"
"In post","2022","Declared non-disabled","Overseas","Overseas","Male","1430","1425","49390","47340"
"In post","2022","Declared non-disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Outside London","Female","3370","3065","30110","27570"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Outside London","Male","2675","2590","32500","28550"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","South Yorkshire","Outside London","Female","4255","3715","31180","27570"
"In post","2022","Declared non-disabled","South Yorkshire","Outside London","Male","2995","2890","34000","30160"
"In post","2022","Declared non-disabled","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Southern Scotland","Outside London","Female","2210","1945","30240","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Outside London","Male","1520","1460","31930","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Outside London","Female","3580","3195","30860","27570"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Outside London","Male","2495","2375","32650","29130"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tees Valley and Durham","Outside London","Female","4045","3580","28610","26610"
"In post","2022","Declared non-disabled","Tees Valley and Durham","Outside London","Male","2600","2470","30010","27570"
"In post","2022","Declared non-disabled","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Female","475","435","32710","30190"
"In post","2022","Declared non-disabled","Unknown","Unknown","Male","375","370","34100","29290"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Central Scotland","Outside London","Female","6795","6125","31200","27570"
"In post","2022","Declared non-disabled","West Central Scotland","Outside London","Male","5195","5030","33060","27570"
"In post","2022","Declared non-disabled","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Midlands","Outside London","Female","7905","7075","30590","27570"
"In post","2022","Declared non-disabled","West Midlands","Outside London","Male","5250","5100","32980","27570"
"In post","2022","Declared non-disabled","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Wales and The Valleys","Outside London","Female","7620","6695","28580","26470"
"In post","2022","Declared non-disabled","West Wales and The Valleys","Outside London","Male","4700","4535","31680","27570"
"In post","2022","Declared non-disabled","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Yorkshire","Outside London","Female","6810","6115","32220","27570"
"In post","2022","Declared non-disabled","West Yorkshire","Outside London","Male","5295","5115","34010","28970"
"In post","2022","Declared non-disabled","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Outside London","Female","130","120","32910","29290"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Outside London","Male","125","125","33790","32530"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","315","285","31800","29290"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","410","395","35760","34250"
"In post","2022","Undeclared","Cheshire","Outside London","Female","130","120","29780","27570"
"In post","2022","Undeclared","Cheshire","Outside London","Male","150","145","32140","31650"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Outside London","Female","35","35","27370","27570"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Outside London","Male","60","55","28280","25190"
"In post","2022","Undeclared","Cumbria","Outside London","Female","55","45","27710","25960"
"In post","2022","Undeclared","Cumbria","Outside London","Male","60","60","32920","30820"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Outside London","Female","415","375","31270","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Outside London","Male","390","370","32870","31650"
"In post","2022","Undeclared","Devon","Outside London","Female","175","155","28000","26310"
"In post","2022","Undeclared","Devon","Outside London","Male","290","275","31920","29730"
"In post","2022","Undeclared","Dorset and Somerset","Outside London","Female","150","140","29530","27570"
"In post","2022","Undeclared","Dorset and Somerset","Outside London","Male","245","230","32230","31650"
"In post","2022","Undeclared","East Anglia","Outside London","Female","420","380","29550","27570"
"In post","2022","Undeclared","East Anglia","Outside London","Male","610","575","32310","31650"
"In post","2022","Undeclared","East Wales","Outside London","Female","370","340","31300","27570"
"In post","2022","Undeclared","East Wales","Outside London","Male","540","520","33240","31180"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","Female","140","125","29750","27570"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","Male","260","245","31290","31650"
"In post","2022","Undeclared","Eastern Scotland","Outside London","Female","300","275","32940","27570"
"In post","2022","Undeclared","Eastern Scotland","Outside London","Male","270","260","33830","27570"
"In post","2022","Undeclared","Essex","Outside London","Female","155","140","30510","29290"
"In post","2022","Undeclared","Essex","Outside London","Male","150","140","33060","29450"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","665","615","34330","32200"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","980","950","39230","37370"
"In post","2022","Undeclared","Greater Manchester","Outside London","Female","555","510","31100","27570"
"In post","2022","Undeclared","Greater Manchester","Outside London","Male","650","620","32690","31650"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Outside London","Female","395","355","30210","27130"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Outside London","Male","600","565","32620","31650"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","175","160","29060","26850"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","215","205","31490","31900"
"In post","2022","Undeclared","Highlands and Islands","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","London","Female","470","445","38630","33440"
"In post","2022","Undeclared","Inner London - East","London","Male","455","440","42400","37100"
"In post","2022","Undeclared","Inner London - West","London","Female","1355","1300","45060","40650"
