"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Social Security Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Female","Heterosexual / straight","110","[c]","39360","36080"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Male","Heterosexual / straight","90","[c]","45370","37410"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
