"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Devon","AA/AO","AA","15","[c]","22460","23260"
"Leaver CS","2022","Security","Devon","AA/AO","AO","25","[c]","30650","28080"
"Leaver CS","2022","Security","Devon","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Dorset and Somerset","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Dorset and Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Dorset and Somerset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","AA/AO","AO","10","[c]","31030","33980"
"Leaver CS","2022","Security","East Anglia","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Anglia","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Wales","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Yorkshire and Northern Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Essex","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Essex","AA/AO","AO","15","[c]","30900","39070"
"Leaver CS","2022","Security","Essex","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","20","[c]","20840","19810"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","30","[c]","35860","39070"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Greater Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Greater Manchester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","AA/AO","AA","20","[c]","21040","19810"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","AA/AO","AO","25","[c]","32210","29890"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Hampshire and Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","15","[c]","35360","39070"
"Leaver CS","2022","Security","Herefordshire, Worcestershire and Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Highlands and Islands","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Highlands and Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Highlands and Islands","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - East","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - East","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - East","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","AA/AO","AO","20","[c]","33160","30340"
"Leaver CS","2022","Security","Inner London - West","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Inner London - West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Kent","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lancashire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lincolnshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Merseyside","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Merseyside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Merseyside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Eastern Scotland","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Yorkshire","AA/AO","AO","20","[c]","36260","39070"
"Leaver CS","2022","Security","North Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Northern Ireland","AA/AO","AA","10","[c]","20470","20560"
"Leaver CS","2022","Security","Northern Ireland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Northumberland, and Tyne and Wear","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - South","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - South","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - South","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - South","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - West and North West","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - West and North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outer London - West and North West","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Shropshire and Staffordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Shropshire and Staffordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Shropshire and Staffordshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Shropshire and Staffordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Shropshire and Staffordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","South Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","South Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Southern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Surrey, East and West Sussex","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Central Scotland","AA/AO","AA","10","[c]","21070","20310"
"Leaver CS","2022","Security","West Central Scotland","AA/AO","AO","50","[c]","35990","39070"
"Leaver CS","2022","Security","West Central Scotland","EO","EO","10","[c]","42770","43920"
"Leaver CS","2022","Security","West Central Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Central Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Midlands","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Midlands","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Wales and The Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","West Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","East Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","East Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","East Wales","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","East Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Hampshire and Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Hampshire and Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Hampshire and Isle of Wight","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Hampshire and Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Inner London - West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outer London - South","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","South Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Tees Valley and Durham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Derbyshire and Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Dorset and Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","East Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Hampshire and Isle of Wight","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - East","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - West","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - West","AA/AO","AO","15","[c]","24130","24900"
"Leaver CS","2022","Statistics","Inner London - West","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - West","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - West","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Inner London - West","SEO/HEO","HEO","10","[c]","36110","36850"
"Leaver CS","2022","Statistics","Inner London - West","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Northumberland, and Tyne and Wear","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Northumberland, and Tyne and Wear","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outer London - South","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outer London - West and North West","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outer London - West and North West","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outer London - West and North West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Southern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Southern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Southern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","West Central Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","West Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Derbyshire and Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Derbyshire and Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Derbyshire and Nottinghamshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","East Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Greater Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Hampshire and Isle of Wight","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Hampshire and Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Inner London - East","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Inner London - East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Inner London - East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Merseyside","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Northumberland, and Tyne and Wear","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outer London - South","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Southern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Southern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Tees Valley and Durham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Central Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Central Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Midlands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","West Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","EO","EO","20","[c]","28240","27570"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","35","[c]","28290","27570"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","AA/AO","AO","70","[c]","21020","21260"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","EO","EO","85","[c]","27220","27570"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","AA/AO","AO","15","[c]","21130","21010"
"Leaver CS","2022","Unknown","Devon","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","EO","EO","40","[c]","27320","27570"
"Leaver CS","2022","Unknown","East Anglia","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","AA/AO","AO","200","[c]","21120","21260"
"Leaver CS","2022","Unknown","East Wales","EO","EO","95","[c]","26100","27570"
