"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","10","10","22020","21660"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","30","30","26520","26230"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","20","20","57700","56690"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","45","45","33400","33910"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","60","60","42230","42080"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Cheshire","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2022","Commercial","Cheshire","SEO/HEO","SEO","10","10","38950","39070"
"In post","2022","Commercial","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","Unknown","15","15","41220","38240"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","EO","15","15","26620","26480"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","G7","20","20","54010","52620"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","HEO","15","15","31940","31660"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","SEO","25","25","40810","39590"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","EO","EO","15","15","25500","25630"
"In post","2022","Commercial","Devon","G6/G7","G6","35","35","60630","60490"
"In post","2022","Commercial","Devon","G6/G7","G7","80","75","48180","47960"
"In post","2022","Commercial","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SEO/HEO","HEO","35","35","32670","32730"
"In post","2022","Commercial","Devon","SEO/HEO","SEO","60","55","38470","38200"
"In post","2022","Commercial","Devon","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","EO","15","15","26180","26540"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","G7","15","15","54770","53720"
"In post","2022","Commercial","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","HEO","40","35","33050","33290"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","SEO","45","45","43030","42510"
"In post","2022","Commercial","East Anglia","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","EO","20","15","26640","26350"
"In post","2022","Commercial","East Anglia","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","G7","10","10","52910","49430"
"In post","2022","Commercial","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO/HEO","HEO","60","60","31970","31250"
"In post","2022","Commercial","East Anglia","SEO/HEO","SEO","80","75","41060","40580"
"In post","2022","Commercial","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","EO","35","35","27210","26670"
"In post","2022","Commercial","East Wales","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","G7","20","20","53120","51210"
"In post","2022","Commercial","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO/HEO","HEO","60","60","31990","31250"
"In post","2022","Commercial","East Wales","SEO/HEO","SEO","40","40","39570","39360"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","AA","15","15","21640","21640"
"In post","2022","Commercial","Eastern Scotland","AA/AO","AO","25","20","25820","26900"
"In post","2022","Commercial","Eastern Scotland","EO","EO","15","15","29620","29550"
"In post","2022","Commercial","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","G7","10","10","53230","54170"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","HEO","20","20","36970","37710"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","SEO","10","10","45090","46060"
"In post","2022","Commercial","Eastern Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","30","30","21230","21170"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","210","195","24710","26000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","75","70","69540","68180"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","170","165","52850","53500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","20","20","103750","101880"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","420","400","31640","33000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","435","420","40190","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","130","130","40530","37530"
"In post","2022","Commercial","Greater Manchester","AA/AO","AO","10","10","21760","21890"
"In post","2022","Commercial","Greater Manchester","EO","EO","30","30","26500","26590"
"In post","2022","Commercial","Greater Manchester","G6/G7","G6","15","15","67930","66610"
"In post","2022","Commercial","Greater Manchester","G6/G7","G7","35","35","52270","50400"
"In post","2022","Commercial","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","HEO","50","50","31580","30960"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","SEO","95","90","39980","38180"
"In post","2022","Commercial","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","EO","65","60","26140","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","HEO","70","65","33520","33430"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","SEO","85","85","41040","41500"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","EO","15","15","28630","27860"
"In post","2022","Commercial","Inner London - East","G6/G7","G6","10","10","67950","66870"
"In post","2022","Commercial","Inner London - East","G6/G7","G7","20","20","54990","53860"
"In post","2022","Commercial","Inner London - East","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","HEO","15","15","36340","35370"
"In post","2022","Commercial","Inner London - East","SEO/HEO","SEO","35","35","44670","44080"
"In post","2022","Commercial","Inner London - West","AA/AO","AO","25","20","23560","23250"
"In post","2022","Commercial","Inner London - West","EO","EO","75","70","28950","28360"
"In post","2022","Commercial","Inner London - West","G6/G7","G6","95","90","70410","67660"
"In post","2022","Commercial","Inner London - West","G6/G7","G7","180","175","55710","53640"
"In post","2022","Commercial","Inner London - West","SCS level","SCS level","50","45","84010","78400"
"In post","2022","Commercial","Inner London - West","SEO/HEO","HEO","165","160","34910","34710"
"In post","2022","Commercial","Inner London - West","SEO/HEO","SEO","225","225","42810","41750"
"In post","2022","Commercial","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Kent","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","EO","EO","15","15","26970","27570"
"In post","2022","Commercial","Lancashire","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO/HEO","HEO","20","20","31720","31990"
"In post","2022","Commercial","Lancashire","SEO/HEO","SEO","15","15","40240","37270"
"In post","2022","Commercial","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","AA/AO","AO","25","20","21200","21260"
"In post","2022","Commercial","Merseyside","EO","EO","50","45","26090","25950"
"In post","2022","Commercial","Merseyside","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","G6/G7","G7","20","20","49140","49530"
"In post","2022","Commercial","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","SEO/HEO","HEO","75","75","30950","30940"
"In post","2022","Commercial","Merseyside","SEO/HEO","SEO","100","95","39530","39360"
"In post","2022","Commercial","North Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","SEO/HEO","HEO","15","15","31170","30350"
"In post","2022","Commercial","North Yorkshire","SEO/HEO","SEO","20","20","40290","39090"
"In post","2022","Commercial","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","EO","EO","15","10","27200","27570"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","HEO","30","25","32400","31990"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","SEO","35","35","38830","36780"
"In post","2022","Commercial","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","AA/AO","AO","10","10","26390","27060"
"In post","2022","Commercial","Outer London - South","EO","EO","20","20","29930","30110"
"In post","2022","Commercial","Outer London - South","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - South","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","SEO/HEO","HEO","20","20","36660","37290"
"In post","2022","Commercial","Outer London - South","SEO/HEO","SEO","45","45","45850","45560"
"In post","2022","Commercial","Outer London - West and North West","AA/AO","AO","20","20","21980","21660"
"In post","2022","Commercial","Outer London - West and North West","EO","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","SEO/HEO","SEO","10","10","40440","40270"
"In post","2022","Commercial","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","HEO","10","10","36720","34800"
"In post","2022","Commercial","Overseas","SEO/HEO","SEO","15","15","46590","46060"
"In post","2022","Commercial","Shropshire and Staffordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","EO","EO","35","35","26370","26350"
"In post","2022","Commercial","Shropshire and Staffordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","SEO/HEO","HEO","30","30","32690","33120"
"In post","2022","Commercial","Shropshire and Staffordshire","SEO/HEO","SEO","40","35","43220","40940"
"In post","2022","Commercial","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","AA/AO","AO","25","20","21090","21260"
"In post","2022","Commercial","South Yorkshire","EO","EO","45","40","26200","26000"
"In post","2022","Commercial","South Yorkshire","G6/G7","G6","15","15","61040","61010"
"In post","2022","Commercial","South Yorkshire","G6/G7","G7","35","35","50490","49860"
"In post","2022","Commercial","South Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","SEO/HEO","HEO","60","55","31450","31990"
"In post","2022","Commercial","South Yorkshire","SEO/HEO","SEO","75","75","37910","36500"
"In post","2022","Commercial","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","G6/G7","G7","15","10","50960","51960"
"In post","2022","Commercial","Southern Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","SEO/HEO","SEO","15","15","40730","39630"
"In post","2022","Commercial","Surrey, East and West Sussex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","SEO/HEO","SEO","15","15","43680","40200"
"In post","2022","Commercial","Tees Valley and Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","EO","EO","15","10","25570","25000"
"In post","2022","Commercial","Tees Valley and Durham","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","G6/G7","G7","15","15","49830","49860"
"In post","2022","Commercial","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","SEO/HEO","HEO","25","20","30790","30090"
"In post","2022","Commercial","Tees Valley and Durham","SEO/HEO","SEO","40","35","38860","36870"
"In post","2022","Commercial","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","AA/AO","AO","15","15","25690","26900"
"In post","2022","Commercial","West Central Scotland","EO","EO","30","30","27240","26670"
"In post","2022","Commercial","West Central Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","SEO/HEO","HEO","45","45","33940","33300"
"In post","2022","Commercial","West Central Scotland","SEO/HEO","SEO","25","25","41930","42080"
"In post","2022","Commercial","West Central Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","EO","EO","20","20","26420","25520"
"In post","2022","Commercial","West Midlands","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","G6/G7","G7","25","25","50850","50080"
"In post","2022","Commercial","West Midlands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","SEO/HEO","HEO","35","35","31590","30730"
"In post","2022","Commercial","West Midlands","SEO/HEO","SEO","55","50","38970","37100"
"In post","2022","Commercial","West Midlands","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","AA/AO","AA","10","10","18310","18310"
"In post","2022","Commercial","West Wales and The Valleys","AA/AO","AO","25","25","21650","21840"
"In post","2022","Commercial","West Wales and The Valleys","EO","EO","40","35","26520","26130"
"In post","2022","Commercial","West Wales and The Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","G6/G7","G7","20","15","52810","52270"
"In post","2022","Commercial","West Wales and The Valleys","SEO/HEO","HEO","60","55","31620","31040"
"In post","2022","Commercial","West Wales and The Valleys","SEO/HEO","SEO","40","40","41370","40040"
"In post","2022","Commercial","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","AA/AO","AO","20","20","20970","21260"
"In post","2022","Commercial","West Yorkshire","EO","EO","40","35","26070","25670"
"In post","2022","Commercial","West Yorkshire","G6/G7","G6","35","30","64960","62400"
"In post","2022","Commercial","West Yorkshire","G6/G7","G7","50","50","52580","50620"
"In post","2022","Commercial","West Yorkshire","SCS level","SCS level","15","15","80490","76700"
"In post","2022","Commercial","West Yorkshire","SEO/HEO","HEO","55","55","30990","30450"
"In post","2022","Commercial","West Yorkshire","SEO/HEO","SEO","100","95","38780","36820"
"In post","2022","Communications","Bedfordshire and Hertfordshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","10","10","21760","21830"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","20","20","28000","26930"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","25","25","34010","35000"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","15","15","40960","40580"
"In post","2022","Communications","Cheshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Communications","Cheshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","G6/G7","G7","15","15","54140","55210"
"In post","2022","Communications","Derbyshire and Nottinghamshire","SEO/HEO","HEO","20","20","31940","32180"
"In post","2022","Communications","Derbyshire and Nottinghamshire","SEO/HEO","SEO","25","25","40630","40520"
"In post","2022","Communications","Devon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Communications","Devon","SEO/HEO","HEO","15","15","32370","32730"
"In post","2022","Communications","Devon","SEO/HEO","SEO","15","15","39320","38890"
"In post","2022","Communications","Dorset and Somerset","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","EO","EO","15","15","27600","26670"
"In post","2022","Communications","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","G6/G7","G7","10","5","[c]","[c]"
