"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Unknown","95","[c]","44250","38310"
"Leaver CS","2022","60-64","White","AA","Heterosexual / straight","190","[c]","19330","19200"
"Leaver CS","2022","60-64","White","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","AA","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","AA","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","AO","Heterosexual / straight","740","[c]","22540","21260"
"Leaver CS","2022","60-64","White","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","AO","Undeclared","105","[c]","22490","21590"
"Leaver CS","2022","60-64","White","AO","Unknown","380","[c]","22400","21260"
"Leaver CS","2022","60-64","White","EO","Heterosexual / straight","800","[c]","28230","27570"
"Leaver CS","2022","60-64","White","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","EO","Undeclared","120","[c]","27850","27570"
"Leaver CS","2022","60-64","White","EO","Unknown","265","[c]","28090","27570"
"Leaver CS","2022","60-64","White","G6","Heterosexual / straight","145","[c]","72630","71310"
"Leaver CS","2022","60-64","White","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","G6","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","G7","Heterosexual / straight","250","[c]","57460","56110"
"Leaver CS","2022","60-64","White","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","G7","Unknown","120","[c]","56570","57430"
"Leaver CS","2022","60-64","White","HEO","Heterosexual / straight","435","[c]","34980","34290"
"Leaver CS","2022","60-64","White","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","HEO","Undeclared","35","[c]","35660","34990"
"Leaver CS","2022","60-64","White","HEO","Unknown","170","[c]","34880","34290"
"Leaver CS","2022","60-64","White","SCS level","Heterosexual / straight","95","[c]","103210","101040"
"Leaver CS","2022","60-64","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","SEO","Heterosexual / straight","370","[c]","44280","43160"
"Leaver CS","2022","60-64","White","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","SEO","Undeclared","40","[c]","42750","42950"
"Leaver CS","2022","60-64","White","SEO","Unknown","105","[c]","43680","41090"
"Leaver CS","2022","60-64","White","Unknown","Heterosexual / straight","145","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AO","Undeclared","35","[c]","21540","21260"
"Leaver CS","2022","65+","Undeclared","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","EO","Undeclared","35","[c]","27330","27570"
"Leaver CS","2022","65+","Undeclared","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","Unknown","50","[c]","20020","20090"
"Leaver CS","2022","65+","Unknown","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AO","Unknown","145","[c]","22560","21260"
"Leaver CS","2022","65+","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","EO","Unknown","75","[c]","28790","28880"
"Leaver CS","2022","65+","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","AA","Heterosexual / straight","265","[c]","19330","19170"
"Leaver CS","2022","65+","White","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","AA","Undeclared","45","[c]","19120","19200"
"Leaver CS","2022","65+","White","AA","Unknown","105","[c]","20980","21350"
"Leaver CS","2022","65+","White","AO","Heterosexual / straight","835","[c]","21950","21260"
"Leaver CS","2022","65+","White","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","AO","Undeclared","125","[c]","21910","21260"
"Leaver CS","2022","65+","White","AO","Unknown","345","[c]","21560","21260"
"Leaver CS","2022","65+","White","EO","Heterosexual / straight","655","[c]","27880","27570"
"Leaver CS","2022","65+","White","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","EO","Undeclared","100","[c]","28050","27570"
"Leaver CS","2022","65+","White","EO","Unknown","255","[c]","27790","27570"
"Leaver CS","2022","65+","White","G6","Heterosexual / straight","55","[c]","72070","72200"
"Leaver CS","2022","65+","White","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","G6","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","G7","Heterosexual / straight","110","[c]","59060","58250"
"Leaver CS","2022","65+","White","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","HEO","Heterosexual / straight","270","[c]","34210","33840"
"Leaver CS","2022","65+","White","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","HEO","Unknown","95","[c]","34990","34800"
"Leaver CS","2022","65+","White","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SEO","Heterosexual / straight","180","[c]","43450","42170"
"Leaver CS","2022","65+","White","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","SEO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Unknown","Heterosexual / straight","125","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
