"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs","Security","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Security","Yorkshire and The Humber","SEO","10","10","40520","40520"
"In post","2022","HM Revenue and Customs","Social Research","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","London","G6","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","London","G7","20","20","61490","62120"
"In post","2022","HM Revenue and Customs","Social Research","London","HEO","20","20","37700","37610"
"In post","2022","HM Revenue and Customs","Social Research","London","SEO","15","15","44000","43810"
"In post","2022","HM Revenue and Customs","Social Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","North West (England)","G7","15","15","54760","55210"
"In post","2022","HM Revenue and Customs","Social Research","North West (England)","HEO","15","15","33200","33080"
"In post","2022","HM Revenue and Customs","Social Research","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","North West (England)","SEO","15","10","39890","40520"
"In post","2022","HM Revenue and Customs","Social Research","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Social Research","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","G7","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","East of England","SEO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","London","EO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","London","G6","15","15","74550","74850"
"In post","2022","HM Revenue and Customs","Statistics","London","G7","45","45","61090","62120"
"In post","2022","HM Revenue and Customs","Statistics","London","HEO","45","45","37790","37930"
"In post","2022","HM Revenue and Customs","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","London","SEO","40","35","44410","43810"
"In post","2022","HM Revenue and Customs","Statistics","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North East (England)","G7","10","10","53720","55210"
"In post","2022","HM Revenue and Customs","Statistics","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","G7","25","20","53080","55210"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","HEO","55","55","33290","33370"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","North West (England)","SEO","30","30","40480","40520"
"In post","2022","HM Revenue and Customs","Statistics","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Statistics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","AO","240","225","21260","21250"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","EO","395","380","26870","26820"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","G6","60","60","67830","67910"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","G7","185","180","55180","55210"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","HEO","495","475","33400","33370"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","East Midlands (England)","SEO","185","175","40510","40520"
"In post","2022","HM Revenue and Customs","Tax","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","East of England","EO","55","50","28010","28920"
"In post","2022","HM Revenue and Customs","Tax","East of England","G6","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","East of England","G7","15","15","56490","55210"
"In post","2022","HM Revenue and Customs","Tax","East of England","HEO","70","65","33790","33370"
"In post","2022","HM Revenue and Customs","Tax","East of England","SEO","35","30","40950","40520"
"In post","2022","HM Revenue and Customs","Tax","London","AO","60","55","25650","25330"
"In post","2022","HM Revenue and Customs","Tax","London","EO","495","470","31810","31020"
"In post","2022","HM Revenue and Customs","Tax","London","G6","155","145","75610","74850"
"In post","2022","HM Revenue and Customs","Tax","London","G7","385","370","62040","62120"
"In post","2022","HM Revenue and Customs","Tax","London","HEO","960","920","38530","37930"
"In post","2022","HM Revenue and Customs","Tax","London","SCS level","25","25","84820","82510"
"In post","2022","HM Revenue and Customs","Tax","London","SEO","385","370","44380","43810"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","AO","575","535","21280","21250"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","EO","725","695","26760","26820"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","G6","45","45","67980","67910"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","G7","185","180","54800","55210"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","HEO","605","585","33290","33370"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","North East (England)","SEO","195","185","39770","40520"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","AO","985","920","21290","21250"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","EO","860","825","26570","26590"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","G6","140","135","68040","67910"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","G7","425","410","54850","55210"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","HEO","970","935","33390","33370"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","North West (England)","SEO","435","420","40400","40520"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","AO","180","170","21250","21250"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","EO","190","180","26730","26590"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","G6","20","20","68180","67910"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","G7","100","100","54990","55210"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","HEO","255","245","33280","33370"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Northern Ireland","SEO","105","100","40470","40520"
"In post","2022","HM Revenue and Customs","Tax","Scotland","AO","520","495","21260","21250"
"In post","2022","HM Revenue and Customs","Tax","Scotland","EO","450","405","27140","26820"
"In post","2022","HM Revenue and Customs","Tax","Scotland","G6","70","65","68440","67910"
"In post","2022","HM Revenue and Customs","Tax","Scotland","G7","235","225","54590","55210"
"In post","2022","HM Revenue and Customs","Tax","Scotland","HEO","660","625","33490","33370"
"In post","2022","HM Revenue and Customs","Tax","Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Scotland","SEO","235","225","40200","40520"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","AO","95","90","21370","21250"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","EO","120","100","28660","28920"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","G6","20","20","70450","68010"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","G7","55","50","56100","55210"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","HEO","180","165","34720","33430"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","South East (England)","SEO","75","70","41030","40520"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","EO","65","60","27730","26820"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","G6","55","50","68280","67910"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","G7","130","125","54970","55210"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","HEO","210","195","33520","33370"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","South West (England)","SEO","105","100","40280","40520"
"In post","2022","HM Revenue and Customs","Tax","Wales","AO","300","285","21270","21250"
"In post","2022","HM Revenue and Customs","Tax","Wales","EO","515","485","26760","26820"
"In post","2022","HM Revenue and Customs","Tax","Wales","G6","35","35","67940","67910"
"In post","2022","HM Revenue and Customs","Tax","Wales","G7","155","150","54420","55210"
"In post","2022","HM Revenue and Customs","Tax","Wales","HEO","570","550","33220","33370"
"In post","2022","HM Revenue and Customs","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Wales","SEO","185","180","39940","40520"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","AO","145","140","21300","21250"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","EO","375","355","27000","26820"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","G6","60","55","68080","67910"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","G7","195","180","55090","55210"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","HEO","510","490","33430","33370"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","West Midlands (England)","SEO","220","210","40390","40520"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","AO","290","270","21260","21250"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","EO","555","535","26840","26820"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","G6","60","55","67920","67910"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","G7","185","175","54780","55210"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","HEO","525","500","33360","33370"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","SEO","135","130","40020","40520"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","AO","30","25","21310","21250"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","EO","85","85","26670","26590"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","G7","30","30","53950","54160"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","HEO","145","140","33280","33370"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","East Midlands (England)","SEO","40","40","40330","40350"
"In post","2022","HM Revenue and Customs","Unknown","East of England","AO","20","20","21270","21250"
"In post","2022","HM Revenue and Customs","Unknown","East of England","EO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","East of England","HEO","15","15","33330","33080"
"In post","2022","HM Revenue and Customs","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","London","AO","45","45","25420","25330"
"In post","2022","HM Revenue and Customs","Unknown","London","EO","215","215","30910","30750"
"In post","2022","HM Revenue and Customs","Unknown","London","G6","135","135","73760","74850"
"In post","2022","HM Revenue and Customs","Unknown","London","G7","270","265","60780","62120"
"In post","2022","HM Revenue and Customs","Unknown","London","HEO","295","295","37740","37610"
"In post","2022","HM Revenue and Customs","Unknown","London","SCS level","55","55","96550","82340"
"In post","2022","HM Revenue and Customs","Unknown","London","SEO","180","175","43540","43430"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","AA","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","AO","200","180","21280","21250"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","EO","145","140","26240","26590"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","G6","15","15","67000","67910"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","G7","30","30","53570","54160"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","HEO","120","120","33050","33220"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","North East (England)","SEO","50","50","39870","40180"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","AO","310","285","21330","21250"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","EO","285","280","26490","26590"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","G6","25","25","67010","67910"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","G7","75","75","53490","55210"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","HEO","320","320","33020","33080"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","SCS level","15","15","82950","75450"
"In post","2022","HM Revenue and Customs","Unknown","North West (England)","SEO","110","105","40010","40180"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","AO","35","30","21270","21250"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","EO","45","45","26500","26590"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","HEO","40","35","33310","33370"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Northern Ireland","SEO","10","10","38200","40180"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","AO","130","115","21290","21250"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","EO","95","90","26040","26590"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","G6","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","G7","15","15","53120","55210"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","HEO","80","75","33160","33080"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Scotland","SEO","10","10","39150","40180"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","AO","25","25","21320","21250"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","EO","40","40","26760","26820"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","G7","15","15","55160","55210"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","HEO","30","30","33420","33370"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","South East (England)","SEO","20","20","41340","40950"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","EO","45","45","26850","26820"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","G6","10","10","66720","67910"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","G7","20","20","53790","55210"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","HEO","90","90","33230","33370"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","South West (England)","SEO","10","10","38940","40180"
"In post","2022","HM Revenue and Customs","Unknown","Wales","AO","110","105","21320","21250"
"In post","2022","HM Revenue and Customs","Unknown","Wales","EO","100","95","26490","26590"
"In post","2022","HM Revenue and Customs","Unknown","Wales","G6","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Wales","G7","15","15","53780","54160"
"In post","2022","HM Revenue and Customs","Unknown","Wales","HEO","80","75","33230","33370"
"In post","2022","HM Revenue and Customs","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Wales","SEO","25","25","39750","40180"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","AO","70","65","21270","21250"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","EO","115","115","26750","26590"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","G6","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","G7","30","30","53910","55210"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","HEO","150","145","33250","33370"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","West Midlands (England)","SEO","60","60","40630","40520"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","AO","130","120","21280","21250"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","EO","120","120","26780","26590"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","G6","10","10","66770","67910"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","G7","35","35","54150","55210"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","HEO","100","95","33200","33080"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","SEO","30","30","39990","40180"
"In post","2022","HM Treasury","Commercial","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Commercial","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","London","EO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","London","G7","10","10","58780","58690"
"In post","2022","HM Treasury","Communications","London","HEO","25","25","38590","38840"
"In post","2022","HM Treasury","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Corporate Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","North West (England)","HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","HM Treasury","Counter Fraud","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","London","G6","5","5","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","London","G7","20","20","59410","58430"
"In post","2022","HM Treasury","Digital, Data and Technology","London","HEO","10","10","37780","37870"
"In post","2022","HM Treasury","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","London","SEO","10","10","47850","43410"
"In post","2022","HM Treasury","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Digital, Data and Technology","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","London","AO","15","15","22830","22750"
"In post","2022","HM Treasury","Economics","London","EO","20","20","24300","24300"
"In post","2022","HM Treasury","Economics","London","G6","25","20","66950","66550"
"In post","2022","HM Treasury","Economics","London","G7","60","60","55080","54840"
"In post","2022","HM Treasury","Economics","London","HEO","85","85","33960","32640"
"In post","2022","HM Treasury","Economics","London","SCS level","10","10","112550","86660"
"In post","2022","HM Treasury","Economics","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Economics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","London","EO","15","15","26090","24300"
"In post","2022","HM Treasury","Finance","London","G6","15","15","69160","70020"
"In post","2022","HM Treasury","Finance","London","G7","30","30","58570","59150"
"In post","2022","HM Treasury","Finance","London","HEO","25","25","38650","38610"
"In post","2022","HM Treasury","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2022","HM Treasury","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Finance","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","East of England","AO","10","10","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","EO","10","5","[c]","[c]"
"In post","2022","HM Treasury","Human Resources","London","G6","10","10","64740","64500"
"In post","2022","HM Treasury","Human Resources","London","G7","20","20","54450","52840"
"In post","2022","HM Treasury","Human Resources","London","HEO","20","20","38940","37900"
"In post","2022","HM Treasury","Human Resources","London","SCS level","5","5","[c]","[c]"
