"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Communications","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","London","30","[c]","46800","42440"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Counter Fraud","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Counter Fraud","Outside London","170","[c]","27960","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Operational Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Other","Outside London","155","[c]","22460","21260"
"Leaver CS","2022","Declared non-disabled","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","London","120","[c]","47250","43630"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Outside London","505","[c]","39930","37600"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","30","[c]","40540","36310"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Science and Engineering","Outside London","30","[c]","37600","39650"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","London","75","[c]","59090","56680"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Finance","London","70","[c]","50270","42920"
"Leaver CS","2022","Declared non-disabled","Finance","Finance","Outside London","190","[c]","38040","34290"
"Leaver CS","2022","Declared non-disabled","Finance","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","Operational Delivery","Outside London","145","[c]","23860","21300"
"Leaver CS","2022","Declared non-disabled","Human Resources","Human Resources","London","115","[c]","44680","40070"
"Leaver CS","2022","Declared non-disabled","Human Resources","Human Resources","Outside London","195","[c]","33790","31290"
"Leaver CS","2022","Declared non-disabled","Human Resources","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Operational Delivery","Outside London","50","[c]","28630","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Internal Audit","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Legal","London","185","[c]","58820","55000"
"Leaver CS","2022","Declared non-disabled","Legal","Legal","Outside London","130","[c]","57000","55610"
"Leaver CS","2022","Declared non-disabled","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Operational Delivery","Outside London","80","[c]","25340","23720"
"Leaver CS","2022","Declared non-disabled","Legal","Other","London","30","[c]","28600","27350"
"Leaver CS","2022","Declared non-disabled","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Geography","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Inspector of Education and Training","Outside London","85","[c]","67420","75500"
"Leaver CS","2022","Declared non-disabled","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","International Trade","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Knowledge and Information Management","London","55","[c]","41900","38420"
"Leaver CS","2022","Declared non-disabled","No function","Knowledge and Information Management","Outside London","185","[c]","32430","28870"
"Leaver CS","2022","Declared non-disabled","No function","Medicine","London","40","[c]","87330","92500"
"Leaver CS","2022","Declared non-disabled","No function","Medicine","Outside London","45","[c]","96230","101430"
"Leaver CS","2022","Declared non-disabled","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Operational Delivery","London","1900","[c]","35460","31060"
"Leaver CS","2022","Declared non-disabled","No function","Operational Delivery","Outside London","9660","[c]","26800","26590"
"Leaver CS","2022","Declared non-disabled","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Operational Delivery","Unknown","270","[c]","22620","21840"
"Leaver CS","2022","Declared non-disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Other","London","180","[c]","42250","31060"
"Leaver CS","2022","Declared non-disabled","No function","Other","Outside London","280","[c]","28780","27570"
"Leaver CS","2022","Declared non-disabled","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Planning Inspectors","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Policy","London","480","[c]","47440","45870"
"Leaver CS","2022","Declared non-disabled","No function","Policy","Outside London","165","[c]","46500","42000"
"Leaver CS","2022","Declared non-disabled","No function","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Project Delivery","Outside London","35","[c]","39470","36370"
"Leaver CS","2022","Declared non-disabled","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Psychology","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Science and Engineering","London","175","[c]","41410","39030"
"Leaver CS","2022","Declared non-disabled","No function","Science and Engineering","Outside London","505","[c]","36970","35910"
"Leaver CS","2022","Declared non-disabled","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Tax","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","London","240","[c]","48010","43270"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","Outside London","330","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Veterinarian","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Commercial","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","Outside London","45","[c]","34490","29500"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Other","Outside London","115","[c]","26200","24250"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Other","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Project Delivery","London","70","[c]","51700","41840"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Project Delivery","Outside London","340","[c]","38930","38090"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","Outside London","160","[c]","36020","33680"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Operational Delivery","Outside London","65","[c]","21390","22010"
"Leaver CS","2022","Declared non-disabled","Property","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Property","Outside London","225","[c]","35060","33300"
"Leaver CS","2022","Declared non-disabled","Property","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Intelligence Analysis","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Security","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Security","Outside London","340","[c]","31820","28080"
"Leaver CS","2022","Declared non-disabled","Security","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data and Technology","London","40","[c]","56850","47780"
"Leaver CS","2022","Declared non-disabled","Unknown","Digital, Data and Technology","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","Outside London","110","[c]","35070","33300"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Intelligence Analysis","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Medicine","Outside London","160","[c]","42000","35550"
"Leaver CS","2022","Declared non-disabled","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Operational Delivery","London","260","[c]","33580","29250"
"Leaver CS","2022","Declared non-disabled","Unknown","Operational Delivery","Outside London","840","[c]","26720","24890"
"Leaver CS","2022","Declared non-disabled","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Other","London","75","[c]","34960","25640"
"Leaver CS","2022","Declared non-disabled","Unknown","Other","Outside London","770","[c]","25570","21380"
"Leaver CS","2022","Declared non-disabled","Unknown","Other","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Policy","London","100","[c]","54080","52070"
"Leaver CS","2022","Declared non-disabled","Unknown","Policy","Outside London","80","[c]","45360","37070"
