"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Finance","London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Finance","Outside London","125","115","33870","31990"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Human Resources","London","45","40","43340","38400"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","110","100","34530","31990"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","45","45","32480","31990"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","1060","970","30830","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","10955","9510","25710","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","60","50","27680","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Other","London","90","85","35440","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Other","Outside London","1250","1110","25650","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Other","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Policy","London","90","85","49780","42900"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Policy","Outside London","60","55","39870","35310"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Project Delivery","London","55","45","33830","30330"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","200","175","33610","32470"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Property","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Security","Outside London","60","55","34700","31990"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Statistics","London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","50","45","30000","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","London","50","45","50810","37500"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Unknown","Outside London","35","30","28190","25930"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","45","45","39210","39280"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","515","415","21480","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Operational Delivery","London","45","40","31670","30780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","290","265","27620","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Other","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Policy","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Property","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Finance","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Finance","Outside London","35","35","38200","36500"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Operational Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Operational Delivery","Outside London","60","60","40900","36960"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Policy","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Policy","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Unknown","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Inspector of Education and Training","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Property","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Property","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Security","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Security","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Operational Delivery","Outside London","40","40","31610","28800"
"In post","2022","Declared disabled","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Policy","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Unknown","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","55","50","30150","26120"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
