"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Counter Fraud","London","HEO","20","15","38240","38730"
"In post","2022","65+","Counter Fraud","London","SEO","10","10","46320","47240"
"In post","2022","65+","Counter Fraud","Outside London","AO","115","80","21750","21260"
"In post","2022","65+","Counter Fraud","Outside London","EO","200","130","27870","27570"
"In post","2022","65+","Counter Fraud","Outside London","G6","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Outside London","G7","15","10","57030","57130"
"In post","2022","65+","Counter Fraud","Outside London","HEO","55","35","35590","35980"
"In post","2022","65+","Counter Fraud","Outside London","SEO","20","15","42410","43710"
"In post","2022","65+","Debt","London","AO","40","30","26070","26400"
"In post","2022","65+","Debt","London","EO","10","5","[c]","[c]"
"In post","2022","65+","Debt","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Outside London","AA","5","5","[c]","[c]"
"In post","2022","65+","Debt","Outside London","AO","125","90","21370","21260"
"In post","2022","65+","Debt","Outside London","EO","30","20","28250","28920"
"In post","2022","65+","Debt","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","65+","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Unknown","AO","10","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","AO","10","10","24830","24630"
"In post","2022","65+","Digital, Data & Technology","London","EO","15","10","30450","30500"
"In post","2022","65+","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","G7","10","10","59920","60020"
"In post","2022","65+","Digital, Data & Technology","London","HEO","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","SEO","15","15","47990","47240"
"In post","2022","65+","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Outside London","AO","30","25","22420","21830"
"In post","2022","65+","Digital, Data & Technology","Outside London","EO","80","65","28120","27570"
"In post","2022","65+","Digital, Data & Technology","Outside London","G6","15","10","68340","65620"
"In post","2022","65+","Digital, Data & Technology","Outside London","G7","25","20","52360","50330"
"In post","2022","65+","Digital, Data & Technology","Outside London","HEO","75","60","34780","33930"
"In post","2022","65+","Digital, Data & Technology","Outside London","SEO","65","55","43190","42170"
"In post","2022","65+","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","AO","15","15","25230","25330"
"In post","2022","65+","Finance","London","EO","20","20","30940","30600"
"In post","2022","65+","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","G7","5","5","[c]","[c]"
"In post","2022","65+","Finance","London","HEO","10","10","39170","37920"
"In post","2022","65+","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","SEO","15","15","44580","45860"
"In post","2022","65+","Finance","Outside London","AA","10","5","21250","21250"
"In post","2022","65+","Finance","Outside London","AO","45","35","21680","21260"
"In post","2022","65+","Finance","Outside London","EO","40","35","27580","27570"
"In post","2022","65+","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Outside London","G7","15","10","56110","56540"
"In post","2022","65+","Finance","Outside London","HEO","15","10","33670","33500"
"In post","2022","65+","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Outside London","SEO","25","20","41200","40520"
"In post","2022","65+","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Outside London","AO","35","25","21300","21300"
"In post","2022","65+","Grants Management","Outside London","EO","20","15","25950","26320"
"In post","2022","65+","Grants Management","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","G7","10","10","58010","58970"
"In post","2022","65+","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","SEO","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","AO","45","35","21710","21680"
"In post","2022","65+","Human Resources","Outside London","EO","50","35","28200","27570"
"In post","2022","65+","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","HEO","30","25","34160","33300"
"In post","2022","65+","Human Resources","Outside London","SEO","15","10","42880","41040"
"In post","2022","65+","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","AO","20","15","24710","24050"
"In post","2022","65+","Legal","London","EO","20","15","29520","30000"
"In post","2022","65+","Legal","London","G6","25","20","74790","75090"
"In post","2022","65+","Legal","London","G7","30","20","62610","62340"
"In post","2022","65+","Legal","London","HEO","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Outside London","AO","20","15","22490","22200"
"In post","2022","65+","Legal","Outside London","EO","20","20","27760","28240"
"In post","2022","65+","Legal","Outside London","G6","5","5","[c]","[c]"
"In post","2022","65+","Legal","Outside London","G7","60","35","58600","57490"
"In post","2022","65+","Legal","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","65+","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Outside London","SEO","10","5","[c]","[c]"
"In post","2022","65+","No function","London","AA","120","95","22870","21650"
"In post","2022","65+","No function","London","AO","345","285","25840","25030"
"In post","2022","65+","No function","London","EO","290","240","31130","31060"
"In post","2022","65+","No function","London","G6","35","30","74530","74970"
"In post","2022","65+","No function","London","G7","85","70","59980","59540"
"In post","2022","65+","No function","London","HEO","110","100","38340","38190"
"In post","2022","65+","No function","London","SCS level","35","30","120750","110330"
"In post","2022","65+","No function","London","SEO","70","65","45970","45690"
"In post","2022","65+","No function","London","Unknown","115","95","36620","34150"
"In post","2022","65+","No function","Outside London","AA","735","515","20340","20480"
"In post","2022","65+","No function","Outside London","AO","2120","1560","22320","21260"
"In post","2022","65+","No function","Outside London","EO","1610","1140","27980","27570"
"In post","2022","65+","No function","Outside London","G6","85","55","71520","71600"
"In post","2022","65+","No function","Outside London","G7","140","105","58260","56670"
"In post","2022","65+","No function","Outside London","HEO","420","295","34790","34290"
"In post","2022","65+","No function","Outside London","SCS level","15","10","107620","109780"
"In post","2022","65+","No function","Outside London","SEO","230","165","45730","43710"
"In post","2022","65+","No function","Outside London","Unknown","450","330","29760","28200"
"In post","2022","65+","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Unknown","EO","5","5","[c]","[c]"
"In post","2022","65+","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","AO","15","10","24440","24290"
"In post","2022","65+","Project Delivery","London","EO","10","10","32200","32250"
"In post","2022","65+","Project Delivery","London","G6","15","10","75750","77220"
"In post","2022","65+","Project Delivery","London","G7","15","15","61120","61650"
"In post","2022","65+","Project Delivery","London","HEO","20","15","38990","39680"
"In post","2022","65+","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","SEO","15","10","45530","47240"
"In post","2022","65+","Project Delivery","Outside London","AO","20","15","21090","21260"
"In post","2022","65+","Project Delivery","Outside London","EO","85","70","24610","25460"
"In post","2022","65+","Project Delivery","Outside London","G6","25","15","72310","70740"
"In post","2022","65+","Project Delivery","Outside London","G7","50","40","55280","54800"
"In post","2022","65+","Project Delivery","Outside London","HEO","110","90","33540","33730"
"In post","2022","65+","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Outside London","SEO","130","105","42240","42260"
"In post","2022","65+","Project Delivery","Outside London","Unknown","40","35","43780","40220"
"In post","2022","65+","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","AA","5","5","[c]","[c]"
"In post","2022","65+","Property","London","AO","10","10","[c]","[c]"
"In post","2022","65+","Property","London","EO","40","35","24880","22210"
"In post","2022","65+","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","G7","10","10","61770","61750"
"In post","2022","65+","Property","London","HEO","10","5","[c]","[c]"
"In post","2022","65+","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","SEO","10","10","47660","48700"
"In post","2022","65+","Property","Outside London","AA","70","65","17920","17480"
"In post","2022","65+","Property","Outside London","AO","35","30","23160","22010"
"In post","2022","65+","Property","Outside London","EO","50","40","26920","27000"
"In post","2022","65+","Property","Outside London","G6","5","5","[c]","[c]"
"In post","2022","65+","Property","Outside London","G7","15","15","56320","58090"
"In post","2022","65+","Property","Outside London","HEO","60","55","34550","33630"
"In post","2022","65+","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Outside London","SEO","45","35","43790","44480"
"In post","2022","65+","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","AA","5","5","[c]","[c]"
"In post","2022","65+","Security","London","AO","15","15","29630","27200"
"In post","2022","65+","Security","London","EO","5","5","[c]","[c]"
"In post","2022","65+","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","HEO","15","10","42420","39850"
"In post","2022","65+","Security","London","SEO","10","10","[c]","[c]"
"In post","2022","65+","Security","Outside London","AA","120","105","20850","19810"
"In post","2022","65+","Security","Outside London","AO","50","40","28060","22330"
"In post","2022","65+","Security","Outside London","EO","25","20","29030","26670"
"In post","2022","65+","Security","Outside London","G7","5","5","[c]","[c]"
"In post","2022","65+","Security","Outside London","HEO","25","15","34070","33390"
"In post","2022","65+","Security","Outside London","SEO","15","15","42260","40580"
"In post","2022","65+","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","65+","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","London","AA","60","50","22200","22460"
"In post","2022","65+","Unknown","London","AO","135","115","25560","25630"
"In post","2022","65+","Unknown","London","EO","150","110","30460","29760"
"In post","2022","65+","Unknown","London","G6","10","10","68580","69390"
"In post","2022","65+","Unknown","London","G7","25","20","62050","62860"
"In post","2022","65+","Unknown","London","HEO","50","40","37360","36950"
"In post","2022","65+","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","London","SEO","30","30","44840","45040"
"In post","2022","65+","Unknown","Outside London","AA","245","210","19930","19050"
"In post","2022","65+","Unknown","Outside London","AO","610","515","22520","21680"
"In post","2022","65+","Unknown","Outside London","EO","415","325","29180","28350"
"In post","2022","65+","Unknown","Outside London","G6","40","30","78420","77340"
"In post","2022","65+","Unknown","Outside London","G7","55","50","60540","61440"
"In post","2022","65+","Unknown","Outside London","HEO","265","230","35580","34630"
"In post","2022","65+","Unknown","Outside London","SCS level","20","15","100920","88920"
"In post","2022","65+","Unknown","Outside London","SEO","110","90","46100","47470"
"In post","2022","65+","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Unknown","25","25","37870","32630"
"In post","2022","Unknown","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Outside London","AA","15","[c]","17910","17870"
"Leaver CS","2022","16-19","No function","Outside London","AO","65","[c]","21210","21260"
"Leaver CS","2022","16-19","No function","Outside London","EO","10","[c]","20760","17140"
"Leaver CS","2022","16-19","No function","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","AO","35","[c]","21700","21260"
"Leaver CS","2022","16-19","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","London","AO","60","[c]","24020","23310"
"Leaver CS","2022","20-29","Analysis","London","EO","30","[c]","26730","27580"
"Leaver CS","2022","20-29","Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","London","HEO","50","[c]","34670","34350"
"Leaver CS","2022","20-29","Analysis","London","SEO","15","[c]","42880","42150"
"Leaver CS","2022","20-29","Analysis","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Outside London","AO","55","[c]","19950","19610"
"Leaver CS","2022","20-29","Analysis","Outside London","EO","10","[c]","25380","25000"
"Leaver CS","2022","20-29","Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Outside London","HEO","25","[c]","31250","30660"
"Leaver CS","2022","20-29","Analysis","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","EO","20","[c]","23720","23880"
"Leaver CS","2022","20-29","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","HEO","20","[c]","32240","33000"
"Leaver CS","2022","20-29","Commercial","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","London","EO","30","[c]","28520","28500"
"Leaver CS","2022","20-29","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","London","HEO","40","[c]","34220","34550"
"Leaver CS","2022","20-29","Communications","London","SEO","15","[c]","40830","40600"
"Leaver CS","2022","20-29","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Outside London","EO","15","[c]","25060","25000"
"Leaver CS","2022","20-29","Communications","Outside London","HEO","10","[c]","31310","30730"
"Leaver CS","2022","20-29","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","AO","10","[c]","21010","21260"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Outside London","AO","45","[c]","21410","21260"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","AO","25","[c]","21000","19670"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","EO","20","[c]","28510","28500"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","G7","20","[c]","55790","54700"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","HEO","25","[c]","33630","33540"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","SEO","15","[c]","41950","41530"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","AA","20","[c]","18540","17900"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","AO","25","[c]","21580","21170"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","EO","60","[c]","25880","26350"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","G7","15","[c]","51590","50130"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","HEO","60","[c]","33170","33000"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","SEO","35","[c]","40120","39040"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","EO","15","[c]","27160","27320"
"Leaver CS","2022","20-29","Finance","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","AO","10","[c]","21510","21260"
"Leaver CS","2022","20-29","Finance","Outside London","EO","25","[c]","24130","25000"
"Leaver CS","2022","20-29","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Outside London","AO","35","[c]","21110","21300"
"Leaver CS","2022","20-29","Grants Management","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","EO","40","[c]","25200","27500"
"Leaver CS","2022","20-29","Human Resources","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","HEO","20","[c]","33550","34550"
"Leaver CS","2022","20-29","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Outside London","AO","30","[c]","21190","21050"
"Leaver CS","2022","20-29","Human Resources","Outside London","EO","30","[c]","25160","27000"
"Leaver CS","2022","20-29","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","London","AO","15","[c]","22230","23110"
"Leaver CS","2022","20-29","Legal","London","EO","35","[c]","28250","26950"
"Leaver CS","2022","20-29","Legal","London","G7","10","[c]","52100","50500"
"Leaver CS","2022","20-29","Legal","London","HEO","15","[c]","39040","40000"
"Leaver CS","2022","20-29","Legal","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Outside London","AO","45","[c]","21790","22200"
"Leaver CS","2022","20-29","Legal","Outside London","EO","10","[c]","26350","26230"
"Leaver CS","2022","20-29","Legal","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Outside London","HEO","10","[c]","[c]","[c]"
