"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Home Office","Heterosexual / straight","20180","18805","32570","27370"
"In post","2022","White","Home Office","LGBO","1045","1015","33720","28670"
"In post","2022","White","Home Office","Undeclared","1755","1615","33430","28350"
"In post","2022","White","Home Office","Unknown","170","160","30230","25310"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Heterosexual / straight","140","135","51160","50080"
"In post","2022","White","Institute for Apprenticeships and Technical Education","LGBO","15","15","[c]","[c]"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Unknown","10","10","[c]","[c]"
"In post","2022","White","Intellectual Property Office","Heterosexual / straight","950","895","38760","31780"
"In post","2022","White","Intellectual Property Office","LGBO","65","65","35330","30770"
"In post","2022","White","Intellectual Property Office","Undeclared","40","40","40670","39910"
"In post","2022","White","Intellectual Property Office","Unknown","110","100","42160","40090"
"In post","2022","White","Legal Aid Agency","Heterosexual / straight","760","710","30990","25120"
"In post","2022","White","Legal Aid Agency","LGBO","45","40","29590","25120"
"In post","2022","White","Legal Aid Agency","Undeclared","55","55","27610","25120"
"In post","2022","White","Legal Aid Agency","Unknown","10","5","[c]","[c]"
"In post","2022","White","Maritime and Coastguard Agency","Heterosexual / straight","810","780","37310","34730"
"In post","2022","White","Maritime and Coastguard Agency","LGBO","45","45","36170","34730"
"In post","2022","White","Maritime and Coastguard Agency","Undeclared","60","60","40260","36680"
"In post","2022","White","Maritime and Coastguard Agency","Unknown","10","10","[c]","[c]"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","440","425","51650","53100"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","LGBO","30","30","[c]","[c]"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Undeclared","70","70","53390","53100"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Unknown","165","155","53910","53360"
"In post","2022","White","Met Office","Heterosexual / straight","1555","1480","40210","39650"
"In post","2022","White","Met Office","LGBO","105","100","35190","37420"
"In post","2022","White","Met Office","Undeclared","165","155","39420","39650"
"In post","2022","White","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Ministry of Defence (excl. agencies)","Heterosexual / straight","26305","25395","32470","28670"
"In post","2022","White","Ministry of Defence (excl. agencies)","LGBO","870","855","33470","32250"
"In post","2022","White","Ministry of Defence (excl. agencies)","Undeclared","2185","2095","33850","33000"
"In post","2022","White","Ministry of Defence (excl. agencies)","Unknown","795","760","31920","29200"
"In post","2022","White","Ministry of Justice (excl. agencies)","Heterosexual / straight","3145","3055","44350","41750"
"In post","2022","White","Ministry of Justice (excl. agencies)","LGBO","320","315","43910","41750"
"In post","2022","White","Ministry of Justice (excl. agencies)","Undeclared","255","245","44920","41750"
"In post","2022","White","Ministry of Justice (excl. agencies)","Unknown","90","85","39830","36050"
"In post","2022","White","National Crime Agency","Heterosexual / straight","3755","3660","41040","38190"
"In post","2022","White","National Crime Agency","LGBO","205","205","38060","36410"
"In post","2022","White","National Crime Agency","Undeclared","145","140","41210","39830"
"In post","2022","White","National Crime Agency","Unknown","140","135","43210","43450"
"In post","2022","White","National Infrastructure Commission","Heterosexual / straight","30","30","62390","57890"
"In post","2022","White","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","National Records of Scotland","Heterosexual / straight","200","190","39590","36130"
"In post","2022","White","National Records of Scotland","LGBO","20","20","[c]","[c]"
"In post","2022","White","National Records of Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","White","National Records of Scotland","Unknown","100","90","31790","25930"
"In post","2022","White","National Savings and Investments","Heterosexual / straight","105","105","50440","44800"
"In post","2022","White","National Savings and Investments","LGBO","5","5","[c]","[c]"
"In post","2022","White","National Savings and Investments","Undeclared","25","25","[c]","[c]"
"In post","2022","White","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Heterosexual / straight","95","95","46330","41750"
"In post","2022","White","Northern Ireland Office","LGBO","5","5","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Unknown","10","5","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1305","1260","52260","51360"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","LGBO","115","115","49690","42660"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Undeclared","75","70","47150","42850"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Unknown","65","60","42830","39850"
"In post","2022","White","Office of Gas and Electricity Markets","Heterosexual / straight","500","490","42780","35900"
"In post","2022","White","Office of Gas and Electricity Markets","LGBO","80","80","35620","30950"
"In post","2022","White","Office of Gas and Electricity Markets","Undeclared","40","40","44840","40830"
"In post","2022","White","Office of Gas and Electricity Markets","Unknown","315","310","48430","44520"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Heterosexual / straight","155","150","46310","42000"
"In post","2022","White","Office of Qualifications and Examinations Regulation","LGBO","5","5","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Undeclared","20","15","[c]","[c]"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Unknown","50","45","50860","46660"
"In post","2022","White","Office of Rail and Road","Heterosexual / straight","165","160","54130","54890"
"In post","2022","White","Office of Rail and Road","LGBO","20","20","[c]","[c]"
"In post","2022","White","Office of Rail and Road","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Office of Rail and Road","Unknown","45","40","67010","62560"
"In post","2022","White","Office of the Public Guardian","Heterosexual / straight","455","415","26040","25120"
"In post","2022","White","Office of the Public Guardian","LGBO","40","40","25950","25120"
"In post","2022","White","Office of the Public Guardian","Undeclared","50","45","27590","25120"
"In post","2022","White","Office of the Public Guardian","Unknown","10","10","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","Heterosexual / straight","35","30","39290","31540"
"In post","2022","White","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","50","45","52580","53480"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","5","5","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","10","10","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Heterosexual / straight","500","455","45970","47660"
"In post","2022","White","Planning Inspectorate","LGBO","25","25","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Undeclared","35","30","45470","45700"
"In post","2022","White","Planning Inspectorate","Unknown","85","75","34290","27530"
"In post","2022","White","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","Unknown","35","35","42300","37470"
"In post","2022","White","Registers of Scotland","Heterosexual / straight","665","645","35180","30840"
"In post","2022","White","Registers of Scotland","LGBO","40","40","34730","30840"
"In post","2022","White","Registers of Scotland","Undeclared","45","40","33440","30840"
"In post","2022","White","Registers of Scotland","Unknown","210","190","31980","30840"
"In post","2022","White","Revenue Scotland","Heterosexual / straight","35","30","37380","36130"
"In post","2022","White","Revenue Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","White","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","Heterosexual / straight","1105","1000","27560","25100"
"In post","2022","White","Rural Payments Agency","LGBO","80","75","26360","24920"
"In post","2022","White","Rural Payments Agency","Undeclared","60","60","24450","21300"
"In post","2022","White","Rural Payments Agency","Unknown","235","200","25790","21300"
"In post","2022","White","Scottish Courts and Tribunals Service","Heterosexual / straight","435","410","31120","27080"
"In post","2022","White","Scottish Courts and Tribunals Service","LGBO","40","35","26860","23780"
"In post","2022","White","Scottish Courts and Tribunals Service","Undeclared","10","5","[c]","[c]"
"In post","2022","White","Scottish Courts and Tribunals Service","Unknown","35","30","31540","30450"
"In post","2022","White","Scottish Fiscal Commission","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","LGBO","5","5","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","Heterosexual / straight","75","70","37910","33730"
"In post","2022","White","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Forestry","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Scottish Forestry","Unknown","95","90","35380","36390"
"In post","2022","White","Scottish Government (excl. agencies)","Heterosexual / straight","5410","5200","45140","40810"
"In post","2022","White","Scottish Government (excl. agencies)","LGBO","490","480","41880","38670"
"In post","2022","White","Scottish Government (excl. agencies)","Undeclared","275","265","44230","40810"
"In post","2022","White","Scottish Government (excl. agencies)","Unknown","620","570","46340","44130"
"In post","2022","White","Scottish Housing Regulator","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Housing Regulator","Unknown","10","10","[c]","[c]"
"In post","2022","White","Scottish Prison Service","Heterosexual / straight","1370","1275","35390","35000"
"In post","2022","White","Scottish Prison Service","LGBO","75","75","32440","32170"
"In post","2022","White","Scottish Prison Service","Undeclared","35","30","36200","35000"
"In post","2022","White","Scottish Prison Service","Unknown","135","125","34230","35000"
"In post","2022","White","Scottish Public Pensions Agency","Heterosexual / straight","140","130","31190","27230"
"In post","2022","White","Scottish Public Pensions Agency","LGBO","5","5","[c]","[c]"
"In post","2022","White","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Scottish Public Pensions Agency","Unknown","60","50","30970","28990"
"In post","2022","White","Serious Fraud Office","Heterosexual / straight","240","235","48350","41640"
"In post","2022","White","Serious Fraud Office","LGBO","20","20","[c]","[c]"
"In post","2022","White","Serious Fraud Office","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Social Security Scotland","Heterosexual / straight","1400","1360","32100","27940"
"In post","2022","White","Social Security Scotland","LGBO","175","170","29060","27230"
"In post","2022","White","Social Security Scotland","Undeclared","40","40","31230","27940"
"In post","2022","White","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Standards and Testing Agency","Heterosexual / straight","80","75","42910","41990"
"In post","2022","White","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Standards and Testing Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Student Awards Agency for Scotland","Heterosexual / straight","80","75","34040","31540"
"In post","2022","White","Student Awards Agency for Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","White","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Student Awards Agency for Scotland","Unknown","35","35","36770","33070"
"In post","2022","White","Submarine Delivery Agency","Heterosexual / straight","1455","1420","41620","39860"
"In post","2022","White","Submarine Delivery Agency","LGBO","50","50","31960","31430"
"In post","2022","White","Submarine Delivery Agency","Undeclared","90","85","42390","40570"
"In post","2022","White","Submarine Delivery Agency","Unknown","25","25","[c]","[c]"
"In post","2022","White","Teaching Regulation Agency","Heterosexual / straight","45","45","34460","29910"
"In post","2022","White","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","The Insolvency Service","Heterosexual / straight","730","695","35640","33720"
"In post","2022","White","The Insolvency Service","LGBO","40","40","33250","34050"
"In post","2022","White","The Insolvency Service","Undeclared","30","25","[c]","[c]"
"In post","2022","White","The Insolvency Service","Unknown","140","130","33640","31000"
"In post","2022","White","The National Archives","Heterosexual / straight","185","180","38250","34260"
"In post","2022","White","The National Archives","LGBO","30","30","31060","30250"
"In post","2022","White","The National Archives","Undeclared","50","45","35700","30420"
"In post","2022","White","The National Archives","Unknown","100","95","36010","34770"
"In post","2022","White","Transport Scotland","Heterosexual / straight","325","315","47220","47490"
"In post","2022","White","Transport Scotland","LGBO","25","25","[c]","[c]"
"In post","2022","White","Transport Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Transport Scotland","Unknown","35","35","46970","47490"
"In post","2022","White","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Debt Management Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Debt Management Office","Unknown","70","70","64320","57130"
"In post","2022","White","UK Export Finance","Heterosexual / straight","265","260","55460","52500"
"In post","2022","White","UK Export Finance","LGBO","15","15","[c]","[c]"
"In post","2022","White","UK Export Finance","Undeclared","15","15","[c]","[c]"
"In post","2022","White","UK Export Finance","Unknown","15","15","[c]","[c]"
"In post","2022","White","UK Health Security Agency","Heterosexual / straight","2650","2440","41370","36330"
"In post","2022","White","UK Health Security Agency","LGBO","240","230","38140","32330"
"In post","2022","White","UK Health Security Agency","Undeclared","350","320","43810","37490"
"In post","2022","White","UK Health Security Agency","Unknown","475","445","50830","45840"
"In post","2022","White","UK Hydrographic Office","Heterosexual / straight","545","520","35980","33290"
"In post","2022","White","UK Hydrographic Office","LGBO","20","20","[c]","[c]"
"In post","2022","White","UK Hydrographic Office","Undeclared","30","30","35390","33290"
"In post","2022","White","UK Hydrographic Office","Unknown","20","20","[c]","[c]"
"In post","2022","White","UK Space Agency","Heterosexual / straight","120","120","48190","49080"
"In post","2022","White","UK Space Agency","LGBO","15","15","[c]","[c]"
"In post","2022","White","UK Space Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","White","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Statistics Authority","Heterosexual / straight","3585","3195","34160","30710"
"In post","2022","White","UK Statistics Authority","LGBO","270","255","34430","30760"
"In post","2022","White","UK Statistics Authority","Undeclared","175","160","32750","30710"
"In post","2022","White","UK Statistics Authority","Unknown","440","395","35700","32260"
"In post","2022","White","UK Supreme Court","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","White","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Valuation Office Agency","Heterosexual / straight","2030","1900","36390","32890"
"In post","2022","White","Valuation Office Agency","LGBO","120","115","32670","31410"
"In post","2022","White","Valuation Office Agency","Undeclared","155","140","37790","33370"
"In post","2022","White","Valuation Office Agency","Unknown","95","90","34990","31900"
"In post","2022","White","Vehicle Certification Agency","Heterosexual / straight","145","140","36690","34290"
"In post","2022","White","Vehicle Certification Agency","LGBO","5","5","[c]","[c]"
"In post","2022","White","Vehicle Certification Agency","Undeclared","15","15","[c]","[c]"
"In post","2022","White","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Veterinary Medicines Directorate","Heterosexual / straight","100","95","38850","34550"
"In post","2022","White","Veterinary Medicines Directorate","LGBO","5","5","[c]","[c]"
"In post","2022","White","Veterinary Medicines Directorate","Undeclared","15","15","[c]","[c]"
"In post","2022","White","Veterinary Medicines Directorate","Unknown","5","5","[c]","[c]"
"In post","2022","White","Water Services Regulation Authority","Heterosexual / straight","120","115","59690","55000"
"In post","2022","White","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2022","White","Water Services Regulation Authority","Undeclared","15","15","[c]","[c]"
"In post","2022","White","Water Services Regulation Authority","Unknown","50","45","57220","51630"
"In post","2022","White","Welsh Government (excl. agencies)","Heterosexual / straight","4630","4365","41830","38160"
"In post","2022","White","Welsh Government (excl. agencies)","LGBO","230","220","42670","38160"
"In post","2022","White","Welsh Government (excl. agencies)","Undeclared","470","440","42890","38160"
"In post","2022","White","Welsh Government (excl. agencies)","Unknown","30","25","[c]","[c]"
"In post","2022","White","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Revenue Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Wilton Park","Heterosexual / straight","60","55","35490","30700"
"In post","2022","White","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Wilton Park","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Wilton Park","Unknown","5","5","[c]","[c]"
"Leaver CS","2022","Asian","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office (excl. agencies)","Heterosexual / straight","35","[c]","54510","54700"
"Leaver CS","2022","Asian","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Commercial Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Prosecution Service","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Equipment and Support","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Science and Technology Laboratory","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education (excl. agencies)","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
