"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","EO","Heterosexual / straight","50","[c]","27530","26470"
"Leaver CS","2022","50-59","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","EO","Unknown","40","[c]","26980","26130"
"Leaver CS","2022","50-59","Department for Transport","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","AA/AO","Heterosexual / straight","360","[c]","21380","21260"
"Leaver CS","2022","50-59","Department for Work and Pensions","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","AA/AO","Undeclared","40","[c]","21010","21260"
"Leaver CS","2022","50-59","Department for Work and Pensions","AA/AO","Unknown","155","[c]","21230","21260"
"Leaver CS","2022","50-59","Department for Work and Pensions","EO","Heterosexual / straight","660","[c]","28040","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","EO","LGBO","40","[c]","28210","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","EO","Undeclared","75","[c]","28320","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","EO","Unknown","180","[c]","27820","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","G6/G7","Heterosexual / straight","40","[c]","57510","54530"
"Leaver CS","2022","50-59","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","130","[c]","36480","35120"
"Leaver CS","2022","50-59","Department for Work and Pensions","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","EO","Heterosexual / straight","40","[c]","25900","25260"
"Leaver CS","2022","50-59","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","G6/G7","Heterosexual / straight","135","[c]","57970","54760"
"Leaver CS","2022","50-59","Department of Health and Social Care","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","G6/G7","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","G6/G7","Unknown","45","[c]","60310","56500"
"Leaver CS","2022","50-59","Department of Health and Social Care","SCS level","Heterosexual / straight","45","[c]","99840","101430"
"Leaver CS","2022","50-59","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","140","[c]","37520","37880"
"Leaver CS","2022","50-59","Department of Health and Social Care","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","SEO/HEO","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","SEO/HEO","Unknown","35","[c]","37660","37980"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","AA/AO","Heterosexual / straight","30","[c]","21980","22030"
"Leaver CS","2022","50-59","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","AA/AO","Unknown","515","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","EO","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","G6/G7","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SEO/HEO","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","AA/AO","Heterosexual / straight","60","[c]","21600","21680"
"Leaver CS","2022","50-59","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","EO","Heterosexual / straight","150","[c]","28120","27370"
"Leaver CS","2022","50-59","Home Office","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","EO","Undeclared","35","[c]","29100","28350"
"Leaver CS","2022","50-59","Home Office","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","SEO/HEO","Heterosexual / straight","65","[c]","36370","35300"
"Leaver CS","2022","50-59","Home Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","AA/AO","Heterosexual / straight","290","[c]","24180","21170"
"Leaver CS","2022","50-59","Ministry of Defence","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","AA/AO","Undeclared","35","[c]","27450","22210"
"Leaver CS","2022","50-59","Ministry of Defence","AA/AO","Unknown","40","[c]","23250","21380"
"Leaver CS","2022","50-59","Ministry of Defence","EO","Heterosexual / straight","115","[c]","29040","26670"
"Leaver CS","2022","50-59","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","G6/G7","Heterosexual / straight","75","[c]","60030","55060"
"Leaver CS","2022","50-59","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SEO/HEO","Heterosexual / straight","205","[c]","38030","37980"
"Leaver CS","2022","50-59","Ministry of Defence","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SEO/HEO","Undeclared","50","[c]","39270","39160"
"Leaver CS","2022","50-59","Ministry of Defence","SEO/HEO","Unknown","30","[c]","39120","39030"
"Leaver CS","2022","50-59","Ministry of Defence","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","Unknown","Unknown","35","[c]","38740","34460"
"Leaver CS","2022","50-59","Ministry of Justice","AA/AO","Heterosexual / straight","515","[c]","20510","20970"
"Leaver CS","2022","50-59","Ministry of Justice","AA/AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","AA/AO","Undeclared","80","[c]","20760","20970"
"Leaver CS","2022","50-59","Ministry of Justice","AA/AO","Unknown","235","[c]","20780","20970"
"Leaver CS","2022","50-59","Ministry of Justice","EO","Heterosexual / straight","120","[c]","25490","25120"
"Leaver CS","2022","50-59","Ministry of Justice","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","G6/G7","Heterosexual / straight","45","[c]","60080","59460"
"Leaver CS","2022","50-59","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SEO/HEO","Heterosexual / straight","120","[c]","39010","38370"
"Leaver CS","2022","50-59","Ministry of Justice","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","Unknown","Heterosexual / straight","180","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SEO/HEO","Heterosexual / straight","30","[c]","45000","45480"
"Leaver CS","2022","50-59","National Crime Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
