"Status","Year","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Supreme Court","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","Heterosexual / straight","40","40","69920","69000"
"In post","2022","Water Services Regulation Authority","London","LGBO","10","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","Unknown","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","Heterosexual / straight","120","115","50170","45000"
"In post","2022","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","Unknown","40","35","47900","43240"
"In post","2022","Welsh Government","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Outside London","Heterosexual / straight","4785","4515","41740","38160"
"In post","2022","Welsh Government","Outside London","LGBO","240","230","42390","38160"
"In post","2022","Welsh Government","Outside London","Undeclared","690","650","43000","38160"
"In post","2022","Welsh Government","Outside London","Unknown","225","215","41400","35180"
"In post","2022","Welsh Government","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","Heterosexual / straight","250","[c]","46580","50500"
"Leaver CS","2022","Attorney General's Departments","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","Unknown","55","[c]","54680","53050"
"Leaver CS","2022","Attorney General's Departments","Outside London","Heterosexual / straight","210","[c]","38570","33310"
"Leaver CS","2022","Attorney General's Departments","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Outside London","Unknown","75","[c]","43350","40000"
"Leaver CS","2022","Cabinet Office","London","Heterosexual / straight","235","[c]","52230","54700"
"Leaver CS","2022","Cabinet Office","London","LGBO","35","[c]","52200","54700"
"Leaver CS","2022","Cabinet Office","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","London","Unknown","200","[c]","53160","50370"
"Leaver CS","2022","Cabinet Office","Outside London","Heterosexual / straight","115","[c]","37200","33300"
"Leaver CS","2022","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Outside London","Unknown","100","[c]","48790","36460"
"Leaver CS","2022","Cabinet Office","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Unknown","60","[c]","52630","49510"
"Leaver CS","2022","Chancellor's other departments","London","Heterosexual / straight","35","[c]","50550","47040"
"Leaver CS","2022","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Heterosexual / straight","75","[c]","54320","54430"
"Leaver CS","2022","Competition and Markets Authority","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","205","[c]","47520","41450"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","Undeclared","30","[c]","46970","50590"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","Unknown","75","[c]","40330","39080"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","235","[c]","34440","32730"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","60","[c]","35990","34770"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","145","[c]","28820","24250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","100","[c]","43000","36520"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","Heterosexual / straight","100","[c]","45920","40510"
"Leaver CS","2022","Department for Education","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","Unknown","55","[c]","40560","35620"
"Leaver CS","2022","Department for Education","Outside London","Heterosexual / straight","185","[c]","41910","36780"
"Leaver CS","2022","Department for Education","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","Unknown","60","[c]","36960","33410"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","130","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","395","[c]","30020","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","50","[c]","29740","25950"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","220","[c]","27740","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","85","[c]","48850","43780"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","75","[c]","40400","36340"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Heterosexual / straight","130","[c]","47720","43270"
"Leaver CS","2022","Department for Transport","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Unknown","80","[c]","35890","34710"
"Leaver CS","2022","Department for Transport","Outside London","Heterosexual / straight","315","[c]","33290","27140"
"Leaver CS","2022","Department for Transport","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","Undeclared","105","[c]","29380","26780"
"Leaver CS","2022","Department for Transport","Outside London","Unknown","180","[c]","27590","26130"
"Leaver CS","2022","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Heterosexual / straight","215","[c]","25790","21840"
"Leaver CS","2022","Department for Transport","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Undeclared","90","[c]","23660","21840"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","95","[c]","22560","21590"
"Leaver CS","2022","Department for Work and Pensions","London","Heterosexual / straight","695","[c]","32390","31060"
"Leaver CS","2022","Department for Work and Pensions","London","LGBO","70","[c]","32600","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Undeclared","95","[c]","31610","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Unknown","210","[c]","32620","31060"
"Leaver CS","2022","Department for Work and Pensions","Outside London","Heterosexual / straight","5035","[c]","26650","27570"
"Leaver CS","2022","Department for Work and Pensions","Outside London","LGBO","420","[c]","25870","27570"
"Leaver CS","2022","Department for Work and Pensions","Outside London","Undeclared","535","[c]","27440","27570"
"Leaver CS","2022","Department for Work and Pensions","Outside London","Unknown","1725","[c]","26220","26120"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Heterosexual / straight","55","[c]","29900","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","Heterosexual / straight","965","[c]","43180","38880"
"Leaver CS","2022","Department of Health and Social Care","London","LGBO","75","[c]","39730","36330"
"Leaver CS","2022","Department of Health and Social Care","London","Undeclared","445","[c]","43970","40070"
"Leaver CS","2022","Department of Health and Social Care","London","Unknown","305","[c]","52650","48860"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Heterosexual / straight","890","[c]","39570","36330"
"Leaver CS","2022","Department of Health and Social Care","Outside London","LGBO","55","[c]","35970","26830"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Undeclared","215","[c]","41440","36330"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Unknown","170","[c]","45560","38200"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Heterosexual / straight","50","[c]","33700","30810"
"Leaver CS","2022","Food Standards Agency","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","40","[c]","52690","48470"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Unknown","215","[c]","56080","53000"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","85","[c]","40860","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","Heterosexual / straight","200","[c]","33520","31740"
"Leaver CS","2022","HM Land Registry","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","Unknown","120","[c]","31170","27130"
"Leaver CS","2022","HM Revenue and Customs","London","Heterosexual / straight","35","[c]","42100","38000"
"Leaver CS","2022","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Unknown","470","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Outside London","Heterosexual / straight","210","[c]","29790","26030"
"Leaver CS","2022","HM Revenue and Customs","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Outside London","Undeclared","35","[c]","32410","27000"
"Leaver CS","2022","HM Revenue and Customs","Outside London","Unknown","4195","[c]","26410","22080"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","Heterosexual / straight","145","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","London","Heterosexual / straight","530","[c]","39740","34630"
"Leaver CS","2022","Home Office","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","London","Undeclared","115","[c]","38530","34500"
"Leaver CS","2022","Home Office","London","Unknown","170","[c]","34780","28650"
"Leaver CS","2022","Home Office","Outside London","Heterosexual / straight","900","[c]","27450","25040"
"Leaver CS","2022","Home Office","Outside London","LGBO","50","[c]","27210","24890"
"Leaver CS","2022","Home Office","Outside London","Undeclared","135","[c]","28270","27370"
"Leaver CS","2022","Home Office","Outside London","Unknown","150","[c]","27200","24880"
"Leaver CS","2022","Home Office","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","London","Heterosexual / straight","180","[c]","37670","34000"
"Leaver CS","2022","Ministry of Defence","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","London","Undeclared","40","[c]","46490","37640"
"Leaver CS","2022","Ministry of Defence","London","Unknown","45","[c]","36330","31570"
"Leaver CS","2022","Ministry of Defence","Outside London","Heterosexual / straight","3125","[c]","32020","29080"
"Leaver CS","2022","Ministry of Defence","Outside London","LGBO","105","[c]","30410","26350"
"Leaver CS","2022","Ministry of Defence","Outside London","Undeclared","530","[c]","33150","33000"
"Leaver CS","2022","Ministry of Defence","Outside London","Unknown","665","[c]","30290","26640"
"Leaver CS","2022","Ministry of Defence","Overseas","Heterosexual / straight","35","[c]","43210","39030"
"Leaver CS","2022","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Overseas","Unknown","35","[c]","42480","41600"
"Leaver CS","2022","Ministry of Defence","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","240","[c]","35950","33420"
"Leaver CS","2022","Ministry of Justice","London","Heterosexual / straight","845","[c]","35380","28310"
"Leaver CS","2022","Ministry of Justice","London","LGBO","80","[c]","34760","28310"
"Leaver CS","2022","Ministry of Justice","London","Undeclared","95","[c]","35020","28310"
"Leaver CS","2022","Ministry of Justice","London","Unknown","600","[c]","28500","23720"
"Leaver CS","2022","Ministry of Justice","Outside London","Heterosexual / straight","4940","[c]","24960","20970"
"Leaver CS","2022","Ministry of Justice","Outside London","LGBO","430","[c]","22540","20970"
"Leaver CS","2022","Ministry of Justice","Outside London","Undeclared","485","[c]","25890","20970"
"Leaver CS","2022","Ministry of Justice","Outside London","Unknown","2080","[c]","22380","20890"
"Leaver CS","2022","Ministry of Justice","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Heterosexual / straight","75","[c]","49190","41170"
"Leaver CS","2022","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Outside London","Heterosexual / straight","160","[c]","38010","36410"
"Leaver CS","2022","National Crime Agency","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","120","[c]","54210","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Heterosexual / straight","70","[c]","46620","39660"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Unknown","65","[c]","56770","51060"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","55","[c]","35630","34980"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
