"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","AO","545","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","EO","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","HEO","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","SEO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","London","AO","25","[c]","25630","25630"
"Leaver Dept.","2022","Unknown","Home Office","London","EO","145","[c]","29260","28670"
"Leaver Dept.","2022","Unknown","Home Office","London","G6","45","[c]","69510","68720"
"Leaver Dept.","2022","Unknown","Home Office","London","G7","120","[c]","58510","57680"
"Leaver Dept.","2022","Unknown","Home Office","London","HEO","180","[c]","35200","35070"
"Leaver Dept.","2022","Unknown","Home Office","London","SCS level","20","[c]","97200","93210"
"Leaver Dept.","2022","Unknown","Home Office","London","SEO","130","[c]","42700","41970"
"Leaver Dept.","2022","Unknown","Home Office","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","AO","140","[c]","21640","21680"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","EO","390","[c]","25310","24890"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","G6","15","[c]","64300","63280"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","G7","20","[c]","55330","52280"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","HEO","90","[c]","31280","30830"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Outside London","SEO","45","[c]","38390","37530"
"Leaver Dept.","2022","Unknown","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intellectual Property Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","EO","10","[c]","30050","30560"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","HEO","15","[c]","36600","37640"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","London","SEO","20","[c]","45550","45200"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","AO","65","[c]","21290","21170"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","EO","30","[c]","27330","26670"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","HEO","20","[c]","35000","33300"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","SEO","15","[c]","42910","43580"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Records of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Records of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Outside London","SEO","10","[c]","43950","43000"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Student Awards Agency for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Student Awards Agency for Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Transport Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Transport Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinary Medicines Directorate","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Veterinary Medicines Directorate","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","EO","15","[c]","27440","27400"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","HEO","10","[c]","35700","37410"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Outside London","SEO","10","[c]","44030","47000"
"Leaver Dept.","2022","Unknown","Welsh Revenue Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","15","[c]","20830","21510"
"New entrant CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","15","[c]","25600","25460"
"New entrant CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","20","[c]","29870","29750"
"New entrant CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Companies House","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Defence Science and Technology Laboratory","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Defence Science and Technology Laboratory","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Defence Science and Technology Laboratory","Outside London","G7","10","[c]","46660","47010"
"New entrant CS","2022","Analysis","Defence Science and Technology Laboratory","Outside London","HEO","45","[c]","26660","26030"
"New entrant CS","2022","Analysis","Defence Science and Technology Laboratory","Outside London","SEO","15","[c]","36510","38070"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","10","[c]","29110","27680"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","15","[c]","34890","33570"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","London","HEO","10","[c]","37650","38020"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","Outside London","HEO","10","[c]","32520","32870"
"New entrant CS","2022","Analysis","Department for Education (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","London","EO","25","[c]","26250","26250"
"New entrant CS","2022","Analysis","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","London","HEO","25","[c]","31800","31800"
"New entrant CS","2022","Analysis","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","10","[c]","27850","27850"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","10","[c]","30670","30610"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","G7","15","[c]","54830","54110"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","HEO","20","[c]","30940","28000"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","AO","15","[c]","25110","25110"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","HEO","20","[c]","35940","36650"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","AO","25","[c]","21400","21260"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","HEO","20","[c]","32160","31990"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Courts and Tribunals Service","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Courts and Tribunals Service","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Prison and Probation Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Prison and Probation Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","HEO","40","[c]","37610","37610"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","HEO","45","[c]","33100","33080"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
