"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Essex","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Surrey","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","West Sussex (North East)","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Westminster","London","605","585","44380","40050"
"In post","2022","Other ethnicity","Wiltshire","Outside London","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","York","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","Outside London","75","70","41790","35000"
"In post","2022","Undeclared","Angus and Dundee City","Outside London","55","50","24030","21260"
"In post","2022","Undeclared","Antrim and Newtownabbey","Outside London","5","5","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","London","30","30","31060","31060"
"In post","2022","Undeclared","Barnet","London","115","105","43340","38930"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Outside London","100","90","27910","27570"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","735","710","40850","40000"
"In post","2022","Undeclared","Bedford","Outside London","30","30","32530","30550"
"In post","2022","Undeclared","Belfast","Outside London","60","60","32880","28920"
"In post","2022","Undeclared","Berkshire","Outside London","155","145","35480","33180"
"In post","2022","Undeclared","Bexley and Greenwich","London","75","65","33540","31060"
"In post","2022","Undeclared","Birmingham","Outside London","565","515","31870","27570"
"In post","2022","Undeclared","Blackburn with Darwen","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Outside London","200","175","31680","27570"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Outside London","35","30","26310","26670"
"In post","2022","Undeclared","Bradford","Outside London","110","95","26250","25360"
"In post","2022","Undeclared","Breckland and South Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Brent","London","65","60","33590","30840"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Outside London","20","20","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Outside London","30","30","31580","29330"
"In post","2022","Undeclared","Bristol, City of","Outside London","310","290","36460","33080"
"In post","2022","Undeclared","Bromley","London","35","35","33140","31880"
"In post","2022","Undeclared","Buckinghamshire","Outside London","75","70","33970","33520"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","Outside London","5","5","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Outside London","50","40","28230","27570"
"In post","2022","Undeclared","Cambridgeshire CC","Outside London","195","185","35040","33300"
"In post","2022","Undeclared","Camden and City of London","London","110","105","35110","31060"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Outside London","410","380","37200","33370"
"In post","2022","Undeclared","Central Bedfordshire","Outside London","40","35","33930","33300"
"In post","2022","Undeclared","Central Hampshire","Outside London","280","270","40200","40510"
"In post","2022","Undeclared","Central Valleys","Outside London","95","85","33460","27570"
"In post","2022","Undeclared","Cheshire East","Outside London","40","35","28840","26610"
"In post","2022","Undeclared","Cheshire West and Chester","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Outside London","25","25","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Outside London","350","325","40940","35000"
"In post","2022","Undeclared","Clackmannanshire and Fife","Outside London","55","50","34080","35000"
"In post","2022","Undeclared","Conwy and Denbighshire","Outside London","30","25","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Outside London","95","85","27770","26440"
"In post","2022","Undeclared","Coventry","Outside London","85","80","36790","35170"
"In post","2022","Undeclared","Croydon","London","555","525","39690","35680"
"In post","2022","Undeclared","Darlington","Outside London","50","50","37870","36500"
"In post","2022","Undeclared","Derby","Outside London","45","40","28230","21260"
"In post","2022","Undeclared","Devon CC","Outside London","275","250","33790","31520"
"In post","2022","Undeclared","Dorset","Outside London","85","80","33180","31600"
"In post","2022","Undeclared","Dudley","Outside London","45","40","24790","21260"
"In post","2022","Undeclared","Dumfries and Galloway","Outside London","20","20","[c]","[c]"
"In post","2022","Undeclared","Durham","Outside London","110","95","29460","27130"
"In post","2022","Undeclared","Ealing","London","40","35","32440","31060"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Outside London","35","30","27410","27570"
"In post","2022","Undeclared","East Cumbria","Outside London","45","40","30550","26650"
"In post","2022","Undeclared","East Derbyshire","Outside London","15","15","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","105","100","32880","33300"
"In post","2022","Undeclared","East Kent","Outside London","315","290","29020","27370"
"In post","2022","Undeclared","East Lancashire","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","Outside London","5","5","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Outside London","45","40","25720","26220"
"In post","2022","Undeclared","East Riding of Yorkshire","Outside London","75","70","29850","27570"
"In post","2022","Undeclared","East Surrey","Outside London","30","25","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Outside London","130","110","28420","27570"
"In post","2022","Undeclared","Enfield","London","35","30","30160","31060"
"In post","2022","Undeclared","Essex Haven Gateway","Outside London","55","55","31910","29240"
"In post","2022","Undeclared","Essex Thames Gateway","Outside London","55","50","27200","25110"
"In post","2022","Undeclared","Falkirk","Outside London","60","55","30240","27570"
"In post","2022","Undeclared","Flintshire and Wrexham","Outside London","80","75","29290","27000"
"In post","2022","Undeclared","Glasgow City","Outside London","420","385","32480","27570"
"In post","2022","Undeclared","Gloucestershire CC","Outside London","80","75","30620","27930"
"In post","2022","Undeclared","Greater Manchester North East","Outside London","50","45","27150","26130"
"In post","2022","Undeclared","Greater Manchester North West","Outside London","70","60","25440","25600"
"In post","2022","Undeclared","Greater Manchester South East","Outside London","45","40","25060","22680"
"In post","2022","Undeclared","Greater Manchester South West","Outside London","235","225","33700","33080"
"In post","2022","Undeclared","Gwent Valleys","Outside London","35","30","28100","27570"
"In post","2022","Undeclared","Gwynedd","Outside London","40","35","26090","22190"
"In post","2022","Undeclared","Hackney and Newham","London","385","360","38610","33440"
"In post","2022","Undeclared","Haringey and Islington","London","70","65","30810","31060"
"In post","2022","Undeclared","Harrow and Hillingdon","London","270","245","32820","30410"
"In post","2022","Undeclared","Hartlepool and Stockton-on-Tees","Outside London","45","40","27530","27570"
"In post","2022","Undeclared","Heart of Essex","Outside London","35","35","33260","30120"
"In post","2022","Undeclared","Herefordshire, County of","Outside London","15","15","[c]","[c]"
"In post","2022","Undeclared","Hertfordshire CC","Outside London","105","105","34180","31710"
"In post","2022","Undeclared","Hounslow and Richmond upon Thames","London","85","80","36540","34070"
"In post","2022","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","55","50","32750","27570"
"In post","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","40","40","33770","33300"
"In post","2022","Undeclared","Isle of Anglesey","Outside London","20","20","[c]","[c]"
"In post","2022","Undeclared","Isle of Wight","Outside London","35","30","28810","26360"
"In post","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","London","30","25","[c]","[c]"
"In post","2022","Undeclared","Kent Thames Gateway","Outside London","45","45","30590","30780"
"In post","2022","Undeclared","Kingston upon Hull, City of","Outside London","80","70","29970","27570"
"In post","2022","Undeclared","Lambeth","London","175","170","40840","36200"
"In post","2022","Undeclared","Lancaster and Wyre","Outside London","30","25","[c]","[c]"
"In post","2022","Undeclared","Leeds","Outside London","455","425","33420","28990"
"In post","2022","Undeclared","Leicester","Outside London","105","100","27820","27120"
"In post","2022","Undeclared","Leicestershire CC and Rutland","Outside London","80","75","31020","27570"
"In post","2022","Undeclared","Lewisham and Southwark","London","95","90","33280","31060"
"In post","2022","Undeclared","Lincolnshire CC","Outside London","135","130","31240","28410"
"In post","2022","Undeclared","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Liverpool","Outside London","315","290","31060","26820"
"In post","2022","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","5","5","[c]","[c]"
"In post","2022","Undeclared","Luton","Outside London","30","25","[c]","[c]"
"In post","2022","Undeclared","Manchester","Outside London","400","375","35640","32840"
"In post","2022","Undeclared","Medway","Outside London","50","45","33560","30570"
"In post","2022","Undeclared","Merton, Kingston upon Thames and Sutton","London","35","30","36660","33700"
"In post","2022","Undeclared","Mid Kent","Outside London","40","35","32330","31060"
"In post","2022","Undeclared","Mid Lancashire","Outside London","245","220","29180","26820"
"In post","2022","Undeclared","Milton Keynes","Outside London","85","75","37120","33520"
"In post","2022","Undeclared","Monmouthshire and Newport","Outside London","110","105","38550","33710"
"In post","2022","Undeclared","Na h-Eileanan Siar","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North and North East Lincolnshire","Outside London","30","25","[c]","[c]"
"In post","2022","Undeclared","North and West Norfolk","Outside London","25","25","[c]","[c]"
"In post","2022","Undeclared","North Hampshire","Outside London","55","55","38950","31040"
"In post","2022","Undeclared","North Lanarkshire","Outside London","95","85","28400","26900"
"In post","2022","Undeclared","North Northamptonshire","Outside London","35","30","25860","27570"
"In post","2022","Undeclared","North Nottinghamshire","Outside London","30","25","31760","28550"
"In post","2022","Undeclared","North Yorkshire CC","Outside London","85","85","31670","27930"
"In post","2022","Undeclared","Northumberland","Outside London","25","25","[c]","[c]"
"In post","2022","Undeclared","Norwich and East Norfolk","Outside London","85","80","32670","27570"
"In post","2022","Undeclared","Nottingham","Outside London","360","335","34030","32860"
"In post","2022","Undeclared","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Overseas","240","235","47580","43020"
"In post","2022","Undeclared","Oxfordshire CC","Outside London","115","105","35000","32660"
"In post","2022","Undeclared","Perth and Kinross, and Stirling","Outside London","75","70","34100","35000"
"In post","2022","Undeclared","Peterborough","Outside London","80","70","28560","27380"
"In post","2022","Undeclared","Plymouth","Outside London","145","135","33470","33000"
"In post","2022","Undeclared","Portsmouth","Outside London","230","215","33540","30980"
"In post","2022","Undeclared","Powys","Outside London","30","30","[c]","[c]"
"In post","2022","Undeclared","Redbridge and Waltham Forest","London","80","75","29760","31060"
"In post","2022","Undeclared","Sandwell","Outside London","15","10","[c]","[c]"
"In post","2022","Undeclared","Scottish Borders","Outside London","10","10","[c]","[c]"
"In post","2022","Undeclared","Sefton","Outside London","195","175","33310","27570"
"In post","2022","Undeclared","Sheffield","Outside London","305","285","34300","31990"
"In post","2022","Undeclared","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Shropshire","Outside London","50","45","31290","29670"
"In post","2022","Undeclared","Solihull","Outside London","50","45","29410","27470"
"In post","2022","Undeclared","Somerset CC","Outside London","115","110","33030","33290"
"In post","2022","Undeclared","South and West Derbyshire","Outside London","50","45","36500","31710"
"In post","2022","Undeclared","South Ayrshire","Outside London","15","15","[c]","[c]"
"In post","2022","Undeclared","South Hampshire","Outside London","125","115","33840","33040"
"In post","2022","Undeclared","South Lanarkshire","Outside London","70","60","31970","26820"
"In post","2022","Undeclared","South Nottinghamshire","Outside London","40","35","29990","29080"
"In post","2022","Undeclared","South Teesside","Outside London","50","45","26410","27470"
"In post","2022","Undeclared","South West Wales","Outside London","75","70","31480","27570"
"In post","2022","Undeclared","Southampton","Outside London","85","75","33920","30930"
"In post","2022","Undeclared","Southend-on-Sea","Outside London","65","60","34860","33370"
"In post","2022","Undeclared","Staffordshire CC","Outside London","120","110","32080","27930"
"In post","2022","Undeclared","Stoke-on-Trent","Outside London","50","40","27020","24690"
"In post","2022","Undeclared","Suffolk CC","Outside London","180","165","29580","27570"
"In post","2022","Undeclared","Sunderland","Outside London","145","120","26910","22080"
"In post","2022","Undeclared","Swansea","Outside London","330","305","30170","26470"
"In post","2022","Undeclared","Swindon","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","Telford and Wrekin","Outside London","90","85","33730","30430"
"In post","2022","Undeclared","Thurrock","Outside London","35","35","28430","27370"
"In post","2022","Undeclared","Torbay","Outside London","20","15","[c]","[c]"
"In post","2022","Undeclared","Tower Hamlets","London","220","210","46990","42320"
"In post","2022","Undeclared","Tyneside","Outside London","635","590","32560","27570"
"In post","2022","Undeclared","Unknown","Unknown","40","40","32390","30850"
"In post","2022","Undeclared","Wakefield","Outside London","55","55","32970","31650"
"In post","2022","Undeclared","Walsall","Outside London","30","25","25230","26120"
"In post","2022","Undeclared","Wandsworth","London","30","30","30530","31060"
"In post","2022","Undeclared","Warrington","Outside London","100","95","34910","33140"
"In post","2022","Undeclared","Warwickshire CC","Outside London","50","50","28010","26840"
"In post","2022","Undeclared","West Cumbria","Outside London","45","40","33870","30140"
"In post","2022","Undeclared","West Essex","Outside London","35","30","33350","30340"
"In post","2022","Undeclared","West Kent","Outside London","35","35","39010","38070"
"In post","2022","Undeclared","West Lothian","Outside London","15","15","[c]","[c]"
"In post","2022","Undeclared","West Northamptonshire","Outside London","45","40","26840","26930"
"In post","2022","Undeclared","West Surrey","Outside London","100","95","36030","32560"
"In post","2022","Undeclared","West Sussex (North East)","Outside London","105","95","32300","28350"
"In post","2022","Undeclared","West Sussex (South West)","Outside London","60","50","32850","28920"
"In post","2022","Undeclared","Westminster","London","1895","1855","49260","46070"
"In post","2022","Undeclared","Wiltshire","Outside London","445","430","40090","38070"
"In post","2022","Undeclared","Wirral","Outside London","100","90","26500","24100"
"In post","2022","Undeclared","Wolverhampton","Outside London","45","35","25930","26120"
"In post","2022","Undeclared","Worcestershire CC","Outside London","70","70","31650","28880"
"In post","2022","Undeclared","York","Outside London","110","105","34970","33300"
"In post","2022","Unknown","Aberdeen City and Aberdeenshire","Outside London","425","400","32930","29900"
"In post","2022","Unknown","Angus and Dundee City","Outside London","370","345","26140","23230"
"In post","2022","Unknown","Antrim and Newtownabbey","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Ards and North Down","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Barking & Dagenham and Havering","London","60","55","31700","31060"
"In post","2022","Unknown","Barnet","London","95","90","35010","31060"
"In post","2022","Unknown","Barnsley, Doncaster and Rotherham","Outside London","305","285","26270","24800"
"In post","2022","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","930","900","34730","31600"
"In post","2022","Unknown","Bedford","Outside London","125","120","29500","28140"
"In post","2022","Unknown","Belfast","Outside London","700","670","27770","24880"
"In post","2022","Unknown","Berkshire","Outside London","465","445","32880","29290"
"In post","2022","Unknown","Bexley and Greenwich","London","270","265","30190","30460"
"In post","2022","Unknown","Birmingham","Outside London","2150","2045","29910","26820"
"In post","2022","Unknown","Blackburn with Darwen","Outside London","50","45","25870","27570"
"In post","2022","Unknown","Blackpool","Outside London","430","405","30670","27570"
"In post","2022","Unknown","Bournemouth, Christchurch and Poole","Outside London","65","55","27260","24800"
"In post","2022","Unknown","Bradford","Outside London","470","425","24260","21250"
"In post","2022","Unknown","Breckland and South Norfolk","Outside London","40","40","27180","24430"
"In post","2022","Unknown","Brent","London","85","85","31530","30600"
"In post","2022","Unknown","Bridgend and Neath Port Talbot","Outside London","60","55","26260","24800"
"In post","2022","Unknown","Brighton and Hove","Outside London","80","70","30640","27570"
"In post","2022","Unknown","Bristol, City of","Outside London","835","795","33190","28920"
"In post","2022","Unknown","Bromley","London","45","40","32910","31060"
"In post","2022","Unknown","Buckinghamshire","Outside London","145","135","32880","30210"
"In post","2022","Unknown","Caithness and Sutherland, and Ross and Cromarty","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","Calderdale and Kirklees","Outside London","95","85","27420","27570"
"In post","2022","Unknown","Cambridgeshire CC","Outside London","335","325","31220","27260"
"In post","2022","Unknown","Camden and City of London","London","245","240","31430","24310"
"In post","2022","Unknown","Cardiff and Vale of Glamorgan","Outside London","1545","1465","29110","26590"
"In post","2022","Unknown","Causeway Coast and Glens","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Central Bedfordshire","Outside London","30","25","[c]","[c]"
"In post","2022","Unknown","Central Hampshire","Outside London","400","390","36870","32870"
"In post","2022","Unknown","Central Valleys","Outside London","200","195","32840","27570"
"In post","2022","Unknown","Cheshire East","Outside London","170","160","26860","24260"
"In post","2022","Unknown","Cheshire West and Chester","Outside London","45","45","28980","26130"
"In post","2022","Unknown","Chorley and West Lancashire","Outside London","185","180","26670","25610"
"In post","2022","Unknown","City of Edinburgh","Outside London","3095","2960","34770","31280"
"In post","2022","Unknown","Clackmannanshire and Fife","Outside London","350","320","29270","26900"
"In post","2022","Unknown","Conwy and Denbighshire","Outside London","40","35","31390","27690"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","160","145","26850","23280"
"In post","2022","Unknown","Coventry","Outside London","250","240","35920","30320"
"In post","2022","Unknown","Croydon","London","1525","1485","39120","35050"
"In post","2022","Unknown","Darlington","Outside London","125","120","36780","30340"
"In post","2022","Unknown","Derby","Outside London","135","120","27030","26130"
"In post","2022","Unknown","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Devon CC","Outside London","525","475","28510","25000"
"In post","2022","Unknown","Dorset","Outside London","200","190","26980","23140"
"In post","2022","Unknown","Dudley","Outside London","105","95","24690","21260"
"In post","2022","Unknown","Dumfries and Galloway","Outside London","110","100","29780","29270"
"In post","2022","Unknown","Durham","Outside London","685","650","25400","23140"
"In post","2022","Unknown","Ealing","London","45","45","32380","31060"
"In post","2022","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","110","105","25680","23630"
"In post","2022","Unknown","East Cumbria","Outside London","120","115","26440","22200"
"In post","2022","Unknown","East Derbyshire","Outside London","25","20","[c]","[c]"
"In post","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","485","470","29570","26900"
"In post","2022","Unknown","East Kent","Outside London","465","440","26680","24880"
"In post","2022","Unknown","East Lancashire","Outside London","55","50","26990","26750"
"In post","2022","Unknown","East Lothian and Midlothian","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","East Merseyside","Outside London","110","105","29170","27570"
"In post","2022","Unknown","East Riding of Yorkshire","Outside London","185","180","27030","24920"
"In post","2022","Unknown","East Surrey","Outside London","135","135","32360","31020"
"In post","2022","Unknown","East Sussex CC","Outside London","175","160","27440","26230"
"In post","2022","Unknown","Enfield","London","35","35","30560","31060"
"In post","2022","Unknown","Essex Haven Gateway","Outside London","75","70","30050","25000"
"In post","2022","Unknown","Essex Thames Gateway","Outside London","75","70","25840","24250"
"In post","2022","Unknown","Falkirk","Outside London","530","470","29120","27570"
"In post","2022","Unknown","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Flintshire and Wrexham","Outside London","205","195","26050","24260"
"In post","2022","Unknown","Glasgow City","Outside London","2420","2310","32070","27370"
"In post","2022","Unknown","Gloucestershire CC","Outside London","170","160","29770","27130"
"In post","2022","Unknown","Greater Manchester North East","Outside London","115","110","26720","27380"
"In post","2022","Unknown","Greater Manchester North West","Outside London","180","165","26240","25700"
"In post","2022","Unknown","Greater Manchester South East","Outside London","90","80","26490","26310"
"In post","2022","Unknown","Greater Manchester South West","Outside London","1600","1545","31300","26820"
"In post","2022","Unknown","Gwent Valleys","Outside London","70","65","26610","27570"
"In post","2022","Unknown","Gwynedd","Outside London","70","65","23610","21260"
"In post","2022","Unknown","Hackney and Newham","London","1145","1095","39630","37610"
"In post","2022","Unknown","Haringey and Islington","London","270","250","30870","31060"
"In post","2022","Unknown","Harrow and Hillingdon","London","240","230","30930","28650"
"In post","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","115","105","27100","27570"
"In post","2022","Unknown","Heart of Essex","Outside London","185","180","27770","26140"
"In post","2022","Unknown","Herefordshire, County of","Outside London","60","60","27110","22630"
"In post","2022","Unknown","Hertfordshire CC","Outside London","255","245","32400","29290"
"In post","2022","Unknown","Hounslow and Richmond upon Thames","London","440","435","31430","31020"
"In post","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","225","200","29550","27080"
"In post","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","170","160","29810","27230"
"In post","2022","Unknown","Isle of Anglesey","Outside London","25","20","[c]","[c]"
"In post","2022","Unknown","Isle of Wight","Outside London","50","45","27850","26910"
"In post","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","110","110","32280","31060"
"In post","2022","Unknown","Kent Thames Gateway","Outside London","210","200","28790","28760"
"In post","2022","Unknown","Kingston upon Hull, City of","Outside London","190","180","26570","24880"
"In post","2022","Unknown","Lambeth","London","305","290","40770","36200"
"In post","2022","Unknown","Lancaster and Wyre","Outside London","100","100","27120","25700"
"In post","2022","Unknown","Leeds","Outside London","2655","2570","33050","27570"
"In post","2022","Unknown","Leicester","Outside London","315","285","25810","23140"
"In post","2022","Unknown","Leicestershire CC and Rutland","Outside London","200","190","25590","23140"
"In post","2022","Unknown","Lewisham and Southwark","London","170","155","37000","32790"
"In post","2022","Unknown","Lincolnshire CC","Outside London","175","165","27800","26130"
"In post","2022","Unknown","Lisburn and Castlereagh","Outside London","40","40","28740","24880"
"In post","2022","Unknown","Liverpool","Outside London","1755","1650","27970","24880"
"In post","2022","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","35","30","26100","25940"
"In post","2022","Unknown","Luton","Outside London","60","50","27750","27570"
"In post","2022","Unknown","Manchester","Outside London","1320","1270","32380","27570"
"In post","2022","Unknown","Medway","Outside London","170","165","29650","28140"
"In post","2022","Unknown","Merton, Kingston upon Thames and Sutton","London","90","85","30120","30470"
"In post","2022","Unknown","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mid Kent","Outside London","95","90","31340","28450"
"In post","2022","Unknown","Mid Lancashire","Outside London","685","625","26670","22600"
"In post","2022","Unknown","Milton Keynes","Outside London","215","210","29770","27570"
"In post","2022","Unknown","Monmouthshire and Newport","Outside London","1065","1010","33840","30210"
"In post","2022","Unknown","Na h-Eileanan Siar","Outside London","15","10","[c]","[c]"
"In post","2022","Unknown","Newry, Mourne and Down","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","North and North East Lincolnshire","Outside London","85","80","25610","24090"
"In post","2022","Unknown","North and West Norfolk","Outside London","70","65","26670","25440"
"In post","2022","Unknown","North Hampshire","Outside London","95","90","39330","30450"
"In post","2022","Unknown","North Lanarkshire","Outside London","560","515","27390","25420"
"In post","2022","Unknown","North Northamptonshire","Outside London","75","70","25870","24450"
"In post","2022","Unknown","North Nottinghamshire","Outside London","140","130","26750","25710"
"In post","2022","Unknown","North Yorkshire CC","Outside London","195","185","31900","27570"
"In post","2022","Unknown","Northumberland","Outside London","45","40","34420","27570"
"In post","2022","Unknown","Norwich and East Norfolk","Outside London","190","175","31340","26110"
"In post","2022","Unknown","Nottingham","Outside London","1470","1405","29710","26820"
"In post","2022","Unknown","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","520","515","49310","47170"
"In post","2022","Unknown","Oxfordshire CC","Outside London","275","260","31330","28140"
"In post","2022","Unknown","Perth and Kinross, and Stirling","Outside London","555","525","30520","29550"
"In post","2022","Unknown","Peterborough","Outside London","115","105","31480","26980"
"In post","2022","Unknown","Plymouth","Outside London","470","445","27760","24950"
"In post","2022","Unknown","Portsmouth","Outside London","420","390","29730","24880"
"In post","2022","Unknown","Powys","Outside London","30","30","29560","24630"
"In post","2022","Unknown","Redbridge and Waltham Forest","London","125","115","30900","31060"
"In post","2022","Unknown","Sandwell","Outside London","60","55","26710","27570"
"In post","2022","Unknown","Scottish Borders","Outside London","130","120","28260","25930"
"In post","2022","Unknown","Sefton","Outside London","720","675","28290","24890"
"In post","2022","Unknown","Sheffield","Outside London","700","675","34730","29360"
"In post","2022","Unknown","Shetland Islands","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Shropshire","Outside London","90","85","30320","26750"
"In post","2022","Unknown","Solihull","Outside London","115","110","29660","24880"
"In post","2022","Unknown","Somerset CC","Outside London","335","320","32120","29290"
"In post","2022","Unknown","South and West Derbyshire","Outside London","115","100","34710","29370"
"In post","2022","Unknown","South Ayrshire","Outside London","50","45","29370","27080"
"In post","2022","Unknown","South Hampshire","Outside London","520","435","28450","24250"
"In post","2022","Unknown","South Lanarkshire","Outside London","1040","960","28300","23780"
"In post","2022","Unknown","South Nottinghamshire","Outside London","100","95","32930","26700"
"In post","2022","Unknown","South Teesside","Outside London","75","70","25360","23170"
"In post","2022","Unknown","South West Wales","Outside London","95","85","28040","25990"
"In post","2022","Unknown","Southampton","Outside London","110","100","31310","26560"
"In post","2022","Unknown","Southend-on-Sea","Outside London","180","165","32970","29360"
"In post","2022","Unknown","Staffordshire CC","Outside London","435","420","28680","25700"
"In post","2022","Unknown","Stoke-on-Trent","Outside London","125","115","27600","23170"
"In post","2022","Unknown","Suffolk CC","Outside London","470","435","28050","25830"
"In post","2022","Unknown","Sunderland","Outside London","560","495","24490","21260"
"In post","2022","Unknown","Swansea","Outside London","1110","1020","26390","21840"
"In post","2022","Unknown","Swindon","Outside London","60","60","33810","30360"
"In post","2022","Unknown","Telford and Wrekin","Outside London","250","230","35570","28100"
"In post","2022","Unknown","Thurrock","Outside London","50","50","23660","21680"
"In post","2022","Unknown","Torbay","Outside London","25","25","[c]","[c]"
"In post","2022","Unknown","Tower Hamlets","London","695","680","46910","41750"
"In post","2022","Unknown","Tyneside","Outside London","2995","2775","28910","26590"
"In post","2022","Unknown","Unknown","Unknown","2220","2205","37060","32700"
"In post","2022","Unknown","Wakefield","Outside London","175","170","27310","25070"
"In post","2022","Unknown","Walsall","Outside London","40","35","26400","27570"
"In post","2022","Unknown","Wandsworth","London","175","170","30670","30520"
"In post","2022","Unknown","Warrington","Outside London","260","250","31230","27850"
"In post","2022","Unknown","Warwickshire CC","Outside London","80","70","27350","25230"
"In post","2022","Unknown","West Cumbria","Outside London","280","260","25060","21300"
"In post","2022","Unknown","West Essex","Outside London","45","35","30840","26310"
"In post","2022","Unknown","West Kent","Outside London","20","20","[c]","[c]"
"In post","2022","Unknown","West Lothian","Outside London","50","50","33590","27750"
"In post","2022","Unknown","West Northamptonshire","Outside London","115","110","26730","24800"
"In post","2022","Unknown","West Surrey","Outside London","200","180","33430","29130"
"In post","2022","Unknown","West Sussex (North East)","Outside London","145","130","28670","25770"
"In post","2022","Unknown","West Sussex (South West)","Outside London","185","170","31670","27570"
"In post","2022","Unknown","Westminster","London","10605","10420","46720","41500"
