"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","Outside London","30","[c]","22760","19610"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Department for Work and Pensions","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Attorney General's Departments","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Transport","Outside London","35","[c]","28810","26780"
"Leaver CS","2022","Undeclared","No function","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Work and Pensions","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Department for Work and Pensions","Outside London","195","[c]","26800","26120"
"Leaver CS","2022","Undeclared","No function","Department of Health and Social Care","London","70","[c]","46760","42000"
"Leaver CS","2022","Undeclared","No function","Department of Health and Social Care","Outside London","70","[c]","40080","32030"
"Leaver CS","2022","Undeclared","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","Outside London","40","[c]","40010","40170"
"Leaver CS","2022","Undeclared","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","London","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","Outside London","155","[c]","23860","20970"
"Leaver CS","2022","Undeclared","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Scottish Government","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","UK Statistics Authority","Outside London","55","[c]","21620","19740"
"Leaver CS","2022","Undeclared","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence","Outside London","50","[c]","40350","39310"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","HM Revenue and Customs","Outside London","30","[c]","30750","24670"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence","Outside London","35","[c]","32650","39070"
"Leaver CS","2022","Undeclared","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs","Outside London","155","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","London","55","[c]","38240","35050"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Outside London","70","[c]","28800","27370"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Outside London","90","[c]","28860","26670"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","London","60","[c]","80760","71230"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Outside London","40","[c]","74490","69790"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","London","30","[c]","45420","51100"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Charity Commission","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","31390","32810"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Education","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
