"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","60","[c]","44910","38390"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Finance","60","[c]","44030","41310"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Grants Management","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Human Resources","Human Resources","55","[c]","43780","40360"
"Leaver Dept.","2022","50-59","Declared non-disabled","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Knowledge and Information Management","35","[c]","51350","52330"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Medicine","65","[c]","95030","106500"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Operational Delivery","815","[c]","36960","31020"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Other","40","[c]","35380","29800"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Policy","85","[c]","55300","50130"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Science and Engineering","175","[c]","46090","40720"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","No function","Unknown","65","[c]","54740","54700"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Project Delivery","50","[c]","43490","37080"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Property","Property","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Operational Delivery","65","[c]","29100","26290"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Operational Delivery","50","[c]","32220","27570"
"Leaver Dept.","2022","50-59","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","Commercial","45","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Digital, Data and Technology","35","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Finance","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Knowledge and Information Management","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Medicine","55","[c]","117340","119140"
"Leaver Dept.","2022","50-59","Unknown","No function","Operational Delivery","280","[c]","46310","40470"
"Leaver Dept.","2022","50-59","Unknown","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Policy","90","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Science and Engineering","245","[c]","49930","47130"
"Leaver Dept.","2022","50-59","Unknown","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Property","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
