"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","North East (England)","60","[c]","22970","21750"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","North West (England)","20","[c]","26460","26820"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","Scotland","15","[c]","23110","21680"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","South West (England)","25","[c]","21490","21750"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","60","[c]","21500","22030"
"Leaver CS","2022","HM Revenue and Customs","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","East Midlands (England)","10","[c]","32260","26030"
"Leaver CS","2022","HM Revenue and Customs","Property","East of England","10","[c]","36360","32180"
"Leaver CS","2022","HM Revenue and Customs","Property","London","20","[c]","45510","46280"
"Leaver CS","2022","HM Revenue and Customs","Property","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","North West (England)","15","[c]","38980","31900"
"Leaver CS","2022","HM Revenue and Customs","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","West Midlands (England)","10","[c]","30760","27000"
"Leaver CS","2022","HM Revenue and Customs","Property","Yorkshire and The Humber","20","[c]","30110","27000"
"Leaver CS","2022","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","London","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","East Midlands (England)","320","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","East of England","90","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","London","450","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","North East (England)","790","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","North West (England)","785","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Northern Ireland","110","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Scotland","770","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","South East (England)","170","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","South West (England)","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Wales","300","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","West Midlands (England)","300","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Yorkshire and The Humber","365","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","London","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","London","120","[c]","46920","50250"
"Leaver CS","2022","HM Treasury","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","20","[c]","40660","41970"
"Leaver CS","2022","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","75","[c]","54010","45790"
"Leaver CS","2022","Home Office","Digital, Data and Technology","North West (England)","30","[c]","49620","47880"
"Leaver CS","2022","Home Office","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Yorkshire and The Humber","15","[c]","48070","40450"
"Leaver CS","2022","Home Office","Economics","London","15","[c]","31940","35050"
"Leaver CS","2022","Home Office","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","25","[c]","44100","37510"
"Leaver CS","2022","Home Office","Human Resources","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","25","[c]","30440","28810"
"Leaver CS","2022","Home Office","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","North West (England)","10","[c]","27200","27300"
"Leaver CS","2022","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","South East (England)","15","[c]","27160","27370"
"Leaver CS","2022","Home Office","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","East of England","120","[c]","26150","25220"
"Leaver CS","2022","Home Office","Operational Delivery","London","360","[c]","33080","29080"
"Leaver CS","2022","Home Office","Operational Delivery","North East (England)","75","[c]","24550","21680"
"Leaver CS","2022","Home Office","Operational Delivery","North West (England)","330","[c]","24140","24880"
"Leaver CS","2022","Home Office","Operational Delivery","Northern Ireland","45","[c]","23860","21680"
"Leaver CS","2022","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","Scotland","65","[c]","26140","24880"
"Leaver CS","2022","Home Office","Operational Delivery","South East (England)","155","[c]","28640","27240"
"Leaver CS","2022","Home Office","Operational Delivery","South West (England)","10","[c]","29330","27320"
"Leaver CS","2022","Home Office","Operational Delivery","Wales","50","[c]","24500","21680"
"Leaver CS","2022","Home Office","Operational Delivery","West Midlands (England)","45","[c]","27630","26160"
"Leaver CS","2022","Home Office","Operational Delivery","Yorkshire and The Humber","145","[c]","26670","24890"
"Leaver CS","2022","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","London","100","[c]","33380","28650"
"Leaver CS","2022","Home Office","Other","North West (England)","15","[c]","31410","26160"
"Leaver CS","2022","Home Office","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","London","110","[c]","48940","41970"
"Leaver CS","2022","Home Office","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","45","[c]","51430","44500"
"Leaver CS","2022","Home Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","15","[c]","37470","35050"
"Leaver CS","2022","Home Office","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","10","[c]","40530","42870"
"Leaver CS","2022","Home Office","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","10","[c]","26150","22460"
"Leaver CS","2022","Ministry of Defence","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","South East (England)","20","[c]","37300","36800"
"Leaver CS","2022","Ministry of Defence","Commercial","South West (England)","100","[c]","39880","34500"
"Leaver CS","2022","Ministry of Defence","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","London","15","[c]","41720","40640"
"Leaver CS","2022","Ministry of Defence","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","South West (England)","20","[c]","36320","37440"
"Leaver CS","2022","Ministry of Defence","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","East of England","15","[c]","37960","36300"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","North West (England)","15","[c]","33920","33300"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","South East (England)","30","[c]","32060","29200"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","South West (England)","120","[c]","38400","36410"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","West Midlands (England)","20","[c]","29090","26510"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","East Midlands (England)","15","[c]","29180","26670"
"Leaver CS","2022","Ministry of Defence","Finance","East of England","30","[c]","35130","33300"
"Leaver CS","2022","Ministry of Defence","Finance","London","20","[c]","48370","42950"
"Leaver CS","2022","Ministry of Defence","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","North West (England)","10","[c]","32140","28060"
"Leaver CS","2022","Ministry of Defence","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Scotland","15","[c]","34230","33300"
"Leaver CS","2022","Ministry of Defence","Finance","South East (England)","80","[c]","32160","33000"
"Leaver CS","2022","Ministry of Defence","Finance","South West (England)","90","[c]","36940","33300"
"Leaver CS","2022","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","West Midlands (England)","15","[c]","35320","29200"
"Leaver CS","2022","Ministry of Defence","Finance","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","South West (England)","30","[c]","31850","33290"
"Leaver CS","2022","Ministry of Defence","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","London","20","[c]","36500","36500"
"Leaver CS","2022","Ministry of Defence","Human Resources","North West (England)","20","[c]","23400","21170"
"Leaver CS","2022","Ministry of Defence","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","Scotland","25","[c]","25330","22080"
"Leaver CS","2022","Ministry of Defence","Human Resources","South East (England)","15","[c]","30580","25090"
"Leaver CS","2022","Ministry of Defence","Human Resources","South West (England)","60","[c]","36730","33050"
"Leaver CS","2022","Ministry of Defence","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","East of England","25","[c]","35080","33370"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","London","30","[c]","35200","36000"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","15","[c]","33870","30250"
"Leaver CS","2022","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","East Midlands (England)","30","[c]","37290","34590"
"Leaver CS","2022","Ministry of Defence","Medicine","East of England","30","[c]","44890","37280"
"Leaver CS","2022","Ministry of Defence","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","Scotland","20","[c]","41100","37410"
"Leaver CS","2022","Ministry of Defence","Medicine","South East (England)","50","[c]","40730","34470"
"Leaver CS","2022","Ministry of Defence","Medicine","South West (England)","50","[c]","42340","38160"
"Leaver CS","2022","Ministry of Defence","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","West Midlands (England)","15","[c]","42600","39030"
"Leaver CS","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","35","[c]","36680","31530"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","South East (England)","10","[c]","32620","24220"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","South West (England)","25","[c]","35010","31040"
"Leaver CS","2022","Ministry of Defence","Operational Research","South East (England)","20","[c]","39390","38070"
"Leaver CS","2022","Ministry of Defence","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other","East Midlands (England)","80","[c]","23000","21170"
"Leaver CS","2022","Ministry of Defence","Other","East of England","130","[c]","23430","21220"
"Leaver CS","2022","Ministry of Defence","Other","London","75","[c]","30110","25890"
"Leaver CS","2022","Ministry of Defence","Other","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other","North West (England)","40","[c]","22710","21910"
"Leaver CS","2022","Ministry of Defence","Other","Northern Ireland","20","[c]","21800","21920"
"Leaver CS","2022","Ministry of Defence","Other","Overseas","45","[c]","39740","40120"
"Leaver CS","2022","Ministry of Defence","Other","Scotland","115","[c]","27400","23010"
"Leaver CS","2022","Ministry of Defence","Other","South East (England)","380","[c]","24530","21170"
"Leaver CS","2022","Ministry of Defence","Other","South West (England)","385","[c]","27910","22080"
"Leaver CS","2022","Ministry of Defence","Other","Unknown","250","[c]","35530","32700"
"Leaver CS","2022","Ministry of Defence","Other","Wales","30","[c]","23000","21270"
"Leaver CS","2022","Ministry of Defence","Other","West Midlands (England)","95","[c]","25710","22080"
"Leaver CS","2022","Ministry of Defence","Other","Yorkshire and The Humber","90","[c]","24390","22080"
"Leaver CS","2022","Ministry of Defence","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","London","35","[c]","49880","44850"
"Leaver CS","2022","Ministry of Defence","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","East of England","10","[c]","46320","55710"
"Leaver CS","2022","Ministry of Defence","Project Delivery","London","15","[c]","46760","45200"
"Leaver CS","2022","Ministry of Defence","Project Delivery","North West (England)","15","[c]","45520","41000"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Scotland","15","[c]","47080","45480"
"Leaver CS","2022","Ministry of Defence","Project Delivery","South East (England)","55","[c]","40590","40000"
"Leaver CS","2022","Ministry of Defence","Project Delivery","South West (England)","275","[c]","38060","36680"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","East Midlands (England)","25","[c]","22690","19010"
