"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Intelligence Analysis","SEO/HEO","Heterosexual / straight","130","130","35910","35700"
"In post","2022","20-29","Intelligence Analysis","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","SEO/HEO","Unknown","50","50","36850","37610"
"In post","2022","20-29","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO/HEO","Heterosexual / straight","30","30","35190","33930"
"In post","2022","20-29","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","EO","Heterosexual / straight","35","35","26480","26250"
"In post","2022","20-29","International Trade","EO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","International Trade","G6/G7","Heterosexual / straight","60","60","52820","51710"
"In post","2022","20-29","International Trade","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","International Trade","G6/G7","Unknown","40","40","53530","51970"
"In post","2022","20-29","International Trade","SEO/HEO","Heterosexual / straight","185","185","34830","33840"
"In post","2022","20-29","International Trade","SEO/HEO","LGBO","30","30","37310","38160"
"In post","2022","20-29","International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","International Trade","SEO/HEO","Unknown","110","110","35480","35560"
"In post","2022","20-29","Knowledge and Information Management","AA/AO","Heterosexual / straight","40","40","22280","21170"
"In post","2022","20-29","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","EO","Heterosexual / straight","60","60","26930","27130"
"In post","2022","20-29","Knowledge and Information Management","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","75","75","34140","33570"
"In post","2022","20-29","Knowledge and Information Management","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Legal","EO","Heterosexual / straight","345","345","28160","26970"
"In post","2022","20-29","Legal","EO","LGBO","30","30","28170","26900"
"In post","2022","20-29","Legal","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Legal","EO","Unknown","155","155","28100","26820"
"In post","2022","20-29","Legal","G6/G7","Heterosexual / straight","155","155","51500","50500"
"In post","2022","20-29","Legal","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Legal","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2022","20-29","Legal","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Legal","SEO/HEO","Heterosexual / straight","340","340","37890","38000"
"In post","2022","20-29","Legal","SEO/HEO","LGBO","30","30","38220","37930"
"In post","2022","20-29","Legal","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Legal","SEO/HEO","Unknown","140","140","34650","34260"
"In post","2022","20-29","Medicine","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","20-29","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Medicine","EO","Heterosexual / straight","35","35","29000","27780"
"In post","2022","20-29","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","EO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Medicine","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","SEO/HEO","Heterosexual / straight","35","35","35860","34170"
"In post","2022","20-29","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Operational Delivery","AA/AO","Heterosexual / straight","11600","11290","23190","21680"
"In post","2022","20-29","Operational Delivery","AA/AO","LGBO","1495","1465","23030","21300"
"In post","2022","20-29","Operational Delivery","AA/AO","Undeclared","780","750","23070","21300"
"In post","2022","20-29","Operational Delivery","AA/AO","Unknown","5865","5720","22870","21680"
"In post","2022","20-29","Operational Delivery","EO","Heterosexual / straight","7780","7665","27920","27570"
"In post","2022","20-29","Operational Delivery","EO","LGBO","810","805","27820","27570"
"In post","2022","20-29","Operational Delivery","EO","Undeclared","555","545","28030","27570"
"In post","2022","20-29","Operational Delivery","EO","Unknown","2520","2495","27280","27130"
"In post","2022","20-29","Operational Delivery","G6/G7","Heterosexual / straight","150","150","53830","53360"
"In post","2022","20-29","Operational Delivery","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Operational Delivery","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Operational Delivery","G6/G7","Unknown","90","90","55160","53360"
"In post","2022","20-29","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SEO/HEO","Heterosexual / straight","2060","2045","34260","33370"
"In post","2022","20-29","Operational Delivery","SEO/HEO","LGBO","270","270","34610","33370"
"In post","2022","20-29","Operational Delivery","SEO/HEO","Undeclared","205","205","34470","33290"
"In post","2022","20-29","Operational Delivery","SEO/HEO","Unknown","780","775","34300","33370"
"In post","2022","20-29","Operational Delivery","Unknown","Heterosexual / straight","2240","2200","25840","24090"
"In post","2022","20-29","Operational Delivery","Unknown","LGBO","270","265","24500","23170"
"In post","2022","20-29","Operational Delivery","Unknown","Undeclared","115","110","25590","24090"
"In post","2022","20-29","Operational Delivery","Unknown","Unknown","785","760","24430","23770"
"In post","2022","20-29","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Operational Research","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Operational Research","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","SEO/HEO","Heterosexual / straight","105","105","35340","36500"
"In post","2022","20-29","Operational Research","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Operational Research","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Operational Research","SEO/HEO","Unknown","105","105","33290","33900"
"In post","2022","20-29","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","AA/AO","Heterosexual / straight","800","775","21480","21260"
"In post","2022","20-29","Other","AA/AO","LGBO","105","105","21350","21260"
"In post","2022","20-29","Other","AA/AO","Undeclared","55","55","21510","21260"
"In post","2022","20-29","Other","AA/AO","Unknown","200","195","21950","21260"
"In post","2022","20-29","Other","EO","Heterosexual / straight","960","945","26550","27570"
"In post","2022","20-29","Other","EO","LGBO","110","110","26750","27570"
"In post","2022","20-29","Other","EO","Undeclared","60","60","26170","27140"
"In post","2022","20-29","Other","EO","Unknown","180","175","26880","27570"
"In post","2022","20-29","Other","G6/G7","Heterosexual / straight","60","60","53730","53100"
"In post","2022","20-29","Other","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Other","SEO/HEO","Heterosexual / straight","440","435","32240","33000"
"In post","2022","20-29","Other","SEO/HEO","LGBO","35","35","32520","32780"
"In post","2022","20-29","Other","SEO/HEO","Undeclared","40","40","33400","33000"
"In post","2022","20-29","Other","SEO/HEO","Unknown","140","140","34160","35050"
"In post","2022","20-29","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","Unknown","370","370","28250","28980"
"In post","2022","20-29","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","AA/AO","Heterosexual / straight","110","110","23420","23750"
"In post","2022","20-29","Policy","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Policy","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Policy","AA/AO","Unknown","35","30","22480","23000"
"In post","2022","20-29","Policy","EO","Heterosexual / straight","705","700","27230","27570"
"In post","2022","20-29","Policy","EO","LGBO","115","115","27390","27680"
"In post","2022","20-29","Policy","EO","Undeclared","85","85","27160","27270"
"In post","2022","20-29","Policy","EO","Unknown","180","180","27830","27960"
"In post","2022","20-29","Policy","G6/G7","Heterosexual / straight","1225","1220","54560","53380"
"In post","2022","20-29","Policy","G6/G7","LGBO","215","215","54380","53380"
"In post","2022","20-29","Policy","G6/G7","Undeclared","175","175","54840","53380"
"In post","2022","20-29","Policy","G6/G7","Unknown","295","295","55260","54370"
"In post","2022","20-29","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","SEO/HEO","Heterosexual / straight","3550","3540","35790","34710"
"In post","2022","20-29","Policy","SEO/HEO","LGBO","570","565","35590","34020"
"In post","2022","20-29","Policy","SEO/HEO","Undeclared","465","465","35260","34000"
"In post","2022","20-29","Policy","SEO/HEO","Unknown","885","885","36410","35050"
"In post","2022","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","Heterosexual / straight","40","40","21970","21260"
"In post","2022","20-29","Project Delivery","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Project Delivery","EO","Heterosexual / straight","280","275","25930","26180"
"In post","2022","20-29","Project Delivery","EO","LGBO","30","30","25650","25500"
"In post","2022","20-29","Project Delivery","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","EO","Unknown","90","90","26600","26690"
"In post","2022","20-29","Project Delivery","G6/G7","Heterosexual / straight","105","105","54520","54070"
"In post","2022","20-29","Project Delivery","G6/G7","LGBO","20","20","[c]","[c]"
