"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Tees Valley and Durham","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Tees Valley and Durham","Durham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Midlands","Birmingham","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Midlands","Birmingham","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Swansea","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Yorkshire","Bradford","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Yorkshire","Leeds","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Yorkshire","Leeds","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Yorkshire","Leeds","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Yorkshire","Wakefield","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","Nottingham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Greater Manchester","Manchester","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Greater Manchester","Manchester","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Greater Manchester","Manchester","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Inner London - West","Westminster","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outer London - South","Croydon","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South Yorkshire","Sheffield","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South Yorkshire","Sheffield","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South Yorkshire","Sheffield","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South Yorkshire","Sheffield","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Tees Valley and Durham","Darlington","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands","Coventry","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands","Coventry","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands","Coventry","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands","Coventry","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Yorkshire","Leeds","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","East Wales","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","West Wales and The Valleys","Isle of Anglesey","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Cumbria","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Derby","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Devon","Devon CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Anglia","Peterborough","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Greater Manchester","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Inner London - West","Westminster","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Inner London - West","Westminster","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Inner London - West","Westminster","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Inner London - West","Westminster","SEO","10","[c]","40900","40350"
"Leaver Dept.","2022","Food Standards Agency","Kent","East Kent","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North Yorkshire","York","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Northern Ireland","Ards and North Down","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Northumberland, and Tyne and Wear","Tyneside","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outer London - East and North East","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outer London - East and North East","Enfield","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Shropshire and Staffordshire","Telford and Wrekin","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South Yorkshire","Sheffield","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Tees Valley and Durham","South Teesside","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands","Birmingham","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands","Birmingham","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands","Birmingham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Wales and The Valleys","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Wales and The Valleys","South West Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Yorkshire","Wakefield","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","G7","90","[c]","52780","53680"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","HEO","105","[c]","37040","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Westminster","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","G7","15","[c]","50530","51420"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","HEO","15","[c]","33930","33930"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","South Lanarkshire","SEO","20","[c]","39800","39630"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Eastern Scotland","West Lothian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Southern Scotland","Scottish Borders","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Inner London - West","Camden and City of London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Inner London - West","Camden and City of London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","East Wales","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Inner London - West","Westminster","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Inner London - West","Westminster","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Inner London - West","Westminster","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Inner London - West","Westminster","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Lancashire","Blackpool","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Merseyside","Liverpool","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Merseyside","Sefton","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","West Yorkshire","Leeds","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","EO","25","[c]","27440","27350"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","G6","20","[c]","68270","66290"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","G7","30","[c]","51860","51250"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","HEO","10","[c]","31630","31180"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Inner London - West","Westminster","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Outer London - South","Croydon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Outer London - South","Croydon","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Greater Manchester","Manchester","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Inner London - West","Westminster","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Inner London - West","Westminster","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Inner London - West","Westminster","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Midlands","Birmingham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Yorkshire","Leeds","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Yorkshire","Leeds","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Yorkshire","Leeds","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Yorkshire","Leeds","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Bedford","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Eastern Scotland","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Hampshire and Isle of Wight","North Hampshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Inner London - East","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Inner London - East","Tower Hamlets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Inner London - East","Tower Hamlets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Merseyside","Sefton","SEO","10","[c]","45910","41340"
"Leaver Dept.","2022","Health and Safety Executive","North Yorkshire","York","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North Yorkshire","York","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North Yorkshire","York","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Northumberland, and Tyne and Wear","Tyneside","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","South Yorkshire","Sheffield","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Central Scotland","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Midlands","Birmingham","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Midlands","Birmingham","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Midlands","Birmingham","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Wales and The Valleys","South West Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Yorkshire","Leeds","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Yorkshire","Leeds","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Hertfordshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","Luton","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Cumbria","East Cumbria","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Derby","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Derby","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Nottingham","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Nottingham","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Devon","Plymouth","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Devon","Torbay","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Dorset and Somerset","Dorset","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Dorset and Somerset","Dorset","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Dorset and Somerset","Somerset CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Anglia","Cambridgeshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Anglia","Suffolk CC","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Anglia","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Anglia","Suffolk CC","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Wales","Monmouthshire and Newport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Eastern Scotland","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Eastern Scotland","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Eastern Scotland","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
