"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","South East (England)","West Surrey","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","West Sussex (North East)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","135","[c]","34240","34040"
"Leaver Dept.","2022","30-39","South West (England)","Bristol, City of","Outside London","150","[c]","33780","30300"
"Leaver Dept.","2022","30-39","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Devon CC","Outside London","20","[c]","37910","33690"
"Leaver Dept.","2022","30-39","South West (England)","Dorset","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Plymouth","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Somerset CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Wiltshire","Outside London","220","[c]","35540","36330"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Unknown","215","[c]","39790","33250"
"Leaver Dept.","2022","30-39","Wales","Bridgend and Neath Port Talbot","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Cardiff and Vale of Glamorgan","Outside London","120","[c]","34100","30830"
"Leaver Dept.","2022","30-39","Wales","Central Valleys","Outside London","15","[c]","33320","28500"
"Leaver Dept.","2022","30-39","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Flintshire and Wrexham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Gwent Valleys","Outside London","10","[c]","26300","27570"
"Leaver Dept.","2022","30-39","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Monmouthshire and Newport","Outside London","75","[c]","35110","31740"
"Leaver Dept.","2022","30-39","Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","Swansea","Outside London","15","[c]","30140","29770"
"Leaver Dept.","2022","30-39","West Midlands (England)","Birmingham","Outside London","220","[c]","30160","27570"
"Leaver Dept.","2022","30-39","West Midlands (England)","Coventry","Outside London","30","[c]","31880","29720"
"Leaver Dept.","2022","30-39","West Midlands (England)","Dudley","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Sandwell","Outside London","10","[c]","26720","27570"
"Leaver Dept.","2022","30-39","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Solihull","Outside London","25","[c]","27330","25260"
"Leaver Dept.","2022","30-39","West Midlands (England)","Staffordshire CC","Outside London","25","[c]","31150","30280"
"Leaver Dept.","2022","30-39","West Midlands (England)","Stoke-on-Trent","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Telford and Wrekin","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Warwickshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Wolverhampton","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Worcestershire CC","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Bradford","Outside London","30","[c]","25820","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","10","[c]","30540","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Leeds","Outside London","250","[c]","35210","31190"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","North Yorkshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Sheffield","Outside London","80","[c]","38500","36010"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","York","Outside London","55","[c]","40360","37450"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derby","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","East Derbyshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicester","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicestershire CC and Rutland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Lincolnshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","North Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Nottingham","Outside London","90","[c]","38820","32310"
"Leaver Dept.","2022","40-49","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","South Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Cambridgeshire CC","Outside London","70","[c]","42170","37450"
"Leaver Dept.","2022","40-49","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Hertfordshire CC","Outside London","15","[c]","35290","33460"
"Leaver Dept.","2022","40-49","East of England","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Norwich and East Norfolk","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","Suffolk CC","Outside London","30","[c]","39510","36330"
"Leaver Dept.","2022","40-49","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East of England","West Essex","Outside London","15","[c]","40850","35770"
"Leaver Dept.","2022","40-49","London","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Barnet","London","275","[c]","48620","43490"
"Leaver Dept.","2022","40-49","London","Bexley and Greenwich","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Camden and City of London","London","10","[c]","38840","24590"
"Leaver Dept.","2022","40-49","London","Croydon","London","70","[c]","43870","41970"
"Leaver Dept.","2022","40-49","London","Ealing","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Hackney and Newham","London","25","[c]","37560","31060"
"Leaver Dept.","2022","40-49","London","Haringey and Islington","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Harrow and Hillingdon","London","25","[c]","48250","32310"
"Leaver Dept.","2022","40-49","London","Hounslow and Richmond upon Thames","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Lambeth","London","420","[c]","50690","50420"
"Leaver Dept.","2022","40-49","London","Lewisham and Southwark","London","60","[c]","49490","52610"
"Leaver Dept.","2022","40-49","London","Merton, Kingston upon Thames and Sutton","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Tower Hamlets","London","70","[c]","52490","53150"
"Leaver Dept.","2022","40-49","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Westminster","London","960","[c]","56380","54700"
"Leaver Dept.","2022","40-49","North East (England)","Darlington","Outside London","10","[c]","47570","50130"
"Leaver Dept.","2022","40-49","North East (England)","Durham","Outside London","20","[c]","29660","27570"
"Leaver Dept.","2022","40-49","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","South Teesside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North East (England)","Sunderland","Outside London","30","[c]","29810","27570"
"Leaver Dept.","2022","40-49","North East (England)","Tyneside","Outside London","180","[c]","35130","30360"
"Leaver Dept.","2022","40-49","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Blackpool","Outside London","25","[c]","36430","34250"
"Leaver Dept.","2022","40-49","North West (England)","Cheshire East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","East Cumbria","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","East Merseyside","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester North East","Outside London","15","[c]","28930","27570"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester North West","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester South East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Greater Manchester South West","Outside London","40","[c]","33700","30360"
"Leaver Dept.","2022","40-49","North West (England)","Lancaster and Wyre","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Liverpool","Outside London","95","[c]","35570","30760"
"Leaver Dept.","2022","40-49","North West (England)","Manchester","Outside London","160","[c]","39400","32310"
"Leaver Dept.","2022","40-49","North West (England)","Mid Lancashire","Outside London","40","[c]","41000","37530"
"Leaver Dept.","2022","40-49","North West (England)","Sefton","Outside London","40","[c]","37390","34550"
"Leaver Dept.","2022","40-49","North West (England)","Warrington","Outside London","10","[c]","39820","35440"
"Leaver Dept.","2022","40-49","North West (England)","West Cumbria","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","North West (England)","Wirral","Outside London","20","[c]","27830","27570"
"Leaver Dept.","2022","40-49","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Northern Ireland","Belfast","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Angus and Dundee City","Outside London","60","[c]","24510","25700"
"Leaver Dept.","2022","40-49","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","City of Edinburgh","Outside London","40","[c]","44010","39730"
"Leaver Dept.","2022","40-49","Scotland","Clackmannanshire and Fife","Outside London","15","[c]","29090","27570"
"Leaver Dept.","2022","40-49","Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Falkirk","Outside London","10","[c]","26070","27570"
"Leaver Dept.","2022","40-49","Scotland","Glasgow City","Outside London","100","[c]","30740","27570"
"Leaver Dept.","2022","40-49","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","North Lanarkshire","Outside London","15","[c]","25380","27570"
"Leaver Dept.","2022","40-49","Scotland","Perth and Kinross, and Stirling","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","South Lanarkshire","Outside London","35","[c]","40620","39410"
"Leaver Dept.","2022","40-49","Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Berkshire","Outside London","20","[c]","40500","36520"
"Leaver Dept.","2022","40-49","South East (England)","Brighton and Hove","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Buckinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Central Hampshire","Outside London","15","[c]","36370","33300"
"Leaver Dept.","2022","40-49","South East (England)","East Kent","Outside London","15","[c]","31680","29980"
"Leaver Dept.","2022","40-49","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","East Sussex CC","Outside London","15","[c]","32340","27570"
"Leaver Dept.","2022","40-49","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Medway","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Mid Kent","Outside London","20","[c]","53170","50050"
"Leaver Dept.","2022","40-49","South East (England)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","North Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","Oxfordshire CC","Outside London","85","[c]","45650","42820"
"Leaver Dept.","2022","40-49","South East (England)","Portsmouth","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","South Hampshire","Outside London","25","[c]","45510","36840"
"Leaver Dept.","2022","40-49","South East (England)","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","West Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South East (England)","West Sussex (North East)","Outside London","15","[c]","44680","37830"
"Leaver Dept.","2022","40-49","South East (England)","West Sussex (South West)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","95","[c]","42910","41220"
"Leaver Dept.","2022","40-49","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Bristol, City of","Outside London","125","[c]","41680","35610"
"Leaver Dept.","2022","40-49","South West (England)","Cornwall and Isles of Scilly","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Devon CC","Outside London","30","[c]","42260","32310"
"Leaver Dept.","2022","40-49","South West (England)","Dorset","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Gloucestershire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Plymouth","Outside London","20","[c]","30420","27570"
"Leaver Dept.","2022","40-49","South West (England)","Somerset CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","South West (England)","Wiltshire","Outside London","220","[c]","41550","39330"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","140","[c]","41860","32440"
"Leaver Dept.","2022","40-49","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Cardiff and Vale of Glamorgan","Outside London","80","[c]","34230","30480"
"Leaver Dept.","2022","40-49","Wales","Central Valleys","Outside London","10","[c]","31760","27570"
"Leaver Dept.","2022","40-49","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Flintshire and Wrexham","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Monmouthshire and Newport","Outside London","30","[c]","42400","37510"
"Leaver Dept.","2022","40-49","Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","South West Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Wales","Swansea","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Birmingham","Outside London","195","[c]","37180","30820"
"Leaver Dept.","2022","40-49","West Midlands (England)","Coventry","Outside London","35","[c]","40240","37100"
"Leaver Dept.","2022","40-49","West Midlands (England)","Dudley","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Shropshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Solihull","Outside London","10","[c]","30590","27570"
"Leaver Dept.","2022","40-49","West Midlands (England)","Staffordshire CC","Outside London","20","[c]","38640","33300"
"Leaver Dept.","2022","40-49","West Midlands (England)","Stoke-on-Trent","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Telford and Wrekin","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Walsall","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Warwickshire CC","Outside London","10","[c]","34390","27570"
"Leaver Dept.","2022","40-49","West Midlands (England)","Wolverhampton","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","West Midlands (England)","Worcestershire CC","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","10","[c]","28910","27570"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Bradford","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","15","[c]","35150","27570"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Leeds","Outside London","250","[c]","40280","36510"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","[c]","47590","33000"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Sheffield","Outside London","60","[c]","44660","42100"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","York","Outside London","40","[c]","43520","40580"
"Leaver Dept.","2022","50-59","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Leicester","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Leicestershire CC and Rutland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Lincolnshire CC","Outside London","15","[c]","34950","31060"
"Leaver Dept.","2022","50-59","East Midlands (England)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","North Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","Nottingham","Outside London","65","[c]","43000","36330"
"Leaver Dept.","2022","50-59","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East Midlands (England)","West Northamptonshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Cambridgeshire CC","Outside London","55","[c]","57550","42380"
"Leaver Dept.","2022","50-59","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Hertfordshire CC","Outside London","10","[c]","44810","36890"
"Leaver Dept.","2022","50-59","East of England","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","North and West Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Norwich and East Norfolk","Outside London","10","[c]","31650","29250"
"Leaver Dept.","2022","50-59","East of England","Peterborough","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","Suffolk CC","Outside London","25","[c]","42720","37980"
"Leaver Dept.","2022","50-59","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","East of England","West Essex","Outside London","20","[c]","60680","43550"
"Leaver Dept.","2022","50-59","London","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Barnet","London","230","[c]","46430","41670"
"Leaver Dept.","2022","50-59","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Camden and City of London","London","10","[c]","38720","31040"
"Leaver Dept.","2022","50-59","London","Croydon","London","35","[c]","42190","35070"
"Leaver Dept.","2022","50-59","London","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Hackney and Newham","London","20","[c]","33100","31880"
"Leaver Dept.","2022","50-59","London","Harrow and Hillingdon","London","15","[c]","43380","38250"
"Leaver Dept.","2022","50-59","London","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Lambeth","London","340","[c]","55070","49890"
"Leaver Dept.","2022","50-59","London","Lewisham and Southwark","London","55","[c]","61210","56500"
"Leaver Dept.","2022","50-59","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Tower Hamlets","London","30","[c]","54230","54340"
"Leaver Dept.","2022","50-59","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Westminster","London","520","[c]","56390","53710"
"Leaver Dept.","2022","50-59","North East (England)","Darlington","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North East (England)","Durham","Outside London","25","[c]","28830","27570"
"Leaver Dept.","2022","50-59","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North East (England)","Sunderland","Outside London","20","[c]","29800","27570"
"Leaver Dept.","2022","50-59","North East (England)","Tyneside","Outside London","105","[c]","39220","30320"
"Leaver Dept.","2022","50-59","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Blackpool","Outside London","35","[c]","37360","34610"
"Leaver Dept.","2022","50-59","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
