"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Sunderland","AA/AO","1435","1150","21420","21260"
"In post","2022","Declared non-disabled","Sunderland","EO","895","795","27440","27570"
"In post","2022","Declared non-disabled","Sunderland","G6/G7","75","75","58030","55210"
"In post","2022","Declared non-disabled","Sunderland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Sunderland","SEO/HEO","350","330","35320","33370"
"In post","2022","Declared non-disabled","Sunderland","Unknown","55","55","28960","26660"
"In post","2022","Declared non-disabled","Swansea","AA/AO","3270","2815","21260","21840"
"In post","2022","Declared non-disabled","Swansea","EO","1295","1200","27020","26780"
"In post","2022","Declared non-disabled","Swansea","G6/G7","380","365","60660","57150"
"In post","2022","Declared non-disabled","Swansea","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Swansea","SEO/HEO","1315","1250","37510","38160"
"In post","2022","Declared non-disabled","Swansea","Unknown","120","115","29970","28260"
"In post","2022","Declared non-disabled","Swindon","AA/AO","60","55","21300","20970"
"In post","2022","Declared non-disabled","Swindon","EO","110","100","27440","27570"
"In post","2022","Declared non-disabled","Swindon","G6/G7","45","45","55570","52430"
"In post","2022","Declared non-disabled","Swindon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Swindon","SEO/HEO","55","50","36440","36740"
"In post","2022","Declared non-disabled","Swindon","Unknown","45","40","28410","25820"
"In post","2022","Declared non-disabled","Telford and Wrekin","AA/AO","235","210","22200","21260"
"In post","2022","Declared non-disabled","Telford and Wrekin","EO","365","330","27150","27570"
"In post","2022","Declared non-disabled","Telford and Wrekin","G6/G7","195","190","58090","55210"
"In post","2022","Declared non-disabled","Telford and Wrekin","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Telford and Wrekin","SEO/HEO","445","420","36900","36050"
"In post","2022","Declared non-disabled","Telford and Wrekin","Unknown","45","45","32410","28200"
"In post","2022","Declared non-disabled","Thurrock","AA/AO","50","50","22350","21680"
"In post","2022","Declared non-disabled","Thurrock","EO","160","150","27150","27280"
"In post","2022","Declared non-disabled","Thurrock","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Thurrock","SEO/HEO","35","35","32710","31690"
"In post","2022","Declared non-disabled","Torbay","AA/AO","110","90","20990","21260"
"In post","2022","Declared non-disabled","Torbay","EO","80","65","27330","27570"
"In post","2022","Declared non-disabled","Torbay","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Torbay","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Torbay","Unknown","35","35","30480","31420"
"In post","2022","Declared non-disabled","Tower Hamlets","AA/AO","255","235","24050","23800"
"In post","2022","Declared non-disabled","Tower Hamlets","EO","565","545","29300","29280"
"In post","2022","Declared non-disabled","Tower Hamlets","G6/G7","1710","1660","61890","60280"
"In post","2022","Declared non-disabled","Tower Hamlets","SCS level","280","270","97520","95520"
"In post","2022","Declared non-disabled","Tower Hamlets","SEO/HEO","1315","1290","39420","39770"
"In post","2022","Declared non-disabled","Tower Hamlets","Unknown","55","55","33640","32090"
"In post","2022","Declared non-disabled","Tyneside","AA/AO","3930","3405","21290","21260"
"In post","2022","Declared non-disabled","Tyneside","EO","2875","2645","26820","26820"
"In post","2022","Declared non-disabled","Tyneside","G6/G7","1495","1455","56300","55210"
"In post","2022","Declared non-disabled","Tyneside","SCS level","70","70","86120","78300"
"In post","2022","Declared non-disabled","Tyneside","SEO/HEO","3560","3405","35580","33370"
"In post","2022","Declared non-disabled","Tyneside","Unknown","270","255","29350","28200"
"In post","2022","Declared non-disabled","Unknown","AA/AO","150","135","22600","21280"
"In post","2022","Declared non-disabled","Unknown","EO","295","275","28420","27570"
"In post","2022","Declared non-disabled","Unknown","G6/G7","90","85","55920","54700"
"In post","2022","Declared non-disabled","Unknown","SCS level","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SEO/HEO","235","230","36830","36250"
"In post","2022","Declared non-disabled","Unknown","Unknown","75","75","29730","27370"
"In post","2022","Declared non-disabled","Wakefield","AA/AO","480","435","25620","25210"
"In post","2022","Declared non-disabled","Wakefield","EO","325","295","29160","27570"
"In post","2022","Declared non-disabled","Wakefield","G6/G7","40","40","67090","65840"
"In post","2022","Declared non-disabled","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wakefield","SEO/HEO","205","195","37890","36710"
"In post","2022","Declared non-disabled","Wakefield","Unknown","125","115","30260","28200"
"In post","2022","Declared non-disabled","Walsall","AA/AO","220","185","21000","21260"
"In post","2022","Declared non-disabled","Walsall","EO","185","165","27320","27570"
"In post","2022","Declared non-disabled","Walsall","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Walsall","SEO/HEO","30","30","35750","32620"
"In post","2022","Declared non-disabled","Walsall","Unknown","60","60","29300","28200"
"In post","2022","Declared non-disabled","Wandsworth","AA/AO","340","325","29580","30520"
"In post","2022","Declared non-disabled","Wandsworth","EO","140","135","32460","31060"
"In post","2022","Declared non-disabled","Wandsworth","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Wandsworth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wandsworth","SEO/HEO","60","55","43480","42490"
"In post","2022","Declared non-disabled","Wandsworth","Unknown","35","30","34740","35310"
"In post","2022","Declared non-disabled","Warrington","AA/AO","415","365","23690","21550"
"In post","2022","Declared non-disabled","Warrington","EO","340","320","29900","27570"
"In post","2022","Declared non-disabled","Warrington","G6/G7","115","110","55910","54790"
"In post","2022","Declared non-disabled","Warrington","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Warrington","SEO/HEO","370","355","39190","38160"
"In post","2022","Declared non-disabled","Warrington","Unknown","40","40","30440","30210"
"In post","2022","Declared non-disabled","Warwickshire CC","AA/AO","305","270","21200","21260"
"In post","2022","Declared non-disabled","Warwickshire CC","EO","340","315","26110","27570"
"In post","2022","Declared non-disabled","Warwickshire CC","G6/G7","30","30","61790","55920"
"In post","2022","Declared non-disabled","Warwickshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Warwickshire CC","SEO/HEO","195","190","36540","34580"
"In post","2022","Declared non-disabled","Warwickshire CC","Unknown","110","100","29740","24800"
"In post","2022","Declared non-disabled","West Cumbria","AA/AO","485","435","22270","21300"
"In post","2022","Declared non-disabled","West Cumbria","EO","220","200","26850","25930"
"In post","2022","Declared non-disabled","West Cumbria","G6/G7","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Cumbria","SEO/HEO","110","105","34340","32070"
"In post","2022","Declared non-disabled","West Cumbria","Unknown","160","155","39770","37170"
"In post","2022","Declared non-disabled","West Essex","AA/AO","40","35","22150","21680"
"In post","2022","Declared non-disabled","West Essex","EO","300","260","28190","27370"
"In post","2022","Declared non-disabled","West Essex","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Essex","SEO/HEO","125","115","33860","30980"
"In post","2022","Declared non-disabled","West Essex","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","West Kent","AA/AO","30","30","31870","34630"
"In post","2022","Declared non-disabled","West Kent","EO","65","65","29550","29290"
"In post","2022","Declared non-disabled","West Kent","G6/G7","70","65","52680","48090"
"In post","2022","Declared non-disabled","West Kent","SEO/HEO","80","75","36340","38070"
"In post","2022","Declared non-disabled","West Kent","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","West Lothian","AA/AO","95","85","23360","22480"
"In post","2022","Declared non-disabled","West Lothian","EO","110","100","28550","27570"
"In post","2022","Declared non-disabled","West Lothian","G6/G7","40","35","62900","61710"
"In post","2022","Declared non-disabled","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Lothian","SEO/HEO","55","55","38640","37640"
"In post","2022","Declared non-disabled","West Northamptonshire","AA/AO","325","295","23090","21240"
"In post","2022","Declared non-disabled","West Northamptonshire","EO","225","215","27520","27570"
"In post","2022","Declared non-disabled","West Northamptonshire","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","West Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Northamptonshire","SEO/HEO","95","90","37820","36050"
"In post","2022","Declared non-disabled","West Northamptonshire","Unknown","100","95","29620","26310"
"In post","2022","Declared non-disabled","West Surrey","AA/AO","530","500","25250","24370"
"In post","2022","Declared non-disabled","West Surrey","EO","395","365","29260","29200"
"In post","2022","Declared non-disabled","West Surrey","G6/G7","165","160","59800","56950"
"In post","2022","Declared non-disabled","West Surrey","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","West Surrey","SEO/HEO","415","395","37650","38050"
"In post","2022","Declared non-disabled","West Surrey","Unknown","115","100","31840","30210"
"In post","2022","Declared non-disabled","West Sussex (North East)","AA/AO","85","75","22600","22610"
"In post","2022","Declared non-disabled","West Sussex (North East)","EO","555","480","27970","27570"
"In post","2022","Declared non-disabled","West Sussex (North East)","G6/G7","35","35","59220","58430"
"In post","2022","Declared non-disabled","West Sussex (North East)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Sussex (North East)","SEO/HEO","185","175","36590","35030"
"In post","2022","Declared non-disabled","West Sussex (North East)","Unknown","35","35","30330","28900"
"In post","2022","Declared non-disabled","West Sussex (South West)","AA/AO","225","195","22160","21260"
"In post","2022","Declared non-disabled","West Sussex (South West)","EO","300","265","27630","27570"
"In post","2022","Declared non-disabled","West Sussex (South West)","G6/G7","85","85","57890","55210"
"In post","2022","Declared non-disabled","West Sussex (South West)","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","West Sussex (South West)","SEO/HEO","225","210","37000","35980"
"In post","2022","Declared non-disabled","West Sussex (South West)","Unknown","45","45","29210","26310"
"In post","2022","Declared non-disabled","Westminster","AA/AO","1410","1340","24730","24310"
"In post","2022","Declared non-disabled","Westminster","EO","3825","3720","29180","29000"
"In post","2022","Declared non-disabled","Westminster","G6/G7","14610","14095","59840","57770"
"In post","2022","Declared non-disabled","Westminster","SCS level","2615","2525","88790","79770"
"In post","2022","Declared non-disabled","Westminster","SEO/HEO","13250","13015","38750","38600"
"In post","2022","Declared non-disabled","Westminster","Unknown","55","55","43150","42170"
"In post","2022","Declared non-disabled","Wiltshire","AA/AO","890","850","22330","21170"
"In post","2022","Declared non-disabled","Wiltshire","EO","915","870","26840","26670"
"In post","2022","Declared non-disabled","Wiltshire","G6/G7","1425","1380","54720","52700"
"In post","2022","Declared non-disabled","Wiltshire","SCS level","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Wiltshire","SEO/HEO","2730","2635","35610","36300"
"In post","2022","Declared non-disabled","Wiltshire","Unknown","80","75","35100","31540"
"In post","2022","Declared non-disabled","Wirral","AA/AO","660","560","21220","21260"
"In post","2022","Declared non-disabled","Wirral","EO","520","455","27340","27570"
"In post","2022","Declared non-disabled","Wirral","G6/G7","55","50","58800","56750"
"In post","2022","Declared non-disabled","Wirral","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wirral","SEO/HEO","245","225","35580","33840"
"In post","2022","Declared non-disabled","Wirral","Unknown","70","65","28520","26310"
"In post","2022","Declared non-disabled","Wolverhampton","AA/AO","260","215","20850","21260"
"In post","2022","Declared non-disabled","Wolverhampton","EO","300","275","27160","27570"
"In post","2022","Declared non-disabled","Wolverhampton","G6/G7","35","35","51350","48200"
"In post","2022","Declared non-disabled","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wolverhampton","SEO/HEO","115","115","33500","31990"
"In post","2022","Declared non-disabled","Wolverhampton","Unknown","90","85","27130","24800"
"In post","2022","Declared non-disabled","Worcestershire CC","AA/AO","730","685","23430","21860"
"In post","2022","Declared non-disabled","Worcestershire CC","EO","405","375","27750","27570"
"In post","2022","Declared non-disabled","Worcestershire CC","G6/G7","85","80","59460","56360"
"In post","2022","Declared non-disabled","Worcestershire CC","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Worcestershire CC","SEO/HEO","295","280","36530","35900"
"In post","2022","Declared non-disabled","Worcestershire CC","Unknown","135","130","30920","28310"
"In post","2022","Declared non-disabled","York","AA/AO","360","330","21880","21300"
"In post","2022","Declared non-disabled","York","EO","360","345","26360","26370"
"In post","2022","Declared non-disabled","York","G6/G7","320","310","55080","52070"
"In post","2022","Declared non-disabled","York","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","York","SEO/HEO","695","665","35270","35900"
"In post","2022","Declared non-disabled","York","Unknown","90","85","30470","28200"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Angus and Dundee City","AA/AO","50","45","21280","21260"
"In post","2022","Undeclared","Angus and Dundee City","EO","25","20","[c]","[c]"
"In post","2022","Undeclared","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Angus and Dundee City","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Antrim and Newtownabbey","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Barnet","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Barnet","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barnet","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","AA/AO","115","100","25760","23960"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","EO","70","65","30750","27570"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","SEO/HEO","45","45","39250","37280"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","75","70","25510","22330"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","120","110","26580","26670"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","160","155","57550","55680"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","445","430","37260","38010"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","110","105","43970","41380"
"In post","2022","Undeclared","Bedford","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Bedford","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bedford","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Bedford","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Belfast","AA/AO","35","30","21410","21250"
"In post","2022","Undeclared","Belfast","EO","30","25","[c]","[c]"
"In post","2022","Undeclared","Belfast","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Belfast","SEO/HEO","50","45","35330","33370"
"In post","2022","Undeclared","Berkshire","AA/AO","75","70","31160","27810"
"In post","2022","Undeclared","Berkshire","EO","55","50","32520","29290"
"In post","2022","Undeclared","Berkshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Berkshire","SEO/HEO","45","45","39000","37290"
"In post","2022","Undeclared","Berkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","AA/AO","110","100","29500","27790"
"In post","2022","Undeclared","Bexley and Greenwich","EO","50","45","33570","34550"
"In post","2022","Undeclared","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Bexley and Greenwich","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Birmingham","AA/AO","185","165","21980","21250"
"In post","2022","Undeclared","Birmingham","EO","165","160","26880","27570"
"In post","2022","Undeclared","Birmingham","G6/G7","60","60","57840","55210"
"In post","2022","Undeclared","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Birmingham","SEO/HEO","175","165","35890","33370"
"In post","2022","Undeclared","Birmingham","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","AA/AO","15","10","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","AA/AO","80","75","21120","21260"
"In post","2022","Undeclared","Blackpool","EO","115","110","27450","27570"
"In post","2022","Undeclared","Blackpool","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","SEO/HEO","55","55","34940","35040"
"In post","2022","Undeclared","Blackpool","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Bradford","AA/AO","75","65","21340","21260"
"In post","2022","Undeclared","Bradford","EO","40","35","27460","27570"
"In post","2022","Undeclared","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bradford","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Bradford","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","AA/AO","25","20","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Undeclared","Brent","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Brent","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","AA/AO","65","55","22260","21260"
"In post","2022","Undeclared","Bristol, City of","EO","90","85","27210","27570"
"In post","2022","Undeclared","Bristol, City of","G6/G7","55","55","55860","55100"
"In post","2022","Undeclared","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","SEO/HEO","115","105","35630","33950"
"In post","2022","Undeclared","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Bromley","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bromley","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","AA/AO","60","55","27910","26560"
"In post","2022","Undeclared","Buckinghamshire","EO","50","45","30970","32040"
"In post","2022","Undeclared","Buckinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","SEO/HEO","55","55","39420","38160"
"In post","2022","Undeclared","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","EO","35","35","27240","27570"
"In post","2022","Undeclared","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","AA/AO","190","170","27450","30120"
"In post","2022","Undeclared","Cambridgeshire CC","EO","70","65","30740","29200"
"In post","2022","Undeclared","Cambridgeshire CC","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","SEO/HEO","120","115","38400","38160"
"In post","2022","Undeclared","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","AA/AO","60","55","23870","23720"
"In post","2022","Undeclared","Camden and City of London","EO","30","30","29530","28830"
"In post","2022","Undeclared","Camden and City of London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Camden and City of London","SEO/HEO","35","35","36930","35940"
"In post","2022","Undeclared","Camden and City of London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","AA/AO","135","115","23010","22010"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","EO","115","110","28080","26910"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","G6/G7","50","50","60080","61440"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","SEO/HEO","175","165","37230","36240"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","AA/AO","75","70","24250","21680"
"In post","2022","Undeclared","Central Hampshire","EO","55","50","27760","26930"
"In post","2022","Undeclared","Central Hampshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","SEO/HEO","85","85","37360","36300"
"In post","2022","Undeclared","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","EO","55","55","27640","27570"
"In post","2022","Undeclared","Central Valleys","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Valleys","SEO/HEO","30","30","39690","38160"
"In post","2022","Undeclared","Central Valleys","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","AA/AO","45","40","25310","22170"
"In post","2022","Undeclared","Cheshire East","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","AA/AO","100","85","28450","31650"
"In post","2022","Undeclared","Chorley and West Lancashire","EO","40","35","31480","32040"
"In post","2022","Undeclared","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","SEO/HEO","25","25","[c]","[c]"
