"Status","Year","Function_of_post","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","Unknown","30","30","33080","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Heterosexual / straight","275","265","43820","40520"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Undeclared","30","30","42100","35980"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","110","105","43650","40520"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","225","215","39360","33640"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Undeclared","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Unknown","95","95","37060","33370"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Wales","Heterosexual / straight","120","115","47820","47940"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Wales","Undeclared","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Intellectual Property Office","Wales","Unknown","70","70","42270","39910"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","Heterosexual / straight","75","75","38190","34040"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","75","75","43770","40850"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East of England","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Scotland","Heterosexual / straight","45","45","34350","33090"
"In post","2022","Digital, Data & Technology","Met Office","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","South East (England)","Heterosexual / straight","60","55","35140","35070"
"In post","2022","Digital, Data & Technology","Met Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","South West (England)","Heterosexual / straight","785","750","39670","39650"
"In post","2022","Digital, Data & Technology","Met Office","South West (England)","LGBO","65","65","34220","37420"
"In post","2022","Digital, Data & Technology","Met Office","South West (England)","Undeclared","220","205","40130","39650"
"In post","2022","Digital, Data & Technology","Met Office","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Met Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","Heterosexual / straight","50","50","26400","26350"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","Heterosexual / straight","205","205","32060","31020"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","Undeclared","35","35","31800","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","165","165","38520","34000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Undeclared","40","35","40380","37320"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Unknown","25","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","Heterosexual / straight","150","145","32350","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","35","35","31070","33170"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","Heterosexual / straight","55","55","29650","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","Heterosexual / straight","320","315","31870","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","Undeclared","75","75","33200","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","Unknown","35","35","35040","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","Heterosexual / straight","660","640","35850","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","Undeclared","155","150","37080","36210"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","Unknown","60","55","37080","33460"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","Heterosexual / straight","195","195","31760","27120"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","45","40","29500","26670"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","320","315","52490","54270"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","LGBO","35","35","54980","55520"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Undeclared","40","40","57960","59030"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Unknown","115","110","52410","54270"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","Heterosexual / straight","30","30","39510","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","Heterosexual / straight","30","30","37590","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","Heterosexual / straight","60","60","41840","36580"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","75","75","50400","50430"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","East Midlands (England)","Heterosexual / straight","40","40","37520","36740"
"In post","2022","Digital, Data & Technology","National Crime Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","London","Heterosexual / straight","70","65","49220","48900"
"In post","2022","Digital, Data & Technology","National Crime Agency","London","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","London","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North West (England)","Heterosexual / straight","40","40","36970","36740"
"In post","2022","Digital, Data & Technology","National Crime Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Savings and Investments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
