"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","South West (England)","Devon","Outside London","120","115","41370","38790"
"In post","2022","Legal","South West (England)","Dorset and Somerset","Outside London","15","15","52290","60520"
"In post","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","350","330","45480","48080"
"In post","2022","Legal","Wales","East Wales","Outside London","390","365","41090","41420"
"In post","2022","Legal","Wales","West Wales and The Valleys","Outside London","100","90","44710","48080"
"In post","2022","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","47860","51470"
"In post","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Outside London","80","75","44120","48080"
"In post","2022","Legal","West Midlands (England)","West Midlands","Outside London","595","560","41090","38180"
"In post","2022","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","85","75","42160","48080"
"In post","2022","Legal","Yorkshire and The Humber","North Yorkshire","Outside London","75","70","48130","53780"
"In post","2022","Legal","Yorkshire and The Humber","South Yorkshire","Outside London","140","125","35900","28430"
"In post","2022","Legal","Yorkshire and The Humber","West Yorkshire","Outside London","640","595","41230","37750"
"In post","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","9170","8455","30480","27570"
"In post","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","5040","4640","27650","26490"
"In post","2022","No function","East Midlands (England)","Lincolnshire","Outside London","1695","1570","28600","27570"
"In post","2022","No function","East of England","Bedfordshire and Hertfordshire","Outside London","3015","2830","32290","29290"
"In post","2022","No function","East of England","East Anglia","Outside London","7490","6900","29680","27570"
"In post","2022","No function","East of England","Essex","Outside London","3135","2880","30050","29290"
"In post","2022","No function","London","Inner London - East","London","10255","9790","38700","33440"
"In post","2022","No function","London","Inner London - West","London","30800","30055","45810","40510"
"In post","2022","No function","London","Outer London - East and North East","London","3285","3080","31620","31060"
"In post","2022","No function","London","Outer London - South","London","3845","3650","36170","31740"
"In post","2022","No function","London","Outer London - West and North West","London","4740","4440","34580","31060"
"In post","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Outside London","13030","11435","26640","22080"
"In post","2022","No function","North East (England)","Tees Valley and Durham","Outside London","7330","6690","28590","27130"
"In post","2022","No function","North West (England)","Cheshire","Outside London","3380","3180","31390","28840"
"In post","2022","No function","North West (England)","Cumbria","Outside London","935","855","29030","27570"
"In post","2022","No function","North West (England)","Greater Manchester","Outside London","12880","12010","29070","27380"
"In post","2022","No function","North West (England)","Lancashire","Outside London","10945","9905","26700","26570"
"In post","2022","No function","North West (England)","Merseyside","Outside London","11120","10130","28590","26820"
"In post","2022","No function","Northern Ireland","Northern Ireland","Outside London","2045","1925","30640","26820"
"In post","2022","No function","Overseas","Overseas","Overseas","1755","1745","53070","53580"
"In post","2022","No function","Scotland","Eastern Scotland","Outside London","8455","7810","29470","27570"
"In post","2022","No function","Scotland","Highlands and Islands","Outside London","690","620","28640","27570"
"In post","2022","No function","Scotland","North Eastern Scotland","Outside London","980","910","36600","27570"
"In post","2022","No function","Scotland","Southern Scotland","Outside London","3065","2700","26970","26820"
"In post","2022","No function","Scotland","West Central Scotland","Outside London","8670","7930","28710","27570"
"In post","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","4815","4505","31540","29260"
"In post","2022","No function","South East (England)","Hampshire and Isle of Wight","Outside London","6620","5805","30760","27570"
"In post","2022","No function","South East (England)","Kent","Outside London","5105","4810","30690","29290"
"In post","2022","No function","South East (England)","Surrey, East and West Sussex","Outside London","5910","5430","30320","27570"
"In post","2022","No function","South West (England)","Cornwall and Isles of Scilly","Outside London","1125","1020","27360","27570"
"In post","2022","No function","South West (England)","Devon","Outside London","4240","3765","28500","27130"
"In post","2022","No function","South West (England)","Dorset and Somerset","Outside London","3105","2845","29420","27570"
"In post","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10360","9670","33700","29230"
"In post","2022","No function","Unknown","Unknown","Unknown","890","850","31540","29250"
"In post","2022","No function","Wales","East Wales","Outside London","10035","9350","29830","26820"
"In post","2022","No function","Wales","West Wales and The Valleys","Outside London","11315","10060","25420","21840"
"In post","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","2695","2515","29470","27570"
"In post","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Outside London","5745","5280","28300","27120"
"In post","2022","No function","West Midlands (England)","West Midlands","Outside London","13385","12325","29920","27570"
"In post","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","3770","3415","28000","27130"
"In post","2022","No function","Yorkshire and The Humber","North Yorkshire","Outside London","1835","1710","33850","29180"
"In post","2022","No function","Yorkshire and The Humber","South Yorkshire","Outside London","4960","4485","30570","27570"
"In post","2022","No function","Yorkshire and The Humber","West Yorkshire","Outside London","10870","10075","30530","27570"
"In post","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","355","345","41300","39370"
"In post","2022","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","25","20","38680","37590"
"In post","2022","Project Delivery","East Midlands (England)","Lincolnshire","Outside London","220","210","36260","35630"
"In post","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Outside London","165","160","42560","40180"
"In post","2022","Project Delivery","East of England","East Anglia","Outside London","370","355","37940","35900"
"In post","2022","Project Delivery","East of England","Essex","Outside London","140","130","43760","40520"
"In post","2022","Project Delivery","London","Inner London - East","London","1250","1180","51180","43810"
"In post","2022","Project Delivery","London","Inner London - West","London","2840","2765","54010","53600"
"In post","2022","Project Delivery","London","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","Project Delivery","London","Outer London - South","London","300","285","53870","47240"
"In post","2022","Project Delivery","London","Outer London - West and North West","London","25","20","42170","44000"
"In post","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Outside London","1195","1135","41740","40520"
"In post","2022","Project Delivery","North East (England)","Tees Valley and Durham","Outside London","60","55","38330","35500"
"In post","2022","Project Delivery","North West (England)","Cheshire","Outside London","35","35","41220","36740"
"In post","2022","Project Delivery","North West (England)","Cumbria","Outside London","280","270","36290","33300"
"In post","2022","Project Delivery","North West (England)","Greater Manchester","Outside London","510","490","43750","40520"
"In post","2022","Project Delivery","North West (England)","Lancashire","Outside London","700","650","37020","34290"
"In post","2022","Project Delivery","North West (England)","Merseyside","Outside London","655","630","41790","40520"
"In post","2022","Project Delivery","Northern Ireland","Northern Ireland","Outside London","95","90","42260","40180"
"In post","2022","Project Delivery","Overseas","Overseas","Overseas","600","595","55210","55510"
"In post","2022","Project Delivery","Scotland","Eastern Scotland","Outside London","310","300","41840","37710"
"In post","2022","Project Delivery","Scotland","Highlands and Islands","Outside London","25","25","41280","39800"
"In post","2022","Project Delivery","Scotland","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Project Delivery","Scotland","Southern Scotland","Outside London","705","675","37160","33930"
"In post","2022","Project Delivery","Scotland","West Central Scotland","Outside London","450","435","38320","35970"
"In post","2022","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","365","350","39520","35980"
"In post","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","Outside London","1520","1440","37390","35980"
"In post","2022","Project Delivery","South East (England)","Kent","Outside London","30","30","37730","35050"
"In post","2022","Project Delivery","South East (England)","Surrey, East and West Sussex","Outside London","90","85","41660","40000"
"In post","2022","Project Delivery","South West (England)","Cornwall and Isles of Scilly","Outside London","25","25","39750","36460"
"In post","2022","Project Delivery","South West (England)","Devon","Outside London","635","615","38560","38550"
"In post","2022","Project Delivery","South West (England)","Dorset and Somerset","Outside London","395","375","35110","33850"
"In post","2022","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","9910","9565","39610","38070"
"In post","2022","Project Delivery","Unknown","Unknown","Unknown","25","20","40090","35130"
"In post","2022","Project Delivery","Wales","East Wales","Outside London","440","420","44850","40180"
"In post","2022","Project Delivery","Wales","West Wales and The Valleys","Outside London","200","190","41170","33840"
"In post","2022","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","165","165","26680","24920"
"In post","2022","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Outside London","330","315","41250","40180"
"In post","2022","Project Delivery","West Midlands (England)","West Midlands","Outside London","410","395","41110","39580"
"In post","2022","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","15","15","34850","34530"
"In post","2022","Project Delivery","Yorkshire and The Humber","North Yorkshire","Outside London","100","95","38870","37630"
"In post","2022","Project Delivery","Yorkshire and The Humber","South Yorkshire","Outside London","135","120","40200","35440"
"In post","2022","Project Delivery","Yorkshire and The Humber","West Yorkshire","Outside London","455","430","41150","36630"
"In post","2022","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","360","340","39390","34000"
"In post","2022","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","110","105","28750","20970"
"In post","2022","Property","East Midlands (England)","Lincolnshire","Outside London","65","60","30050","26670"
"In post","2022","Property","East of England","Bedfordshire and Hertfordshire","Outside London","45","45","36640","33000"
"In post","2022","Property","East of England","East Anglia","Outside London","435","415","34950","33300"
"In post","2022","Property","East of England","Essex","Outside London","125","120","31340","27000"
"In post","2022","Property","London","Inner London - East","London","375","360","45190","39050"
"In post","2022","Property","London","Inner London - West","London","680","665","49520","45290"
"In post","2022","Property","London","Outer London - East and North East","London","25","25","41750","33740"
"In post","2022","Property","London","Outer London - South","London","250","240","40130","36320"
"In post","2022","Property","London","Outer London - West and North West","London","365","350","31410","28500"
"In post","2022","Property","North East (England)","Northumberland, and Tyne and Wear","Outside London","300","280","34810","31990"
"In post","2022","Property","North East (England)","Tees Valley and Durham","Outside London","470","455","27980","22040"
"In post","2022","Property","North West (England)","Cheshire","Outside London","45","45","39370","36740"
"In post","2022","Property","North West (England)","Cumbria","Outside London","20","20","31700","28060"
"In post","2022","Property","North West (England)","Greater Manchester","Outside London","305","300","40370","36500"
"In post","2022","Property","North West (England)","Lancashire","Outside London","145","140","36870","33810"
"In post","2022","Property","North West (England)","Merseyside","Outside London","195","185","35240","31900"
"In post","2022","Property","Northern Ireland","Northern Ireland","Outside London","85","85","29660","27680"
"In post","2022","Property","Overseas","Overseas","Overseas","175","175","39220","37950"
"In post","2022","Property","Scotland","Eastern Scotland","Outside London","300","290","34490","33000"
"In post","2022","Property","Scotland","Highlands and Islands","Outside London","50","50","32780","33300"
"In post","2022","Property","Scotland","North Eastern Scotland","Outside London","25","25","34210","31040"
"In post","2022","Property","Scotland","Southern Scotland","Outside London","40","40","31360","32860"
"In post","2022","Property","Scotland","West Central Scotland","Outside London","170","165","30720","29280"
"In post","2022","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","365","355","36110","33380"
"In post","2022","Property","South East (England)","Hampshire and Isle of Wight","Outside London","365","350","35430","33300"
"In post","2022","Property","South East (England)","Kent","Outside London","100","95","36310","33300"
"In post","2022","Property","South East (England)","Surrey, East and West Sussex","Outside London","165","160","42000","38750"
"In post","2022","Property","South West (England)","Cornwall and Isles of Scilly","Outside London","60","55","32000","31900"
"In post","2022","Property","South West (England)","Devon","Outside London","575","545","29420","25000"
"In post","2022","Property","South West (England)","Dorset and Somerset","Outside London","90","90","35520","33300"
"In post","2022","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","535","515","37640","33370"
"In post","2022","Property","Unknown","Unknown","Unknown","40","40","44230","41390"
"In post","2022","Property","Wales","East Wales","Outside London","330","315","34930","31900"
"In post","2022","Property","Wales","West Wales and The Valleys","Outside London","185","175","33400","30730"
"In post","2022","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","45","45","36880","33300"
"In post","2022","Property","West Midlands (England)","Shropshire and Staffordshire","Outside London","285","270","36640","33300"
"In post","2022","Property","West Midlands (England)","West Midlands","Outside London","365","350","39090","33370"
"In post","2022","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","115","105","35950","31900"
"In post","2022","Property","Yorkshire and The Humber","North Yorkshire","Outside London","180","175","35650","33300"
"In post","2022","Property","Yorkshire and The Humber","South Yorkshire","Outside London","180","170","40160","36500"
"In post","2022","Property","Yorkshire and The Humber","West Yorkshire","Outside London","400","375","38290","33740"
"In post","2022","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","105","105","35120","34070"
"In post","2022","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","30","30","35620","38160"
"In post","2022","Security","East Midlands (England)","Lincolnshire","Outside London","110","110","25220","25000"
"In post","2022","Security","East of England","Bedfordshire and Hertfordshire","Outside London","110","110","29550","25640"
"In post","2022","Security","East of England","East Anglia","Outside London","700","690","34520","33300"
"In post","2022","Security","East of England","Essex","Outside London","85","85","33870","27850"
"In post","2022","Security","London","Inner London - East","London","120","115","41090","40170"
"In post","2022","Security","London","Inner London - West","London","1475","1455","43240","40600"
"In post","2022","Security","London","Outer London - East and North East","London","45","45","34790","33950"
"In post","2022","Security","London","Outer London - South","London","40","40","37870","33560"
"In post","2022","Security","London","Outer London - West and North West","London","270","255","32290","29250"
"In post","2022","Security","North East (England)","Northumberland, and Tyne and Wear","Outside London","65","65","32620","27570"
"In post","2022","Security","North East (England)","Tees Valley and Durham","Outside London","50","50","36760","36480"
"In post","2022","Security","North West (England)","Cheshire","Outside London","25","25","31080","30240"
"In post","2022","Security","North West (England)","Cumbria","Outside London","100","100","29010","24610"
"In post","2022","Security","North West (England)","Greater Manchester","Outside London","95","95","36780","33300"
"In post","2022","Security","North West (England)","Lancashire","Outside London","70","65","29070","26510"
"In post","2022","Security","North West (England)","Merseyside","Outside London","65","60","26380","21260"
"In post","2022","Security","Northern Ireland","Northern Ireland","Outside London","405","400","22040","20560"
"In post","2022","Security","Overseas","Overseas","Overseas","160","160","40030","34450"
"In post","2022","Security","Scotland","Eastern Scotland","Outside London","85","80","26920","20310"
"In post","2022","Security","Scotland","Highlands and Islands","Outside London","45","45","25760","20310"
"In post","2022","Security","Scotland","North Eastern Scotland","Outside London","90","85","41430","44070"
"In post","2022","Security","Scotland","Southern Scotland","Outside London","60","55","26580","21170"
"In post","2022","Security","Scotland","West Central Scotland","Outside London","1180","1140","30720","26750"
"In post","2022","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1110","1090","34190","33340"
"In post","2022","Security","South East (England)","Hampshire and Isle of Wight","Outside London","735","720","29350","26670"
"In post","2022","Security","South East (England)","Kent","Outside London","75","75","31190","27380"
"In post","2022","Security","South East (England)","Surrey, East and West Sussex","Outside London","45","45","28630","19810"
"In post","2022","Security","South West (England)","Cornwall and Isles of Scilly","Outside London","55","50","22900","19810"
"In post","2022","Security","South West (England)","Devon","Outside London","445","430","28570","25000"
"In post","2022","Security","South West (England)","Dorset and Somerset","Outside London","160","155","25080","21170"
"In post","2022","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","645","635","31050","29210"
"In post","2022","Security","Unknown","Unknown","Unknown","110","110","30230","27370"
"In post","2022","Security","Wales","East Wales","Outside London","195","190","29800","25640"
"In post","2022","Security","Wales","West Wales and The Valleys","Outside London","125","120","25150","24720"
"In post","2022","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","145","145","32100","32860"
"In post","2022","Security","West Midlands (England)","Shropshire and Staffordshire","Outside London","185","180","30580","26820"
"In post","2022","Security","West Midlands (England)","West Midlands","Outside London","65","65","32410","30130"
"In post","2022","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","60","60","36520","39070"
"In post","2022","Security","Yorkshire and The Humber","North Yorkshire","Outside London","745","710","30200","26670"
"In post","2022","Security","Yorkshire and The Humber","South Yorkshire","Outside London","120","120","37110","38750"
"In post","2022","Security","Yorkshire and The Humber","West Yorkshire","Outside London","75","70","37770","34310"
"In post","2022","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","325","310","31840","26670"
"In post","2022","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","390","365","28040","26070"
"In post","2022","Unknown","East Midlands (England)","Lincolnshire","Outside London","670","645","26950","21380"
"In post","2022","Unknown","East of England","Bedfordshire and Hertfordshire","Outside London","585","555","32470","27370"
"In post","2022","Unknown","East of England","East Anglia","Outside London","1865","1745","26400","21830"
"In post","2022","Unknown","East of England","Essex","Outside London","1025","940","28720","26620"
"In post","2022","Unknown","London","Inner London - East","London","490","465","34880","29990"
"In post","2022","Unknown","London","Inner London - West","London","6850","6665","47410","42170"
"In post","2022","Unknown","London","Outer London - East and North East","London","90","85","33890","29250"
"In post","2022","Unknown","London","Outer London - South","London","5630","5365","38990","35070"
"In post","2022","Unknown","London","Outer London - West and North West","London","3070","2835","32060","29080"
"In post","2022","Unknown","North East (England)","Northumberland, and Tyne and Wear","Outside London","660","630","28980","25400"
"In post","2022","Unknown","North East (England)","Tees Valley and Durham","Outside London","1025","890","25390","21680"
"In post","2022","Unknown","North West (England)","Cheshire","Outside London","150","140","29260","23010"
"In post","2022","Unknown","North West (England)","Cumbria","Outside London","25","25","29340","26670"
"In post","2022","Unknown","North West (England)","Greater Manchester","Outside London","1860","1785","31960","27370"
"In post","2022","Unknown","North West (England)","Lancashire","Outside London","385","360","32860","26930"
"In post","2022","Unknown","North West (England)","Merseyside","Outside London","5725","5320","26900","24890"
"In post","2022","Unknown","Northern Ireland","Northern Ireland","Outside London","945","885","26280","24880"
"In post","2022","Unknown","Overseas","Overseas","Overseas","785","775","42010","40120"
"In post","2022","Unknown","Scotland","Eastern Scotland","Outside London","9460","9080","41250","36130"
"In post","2022","Unknown","Scotland","Highlands and Islands","Outside London","995","950","30610","27940"
"In post","2022","Unknown","Scotland","North Eastern Scotland","Outside London","725","690","36190","31540"
"In post","2022","Unknown","Scotland","Southern Scotland","Outside London","1010","945","31440","27940"
"In post","2022","Unknown","Scotland","West Central Scotland","Outside London","5585","5375","37050","31540"
"In post","2022","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1230","1180","32550","27940"
"In post","2022","Unknown","South East (England)","Hampshire and Isle of Wight","Outside London","2835","2725","31860","27370"
"In post","2022","Unknown","South East (England)","Kent","Outside London","2680","2470","27520","25310"
"In post","2022","Unknown","South East (England)","Surrey, East and West Sussex","Outside London","1230","1115","30740","27700"
"In post","2022","Unknown","South West (England)","Cornwall and Isles of Scilly","Outside London","330","310","26220","22200"
"In post","2022","Unknown","South West (England)","Devon","Outside London","760","710","30470","26350"
"In post","2022","Unknown","South West (England)","Dorset and Somerset","Outside London","725","695","28480","26350"
"In post","2022","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2345","2225","33110","29200"
"In post","2022","Unknown","Unknown","Unknown","Unknown","1945","1935","37440","34020"
"In post","2022","Unknown","Wales","East Wales","Outside London","4295","4045","40150","38160"
"In post","2022","Unknown","Wales","West Wales and The Valleys","Outside London","2825","2670","38470","38160"
"In post","2022","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","335","315","26270","21830"
"In post","2022","Unknown","West Midlands (England)","Shropshire and Staffordshire","Outside London","1025","985","31660","29350"
"In post","2022","Unknown","West Midlands (England)","West Midlands","Outside London","1145","1070","28490","25310"
"In post","2022","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","720","695","26420","26670"
"In post","2022","Unknown","Yorkshire and The Humber","North Yorkshire","Outside London","875","840","27880","22330"
"In post","2022","Unknown","Yorkshire and The Humber","South Yorkshire","Outside London","2895","2685","29610","25040"
"In post","2022","Unknown","Yorkshire and The Humber","West Yorkshire","Outside London","1160","1100","31240","27370"
"Leaver CS","2022","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East of England","East Anglia","Outside London","30","[c]","34070","31010"
"Leaver CS","2022","Analysis","London","Inner London - East","London","50","[c]","45490","36880"
"Leaver CS","2022","Analysis","London","Inner London - West","London","225","[c]","39320","35850"
"Leaver CS","2022","Analysis","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","Eastern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","West Central Scotland","Outside London","10","[c]","40300","33800"
"Leaver CS","2022","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South East (England)","Hampshire and Isle of Wight","Outside London","40","[c]","36420","30210"
"Leaver CS","2022","Analysis","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Dorset and Somerset","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","[c]","34440","33000"
"Leaver CS","2022","Analysis","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Wales","East Wales","Outside London","80","[c]","28340","23880"
"Leaver CS","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","West Midlands (England)","West Midlands","Outside London","10","[c]","48660","39500"
"Leaver CS","2022","Analysis","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Yorkshire and The Humber","South Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Yorkshire and The Humber","West Yorkshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East of England","East Anglia","Outside London","20","[c]","44840","36340"
"Leaver CS","2022","Commercial","East of England","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Inner London - East","London","15","[c]","67880","58720"
"Leaver CS","2022","Commercial","London","Inner London - West","London","140","[c]","66940","61860"
"Leaver CS","2022","Commercial","London","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North West (England)","Greater Manchester","Outside London","15","[c]","41550","36500"
"Leaver CS","2022","Commercial","North West (England)","Merseyside","Outside London","20","[c]","48210","40260"
"Leaver CS","2022","Commercial","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scotland","Eastern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scotland","Southern Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scotland","West Central Scotland","Outside London","15","[c]","42950","35000"
"Leaver CS","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","[c]","47230","42000"
"Leaver CS","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Outside London","15","[c]","41740","39520"
"Leaver CS","2022","Commercial","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","South West (England)","Devon","Outside London","10","[c]","36390","38200"
"Leaver CS","2022","Commercial","South West (England)","Dorset and Somerset","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","70","[c]","45050","38070"
"Leaver CS","2022","Commercial","Unknown","Unknown","Unknown","50","[c]","69380","67700"
"Leaver CS","2022","Commercial","Wales","East Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","West Midlands","Outside London","15","[c]","49950","37280"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","West Yorkshire","Outside London","25","[c]","73830","61710"
"Leaver CS","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Inner London - East","London","40","[c]","41400","38000"
"Leaver CS","2022","Communications","London","Inner London - West","London","230","[c]","45020","40600"
"Leaver CS","2022","Communications","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","Greater Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","Eastern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
