"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","South West (England)","Devon","Outside London","75","[c]","28590","22330"
"Leaver CS","2022","Unknown","South West (England)","Dorset and Somerset","Outside London","75","[c]","28040","21960"
"Leaver CS","2022","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","320","[c]","31740","30370"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","340","[c]","35250","32700"
"Leaver CS","2022","Unknown","Wales","East Wales","Outside London","565","[c]","36880","28850"
"Leaver CS","2022","Unknown","Wales","West Wales and The Valleys","Outside London","175","[c]","33140","27570"
"Leaver CS","2022","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","50","[c]","25950","26350"
"Leaver CS","2022","Unknown","West Midlands (England)","Shropshire and Staffordshire","Outside London","150","[c]","30930","27370"
"Leaver CS","2022","Unknown","West Midlands (England)","West Midlands","Outside London","365","[c]","25760","26160"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","75","[c]","26430","26670"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","North Yorkshire","Outside London","100","[c]","28190","22330"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","South Yorkshire","Outside London","205","[c]","27460","21680"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","West Yorkshire","Outside London","525","[c]","27850","26160"
"Leaver Dept.","2022","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East of England","East Anglia","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Inner London - East","London","20","[c]","42780","39180"
"Leaver Dept.","2022","Analysis","London","Inner London - West","London","325","[c]","43770","39780"
"Leaver Dept.","2022","Analysis","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","North West (England)","Greater Manchester","Outside London","10","[c]","42550","42100"
"Leaver Dept.","2022","Analysis","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South East (England)","Hampshire and Isle of Wight","Outside London","35","[c]","35780","30460"
"Leaver Dept.","2022","Analysis","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","[c]","39840","39850"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Wales","East Wales","Outside London","45","[c]","34240","31840"
"Leaver Dept.","2022","Analysis","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","West Midlands (England)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","South Yorkshire","Outside London","15","[c]","45890","42220"
"Leaver Dept.","2022","Analysis","Yorkshire and The Humber","West Yorkshire","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East of England","East Anglia","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Inner London - East","London","50","[c]","50640","53120"
"Leaver Dept.","2022","Commercial","London","Inner London - West","London","105","[c]","51490","52540"
"Leaver Dept.","2022","Commercial","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Outer London - West and North West","London","15","[c]","43850","40470"
"Leaver Dept.","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Greater Manchester","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North West (England)","Merseyside","Outside London","15","[c]","42730","39360"
"Leaver Dept.","2022","Commercial","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scotland","Southern Scotland","Outside London","10","[c]","37650","33930"
"Leaver Dept.","2022","Commercial","Scotland","West Central Scotland","Outside London","10","[c]","35730","36100"
"Leaver Dept.","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Outside London","10","[c]","34200","37690"
"Leaver Dept.","2022","Commercial","South West (England)","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","[c]","41840","39820"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","Unknown","50","[c]","40170","33350"
"Leaver Dept.","2022","Commercial","Wales","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","West Midlands (England)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Yorkshire and The Humber","West Yorkshire","Outside London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East of England","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Inner London - East","London","60","[c]","46450","41260"
"Leaver Dept.","2022","Communications","London","Inner London - West","London","245","[c]","44200","39710"
"Leaver Dept.","2022","Communications","London","Outer London - West and North West","London","20","[c]","34690","33880"
"Leaver Dept.","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","North West (England)","Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","[c]","29600","28590"
"Leaver Dept.","2022","Communications","Unknown","Unknown","Unknown","30","[c]","48170","36960"
"Leaver Dept.","2022","Communications","Wales","East Wales","Outside London","15","[c]","34330","36240"
"Leaver Dept.","2022","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Midlands (England)","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","South Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Yorkshire and The Humber","West Yorkshire","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Inner London - West","London","30","[c]","38420","33100"
"Leaver Dept.","2022","Counter Fraud","London","Outer London - East and North East","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Outside London","10","[c]","28670","27570"
"Leaver Dept.","2022","Counter Fraud","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Greater Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North West (England)","Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Scotland","Eastern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Scotland","West Central Scotland","Outside London","10","[c]","25680","27570"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Kent","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Wales","East Wales","Outside London","10","[c]","27160","25430"
"Leaver Dept.","2022","Counter Fraud","Wales","West Wales and The Valleys","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Midlands (England)","West Midlands","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","North East (England)","Northumberland, and Tyne and Wear","Outside London","15","[c]","24370","21260"
"Leaver Dept.","2022","Debt","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","North West (England)","Greater Manchester","Outside London","15","[c]","23160","21260"
"Leaver Dept.","2022","Debt","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","West Midlands (England)","West Midlands","Outside London","10","[c]","23710","21260"
"Leaver Dept.","2022","Debt","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Yorkshire and The Humber","West Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","15","[c]","37070","31210"
"Leaver Dept.","2022","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","East of England","East Anglia","Outside London","10","[c]","45260","36330"
"Leaver Dept.","2022","Digital, Data & Technology","London","Inner London - East","London","75","[c]","47910","42000"
"Leaver Dept.","2022","Digital, Data & Technology","London","Inner London - West","London","170","[c]","47740","41720"
"Leaver Dept.","2022","Digital, Data & Technology","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Outer London - West and North West","London","55","[c]","43370","40070"
"Leaver Dept.","2022","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Outside London","40","[c]","39070","35990"
"Leaver Dept.","2022","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","North West (England)","Cheshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","North West (England)","Greater Manchester","Outside London","45","[c]","41580","36310"
"Leaver Dept.","2022","Digital, Data & Technology","North West (England)","Lancashire","Outside London","15","[c]","40850","36640"
"Leaver Dept.","2022","Digital, Data & Technology","North West (England)","Merseyside","Outside London","10","[c]","43480","38620"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scotland","Southern Scotland","Outside London","15","[c]","39060","39630"
"Leaver Dept.","2022","Digital, Data & Technology","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Outside London","10","[c]","37220","34690"
"Leaver Dept.","2022","Digital, Data & Technology","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South West (England)","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","50","[c]","39710","36330"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","Unknown","55","[c]","34370","31040"
"Leaver Dept.","2022","Digital, Data & Technology","Wales","East Wales","Outside London","45","[c]","39330","36740"
"Leaver Dept.","2022","Digital, Data & Technology","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","West Midlands (England)","West Midlands","Outside London","25","[c]","35990","33540"
"Leaver Dept.","2022","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","Outside London","25","[c]","44380","40960"
"Leaver Dept.","2022","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","Outside London","40","[c]","39350","38920"
"Leaver Dept.","2022","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Inner London - East","London","35","[c]","44360","41030"
"Leaver Dept.","2022","Finance","London","Inner London - West","London","170","[c]","49070","43080"
"Leaver Dept.","2022","Finance","London","Outer London - West and North West","London","20","[c]","41390","38000"
"Leaver Dept.","2022","Finance","North East (England)","Northumberland, and Tyne and Wear","Outside London","15","[c]","32200","31990"
"Leaver Dept.","2022","Finance","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","North West (England)","Greater Manchester","Outside London","15","[c]","41400","36130"
"Leaver Dept.","2022","Finance","North West (England)","Lancashire","Outside London","25","[c]","40660","35310"
"Leaver Dept.","2022","Finance","North West (England)","Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Scotland","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Scotland","Southern Scotland","Outside London","10","[c]","38360","33930"
"Leaver Dept.","2022","Finance","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","South East (England)","Hampshire and Isle of Wight","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","65","[c]","35060","28590"
"Leaver Dept.","2022","Finance","Unknown","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Wales","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","West Midlands (England)","West Midlands","Outside London","25","[c]","34740","31990"
"Leaver Dept.","2022","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Yorkshire and The Humber","North Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Yorkshire and The Humber","South Yorkshire","Outside London","20","[c]","40580","36010"
"Leaver Dept.","2022","Finance","Yorkshire and The Humber","West Yorkshire","Outside London","85","[c]","45330","42470"
"Leaver Dept.","2022","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","North East (England)","Northumberland, and Tyne and Wear","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","North West (England)","Cumbria","Outside London","10","[c]","25610","25010"
"Leaver Dept.","2022","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","South West (England)","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Yorkshire and The Humber","North Yorkshire","Outside London","10","[c]","25470","21300"
"Leaver Dept.","2022","Grants Management","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East of England","East Anglia","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","East of England","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Inner London - East","London","125","[c]","40060","32330"
"Leaver Dept.","2022","Human Resources","London","Inner London - West","London","190","[c]","43430","35520"
"Leaver Dept.","2022","Human Resources","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Outer London - West and North West","London","25","[c]","44580","45850"
"Leaver Dept.","2022","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Outside London","50","[c]","28630","27570"
"Leaver Dept.","2022","Human Resources","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","North West (England)","Cheshire","Outside London","15","[c]","26250","21170"
"Leaver Dept.","2022","Human Resources","North West (England)","Greater Manchester","Outside London","20","[c]","38240","36820"
"Leaver Dept.","2022","Human Resources","North West (England)","Lancashire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","North West (England)","Merseyside","Outside London","25","[c]","27540","25840"
"Leaver Dept.","2022","Human Resources","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scotland","Eastern Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scotland","Southern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scotland","West Central Scotland","Outside London","20","[c]","29170","26670"
"Leaver Dept.","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","Outside London","15","[c]","35870","29870"
"Leaver Dept.","2022","Human Resources","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","40","[c]","38540","37020"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","Unknown","40","[c]","34760","32000"
"Leaver Dept.","2022","Human Resources","Wales","East Wales","Outside London","15","[c]","43450","49360"
"Leaver Dept.","2022","Human Resources","Wales","West Wales and The Valleys","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
