"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Operational Research","London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Operational Research","London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Operational Research","London","SEO/HEO","Female","70","70","39260","37610"
"In post","2022","Operational Research","London","SEO/HEO","Male","95","95","40950","40050"
"In post","2022","Operational Research","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Outside London","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Operational Research","Outside London","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Operational Research","Outside London","EO","Female","15","15","[c]","[c]"
"In post","2022","Operational Research","Outside London","EO","Male","15","15","[c]","[c]"
"In post","2022","Operational Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Outside London","G6/G7","Female","100","90","51480","47590"
"In post","2022","Operational Research","Outside London","G6/G7","Male","245","235","52870","50180"
"In post","2022","Operational Research","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Outside London","SEO/HEO","Female","150","145","35760","38070"
"In post","2022","Operational Research","Outside London","SEO/HEO","Male","215","210","35630","38070"
"In post","2022","Operational Research","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","London","AA/AO","Female","325","305","24610","24980"
"In post","2022","Other","London","AA/AO","Male","260","255","23770","23970"
"In post","2022","Other","London","EO","Female","980","945","29380","30000"
"In post","2022","Other","London","EO","Male","545","540","27840","28710"
"In post","2022","Other","London","G6/G7","Female","425","400","61550","57680"
"In post","2022","Other","London","G6/G7","Male","440","430","65650","62120"
"In post","2022","Other","London","SCS level","Female","95","90","93910","87490"
"In post","2022","Other","London","SCS level","Male","100","100","103190","93500"
"In post","2022","Other","London","SEO/HEO","Female","695","670","37570","36650"
"In post","2022","Other","London","SEO/HEO","Male","490","485","37260","36650"
"In post","2022","Other","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","Outside London","AA/AO","Female","6055","5430","21320","21260"
"In post","2022","Other","Outside London","AA/AO","Male","3820","3710","21010","21170"
"In post","2022","Other","Outside London","EO","Female","3800","3465","26810","27570"
"In post","2022","Other","Outside London","EO","Male","3335","3260","26930","27570"
"In post","2022","Other","Outside London","G6/G7","Female","460","435","56140","55210"
"In post","2022","Other","Outside London","G6/G7","Male","650","635","57540","55210"
"In post","2022","Other","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Outside London","SCS level","Female","45","45","89090","81990"
"In post","2022","Other","Outside London","SCS level","Male","55","55","103540","90400"
"In post","2022","Other","Outside London","SEO/HEO","Female","2560","2410","35180","33440"
"In post","2022","Other","Outside London","SEO/HEO","Male","2715","2645","36140","34860"
"In post","2022","Other","Outside London","Unknown","Female","15","10","[c]","[c]"
"In post","2022","Other","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Other","Overseas","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Other","Overseas","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Other","Overseas","EO","Female","20","20","[c]","[c]"
"In post","2022","Other","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2022","Other","Overseas","G6/G7","Female","55","55","63790","64840"
"In post","2022","Other","Overseas","G6/G7","Male","50","50","64890","64900"
"In post","2022","Other","Overseas","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Other","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Other","Overseas","SEO/HEO","Female","135","135","42420","41600"
"In post","2022","Other","Overseas","SEO/HEO","Male","70","70","42180","41600"
"In post","2022","Other","Overseas","Unknown","Female","70","70","[c]","[c]"
"In post","2022","Other","Overseas","Unknown","Male","100","100","[c]","[c]"
"In post","2022","Other","Unknown","AA/AO","Female","70","60","23750","25110"
"In post","2022","Other","Unknown","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Other","Unknown","EO","Female","35","35","28100","27570"
"In post","2022","Other","Unknown","EO","Male","20","15","[c]","[c]"
"In post","2022","Other","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Other","Unknown","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Other","Unknown","Unknown","Female","170","170","32470","32400"
"In post","2022","Other","Unknown","Unknown","Male","1590","1590","37990","34460"
"In post","2022","Planning","London","EO","Female","5","5","[c]","[c]"
"In post","2022","Planning","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","London","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Planning","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Planning","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Planning","London","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2022","Planning","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Planning","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Planning","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2022","Planning","Outside London","EO","Male","5","5","[c]","[c]"
"In post","2022","Planning","Outside London","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Planning","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Planning","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Outside London","SEO/HEO","Female","35","30","38350","38160"
"In post","2022","Planning","Outside London","SEO/HEO","Male","30","30","38730","38160"
"In post","2022","Planning Inspectors","London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Planning Inspectors","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","G6/G7","Female","125","105","55890","58810"
"In post","2022","Planning Inspectors","Outside London","G6/G7","Male","215","195","57150","58810"
"In post","2022","Planning Inspectors","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Policy","London","AA/AO","Female","175","160","25640","24900"
"In post","2022","Policy","London","AA/AO","Male","115","110","25850","24900"
"In post","2022","Policy","London","EO","Female","930","905","29290","28670"
"In post","2022","Policy","London","EO","Male","620","615","29070","28650"
"In post","2022","Policy","London","G6/G7","Female","4805","4590","58850","57430"
"In post","2022","Policy","London","G6/G7","Male","4520","4460","59490","57570"
"In post","2022","Policy","London","SCS level","Female","735","685","83360","76850"
"In post","2022","Policy","London","SCS level","Male","700","695","86750","78060"
"In post","2022","Policy","London","SEO/HEO","Female","4710","4590","37920","38160"
"In post","2022","Policy","London","SEO/HEO","Male","3925","3900","38160","38160"
"In post","2022","Policy","London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Policy","London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Policy","Outside London","AA/AO","Female","235","220","22110","21840"
"In post","2022","Policy","Outside London","AA/AO","Male","115","110","22180","21840"
"In post","2022","Policy","Outside London","EO","Female","740","700","26600","26130"
"In post","2022","Policy","Outside London","EO","Male","415","410","26840","26470"
"In post","2022","Policy","Outside London","G6/G7","Female","1610","1520","54540","52070"
"In post","2022","Policy","Outside London","G6/G7","Male","1370","1345","55650","53660"
"In post","2022","Policy","Outside London","SCS level","Female","115","110","83590","77900"
"In post","2022","Policy","Outside London","SCS level","Male","135","130","87820","78460"
"In post","2022","Policy","Outside London","SEO/HEO","Female","3080","2910","35940","36500"
"In post","2022","Policy","Outside London","SEO/HEO","Male","2125","2085","36130","36350"
"In post","2022","Policy","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Policy","Outside London","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Policy","Overseas","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Policy","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Policy","Overseas","EO","Female","25","25","[c]","[c]"
"In post","2022","Policy","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2022","Policy","Overseas","G6/G7","Female","345","340","58400","56660"
"In post","2022","Policy","Overseas","G6/G7","Male","445","445","58630","56800"
"In post","2022","Policy","Overseas","SCS level","Female","90","90","88430","77400"
"In post","2022","Policy","Overseas","SCS level","Male","130","130","85520","76550"
"In post","2022","Policy","Overseas","SEO/HEO","Female","280","280","35290","34220"
"In post","2022","Policy","Overseas","SEO/HEO","Male","345","345","35300","34260"
"In post","2022","Policy","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Policy","Unknown","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Policy","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Policy","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","London","AA/AO","Female","90","65","24130","23460"
"In post","2022","Project Delivery","London","AA/AO","Male","35","30","24300","25110"
"In post","2022","Project Delivery","London","EO","Female","175","165","29610","29350"
"In post","2022","Project Delivery","London","EO","Male","95","90","29240","28760"
"In post","2022","Project Delivery","London","G6/G7","Female","700","680","60620","57740"
"In post","2022","Project Delivery","London","G6/G7","Male","745","735","61890","59540"
"In post","2022","Project Delivery","London","SCS level","Female","100","100","90030","85500"
"In post","2022","Project Delivery","London","SCS level","Male","110","105","97610","93900"
"In post","2022","Project Delivery","London","SEO/HEO","Female","890","865","39280","39540"
"In post","2022","Project Delivery","London","SEO/HEO","Male","700","690","39580","39970"
"In post","2022","Project Delivery","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","AA/AO","Female","235","195","21340","21260"
"In post","2022","Project Delivery","Outside London","AA/AO","Male","105","100","21310","21260"
"In post","2022","Project Delivery","Outside London","EO","Female","700","640","26430","26590"
"In post","2022","Project Delivery","Outside London","EO","Male","435","420","26130","26520"
"In post","2022","Project Delivery","Outside London","G6/G7","Female","1390","1340","55340","54540"
"In post","2022","Project Delivery","Outside London","G6/G7","Male","1835","1800","56490","55210"
"In post","2022","Project Delivery","Outside London","SCS level","Female","65","65","81620","75500"
"In post","2022","Project Delivery","Outside London","SCS level","Male","95","90","88870","81530"
"In post","2022","Project Delivery","Outside London","SEO/HEO","Female","3565","3345","36190","35980"
"In post","2022","Project Delivery","Outside London","SEO/HEO","Male","3185","3110","37380","38170"
"In post","2022","Project Delivery","Outside London","Unknown","Female","175","165","41300","39860"
"In post","2022","Project Delivery","Outside London","Unknown","Male","320","315","47130","44430"
"In post","2022","Project Delivery","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6/G7","Female","30","30","56740","55620"
"In post","2022","Project Delivery","Overseas","G6/G7","Male","35","35","60160","58030"
"In post","2022","Project Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","Male","35","35","41450","41470"
"In post","2022","Project Delivery","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","AA/AO","Female","50","45","24040","25750"
"In post","2022","Property","London","AA/AO","Male","45","45","23140","24210"
"In post","2022","Property","London","EO","Female","135","125","30900","30620"
"In post","2022","Property","London","EO","Male","140","135","30060","30600"
"In post","2022","Property","London","G6/G7","Female","140","135","61000","62400"
"In post","2022","Property","London","G6/G7","Male","230","225","63210","63750"
"In post","2022","Property","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Property","London","SCS level","Male","30","30","[c]","[c]"
"In post","2022","Property","London","SEO/HEO","Female","200","190","39900","38870"
"In post","2022","Property","London","SEO/HEO","Male","300","290","41390","40650"
"In post","2022","Property","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Outside London","AA/AO","Female","395","350","20360","21170"
"In post","2022","Property","Outside London","AA/AO","Male","490","475","19400","18990"
"In post","2022","Property","Outside London","EO","Female","615","560","26540","26670"
"In post","2022","Property","Outside London","EO","Male","620","600","26600","26670"
"In post","2022","Property","Outside London","G6/G7","Female","370","355","55710","54540"
"In post","2022","Property","Outside London","G6/G7","Male","745","730","57820","57150"
"In post","2022","Property","Outside London","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Property","Outside London","SCS level","Male","35","30","88600","80000"
"In post","2022","Property","Outside London","SEO/HEO","Female","1135","1070","36340","33840"
"In post","2022","Property","Outside London","SEO/HEO","Male","1645","1590","37620","36050"
"In post","2022","Property","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Property","Outside London","Unknown","Male","35","35","21150","21600"
"In post","2022","Property","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2022","Property","Overseas","EO","Male","20","20","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","Male","110","110","39200","40000"
"In post","2022","Property","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Psychology","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","EO","Female","15","15","[c]","[c]"
"In post","2022","Psychology","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","Psychology","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","SEO/HEO","Female","45","45","40240","37290"
"In post","2022","Psychology","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outside London","AA/AO","Female","70","65","21660","21550"
"In post","2022","Psychology","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Psychology","Outside London","EO","Female","330","325","27090","26850"
"In post","2022","Psychology","Outside London","EO","Male","65","60","26740","26850"
"In post","2022","Psychology","Outside London","G6/G7","Female","85","80","64410","65000"
"In post","2022","Psychology","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Psychology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outside London","SEO/HEO","Female","765","730","36930","31180"
"In post","2022","Psychology","Outside London","SEO/HEO","Male","80","80","36830","34340"
"In post","2022","Psychology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Science and Engineering","London","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Science and Engineering","London","EO","Female","60","60","27970","27150"
"In post","2022","Science and Engineering","London","EO","Male","30","30","28010","27200"
"In post","2022","Science and Engineering","London","G6/G7","Female","225","215","59650","56130"
"In post","2022","Science and Engineering","London","G6/G7","Male","155","155","60960","59730"
"In post","2022","Science and Engineering","London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Science and Engineering","London","SCS level","Male","30","30","90630","86770"
"In post","2022","Science and Engineering","London","SEO/HEO","Female","355","345","38420","40070"
"In post","2022","Science and Engineering","London","SEO/HEO","Male","200","200","39950","40290"
"In post","2022","Science and Engineering","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Outside London","AA/AO","Female","290","275","21960","21510"
"In post","2022","Science and Engineering","Outside London","AA/AO","Male","755","745","21660","22200"
"In post","2022","Science and Engineering","Outside London","EO","Female","600","570","25970","26370"
"In post","2022","Science and Engineering","Outside London","EO","Male","1280","1255","26100","26370"
"In post","2022","Science and Engineering","Outside London","G6/G7","Female","745","690","54700","52310"
"In post","2022","Science and Engineering","Outside London","G6/G7","Male","1980","1900","55590","54910"
"In post","2022","Science and Engineering","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Outside London","SCS level","Male","35","35","94440","93820"
"In post","2022","Science and Engineering","Outside London","SEO/HEO","Female","1915","1760","35950","36500"
"In post","2022","Science and Engineering","Outside London","SEO/HEO","Male","4275","4175","37400","38070"
"In post","2022","Science and Engineering","Outside London","Unknown","Female","85","85","39800","34000"
"In post","2022","Science and Engineering","Outside London","Unknown","Male","690","680","41430","39950"
"In post","2022","Science and Engineering","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO/HEO","Male","65","65","41770","40580"
"In post","2022","Science and Engineering","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Security","London","AA/AO","Female","85","75","25850","25630"
"In post","2022","Security","London","AA/AO","Male","310","310","27240","23340"
"In post","2022","Security","London","EO","Female","80","75","30350","30300"
"In post","2022","Security","London","EO","Male","90","90","33540","30750"
"In post","2022","Security","London","G6/G7","Female","75","75","61110","59730"
"In post","2022","Security","London","G6/G7","Male","150","150","62400","62120"
"In post","2022","Security","London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Security","London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Security","London","SEO/HEO","Female","265","260","40210","38600"
"In post","2022","Security","London","SEO/HEO","Male","310","310","41790","41310"
"In post","2022","Security","London","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Security","London","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Security","Outside London","AA/AO","Female","770","745","25160","21260"
"In post","2022","Security","Outside London","AA/AO","Male","4415","4325","27340","23540"
"In post","2022","Security","Outside London","EO","Female","270","255","29250","26820"
"In post","2022","Security","Outside London","EO","Male","605","600","36200","40190"
"In post","2022","Security","Outside London","G6/G7","Female","85","85","55790","54540"
"In post","2022","Security","Outside London","G6/G7","Male","195","190","57520","55210"
"In post","2022","Security","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Security","Outside London","SEO/HEO","Female","450","435","36290","35310"
"In post","2022","Security","Outside London","SEO/HEO","Male","810","795","40300","38150"
"In post","2022","Security","Outside London","Unknown","Female","35","35","34660","33440"
"In post","2022","Security","Outside London","Unknown","Male","55","55","33800","34980"
"In post","2022","Security","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","Male","65","65","34570","34220"
"In post","2022","Security","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Male","55","55","27830","27370"
"In post","2022","Social Research","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Social Research","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","EO","Female","30","30","33320","33650"
"In post","2022","Social Research","London","EO","Male","5","5","[c]","[c]"
"In post","2022","Social Research","London","G6/G7","Female","120","115","60760","59660"
"In post","2022","Social Research","London","G6/G7","Male","65","65","60600","59460"
"In post","2022","Social Research","London","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Social Research","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","SEO/HEO","Female","200","195","39030","40290"
"In post","2022","Social Research","London","SEO/HEO","Male","65","65","38730","37930"
"In post","2022","Social Research","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Social Research","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2022","Social Research","Outside London","EO","Male","15","10","[c]","[c]"
"In post","2022","Social Research","Outside London","G6/G7","Female","125","115","54140","51210"
"In post","2022","Social Research","Outside London","G6/G7","Male","55","55","54810","52980"
"In post","2022","Social Research","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Social Research","Outside London","SEO/HEO","Female","420","390","35380","36840"
"In post","2022","Social Research","Outside London","SEO/HEO","Male","175","175","35240","34980"
"In post","2022","Social Research","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","London","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Statistics","London","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Statistics","London","EO","Female","45","45","29380","29980"
"In post","2022","Statistics","London","EO","Male","65","60","29830","30100"
"In post","2022","Statistics","London","G6/G7","Female","180","165","60580","60280"
"In post","2022","Statistics","London","G6/G7","Male","185","180","61040","60720"
"In post","2022","Statistics","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","London","SCS level","Female","10","10","[c]","[c]"
