"Status","Year","Organisation","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Heterosexual / straight","45","40","33590","31950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Heterosexual / straight","100","90","30810","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Heterosexual / straight","55","50","29720","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Unknown","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Heterosexual / straight","30","30","34760","32750"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Heterosexual / straight","100","90","30170","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","Heterosexual / straight","130","125","44620","39360"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","London","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","Heterosexual / straight","40","40","25670","21300"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","65","65","27430","21300"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","45","40","31170","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","Heterosexual / straight","155","150","28100","21300"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","Heterosexual / straight","115","110","25200","21300"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","Heterosexual / straight","45","40","31320","29180"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","Heterosexual / straight","45","40","26430","25100"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","Heterosexual / straight","35","35","29950","28830"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Heterosexual / straight","45","45","32300","31460"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","Heterosexual / straight","70","65","28440","24920"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Heterosexual / straight","85","80","31800","29180"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
