"Status","Year","Region_ITL3","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cheshire West and Chester","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Male","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Female","Heterosexual / straight","145","[c]","40350","35000"
"Leaver CS","2022","City of Edinburgh","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Female","Unknown","275","[c]","35410","30450"
"Leaver CS","2022","City of Edinburgh","Outside London","Male","Heterosexual / straight","150","[c]","44270","36130"
"Leaver CS","2022","City of Edinburgh","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Male","Unknown","290","[c]","36110","31540"
"Leaver CS","2022","City of Edinburgh","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Female","Heterosexual / straight","55","[c]","27040","27570"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Male","Heterosexual / straight","35","[c]","31560","27570"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Female","Heterosexual / straight","70","[c]","27190","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Male","Heterosexual / straight","50","[c]","26550","21840"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Female","Heterosexual / straight","65","[c]","37530","27570"
"Leaver CS","2022","Coventry","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Male","Heterosexual / straight","50","[c]","37570","36780"
"Leaver CS","2022","Coventry","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Male","Unknown","30","[c]","45980","38480"
"Leaver CS","2022","Coventry","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","London","Female","Heterosexual / straight","195","[c]","35240","30560"
"Leaver CS","2022","Croydon","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","London","Female","Undeclared","30","[c]","34210","29170"
"Leaver CS","2022","Croydon","London","Female","Unknown","95","[c]","30740","28650"
"Leaver CS","2022","Croydon","London","Male","Heterosexual / straight","140","[c]","37790","31170"
"Leaver CS","2022","Croydon","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","London","Male","Unknown","115","[c]","38310","35050"
"Leaver CS","2022","Croydon","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Female","Heterosexual / straight","45","[c]","26330","21260"
"Leaver CS","2022","Derby","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Male","Heterosexual / straight","35","[c]","25890","21260"
"Leaver CS","2022","Derby","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Female","Heterosexual / straight","130","[c]","27780","24790"
"Leaver CS","2022","Devon CC","Outside London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Female","Unknown","45","[c]","25050","21260"
"Leaver CS","2022","Devon CC","Outside London","Male","Heterosexual / straight","170","[c]","32090","27910"
"Leaver CS","2022","Devon CC","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Male","Undeclared","40","[c]","33900","35130"
"Leaver CS","2022","Devon CC","Outside London","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Female","Heterosexual / straight","65","[c]","27550","26670"
"Leaver CS","2022","Dorset","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Male","Heterosexual / straight","85","[c]","33570","32670"
"Leaver CS","2022","Dorset","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Female","Heterosexual / straight","40","[c]","24180","21260"
"Leaver CS","2022","Dudley","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Female","Heterosexual / straight","145","[c]","26970","22600"
"Leaver CS","2022","Durham","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Female","Unknown","80","[c]","23220","22010"
"Leaver CS","2022","Durham","Outside London","Male","Heterosexual / straight","100","[c]","25490","21680"
"Leaver CS","2022","Durham","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Male","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","Heterosexual / straight","50","[c]","28850","27570"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","Heterosexual / straight","85","[c]","34830","38540"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Female","Heterosexual / straight","85","[c]","28370","26280"
"Leaver CS","2022","East Kent","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Male","Heterosexual / straight","75","[c]","28780","25020"
"Leaver CS","2022","East Kent","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Female","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Male","Heterosexual / straight","110","[c]","31300","27570"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Female","Heterosexual / straight","65","[c]","44490","40060"
"Leaver CS","2022","East Surrey","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Female","Heterosexual / straight","85","[c]","24110","21260"
"Leaver CS","2022","East Sussex CC","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Male","Heterosexual / straight","65","[c]","24950","21800"
"Leaver CS","2022","East Sussex CC","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
