"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Counter Fraud","London","G6/G7","105","105","63330","62120"
"In post","2022","40-49","Counter Fraud","London","SCS level","10","10","80200","79930"
"In post","2022","40-49","Counter Fraud","London","SEO/HEO","310","305","39360","37930"
"In post","2022","40-49","Counter Fraud","Outside London","AA/AO","435","375","21650","21260"
"In post","2022","40-49","Counter Fraud","Outside London","EO","1225","1140","27520","27570"
"In post","2022","40-49","Counter Fraud","Outside London","G6/G7","230","225","57310","55210"
"In post","2022","40-49","Counter Fraud","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Outside London","SEO/HEO","1130","1095","35300","33370"
"In post","2022","40-49","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","London","AA/AO","40","35","25600","25460"
"In post","2022","40-49","Debt","London","EO","30","30","31290","31020"
"In post","2022","40-49","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Debt","Outside London","AA/AO","890","760","21330","21260"
"In post","2022","40-49","Debt","Outside London","EO","240","220","27190","26820"
"In post","2022","40-49","Debt","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Debt","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","Outside London","SEO/HEO","75","70","34040","33080"
"In post","2022","40-49","Debt","Unknown","AA/AO","10","10","24140","25110"
"In post","2022","40-49","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","London","AA/AO","10","10","24960","24500"
"In post","2022","40-49","Digital, Data & Technology","London","EO","75","75","29810","29560"
"In post","2022","40-49","Digital, Data & Technology","London","G6/G7","560","550","61270","60010"
"In post","2022","40-49","Digital, Data & Technology","London","SCS level","80","80","96730","92640"
"In post","2022","40-49","Digital, Data & Technology","London","SEO/HEO","410","400","40620","40600"
"In post","2022","40-49","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Outside London","AA/AO","125","120","21730","21300"
"In post","2022","40-49","Digital, Data & Technology","Outside London","EO","715","685","27610","27130"
"In post","2022","40-49","Digital, Data & Technology","Outside London","G6/G7","1500","1475","57200","55210"
"In post","2022","40-49","Digital, Data & Technology","Outside London","SCS level","65","65","90790","82020"
"In post","2022","40-49","Digital, Data & Technology","Outside London","SEO/HEO","2380","2320","37590","37280"
"In post","2022","40-49","Digital, Data & Technology","Outside London","Unknown","20","20","34510","32710"
"In post","2022","40-49","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Finance","London","AA/AO","25","20","24520","25330"
"In post","2022","40-49","Finance","London","EO","70","65","30140","30550"
"In post","2022","40-49","Finance","London","G6/G7","285","275","63290","62120"
"In post","2022","40-49","Finance","London","SCS level","75","75","86370","79890"
"In post","2022","40-49","Finance","London","SEO/HEO","290","285","40500","40600"
"In post","2022","40-49","Finance","Outside London","AA/AO","275","240","21570","21260"
"In post","2022","40-49","Finance","Outside London","EO","350","330","26580","26670"
"In post","2022","40-49","Finance","Outside London","G6/G7","595","580","56370","55210"
"In post","2022","40-49","Finance","Outside London","SCS level","60","60","81610","77390"
"In post","2022","40-49","Finance","Outside London","SEO/HEO","1115","1070","36470","35310"
"In post","2022","40-49","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Overseas","EO","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Outside London","AA/AO","345","305","21300","21300"
"In post","2022","40-49","Grants Management","Outside London","EO","185","165","25450","25190"
"In post","2022","40-49","Grants Management","Outside London","G6/G7","20","20","50790","48680"
"In post","2022","40-49","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Outside London","SEO/HEO","135","125","32640","31040"
"In post","2022","40-49","Human Resources","London","AA/AO","15","15","25790","25110"
"In post","2022","40-49","Human Resources","London","EO","100","95","29540","29920"
"In post","2022","40-49","Human Resources","London","G6/G7","265","260","61080","59730"
"In post","2022","40-49","Human Resources","London","SCS level","70","65","87070","77940"
"In post","2022","40-49","Human Resources","London","SEO/HEO","260","250","39950","39800"
"In post","2022","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Outside London","AA/AO","285","250","21650","21380"
"In post","2022","40-49","Human Resources","Outside London","EO","445","415","26950","26820"
"In post","2022","40-49","Human Resources","Outside London","G6/G7","475","455","55190","54540"
"In post","2022","40-49","Human Resources","Outside London","SCS level","45","45","85680","77910"
"In post","2022","40-49","Human Resources","Outside London","SEO/HEO","955","910","35820","34110"
"In post","2022","40-49","Human Resources","Outside London","Unknown","10","10","45370","45900"
"In post","2022","40-49","Human Resources","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","London","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","London","G6/G7","20","20","62160","60460"
"In post","2022","40-49","Internal Audit","London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","London","SEO/HEO","20","20","45480","44330"
"In post","2022","40-49","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Outside London","EO","10","10","[c]","[c]"
"In post","2022","40-49","Internal Audit","Outside London","G6/G7","40","40","56630","55210"
"In post","2022","40-49","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Outside London","SEO/HEO","85","80","39780","39980"
"In post","2022","40-49","Internal Audit","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","London","AA/AO","70","60","23970","23770"
"In post","2022","40-49","Legal","London","EO","115","105","29080","29620"
"In post","2022","40-49","Legal","London","G6/G7","1010","915","61990","63730"
"In post","2022","40-49","Legal","London","SCS level","135","130","85130","79760"
"In post","2022","40-49","Legal","London","SEO/HEO","90","90","37440","37930"
"In post","2022","40-49","Legal","Outside London","AA/AO","245","215","22520","22200"
"In post","2022","40-49","Legal","Outside London","EO","290","265","27620","27760"
"In post","2022","40-49","Legal","Outside London","G6/G7","980","900","57440","55610"
"In post","2022","40-49","Legal","Outside London","SCS level","35","35","82950","82500"
"In post","2022","40-49","Legal","Outside London","SEO/HEO","395","375","40260","38180"
"In post","2022","40-49","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","London","AA/AO","1285","1185","26890","25060"
"In post","2022","40-49","No function","London","EO","2000","1890","30930","31060"
"In post","2022","40-49","No function","London","G6/G7","2945","2815","60780","59470"
"In post","2022","40-49","No function","London","SCS level","1025","975","87260","79590"
"In post","2022","40-49","No function","London","SEO/HEO","2645","2555","39840","39680"
"In post","2022","40-49","No function","London","Unknown","500","470","37190","36660"
"In post","2022","40-49","No function","Outside London","AA/AO","16520","14655","22740","21260"
"In post","2022","40-49","No function","Outside London","EO","14580","13460","27930","27570"
"In post","2022","40-49","No function","Outside London","G6/G7","3770","3650","57070","55210"
"In post","2022","40-49","No function","Outside London","SCS level","255","245","88680","84560"
"In post","2022","40-49","No function","Outside London","SEO/HEO","9500","9110","37220","36050"
"In post","2022","40-49","No function","Outside London","Unknown","4105","3770","31920","30880"
"In post","2022","40-49","No function","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","No function","Overseas","EO","15","15","27120","27170"
"In post","2022","40-49","No function","Overseas","G6/G7","250","245","59420","59510"
"In post","2022","40-49","No function","Overseas","SCS level","105","105","83160","74500"
"In post","2022","40-49","No function","Overseas","SEO/HEO","180","180","40160","34310"
"In post","2022","40-49","No function","Unknown","AA/AO","20","20","21270","21260"
"In post","2022","40-49","No function","Unknown","EO","75","65","28180","27570"
"In post","2022","40-49","No function","Unknown","G6/G7","10","10","54500","51600"
"In post","2022","40-49","No function","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","No function","Unknown","SEO/HEO","35","35","36120","35310"
"In post","2022","40-49","No function","Unknown","Unknown","20","15","35340","30210"
"In post","2022","40-49","Project Delivery","London","AA/AO","30","20","24030","23460"
"In post","2022","40-49","Project Delivery","London","EO","50","50","30140","30750"
"In post","2022","40-49","Project Delivery","London","G6/G7","575","550","62840","62120"
"In post","2022","40-49","Project Delivery","London","SCS level","140","135","90910","85290"
"In post","2022","40-49","Project Delivery","London","SEO/HEO","275","265","40650","40910"
"In post","2022","40-49","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Outside London","AA/AO","80","70","21310","21260"
"In post","2022","40-49","Project Delivery","Outside London","EO","465","430","24780","26050"
"In post","2022","40-49","Project Delivery","Outside London","G6/G7","1530","1495","56340","55210"
"In post","2022","40-49","Project Delivery","Outside London","SCS level","70","65","83970","77130"
"In post","2022","40-49","Project Delivery","Outside London","SEO/HEO","2545","2450","36740","37350"
"In post","2022","40-49","Project Delivery","Outside London","Unknown","325","315","46230","44000"
"In post","2022","40-49","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Overseas","G6/G7","150","150","60390","59530"
"In post","2022","40-49","Project Delivery","Overseas","SCS level","10","10","75740","75330"
"In post","2022","40-49","Project Delivery","Overseas","SEO/HEO","15","15","40620","39910"
"In post","2022","40-49","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","London","AA/AO","20","20","24850","25750"
"In post","2022","40-49","Property","London","EO","75","70","28040","30320"
"In post","2022","40-49","Property","London","G6/G7","120","120","60870","61120"
"In post","2022","40-49","Property","London","SCS level","15","15","89810","93000"
"In post","2022","40-49","Property","London","SEO/HEO","140","140","40120","38980"
"In post","2022","40-49","Property","Outside London","AA/AO","300","285","21660","22010"
"In post","2022","40-49","Property","Outside London","EO","260","240","26480","26670"
"In post","2022","40-49","Property","Outside London","G6/G7","365","360","56690","55130"
"In post","2022","40-49","Property","Outside London","SCS level","20","20","84120","79420"
"In post","2022","40-49","Property","Outside London","SEO/HEO","710","690","36710","35840"
"In post","2022","40-49","Property","Overseas","EO","10","10","27300","27090"
"In post","2022","40-49","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Overseas","SEO/HEO","40","40","37830","38080"
"In post","2022","40-49","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Unknown","SEO/HEO","10","10","40980","41770"
"In post","2022","40-49","Security","London","AA/AO","50","50","30970","25640"
"In post","2022","40-49","Security","London","EO","50","45","31640","29580"
"In post","2022","40-49","Security","London","G6/G7","95","90","61870","60070"
"In post","2022","40-49","Security","London","SCS level","25","25","88440","83090"
"In post","2022","40-49","Security","London","SEO/HEO","175","170","42820","42470"
"In post","2022","40-49","Security","London","Unknown","10","10","38470","35450"
"In post","2022","40-49","Security","Outside London","AA/AO","995","985","28850","24720"
"In post","2022","40-49","Security","Outside London","EO","260","250","32780","28430"
"In post","2022","40-49","Security","Outside London","G6/G7","75","75","57550","55210"
"In post","2022","40-49","Security","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Security","Outside London","SEO/HEO","365","360","37470","36460"
"In post","2022","40-49","Security","Outside London","Unknown","25","25","37380","37000"
"In post","2022","40-49","Security","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","40-49","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Overseas","SEO/HEO","20","20","34780","34220"
"In post","2022","40-49","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Security","Unknown","Unknown","15","15","28270","27370"
"In post","2022","40-49","Unknown","London","AA/AO","400","360","25180","25630"
"In post","2022","40-49","Unknown","London","EO","980","910","29340","29060"
"In post","2022","40-49","Unknown","London","G6/G7","1005","975","62570","59680"
"In post","2022","40-49","Unknown","London","SCS level","190","185","85900","79530"
"In post","2022","40-49","Unknown","London","SEO/HEO","1370","1325","39660","41950"
"In post","2022","40-49","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Outside London","AA/AO","3060","2810","21880","21680"
"In post","2022","40-49","Unknown","Outside London","EO","4165","3930","26870","26350"
"In post","2022","40-49","Unknown","Outside London","G6/G7","2345","2240","62360","62170"
"In post","2022","40-49","Unknown","Outside London","SCS level","215","205","85340","80290"
"In post","2022","40-49","Unknown","Outside London","SEO/HEO","4975","4780","38070","37660"
"In post","2022","40-49","Unknown","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","EO","45","45","27480","26880"
"In post","2022","40-49","Unknown","Overseas","G6/G7","40","40","67550","66700"
"In post","2022","40-49","Unknown","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","SEO/HEO","115","110","42410","41600"
"In post","2022","40-49","Unknown","Overseas","Unknown","70","70","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","G6/G7","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","SEO/HEO","15","15","40260","40000"
"In post","2022","40-49","Unknown","Unknown","Unknown","355","355","40960","35380"
"In post","2022","50-59","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","London","EO","35","30","30290","30440"
"In post","2022","50-59","Analysis","London","G6/G7","220","210","67690","64660"
"In post","2022","50-59","Analysis","London","SCS level","50","45","103760","86220"
"In post","2022","50-59","Analysis","London","SEO/HEO","105","105","42050","42470"
"In post","2022","50-59","Analysis","Outside London","AA/AO","30","25","20990","21820"
"In post","2022","50-59","Analysis","Outside London","EO","90","85","26080","25460"
"In post","2022","50-59","Analysis","Outside London","G6/G7","245","235","55740","55210"
"In post","2022","50-59","Analysis","Outside London","SCS level","15","15","81210","75870"
"In post","2022","50-59","Analysis","Outside London","SEO/HEO","295","280","36080","36580"
"In post","2022","50-59","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","London","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","London","EO","25","25","29500","29520"
"In post","2022","50-59","Commercial","London","G6/G7","240","240","65550","64500"
"In post","2022","50-59","Commercial","London","SCS level","80","75","125030","120000"
"In post","2022","50-59","Commercial","London","SEO/HEO","95","90","41590","41750"
"In post","2022","50-59","Commercial","Outside London","AA/AO","65","60","23410","22080"
"In post","2022","50-59","Commercial","Outside London","EO","130","125","26970","26670"
"In post","2022","50-59","Commercial","Outside London","G6/G7","410","405","61110","60000"
"In post","2022","50-59","Commercial","Outside London","SCS level","65","65","105670","100150"
"In post","2022","50-59","Commercial","Outside London","SEO/HEO","555","545","38170","38980"
"In post","2022","50-59","Commercial","Outside London","Unknown","35","35","49890","49510"
"In post","2022","50-59","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","London","AA/AO","10","10","24330","24680"
"In post","2022","50-59","Communications","London","EO","55","50","30320","30020"
"In post","2022","50-59","Communications","London","G6/G7","115","110","63100","62120"
"In post","2022","50-59","Communications","London","SCS level","30","30","97820","90830"
"In post","2022","50-59","Communications","London","SEO/HEO","120","115","40940","40950"
"In post","2022","50-59","Communications","Outside London","AA/AO","115","100","21610","21680"
"In post","2022","50-59","Communications","Outside London","EO","375","350","26870","26820"
"In post","2022","50-59","Communications","Outside London","G6/G7","100","100","58290","56530"
"In post","2022","50-59","Communications","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Communications","Outside London","SEO/HEO","415","405","35950","33370"
"In post","2022","50-59","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","London","AA/AO","215","190","24810","25110"
"In post","2022","50-59","Counter Fraud","London","EO","375","360","31570","31090"
"In post","2022","50-59","Counter Fraud","London","G6/G7","165","165","64080","62120"
"In post","2022","50-59","Counter Fraud","London","SCS level","10","10","88410","82800"
"In post","2022","50-59","Counter Fraud","London","SEO/HEO","510","500","40520","39430"
"In post","2022","50-59","Counter Fraud","Outside London","AA/AO","765","660","21670","21260"
"In post","2022","50-59","Counter Fraud","Outside London","EO","1890","1755","27850","27570"
"In post","2022","50-59","Counter Fraud","Outside London","G6/G7","330","320","58600","55210"
"In post","2022","50-59","Counter Fraud","Outside London","SCS level","10","10","81310","79840"
"In post","2022","50-59","Counter Fraud","Outside London","SEO/HEO","1550","1490","35830","33680"
"In post","2022","50-59","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","London","AA/AO","125","115","25990","26400"
"In post","2022","50-59","Debt","London","EO","65","60","31970","33260"
"In post","2022","50-59","Debt","London","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Debt","London","SEO/HEO","15","15","41960","40910"
"In post","2022","50-59","Debt","Outside London","AA/AO","1210","1050","21390","21260"
"In post","2022","50-59","Debt","Outside London","EO","330","300","27720","27570"
"In post","2022","50-59","Debt","Outside London","G6/G7","20","20","58810","55210"
"In post","2022","50-59","Debt","Outside London","SEO/HEO","125","120","34790","33370"
"In post","2022","50-59","Debt","Unknown","AA/AO","25","20","24530","25110"
"In post","2022","50-59","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","London","AA/AO","40","40","25030","24390"
"In post","2022","50-59","Digital, Data & Technology","London","EO","115","110","30630","30410"
"In post","2022","50-59","Digital, Data & Technology","London","G6/G7","340","335","62710","60980"
"In post","2022","50-59","Digital, Data & Technology","London","SCS level","35","35","99340","94770"
"In post","2022","50-59","Digital, Data & Technology","London","SEO/HEO","385","380","40620","40630"
"In post","2022","50-59","Digital, Data & Technology","Outside London","AA/AO","200","195","21830","21380"
"In post","2022","50-59","Digital, Data & Technology","Outside London","EO","825","790","27790","27570"
"In post","2022","50-59","Digital, Data & Technology","Outside London","G6/G7","1385","1360","57510","55210"
"In post","2022","50-59","Digital, Data & Technology","Outside London","SCS level","80","75","89580","82310"
"In post","2022","50-59","Digital, Data & Technology","Outside London","SEO/HEO","2490","2425","37630","36990"
"In post","2022","50-59","Digital, Data & Technology","Outside London","Unknown","15","15","40900","39860"
"In post","2022","50-59","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Overseas","EO","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Overseas","SEO/HEO","15","15","35960","34610"
"In post","2022","50-59","Digital, Data & Technology","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Finance","London","AA/AO","35","30","25550","25690"
"In post","2022","50-59","Finance","London","EO","95","95","30230","30370"
"In post","2022","50-59","Finance","London","G6/G7","270","270","63140","62120"
"In post","2022","50-59","Finance","London","SCS level","55","55","96930","91990"
"In post","2022","50-59","Finance","London","SEO/HEO","360","355","40910","40910"
"In post","2022","50-59","Finance","Outside London","AA/AO","565","470","21690","21490"
"In post","2022","50-59","Finance","Outside London","EO","455","430","27100","26820"
"In post","2022","50-59","Finance","Outside London","G6/G7","625","620","57250","55210"
"In post","2022","50-59","Finance","Outside London","SCS level","50","50","88440","82480"
"In post","2022","50-59","Finance","Outside London","SEO/HEO","1260","1215","36780","35620"
"In post","2022","50-59","Finance","Outside London","Unknown","15","15","71410","66900"
"In post","2022","50-59","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Outside London","AA/AO","260","235","21300","21300"
"In post","2022","50-59","Grants Management","Outside London","EO","150","140","25860","26040"
"In post","2022","50-59","Grants Management","Outside London","G6/G7","35","35","52720","49770"
"In post","2022","50-59","Grants Management","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Grants Management","Outside London","SEO/HEO","115","110","32890","31720"
"In post","2022","50-59","Human Resources","London","AA/AO","15","15","24890","25070"
"In post","2022","50-59","Human Resources","London","EO","105","105","30410","31020"
"In post","2022","50-59","Human Resources","London","G6/G7","275","270","62460","60740"
"In post","2022","50-59","Human Resources","London","SCS level","50","50","89750","82740"
"In post","2022","50-59","Human Resources","London","SEO/HEO","300","295","40530","40070"
"In post","2022","50-59","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Outside London","AA/AO","440","405","21680","21810"
"In post","2022","50-59","Human Resources","Outside London","EO","610","570","27340","27570"
"In post","2022","50-59","Human Resources","Outside London","G6/G7","535","525","56810","55210"
"In post","2022","50-59","Human Resources","Outside London","SCS level","45","45","84700","78580"
"In post","2022","50-59","Human Resources","Outside London","SEO/HEO","1050","1005","36370","35380"
"In post","2022","50-59","Human Resources","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","London","EO","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","London","G6/G7","30","30","64830","61820"
"In post","2022","50-59","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Internal Audit","London","SEO/HEO","40","40","46060","47200"
"In post","2022","50-59","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Outside London","EO","15","15","27620","26670"
"In post","2022","50-59","Internal Audit","Outside London","G6/G7","70","65","58380","58350"
"In post","2022","50-59","Internal Audit","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Internal Audit","Outside London","SEO/HEO","130","125","41190","40720"
"In post","2022","50-59","Internal Audit","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","London","AA/AO","100","90","24420","23770"
"In post","2022","50-59","Legal","London","EO","190","180","29800","30110"
"In post","2022","50-59","Legal","London","G6/G7","665","620","65740","65630"
"In post","2022","50-59","Legal","London","SCS level","160","155","92260","84760"
"In post","2022","50-59","Legal","London","SEO/HEO","125","120","37530","37730"
"In post","2022","50-59","Legal","Outside London","AA/AO","320","290","22470","22200"
"In post","2022","50-59","Legal","Outside London","EO","405","365","28200","28430"
"In post","2022","50-59","Legal","Outside London","G6/G7","995","925","59340","55610"
"In post","2022","50-59","Legal","Outside London","SCS level","45","45","90860","84350"
"In post","2022","50-59","Legal","Outside London","SEO/HEO","450","430","39440","35870"
"In post","2022","50-59","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","No function","London","AA/AO","1940","1830","26340","25000"
"In post","2022","50-59","No function","London","EO","3040","2900","31050","31060"
"In post","2022","50-59","No function","London","G6/G7","2130","2085","62300","61590"
"In post","2022","50-59","No function","London","SCS level","580","565","97640","90000"
"In post","2022","50-59","No function","London","SEO/HEO","2875","2805","40780","40070"
"In post","2022","50-59","No function","London","Unknown","570","550","36770","35310"
"In post","2022","50-59","No function","Outside London","AA/AO","23415","20640","22790","21260"
"In post","2022","50-59","No function","Outside London","EO","20605","18940","28180","27570"
"In post","2022","50-59","No function","Outside London","G6/G7","3995","3910","59740","56750"
"In post","2022","50-59","No function","Outside London","SCS level","390","380","95130","92570"
"In post","2022","50-59","No function","Outside London","SEO/HEO","11485","10985","37820","36130"
"In post","2022","50-59","No function","Outside London","Unknown","4030","3750","31000","28200"
"In post","2022","50-59","No function","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","No function","Overseas","EO","15","15","29250","28680"
"In post","2022","50-59","No function","Overseas","G6/G7","175","170","61260","60710"
"In post","2022","50-59","No function","Overseas","SCS level","90","90","89680","91250"
"In post","2022","50-59","No function","Overseas","SEO/HEO","150","150","46260","40990"
"In post","2022","50-59","No function","Unknown","AA/AO","20","20","21060","21260"
