"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","West Central Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","West Midlands","Birmingham","Outside London","90","85","26100","21380"
"In post","2022","Ministry of Defence","West Midlands","Coventry","Outside London","10","10","20870","21170"
"In post","2022","Ministry of Defence","West Midlands","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Midlands","Sandwell","Outside London","15","15","28850","22750"
"In post","2022","Ministry of Defence","West Midlands","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Midlands","Wolverhampton","Outside London","10","10","21130","21380"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Conwy and Denbighshire","Outside London","15","15","22770","20770"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Gwent Valleys","Outside London","10","10","25880","21600"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Isle of Anglesey","Outside London","85","80","27790","26350"
"In post","2022","Ministry of Defence","West Wales and The Valleys","South West Wales","Outside London","55","55","23260","20310"
"In post","2022","Ministry of Defence","West Wales and The Valleys","Swansea","Outside London","10","10","21950","21170"
"In post","2022","Ministry of Defence","West Yorkshire","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","West Yorkshire","Leeds","Outside London","30","30","21830","21170"
"In post","2022","Ministry of Defence","West Yorkshire","Wakefield","Outside London","10","10","22940","21380"
"In post","2022","Ministry of Justice","Bedfordshire and Hertfordshire","Bedford","Outside London","430","410","29690","28140"
"In post","2022","Ministry of Justice","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","800","755","29900","28200"
"In post","2022","Ministry of Justice","Bedfordshire and Hertfordshire","Luton","Outside London","200","180","25970","24090"
"In post","2022","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","365","345","28920","25120"
"In post","2022","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","715","675","31320","30700"
"In post","2022","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","705","680","30070","29260"
"In post","2022","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","1005","940","30820","30450"
"In post","2022","Ministry of Justice","Cheshire","Cheshire East","Outside London","425","395","29640","27120"
"In post","2022","Ministry of Justice","Cheshire","Cheshire West and Chester","Outside London","195","180","27880","25120"
"In post","2022","Ministry of Justice","Cheshire","Warrington","Outside London","755","710","29080","26880"
"In post","2022","Ministry of Justice","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","165","150","28160","24800"
"In post","2022","Ministry of Justice","Cumbria","East Cumbria","Outside London","150","135","29780","27720"
"In post","2022","Ministry of Justice","Cumbria","West Cumbria","Outside London","295","265","28310","27120"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","Derby","Outside London","350","310","27500","24800"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","90","80","28390","26310"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","735","690","29170","27120"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","Nottingham","Outside London","1675","1555","27450","25120"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","480","445","29880","27380"
"In post","2022","Ministry of Justice","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","460","435","29370","27380"
"In post","2022","Ministry of Justice","Devon","Devon CC","Outside London","1225","1140","28820","26310"
"In post","2022","Ministry of Justice","Devon","Plymouth","Outside London","225","200","28700","24800"
"In post","2022","Ministry of Justice","Devon","Torbay","Outside London","90","85","30230","26560"
"In post","2022","Ministry of Justice","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","275","245","28350","24800"
"In post","2022","Ministry of Justice","Dorset and Somerset","Dorset","Outside London","985","925","28860","27260"
"In post","2022","Ministry of Justice","Dorset and Somerset","Somerset CC","Outside London","225","200","27480","24090"
"In post","2022","Ministry of Justice","East Anglia","Breckland and South Norfolk","Outside London","405","380","28430","25830"
"In post","2022","Ministry of Justice","East Anglia","Cambridgeshire CC","Outside London","1340","1260","29740","28710"
"In post","2022","Ministry of Justice","East Anglia","North and West Norfolk","Outside London","395","360","29160","28010"
"In post","2022","Ministry of Justice","East Anglia","Norwich and East Norfolk","Outside London","825","780","26820","24260"
"In post","2022","Ministry of Justice","East Anglia","Peterborough","Outside London","295","275","32450","29060"
"In post","2022","Ministry of Justice","East Anglia","Suffolk CC","Outside London","1375","1280","29610","28200"
"In post","2022","Ministry of Justice","East Wales","Cardiff and Vale of Glamorgan","Outside London","1260","1190","30360","25700"
"In post","2022","Ministry of Justice","East Wales","Flintshire and Wrexham","Outside London","885","865","27540","25610"
"In post","2022","Ministry of Justice","East Wales","Monmouthshire and Newport","Outside London","570","525","29820","28550"
"In post","2022","Ministry of Justice","East Wales","Powys","Outside London","35","30","27700","24800"
"In post","2022","Ministry of Justice","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","1235","1150","28580","27120"
"In post","2022","Ministry of Justice","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","820","755","28560","27120"
"In post","2022","Ministry of Justice","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","165","150","28820","25120"
"In post","2022","Ministry of Justice","Eastern Scotland","Angus and Dundee City","Outside London","5","5","[c]","[c]"
"In post","2022","Ministry of Justice","Eastern Scotland","City of Edinburgh","Outside London","25","25","36220","26340"
"In post","2022","Ministry of Justice","Essex","Essex Haven Gateway","Outside London","105","95","33100","28200"
"In post","2022","Ministry of Justice","Essex","Essex Thames Gateway","Outside London","170","155","27040","24090"
"In post","2022","Ministry of Justice","Essex","Heart of Essex","Outside London","700","665","29360","27260"
"In post","2022","Ministry of Justice","Essex","Southend-on-Sea","Outside London","115","105","27000","24800"
"In post","2022","Ministry of Justice","Essex","West Essex","Outside London","35","30","28570","26310"
"In post","2022","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","775","710","30550","28200"
"In post","2022","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","935","875","27680","25120"
"In post","2022","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","265","235","28880","25120"
"In post","2022","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","165","150","27010","23170"
"In post","2022","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","415","400","28720","27380"
"In post","2022","Ministry of Justice","Greater Manchester","Greater Manchester North East","Outside London","465","440","29120","27380"
"In post","2022","Ministry of Justice","Greater Manchester","Greater Manchester North West","Outside London","640","600","28280","25420"
"In post","2022","Ministry of Justice","Greater Manchester","Greater Manchester South East","Outside London","205","190","28590","24800"
"In post","2022","Ministry of Justice","Greater Manchester","Greater Manchester South West","Outside London","665","615","26640","23170"
"In post","2022","Ministry of Justice","Greater Manchester","Manchester","Outside London","1930","1815","29050","25210"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","Central Hampshire","Outside London","395","380","30680","30210"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","Isle of Wight","Outside London","655","615","28540","26890"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","North Hampshire","Outside London","160","140","28660","24800"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","Portsmouth","Outside London","215","190","28380","24800"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","South Hampshire","Outside London","120","105","29280","26310"
"In post","2022","Ministry of Justice","Hampshire and Isle of Wight","Southampton","Outside London","255","225","27650","24800"
"In post","2022","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","40","35","30680","30810"
"In post","2022","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","415","380","32080","30210"
"In post","2022","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","1450","1380","28560","25700"
"In post","2022","Ministry of Justice","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Inner London - East","Hackney and Newham","London","145","140","30380","27980"
"In post","2022","Ministry of Justice","Inner London - East","Haringey and Islington","London","1110","1060","32520","32040"
"In post","2022","Ministry of Justice","Inner London - East","Lambeth","London","505","485","35950","33550"
"In post","2022","Ministry of Justice","Inner London - East","Lewisham and Southwark","London","605","585","34340","32090"
"In post","2022","Ministry of Justice","Inner London - East","Tower Hamlets","London","1490","1445","43020","41750"
"In post","2022","Ministry of Justice","Inner London - West","Camden and City of London","London","1000","955","29550","24310"
"In post","2022","Ministry of Justice","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","635","610","33500","33550"
"In post","2022","Ministry of Justice","Inner London - West","Wandsworth","London","750","725","33210","32400"
"In post","2022","Ministry of Justice","Inner London - West","Westminster","London","4580","4455","44310","41750"
"In post","2022","Ministry of Justice","Kent","East Kent","Outside London","210","195","28560","25190"
"In post","2022","Ministry of Justice","Kent","Kent Thames Gateway","Outside London","1310","1240","30300","30700"
"In post","2022","Ministry of Justice","Kent","Medway","Outside London","895","860","30310","28710"
"In post","2022","Ministry of Justice","Kent","Mid Kent","Outside London","580","540","29480","27380"
"In post","2022","Ministry of Justice","Kent","West Kent","Outside London","20","20","28660","26530"
"In post","2022","Ministry of Justice","Lancashire","Blackburn with Darwen","Outside London","130","120","27920","24800"
"In post","2022","Ministry of Justice","Lancashire","Blackpool","Outside London","145","135","28900","25120"
"In post","2022","Ministry of Justice","Lancashire","Chorley and West Lancashire","Outside London","1220","1125","29520","27120"
"In post","2022","Ministry of Justice","Lancashire","East Lancashire","Outside London","170","155","27480","24800"
"In post","2022","Ministry of Justice","Lancashire","Lancaster and Wyre","Outside London","365","340","29080","27120"
"In post","2022","Ministry of Justice","Lancashire","Mid Lancashire","Outside London","1060","970","30230","27380"
"In post","2022","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","985","910","27320","24260"
"In post","2022","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","1155","1080","28470","26100"
"In post","2022","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","65","60","28930","28200"
"In post","2022","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","790","725","27280","24730"
"In post","2022","Ministry of Justice","Lincolnshire","Lincolnshire CC","Outside London","1050","1000","28770","26610"
"In post","2022","Ministry of Justice","Merseyside","East Merseyside","Outside London","330","310","30320","26310"
"In post","2022","Ministry of Justice","Merseyside","Liverpool","Outside London","1490","1380","28120","25480"
"In post","2022","Ministry of Justice","Merseyside","Sefton","Outside London","150","140","28920","25120"
"In post","2022","Ministry of Justice","Merseyside","Wirral","Outside London","185","170","28380","24800"
"In post","2022","Ministry of Justice","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","Ministry of Justice","North Yorkshire","North Yorkshire CC","Outside London","130","115","29080","26310"
"In post","2022","Ministry of Justice","North Yorkshire","York","Outside London","310","280","30450","28200"
"In post","2022","Ministry of Justice","Northumberland, and Tyne and Wear","Northumberland","Outside London","85","75","30780","30210"
"In post","2022","Ministry of Justice","Northumberland, and Tyne and Wear","Sunderland","Outside London","120","115","28980","26720"
"In post","2022","Ministry of Justice","Northumberland, and Tyne and Wear","Tyneside","Outside London","1085","1000","28050","25120"
"In post","2022","Ministry of Justice","Outer London - East and North East","Barking & Dagenham and Havering","London","150","135","31650","28140"
"In post","2022","Ministry of Justice","Outer London - East and North East","Bexley and Greenwich","London","1215","1170","32010","31790"
"In post","2022","Ministry of Justice","Outer London - East and North East","Enfield","London","65","60","29810","25690"
"In post","2022","Ministry of Justice","Outer London - East and North East","Redbridge and Waltham Forest","London","250","230","31120","28310"
"In post","2022","Ministry of Justice","Outer London - South","Bromley","London","250","230","30570","27420"
"In post","2022","Ministry of Justice","Outer London - South","Croydon","London","1045","1005","36620","31740"
"In post","2022","Ministry of Justice","Outer London - South","Merton, Kingston upon Thames and Sutton","London","205","190","30270","28310"
"In post","2022","Ministry of Justice","Outer London - West and North West","Barnet","London","135","130","31400","27980"
"In post","2022","Ministry of Justice","Outer London - West and North West","Brent","London","200","185","30170","27060"
"In post","2022","Ministry of Justice","Outer London - West and North West","Ealing","London","85","80","35020","34100"
"In post","2022","Ministry of Justice","Outer London - West and North West","Harrow and Hillingdon","London","130","120","30850","28310"
"In post","2022","Ministry of Justice","Outer London - West and North West","Hounslow and Richmond upon Thames","London","1010","960","32240","32090"
"In post","2022","Ministry of Justice","Shropshire and Staffordshire","Shropshire","Outside London","425","400","29250","27120"
"In post","2022","Ministry of Justice","Shropshire and Staffordshire","Staffordshire CC","Outside London","2490","2355","29210","26850"
"In post","2022","Ministry of Justice","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","660","600","24280","20970"
"In post","2022","Ministry of Justice","Shropshire and Staffordshire","Telford and Wrekin","Outside London","95","85","30900","26310"
"In post","2022","Ministry of Justice","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","1610","1500","29120","27120"
"In post","2022","Ministry of Justice","South Yorkshire","Sheffield","Outside London","545","495","32750","28200"
"In post","2022","Ministry of Justice","Southern Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","Brighton and Hove","Outside London","290","260","30800","25120"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","East Surrey","Outside London","840","800","33400","33890"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","East Sussex CC","Outside London","520","490","29150","27260"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","West Surrey","Outside London","750","690","31020","29740"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","West Sussex (North East)","Outside London","65","60","29430","28200"
"In post","2022","Ministry of Justice","Surrey, East and West Sussex","West Sussex (South West)","Outside London","310","295","29090","26890"
"In post","2022","Ministry of Justice","Tees Valley and Durham","Darlington","Outside London","135","125","27760","23170"
"In post","2022","Ministry of Justice","Tees Valley and Durham","Durham","Outside London","2370","2195","29750","28010"
"In post","2022","Ministry of Justice","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","875","825","29490","27380"
"In post","2022","Ministry of Justice","Tees Valley and Durham","South Teesside","Outside London","325","285","27470","24800"
"In post","2022","Ministry of Justice","Unknown","Unknown","Unknown","120","105","28000","24620"
"In post","2022","Ministry of Justice","West Central Scotland","Glasgow City","Outside London","580","540","27580","25120"
"In post","2022","Ministry of Justice","West Midlands","Birmingham","Outside London","3480","3250","27130","24090"
"In post","2022","Ministry of Justice","West Midlands","Coventry","Outside London","155","135","28320","24800"
"In post","2022","Ministry of Justice","West Midlands","Dudley","Outside London","100","90","28570","25570"
"In post","2022","Ministry of Justice","West Midlands","Sandwell","Outside London","100","90","28530","25560"
"In post","2022","Ministry of Justice","West Midlands","Walsall","Outside London","120","110","28220","25370"
"In post","2022","Ministry of Justice","West Midlands","Wolverhampton","Outside London","280","250","26720","24640"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","220","200","26970","22230"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Central Valleys","Outside London","205","190","29160","26310"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Conwy and Denbighshire","Outside London","115","110","28780","25440"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Gwent Valleys","Outside London","175","165","26080","23170"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Gwynedd","Outside London","105","100","27850","24800"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Isle of Anglesey","Outside London","15","15","31470","28760"
"In post","2022","Ministry of Justice","West Wales and The Valleys","South West Wales","Outside London","175","165","28530","25120"
"In post","2022","Ministry of Justice","West Wales and The Valleys","Swansea","Outside London","655","600","28710","26950"
"In post","2022","Ministry of Justice","West Yorkshire","Bradford","Outside London","415","375","26990","24800"
"In post","2022","Ministry of Justice","West Yorkshire","Calderdale and Kirklees","Outside London","235","210","28370","25370"
"In post","2022","Ministry of Justice","West Yorkshire","Leeds","Outside London","2595","2450","30210","27120"
"In post","2022","Ministry of Justice","West Yorkshire","Wakefield","Outside London","1220","1125","29840","27380"
"In post","2022","National Crime Agency","Bedfordshire and Hertfordshire","Bedford","Outside London","30","30","34780","36740"
"In post","2022","National Crime Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","85","80","40050","37860"
"In post","2022","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","115","110","40700","39820"
"In post","2022","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Cheshire","Warrington","Outside London","1220","1190","37080","36410"
"In post","2022","National Crime Agency","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Derbyshire and Nottinghamshire","Nottingham","Outside London","50","50","38180","36410"
"In post","2022","National Crime Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","30","25","40080","36410"
"In post","2022","National Crime Agency","Devon","Devon CC","Outside London","55","50","38630","36410"
"In post","2022","National Crime Agency","Dorset and Somerset","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Anglia","Suffolk CC","Outside London","20","15","42560","42080"
"In post","2022","National Crime Agency","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Essex","Heart of Essex","Outside London","35","35","35910","34140"
"In post","2022","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","405","390","36910","36410"
"In post","2022","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Greater Manchester","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Hampshire and Isle of Wight","Central Hampshire","Outside London","70","70","37950","36410"
"In post","2022","National Crime Agency","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Inner London - East","Lambeth","London","1525","1490","44870","40170"
"In post","2022","National Crime Agency","Kent","East Kent","Outside London","75","70","37000","35470"
"In post","2022","National Crime Agency","Kent","Medway","Outside London","125","125","42500","41860"
"In post","2022","National Crime Agency","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Lancashire","Chorley and West Lancashire","Outside London","70","70","37480","36410"
"In post","2022","National Crime Agency","Lancashire","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","90","90","37920","38540"
"In post","2022","National Crime Agency","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Lincolnshire","Lincolnshire CC","Outside London","10","10","39220","36410"
"In post","2022","National Crime Agency","Merseyside","Liverpool","Outside London","15","15","39010","36410"
"In post","2022","National Crime Agency","North Yorkshire","North Yorkshire CC","Outside London","15","15","44580","43450"
"In post","2022","National Crime Agency","Northern Ireland","Belfast","Outside London","120","120","40080","36740"
"In post","2022","National Crime Agency","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Northumberland, and Tyne and Wear","Sunderland","Outside London","100","100","37690","36410"
"In post","2022","National Crime Agency","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Outer London - South","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","London","90","90","41890","39840"
"In post","2022","National Crime Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Overseas","Overseas","130","130","62920","61710"
"In post","2022","National Crime Agency","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Shropshire and Staffordshire","Staffordshire CC","Outside London","40","40","37520","36920"
"In post","2022","National Crime Agency","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","South Yorkshire","Sheffield","Outside London","95","90","35780","34140"
"In post","2022","National Crime Agency","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Surrey, East and West Sussex","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Surrey, East and West Sussex","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Surrey, East and West Sussex","West Sussex (North East)","Outside London","75","70","41470","40060"
"In post","2022","National Crime Agency","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Tees Valley and Durham","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Unknown","Unknown","45","45","46520","47130"
"In post","2022","National Crime Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","60","60","38850","36410"
"In post","2022","National Crime Agency","West Midlands","Birmingham","Outside London","430","415","38140","36630"
"In post","2022","National Crime Agency","West Midlands","Coventry","Outside London","35","35","39180","37680"
"In post","2022","National Crime Agency","West Midlands","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","65","65","39660","36410"
"In post","2022","National Crime Agency","West Yorkshire","Wakefield","Outside London","165","160","39080","36740"
"In post","2022","Northern Ireland Office","Inner London - West","Westminster","London","85","85","51790","47580"
"In post","2022","Northern Ireland Office","Northern Ireland","Belfast","Outside London","90","90","41380","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","25","25","66500","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Bedfordshire and Hertfordshire","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","10","10","65620","70000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire East","Outside London","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","10","64070","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Cumbria","East Cumbria","Outside London","10","10","62710","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Derby","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","15","15","59850","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Nottingham","Outside London","90","85","34340","31700"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","20","20","66250","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","20","20","53180","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Devon","Devon CC","Outside London","25","20","64410","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Devon","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Dorset","Outside London","10","10","64260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","Somerset CC","Outside London","15","15","70410","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Anglia","Breckland and South Norfolk","Outside London","10","10","60230","57930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","East Anglia","Cambridgeshire CC","Outside London","25","25","52930","51360"
