"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","West Sussex (South West)","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","Westminster","10","[c]","40820","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Greater Manchester South West","10","[c]","31680","26820"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Liverpool","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Nottingham","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Tyneside","10","[c]","24470","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Croydon","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Hackney and Newham","20","[c]","33280","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Leeds","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","North Lanarkshire","10","[c]","30720","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Tyneside","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Bristol, City of","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Croydon","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Greater Manchester South West","35","[c]","38300","30320"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Hackney and Newham","40","[c]","41690","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Nottingham","10","[c]","30830","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Tyneside","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Belfast","130","[c]","23100","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Birmingham","370","[c]","23090","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Bradford","200","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Bristol, City of","45","[c]","29980","26820"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Cardiff and Vale of Glamorgan","240","[c]","23910","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","City of Edinburgh","150","[c]","21980","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Croydon","15","[c]","40650","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Glasgow City","35","[c]","29170","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Greater Manchester South West","335","[c]","23330","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Gwynedd","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Hackney and Newham","40","[c]","31350","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Harrow and Hillingdon","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Leeds","130","[c]","25290","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Liverpool","520","[c]","22300","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Manchester","80","[c]","27310","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","North Lanarkshire","15","[c]","23320","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Nottingham","235","[c]","25250","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Portsmouth","25","[c]","21960","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Sefton","15","[c]","23730","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","South Lanarkshire","140","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Suffolk CC","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Sunderland","85","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Tyneside","410","[c]","23920","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Manchester","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Hackney and Newham","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Westminster","15","[c]","44130","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Birmingham","10","[c]","36630","36630"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Bristol, City of","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Croydon","15","[c]","46540","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Glasgow City","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Greater Manchester South West","10","[c]","41660","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Hackney and Newham","10","[c]","48950","43430"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Leeds","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Tyneside","15","[c]","40090","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Hackney and Newham","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Tyneside","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Hackney and Newham","10","[c]","37550","37610"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Hackney and Newham","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Liverpool","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Manchester","15","[c]","31900","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Belfast","235","[c]","27040","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Birmingham","215","[c]","28560","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Bradford","65","[c]","21250","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Bristol, City of","20","[c]","32530","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Cardiff and Vale of Glamorgan","145","[c]","26740","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","City of Edinburgh","180","[c]","26060","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Croydon","90","[c]","34290","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Glasgow City","100","[c]","29610","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Greater Manchester South West","285","[c]","25690","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Hackney and Newham","140","[c]","34190","34310"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Leeds","195","[c]","28620","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Liverpool","275","[c]","25890","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Manchester","40","[c]","27490","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Nottingham","205","[c]","27400","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Portsmouth","20","[c]","22490","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Sefton","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","South Lanarkshire","50","[c]","21940","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Sunderland","50","[c]","22410","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Tyneside","210","[c]","26700","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Belfast","40","[c]","30270","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Birmingham","95","[c]","25790","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Bradford","60","[c]","21780","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Bristol, City of","20","[c]","28600","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Cardiff and Vale of Glamorgan","75","[c]","26760","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","City of Edinburgh","85","[c]","25030","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Croydon","65","[c]","31250","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","East Kent","10","[c]","27720","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Glasgow City","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Greater Manchester South West","140","[c]","28190","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Hackney and Newham","85","[c]","35490","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Leeds","65","[c]","31370","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Liverpool","100","[c]","27420","21260"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Manchester","25","[c]","28320","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","North Lanarkshire","15","[c]","25890","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Nottingham","55","[c]","28790","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Portsmouth","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","South Lanarkshire","35","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
