"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","100","90","57770","51360"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","London","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","London","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Scottish Government","Outside London","Heterosexual / straight","745","625","39550","35000"
"In post","2022","60-64","Scottish Government","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","60-64","Scottish Government","Outside London","Undeclared","50","40","42460","36240"
"In post","2022","60-64","Scottish Government","Outside London","Unknown","790","650","34960","30950"
"In post","2022","60-64","The National Archives","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","The National Archives","London","Unknown","30","30","35860","33950"
"In post","2022","60-64","UK Export Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Heterosexual / straight","335","250","26890","20350"
"In post","2022","60-64","UK Statistics Authority","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","60-64","UK Statistics Authority","Outside London","Unknown","100","75","26020","20350"
"In post","2022","60-64","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Welsh Government","Outside London","Heterosexual / straight","350","300","43680","38160"
"In post","2022","60-64","Welsh Government","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Welsh Government","Outside London","Undeclared","60","55","44580","38160"
"In post","2022","60-64","Welsh Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","London","Heterosexual / straight","60","50","49390","53050"
"In post","2022","65+","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","London","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","Outside London","Heterosexual / straight","45","35","40770","31460"
"In post","2022","65+","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Attorney General's Departments","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Cabinet Office","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Cabinet Office","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Cabinet Office","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","55","45","44030","44080"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","110","80","36700","35770"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","35","30","32730","26290"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","Outside London","Heterosexual / straight","35","35","38150","36500"
"In post","2022","65+","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Education","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","140","120","32000","26750"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","Unknown","45","35","29510","26520"
"In post","2022","65+","Department for International Trade","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","35","25","58320","58810"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Department for Transport","London","Heterosexual / straight","30","25","40460","33650"
"In post","2022","65+","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Transport","London","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Department for Transport","London","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Department for Transport","Outside London","Heterosexual / straight","260","190","30040","26780"
"In post","2022","65+","Department for Transport","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Department for Transport","Outside London","Undeclared","160","105","25580","26780"
"In post","2022","65+","Department for Transport","Outside London","Unknown","50","35","26550","26350"
"In post","2022","65+","Department for Work and Pensions","London","Heterosexual / straight","195","150","31180","31060"
"In post","2022","65+","Department for Work and Pensions","London","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","London","Undeclared","45","35","29210","31060"
"In post","2022","65+","Department for Work and Pensions","London","Unknown","105","80","30930","31060"
"In post","2022","65+","Department for Work and Pensions","Outside London","Heterosexual / straight","1635","1180","26460","27570"
"In post","2022","65+","Department for Work and Pensions","Outside London","LGBO","50","40","25280","27570"
"In post","2022","65+","Department for Work and Pensions","Outside London","Undeclared","240","175","26240","26840"
"In post","2022","65+","Department for Work and Pensions","Outside London","Unknown","490","345","25500","26120"
"In post","2022","65+","Department for Work and Pensions","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","London","Heterosexual / straight","40","35","53040","41920"
"In post","2022","65+","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","London","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","London","Unknown","30","25","65370","50710"
"In post","2022","65+","Department of Health and Social Care","Outside London","Heterosexual / straight","65","50","40420","33490"
"In post","2022","65+","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","50","45","50160","45940"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","Unknown","15","15","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","40","25","44590","52730"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","Heterosexual / straight","80","50","32170","31740"
"In post","2022","65+","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","Unknown","25","15","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","London","Heterosexual / straight","160","125","41400","37930"
"In post","2022","65+","HM Revenue and Customs","London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","London","Undeclared","40","30","39660","36370"
"In post","2022","65+","HM Revenue and Customs","London","Unknown","100","75","37980","33440"
"In post","2022","65+","HM Revenue and Customs","Outside London","Heterosexual / straight","695","495","29720","27210"
"In post","2022","65+","HM Revenue and Customs","Outside London","LGBO","15","10","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","Outside London","Undeclared","140","95","29250","28690"
"In post","2022","65+","HM Revenue and Customs","Outside London","Unknown","405","285","27940","22080"
"In post","2022","65+","HM Treasury","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","London","Heterosexual / straight","300","240","32060","28970"
"In post","2022","65+","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","London","Undeclared","75","55","30890","29370"
"In post","2022","65+","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Home Office","Outside London","Heterosexual / straight","370","275","25670","21680"
"In post","2022","65+","Home Office","Outside London","LGBO","10","5","[c]","[c]"
"In post","2022","65+","Home Office","Outside London","Undeclared","55","35","27650","27370"
"In post","2022","65+","Home Office","Outside London","Unknown","15","5","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","Heterosexual / straight","120","115","32760","26120"
"In post","2022","65+","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Outside London","Heterosexual / straight","1400","1245","30580","26670"
"In post","2022","65+","Ministry of Defence","Outside London","LGBO","15","10","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Outside London","Undeclared","250","220","31770","29200"
"In post","2022","65+","Ministry of Defence","Outside London","Unknown","175","145","35260","29530"
"In post","2022","65+","Ministry of Defence","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Ministry of Justice","London","Heterosexual / straight","335","290","32020","27000"
"In post","2022","65+","Ministry of Justice","London","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Justice","London","Undeclared","55","45","35740","28310"
"In post","2022","65+","Ministry of Justice","London","Unknown","95","75","28660","25050"
"In post","2022","65+","Ministry of Justice","Outside London","Heterosexual / straight","1205","905","26920","23640"
"In post","2022","65+","Ministry of Justice","Outside London","LGBO","35","25","26310","24800"
"In post","2022","65+","Ministry of Justice","Outside London","Undeclared","160","115","26710","21960"
"In post","2022","65+","Ministry of Justice","Outside London","Unknown","320","215","27390","26830"
"In post","2022","65+","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","Heterosexual / straight","170","135","35820","30040"
"In post","2022","65+","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","Unknown","275","205","34070","30040"
