"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government","G6/G7","Undeclared","180","175","63990","62170"
"In post","2022","Scottish Government","G6/G7","Unknown","860","825","62640","62170"
"In post","2022","Scottish Government","SCS level","Heterosexual / straight","185","180","88000","83230"
"In post","2022","Scottish Government","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Scottish Government","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Scottish Government","SCS level","Unknown","80","80","89810","83230"
"In post","2022","Scottish Government","SEO/HEO","Heterosexual / straight","5255","5040","40130","39660"
"In post","2022","Scottish Government","SEO/HEO","LGBO","435","425","38490","38670"
"In post","2022","Scottish Government","SEO/HEO","Undeclared","350","335","40340","39660"
"In post","2022","Scottish Government","SEO/HEO","Unknown","2290","2155","39760","39660"
"In post","2022","The National Archives","AA/AO","Heterosexual / straight","30","30","21770","20900"
"In post","2022","The National Archives","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","The National Archives","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","The National Archives","AA/AO","Unknown","45","40","21910","21350"
"In post","2022","The National Archives","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","The National Archives","EO","LGBO","10","10","[c]","[c]"
"In post","2022","The National Archives","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","The National Archives","EO","Unknown","35","35","25390","24960"
"In post","2022","The National Archives","G6/G7","Heterosexual / straight","50","45","52960","51230"
"In post","2022","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","The National Archives","G6/G7","Unknown","35","35","50930","48580"
"In post","2022","The National Archives","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","Heterosexual / straight","140","135","35860","34400"
"In post","2022","The National Archives","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","Undeclared","35","30","34880","33000"
"In post","2022","The National Archives","SEO/HEO","Unknown","105","100","36560","34770"
"In post","2022","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","Heterosexual / straight","60","55","29440","29000"
"In post","2022","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","Heterosexual / straight","145","140","65720","64520"
"In post","2022","UK Export Finance","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","Heterosexual / straight","185","185","41700","41200"
"In post","2022","UK Export Finance","SEO/HEO","LGBO","15","10","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","AA/AO","Heterosexual / straight","1005","705","20290","19860"
"In post","2022","UK Statistics Authority","AA/AO","LGBO","40","35","20260","19860"
"In post","2022","UK Statistics Authority","AA/AO","Undeclared","65","45","20330","19860"
"In post","2022","UK Statistics Authority","AA/AO","Unknown","410","300","20490","20350"
"In post","2022","UK Statistics Authority","EO","Heterosexual / straight","500","470","24630","23880"
"In post","2022","UK Statistics Authority","EO","LGBO","35","30","24270","23880"
"In post","2022","UK Statistics Authority","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","UK Statistics Authority","EO","Unknown","180","170","24600","23880"
"In post","2022","UK Statistics Authority","G6/G7","Heterosexual / straight","765","740","53730","51210"
"In post","2022","UK Statistics Authority","G6/G7","LGBO","45","45","54170","51210"
"In post","2022","UK Statistics Authority","G6/G7","Undeclared","40","40","53810","51210"
"In post","2022","UK Statistics Authority","G6/G7","Unknown","235","230","54000","51210"
"In post","2022","UK Statistics Authority","SCS level","Heterosexual / straight","60","55","83470","76790"
"In post","2022","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","UK Statistics Authority","SEO/HEO","Heterosexual / straight","1635","1565","34400","33710"
"In post","2022","UK Statistics Authority","SEO/HEO","LGBO","160","160","33860","31320"
"In post","2022","UK Statistics Authority","SEO/HEO","Undeclared","125","120","34360","33710"
"In post","2022","UK Statistics Authority","SEO/HEO","Unknown","545","525","34350","33870"
"In post","2022","UK Supreme Court","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Heterosexual / straight","45","40","81960","77780"
"In post","2022","Water Services Regulation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Heterosexual / straight","85","85","46900","45370"
"In post","2022","Water Services Regulation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","Unknown","30","30","48780","47390"
"In post","2022","Welsh Government","AA/AO","Heterosexual / straight","695","645","24300","24630"
"In post","2022","Welsh Government","AA/AO","LGBO","30","30","23630","24630"
"In post","2022","Welsh Government","AA/AO","Undeclared","95","85","24320","24630"
"In post","2022","Welsh Government","AA/AO","Unknown","45","45","23900","24630"
"In post","2022","Welsh Government","EO","Heterosexual / straight","905","850","28850","29430"
"In post","2022","Welsh Government","EO","LGBO","45","45","28700","29430"
"In post","2022","Welsh Government","EO","Undeclared","115","110","28980","29430"
"In post","2022","Welsh Government","EO","Unknown","40","40","28030","29430"
"In post","2022","Welsh Government","G6/G7","Heterosexual / straight","860","820","62460","61440"
"In post","2022","Welsh Government","G6/G7","LGBO","50","50","61770","61440"
"In post","2022","Welsh Government","G6/G7","Undeclared","150","145","62620","61440"
"In post","2022","Welsh Government","G6/G7","Unknown","50","45","62510","61440"
"In post","2022","Welsh Government","SCS level","Heterosexual / straight","150","145","87590","80220"
"In post","2022","Welsh Government","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Welsh Government","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","Welsh Government","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Welsh Government","SEO/HEO","Heterosexual / straight","2190","2075","41440","38160"
"In post","2022","Welsh Government","SEO/HEO","LGBO","105","100","40660","38160"
"In post","2022","Welsh Government","SEO/HEO","Undeclared","315","300","41920","38160"
"In post","2022","Welsh Government","SEO/HEO","Unknown","85","80","39160","38160"
"Leaver CS","2022","Attorney General's Departments","AA/AO","Heterosexual / straight","110","[c]","22130","22200"
"Leaver CS","2022","Attorney General's Departments","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","EO","Heterosexual / straight","65","[c]","27880","27020"
"Leaver CS","2022","Attorney General's Departments","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","G6/G7","Heterosexual / straight","210","[c]","57690","55000"
"Leaver CS","2022","Attorney General's Departments","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","G6/G7","Unknown","60","[c]","59650","57040"
"Leaver CS","2022","Attorney General's Departments","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","Heterosexual / straight","65","[c]","36980","38000"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","Heterosexual / straight","45","[c]","21130","21050"
"Leaver CS","2022","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","AA/AO","Unknown","45","[c]","19660","18330"
"Leaver CS","2022","Cabinet Office","EO","Heterosexual / straight","50","[c]","26860","27500"
"Leaver CS","2022","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","G6/G7","Heterosexual / straight","130","[c]","60180","58510"
"Leaver CS","2022","Cabinet Office","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","G6/G7","Unknown","145","[c]","65710","64500"
"Leaver CS","2022","Cabinet Office","SCS level","Heterosexual / straight","40","[c]","93590","92320"
"Leaver CS","2022","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SCS level","Unknown","35","[c]","118470","117800"
"Leaver CS","2022","Cabinet Office","SEO/HEO","Heterosexual / straight","115","[c]","37050","37180"
"Leaver CS","2022","Cabinet Office","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","SEO/HEO","Unknown","115","[c]","33270","33300"
"Leaver CS","2022","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Heterosexual / straight","35","[c]","61900","59410"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","70","[c]","21550","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","45","[c]","21110","21130"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","60","[c]","26770","26990"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","EO","Unknown","40","[c]","25180","24250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","120","[c]","57330","53730"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","180","[c]","37210","36840"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","40","[c]","37240","36010"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","75","[c]","35860","34500"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","30","[c]","55070","52300"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","40","[c]","35470","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","EO","Heterosexual / straight","55","[c]","26560","25000"
"Leaver CS","2022","Department for Education","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","EO","Unknown","40","[c]","26420","25000"
"Leaver CS","2022","Department for Education","G6/G7","Heterosexual / straight","95","[c]","57570","55520"
"Leaver CS","2022","Department for Education","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SEO/HEO","Heterosexual / straight","115","[c]","35860","36500"
"Leaver CS","2022","Department for Education","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","SEO/HEO","Unknown","40","[c]","36450","36580"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","120","[c]","21860","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","95","[c]","21360","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","95","[c]","25730","25190"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Unknown","55","[c]","25620","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","220","[c]","36560","35900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","110","[c]","34400","32160"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
