"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Digital, Data and Technology","130","[c]","51480","45290"
"Leaver CS","2022","Unknown","Economics","15","[c]","31940","35050"
"Leaver CS","2022","Unknown","Finance","185","[c]","36060","33300"
"Leaver CS","2022","Unknown","Human Resources","50","[c]","41210","34770"
"Leaver CS","2022","Unknown","Intelligence Analysis","70","[c]","28140","27370"
"Leaver CS","2022","Unknown","Knowledge and Information Management","10","[c]","38660","29830"
"Leaver CS","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","275","[c]","42000","37280"
"Leaver CS","2022","Unknown","Operational Delivery","1490","[c]","28170","25310"
"Leaver CS","2022","Unknown","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","1640","[c]","28110","22330"
"Leaver CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","270","[c]","47040","41570"
"Leaver CS","2022","Unknown","Project Delivery","75","[c]","45960","41300"
"Leaver CS","2022","Unknown","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","215","[c]","34740","29200"
"Leaver CS","2022","Unknown","Security","20","[c]","36120","33900"
"Leaver CS","2022","Unknown","Social Research","15","[c]","40290","42170"
"Leaver CS","2022","Unknown","Statistics","10","[c]","26960","22460"
"Leaver CS","2022","Unknown","Unknown","6920","[c]","31020","27570"
"Leaver CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","15","[c]","44700","39780"
"Leaver Dept.","2022","Analysis","Economics","130","[c]","41970","34680"
"Leaver Dept.","2022","Analysis","Geography","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","20","[c]","34210","31660"
"Leaver Dept.","2022","Analysis","Operational Research","20","[c]","40900","38280"
"Leaver Dept.","2022","Analysis","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","45","[c]","46480","41990"
"Leaver Dept.","2022","Analysis","Science and Engineering","10","[c]","36220","32700"
"Leaver Dept.","2022","Analysis","Social Research","50","[c]","39490","36840"
"Leaver Dept.","2022","Analysis","Statistics","105","[c]","41280","38340"
"Leaver Dept.","2022","Analysis","Unknown","120","[c]","45290","42260"
"Leaver Dept.","2022","Commercial","Commercial","395","[c]","43170","40360"
"Leaver Dept.","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","40","[c]","51480","54700"
"Leaver Dept.","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","375","[c]","41510","36840"
"Leaver Dept.","2022","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","15","[c]","46070","45080"
"Leaver Dept.","2022","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","70","[c]","44260","39370"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","115","[c]","30910","27570"
"Leaver Dept.","2022","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","20","[c]","26620","27570"
"Leaver Dept.","2022","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","15","[c]","40190","34160"
"Leaver Dept.","2022","Debt","Other","55","[c]","23190","21260"
"Leaver Dept.","2022","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","675","[c]","41450","37640"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","15","[c]","34340","33300"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","20","[c]","40600","36500"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","60","[c]","48310","54700"
"Leaver Dept.","2022","Finance","Commercial","10","[c]","33070","33590"
"Leaver Dept.","2022","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","540","[c]","41660","37610"
"Leaver Dept.","2022","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","10","[c]","43320","39960"
"Leaver Dept.","2022","Finance","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","15","[c]","45940","41560"
"Leaver Dept.","2022","Grants Management","Operational Delivery","60","[c]","24620","21300"
"Leaver Dept.","2022","Human Resources","Human Resources","550","[c]","38840","33300"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","60","[c]","28090","27570"
"Leaver Dept.","2022","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","135","[c]","39790","34550"
"Leaver Dept.","2022","Internal Audit","Internal Audit","15","[c]","45890","39630"
"Leaver Dept.","2022","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","115","[c]","59850","59160"
"Leaver Dept.","2022","Legal","Operational Delivery","60","[c]","25450","24590"
"Leaver Dept.","2022","Legal","Other","40","[c]","29020","27350"
"Leaver Dept.","2022","Legal","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","30","[c]","37520","33530"
"Leaver Dept.","2022","No function","Communications","10","[c]","48320","47350"
"Leaver Dept.","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","10","[c]","45420","48320"
"Leaver Dept.","2022","No function","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","25","[c]","39230","37620"
"Leaver Dept.","2022","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","95","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","255","[c]","44690","42370"
"Leaver Dept.","2022","No function","Medicine","390","[c]","90420","95140"
"Leaver Dept.","2022","No function","Operational Delivery","7500","[c]","33530","27570"
"Leaver Dept.","2022","No function","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","365","[c]","31530","27570"
"Leaver Dept.","2022","No function","Planning","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","25","[c]","47610","52520"
"Leaver Dept.","2022","No function","Policy","1940","[c]","44470","40050"
"Leaver Dept.","2022","No function","Project Delivery","40","[c]","43440","39530"
"Leaver Dept.","2022","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","2185","[c]","40050","37830"
"Leaver Dept.","2022","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","10","[c]","51800","49300"
"Leaver Dept.","2022","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","1825","[c]","41810","34550"
"Leaver Dept.","2022","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","50","[c]","31770","29550"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","30","[c]","41660","42890"
"Leaver Dept.","2022","Project Delivery","Other","60","[c]","36930","31970"
"Leaver Dept.","2022","Project Delivery","Policy","25","[c]","47730","51040"
"Leaver Dept.","2022","Project Delivery","Project Delivery","395","[c]","40230","37080"
"Leaver Dept.","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","60","[c]","31100","27540"
"Leaver Dept.","2022","Project Delivery","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","30","[c]","66950","65560"
"Leaver Dept.","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Operational Delivery","25","[c]","21620","22010"
"Leaver Dept.","2022","Property","Other","10","[c]","38680","31130"
"Leaver Dept.","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","115","[c]","39540","34550"
"Leaver Dept.","2022","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","30","[c]","38920","35390"
"Leaver Dept.","2022","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","50","[c]","33030","32260"
"Leaver Dept.","2022","Security","Unknown","75","[c]","37480","33300"
"Leaver Dept.","2022","Unknown","Commercial","10","[c]","46000","44080"
"Leaver Dept.","2022","Unknown","Communications","25","[c]","47240","39240"
"Leaver Dept.","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","35","[c]","48550","45470"
"Leaver Dept.","2022","Unknown","Economics","20","[c]","50330","60080"
"Leaver Dept.","2022","Unknown","Finance","55","[c]","44550","39820"
"Leaver Dept.","2022","Unknown","Human Resources","50","[c]","43780","32000"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","45","[c]","29850","28670"
"Leaver Dept.","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","730","[c]","28070","25040"
"Leaver Dept.","2022","Unknown","Operational Research","20","[c]","40130","36590"
"Leaver Dept.","2022","Unknown","Other","235","[c]","30950","26670"
"Leaver Dept.","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","365","[c]","47130","42130"
"Leaver Dept.","2022","Unknown","Project Delivery","75","[c]","40890","37460"
"Leaver Dept.","2022","Unknown","Science and Engineering","15","[c]","46840","45200"
"Leaver Dept.","2022","Unknown","Security","15","[c]","44050","37460"
"Leaver Dept.","2022","Unknown","Social Research","15","[c]","49570","44520"
"Leaver Dept.","2022","Unknown","Statistics","15","[c]","37680","34320"
"Leaver Dept.","2022","Unknown","Unknown","2010","[c]","35120","31060"
"New entrant CS","2022","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","35","[c]","35670","32930"
"New entrant CS","2022","Analysis","Economics","300","[c]","34540","30710"
"New entrant CS","2022","Analysis","Finance","10","[c]","37610","35780"
"New entrant CS","2022","Analysis","Geography","20","[c]","33500","33000"
"New entrant CS","2022","Analysis","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","30","[c]","30000","29230"
"New entrant CS","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","115","[c]","31820","30210"
"New entrant CS","2022","Analysis","Operational Research","80","[c]","31520","30850"
"New entrant CS","2022","Analysis","Other","95","[c]","40440","33400"
"New entrant CS","2022","Analysis","Policy","65","[c]","34650","35450"
"New entrant CS","2022","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","100","[c]","31760","29270"
"New entrant CS","2022","Analysis","Social Research","250","[c]","34610","30710"
"New entrant CS","2022","Analysis","Statistics","300","[c]","33040","30710"
"New entrant CS","2022","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","65","[c]","25120","21260"
"New entrant CS","2022","Commercial","Commercial","645","[c]","32930","30420"
"New entrant CS","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","10","[c]","33470","34260"
"New entrant CS","2022","Commercial","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","60","[c]","36790","33000"
"New entrant CS","2022","Commercial","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","10","[c]","46690","44000"
"New entrant CS","2022","Commercial","Unknown","245","[c]","67900","68130"
"New entrant CS","2022","Communications","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","535","[c]","36290","33080"
"New entrant CS","2022","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","480","[c]","26770","26590"
"New entrant CS","2022","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","365","[c]","27420","26590"
"New entrant CS","2022","Communications","Unknown","85","[c]","33010","33080"
"New entrant CS","2022","Counter Fraud","Counter Fraud","700","[c]","26310","27570"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","65","[c]","31040","30750"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","70","[c]","29580","26590"
"New entrant CS","2022","Counter Fraud","Operational Delivery","360","[c]","24660","21260"
"New entrant CS","2022","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","20","[c]","50320","52080"
"New entrant CS","2022","Counter Fraud","Tax","25","[c]","29370","26590"
"New entrant CS","2022","Counter Fraud","Unknown","350","[c]","28920","26590"
"New entrant CS","2022","Debt","Operational Delivery","520","[c]","21410","21250"
"New entrant CS","2022","Debt","Other","305","[c]","21800","21260"
"New entrant CS","2022","Debt","Tax","180","[c]","22030","21250"
"New entrant CS","2022","Debt","Unknown","20","[c]","22140","21250"
"New entrant CS","2022","Digital, Data & Technology","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","2460","[c]","37400","33840"
"New entrant CS","2022","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","55","[c]","26940","26350"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","30","[c]","41720","40180"
"New entrant CS","2022","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","10","[c]","34810","34260"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","60","[c]","25730","21430"
"New entrant CS","2022","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","265","[c]","43190","40600"
"New entrant CS","2022","Finance","Commercial","55","[c]","29940","28970"
"New entrant CS","2022","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","10","[c]","36330","37680"
"New entrant CS","2022","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","975","[c]","34470","31990"
"New entrant CS","2022","Finance","Human Resources","10","[c]","25190","23690"
"New entrant CS","2022","Finance","Operational Delivery","65","[c]","28210","21250"
"New entrant CS","2022","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","25","[c]","38770","36000"
"New entrant CS","2022","Finance","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","20","[c]","38940","33080"
"New entrant CS","2022","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","520","[c]","21610","21300"
"New entrant CS","2022","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","1045","[c]","33410","29440"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","115","[c]","27770","27570"
"New entrant CS","2022","Human Resources","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","170","[c]","31690","27500"
"New entrant CS","2022","Internal Audit","Internal Audit","55","[c]","41780","41720"
"New entrant CS","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","15","[c]","37780","27570"
"New entrant CS","2022","Legal","Legal","740","[c]","44720","43920"
"New entrant CS","2022","Legal","Operational Delivery","375","[c]","22550","22200"
"New entrant CS","2022","Legal","Other","95","[c]","27620","26950"
"New entrant CS","2022","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","15","[c]","36440","35530"
"New entrant CS","2022","No function","Communications","30","[c]","33000","30530"
"New entrant CS","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","30","[c]","40620","42470"
"New entrant CS","2022","No function","Economics","55","[c]","36060","32320"
"New entrant CS","2022","No function","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","70","[c]","26000","20420"
"New entrant CS","2022","No function","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","160","[c]","58620","51360"
"New entrant CS","2022","No function","Intelligence Analysis","15","[c]","25370","24620"
"New entrant CS","2022","No function","Internal Audit","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","200","[c]","37000","31800"
"New entrant CS","2022","No function","Knowledge and Information Management","125","[c]","31340","28590"
"New entrant CS","2022","No function","Legal","125","[c]","34400","34260"
"New entrant CS","2022","No function","Medicine","80","[c]","75170","84560"
"New entrant CS","2022","No function","Operational Delivery","31985","[c]","26460","24140"
"New entrant CS","2022","No function","Operational Research","25","[c]","33730","29230"
"New entrant CS","2022","No function","Other","790","[c]","29170","25110"
"New entrant CS","2022","No function","Planning","30","[c]","36480","36160"
"New entrant CS","2022","No function","Planning Inspectors","20","[c]","41440","41020"
"New entrant CS","2022","No function","Policy","3420","[c]","36430","33570"
"New entrant CS","2022","No function","Project Delivery","65","[c]","35890","34020"
"New entrant CS","2022","No function","Psychology","190","[c]","26590","27230"
"New entrant CS","2022","No function","Science and Engineering","990","[c]","31520","29230"
"New entrant CS","2022","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tax","1940","[c]","27880","26590"
"New entrant CS","2022","No function","Unknown","1460","[c]","32120","28000"
"New entrant CS","2022","No function","Veterinarian","45","[c]","34600","35900"
"New entrant CS","2022","Project Delivery","Commercial","50","[c]","28190","24000"
"New entrant CS","2022","Project Delivery","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","15","[c]","34930","24000"
"New entrant CS","2022","Project Delivery","Inspector of Education and Training","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Operational Delivery","125","[c]","28530","24920"
"New entrant CS","2022","Project Delivery","Other","250","[c]","27840","24750"
"New entrant CS","2022","Project Delivery","Policy","55","[c]","38720","37610"
"New entrant CS","2022","Project Delivery","Project Delivery","1000","[c]","37260","34570"
"New entrant CS","2022","Project Delivery","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","415","[c]","34600","33000"
"New entrant CS","2022","Project Delivery","Tax","15","[c]","21660","21250"
"New entrant CS","2022","Project Delivery","Unknown","45","[c]","54720","40210"
"New entrant CS","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Finance","25","[c]","49240","45000"
"New entrant CS","2022","Property","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","235","[c]","22470","21750"
"New entrant CS","2022","Property","Other","45","[c]","24360","23480"
"New entrant CS","2022","Property","Project Delivery","10","[c]","43810","37300"
"New entrant CS","2022","Property","Property","765","[c]","34600","31010"
"New entrant CS","2022","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","20","[c]","47620","40000"
"New entrant CS","2022","Security","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","70","[c]","30120","28700"
"New entrant CS","2022","Security","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","630","[c]","27950","25000"
"New entrant CS","2022","Security","Unknown","160","[c]","30700","27500"
"New entrant CS","2022","Unknown","Commercial","25","[c]","32490","28650"
"New entrant CS","2022","Unknown","Communications","25","[c]","34770","33120"
"New entrant CS","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","255","[c]","45700","41950"
"New entrant CS","2022","Unknown","Economics","45","[c]","30240","32390"
"New entrant CS","2022","Unknown","Finance","150","[c]","36490","33000"
"New entrant CS","2022","Unknown","Human Resources","40","[c]","36850","26340"
