"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Outside London","Male","60","[c]","37190","33740"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Female","95","[c]","31150","31060"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Male","50","[c]","31230","31060"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Female","745","[c]","26120","27570"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Male","450","[c]","25490","26060"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Disclosure Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Disclosure Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Male","30","[c]","29320","26780"
"Leaver CS","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Forestry and Land Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","London","Female","30","[c]","30630","24310"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Female","125","[c]","21940","20970"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Male","55","[c]","22290","20750"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","London","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Outside London","Female","315","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Outside London","Male","285","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Female","215","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Male","170","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","London","Female","40","[c]","33830","29370"
"Leaver CS","2022","Declared disabled","Home Office","London","Male","30","[c]","43110","34840"
"Leaver CS","2022","Declared disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Outside London","Female","80","[c]","27890","25310"
"Leaver CS","2022","Declared disabled","Home Office","Outside London","Male","50","[c]","26790","25160"
"Leaver CS","2022","Declared disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intellectual Property Office","Outside London","Female","[c]","[c]","[c]","[c]"
