"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","South East (England)","SEO","15","15","44490","43480"
"In post","2022","40-49","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","South West (England)","AA","75","75","20500","19810"
"In post","2022","40-49","Security","South West (England)","AO","70","70","35090","39070"
"In post","2022","40-49","Security","South West (England)","EO","30","30","30260","28740"
"In post","2022","40-49","Security","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","South West (England)","G7","10","10","[c]","[c]"
"In post","2022","40-49","Security","South West (England)","HEO","20","20","31700","33000"
"In post","2022","40-49","Security","South West (England)","SEO","20","20","42540","40520"
"In post","2022","40-49","Security","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Unknown","Unknown","15","15","28270","27370"
"In post","2022","40-49","Security","Wales","AA","25","25","23000","24720"
"In post","2022","40-49","Security","Wales","AO","10","10","24750","21960"
"In post","2022","40-49","Security","Wales","EO","5","5","[c]","[c]"
"In post","2022","40-49","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Wales","HEO","10","10","33630","33300"
"In post","2022","40-49","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","West Midlands (England)","AA","20","20","20290","19810"
"In post","2022","40-49","Security","West Midlands (England)","AO","20","20","30580","32380"
"In post","2022","40-49","Security","West Midlands (England)","EO","15","15","28590","26670"
"In post","2022","40-49","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","40-49","Security","West Midlands (England)","HEO","15","15","33380","33300"
"In post","2022","40-49","Security","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","West Midlands (England)","SEO","15","15","43810","40940"
"In post","2022","40-49","Security","Yorkshire and The Humber","AA","20","20","19830","19810"
"In post","2022","40-49","Security","Yorkshire and The Humber","AO","55","55","35660","39070"
"In post","2022","40-49","Security","Yorkshire and The Humber","EO","30","30","34270","33200"
"In post","2022","40-49","Security","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2022","40-49","Security","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","40-49","Security","Yorkshire and The Humber","HEO","15","15","34120","31990"
"In post","2022","40-49","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Yorkshire and The Humber","SEO","15","15","40390","40180"
"In post","2022","40-49","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","London","G6","20","20","67980","68700"
"In post","2022","40-49","Social Research","London","G7","40","35","58810","59870"
"In post","2022","40-49","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Social Research","London","SEO","15","15","43340","42710"
"In post","2022","40-49","Social Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","South East (England)","G7","15","10","51380","51210"
"In post","2022","40-49","Social Research","South East (England)","HEO","10","10","32110","31990"
"In post","2022","40-49","Social Research","South East (England)","SEO","25","20","38980","38340"
"In post","2022","40-49","Social Research","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Wales","G6","10","10","[c]","[c]"
"In post","2022","40-49","Social Research","Wales","G7","20","20","53060","51210"
"In post","2022","40-49","Social Research","Wales","HEO","20","15","32580","30710"
"In post","2022","40-49","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Wales","SEO","30","25","41020","39300"
"In post","2022","40-49","Social Research","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Research","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","East of England","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","London","EO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","London","G6","35","35","68870","68580"
"In post","2022","40-49","Statistics","London","G7","80","75","59210","60280"
"In post","2022","40-49","Statistics","London","HEO","15","15","37080","37820"
"In post","2022","40-49","Statistics","London","SCS level","10","10","86500","82900"
"In post","2022","40-49","Statistics","London","SEO","50","50","44100","43330"
"In post","2022","40-49","Statistics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","North East (England)","G7","15","15","54690","52150"
"In post","2022","40-49","Statistics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","North East (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","North West (England)","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","North West (England)","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Statistics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Scotland","G7","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","Scotland","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","G7","10","10","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","South West (England)","G7","15","10","56750","56910"
"In post","2022","40-49","Statistics","South West (England)","HEO","10","10","33170","32890"
"In post","2022","40-49","Statistics","South West (England)","SEO","10","10","39950","39850"
"In post","2022","40-49","Statistics","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Wales","G6","20","20","62400","60990"
"In post","2022","40-49","Statistics","Wales","G7","25","25","52760","51210"
"In post","2022","40-49","Statistics","Wales","HEO","15","10","33250","32810"
"In post","2022","40-49","Statistics","Wales","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","Wales","SEO","20","20","40610","39200"
"In post","2022","40-49","Statistics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","G7","15","15","52550","52150"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Statistics","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Tax","East Midlands (England)","AO","45","40","21270","21250"
"In post","2022","40-49","Tax","East Midlands (England)","EO","70","65","26930","26820"
"In post","2022","40-49","Tax","East Midlands (England)","G6","20","15","67690","67910"
"In post","2022","40-49","Tax","East Midlands (England)","G7","65","60","55000","55210"
"In post","2022","40-49","Tax","East Midlands (England)","HEO","100","95","33360","33370"
"In post","2022","40-49","Tax","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","East Midlands (England)","SEO","45","40","39980","40520"
"In post","2022","40-49","Tax","East of England","EO","10","5","[c]","[c]"
"In post","2022","40-49","Tax","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","East of England","HEO","25","20","33650","33370"
"In post","2022","40-49","Tax","East of England","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Tax","London","AO","5","5","[c]","[c]"
"In post","2022","40-49","Tax","London","EO","70","65","31260","31020"
"In post","2022","40-49","Tax","London","G6","35","35","74360","74850"
"In post","2022","40-49","Tax","London","G7","60","60","61420","62120"
"In post","2022","40-49","Tax","London","HEO","165","160","38110","37930"
"In post","2022","40-49","Tax","London","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Tax","London","SEO","75","75","43740","43810"
"In post","2022","40-49","Tax","North East (England)","AO","90","85","21290","21250"
"In post","2022","40-49","Tax","North East (England)","EO","125","120","26850","26820"
"In post","2022","40-49","Tax","North East (England)","G6","15","15","67830","67910"
"In post","2022","40-49","Tax","North East (England)","G7","55","55","53800","55210"
"In post","2022","40-49","Tax","North East (England)","HEO","140","135","33210","33370"
"In post","2022","40-49","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","North East (England)","SEO","55","55","39820","40520"
"In post","2022","40-49","Tax","North West (England)","AO","155","145","21320","21250"
"In post","2022","40-49","Tax","North West (England)","EO","145","140","26600","26820"
"In post","2022","40-49","Tax","North West (England)","G6","40","40","67930","67910"
"In post","2022","40-49","Tax","North West (England)","G7","100","95","54590","55210"
"In post","2022","40-49","Tax","North West (England)","HEO","205","200","33270","33370"
"In post","2022","40-49","Tax","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","North West (England)","SEO","105","105","40280","40520"
"In post","2022","40-49","Tax","Northern Ireland","AO","30","25","21250","21250"
"In post","2022","40-49","Tax","Northern Ireland","EO","35","35","26720","26590"
"In post","2022","40-49","Tax","Northern Ireland","G6","5","5","[c]","[c]"
"In post","2022","40-49","Tax","Northern Ireland","G7","40","35","55100","55210"
"In post","2022","40-49","Tax","Northern Ireland","HEO","70","70","33290","33370"
"In post","2022","40-49","Tax","Northern Ireland","SEO","25","20","40060","40180"
"In post","2022","40-49","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","Scotland","AO","90","85","21260","21250"
"In post","2022","40-49","Tax","Scotland","EO","75","70","26630","26820"
"In post","2022","40-49","Tax","Scotland","G6","15","15","67660","67910"
"In post","2022","40-49","Tax","Scotland","G7","40","40","53930","55210"
"In post","2022","40-49","Tax","Scotland","HEO","150","145","33370","33370"
"In post","2022","40-49","Tax","Scotland","SEO","60","60","39600","40520"
"In post","2022","40-49","Tax","South East (England)","AO","10","10","21250","21250"
"In post","2022","40-49","Tax","South East (England)","EO","15","10","27950","26820"
"In post","2022","40-49","Tax","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","40-49","Tax","South East (England)","G7","10","10","56050","55410"
"In post","2022","40-49","Tax","South East (England)","HEO","35","30","33620","33370"
"In post","2022","40-49","Tax","South East (England)","SEO","15","15","40060","40520"
"In post","2022","40-49","Tax","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","South West (England)","EO","10","10","27200","26820"
"In post","2022","40-49","Tax","South West (England)","G6","10","10","67690","67910"
"In post","2022","40-49","Tax","South West (England)","G7","25","25","54850","55210"
"In post","2022","40-49","Tax","South West (England)","HEO","45","45","33230","33370"
"In post","2022","40-49","Tax","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","South West (England)","SEO","25","25","40140","40520"
"In post","2022","40-49","Tax","Wales","AO","40","35","21280","21250"
"In post","2022","40-49","Tax","Wales","EO","90","90","26830","26820"
"In post","2022","40-49","Tax","Wales","G6","10","10","68320","67910"
"In post","2022","40-49","Tax","Wales","G7","45","45","54880","55210"
"In post","2022","40-49","Tax","Wales","HEO","105","100","33100","33370"
"In post","2022","40-49","Tax","Wales","SEO","45","40","40460","40520"
"In post","2022","40-49","Tax","West Midlands (England)","AO","15","15","21300","21250"
"In post","2022","40-49","Tax","West Midlands (England)","EO","70","65","27100","26820"
"In post","2022","40-49","Tax","West Midlands (England)","G6","10","10","67010","67910"
"In post","2022","40-49","Tax","West Midlands (England)","G7","25","25","54600","55210"
"In post","2022","40-49","Tax","West Midlands (England)","HEO","95","90","33300","33370"
"In post","2022","40-49","Tax","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Tax","West Midlands (England)","SEO","55","55","40220","40520"
"In post","2022","40-49","Tax","Yorkshire and The Humber","AO","35","30","21270","21250"
"In post","2022","40-49","Tax","Yorkshire and The Humber","EO","70","65","26930","26820"
"In post","2022","40-49","Tax","Yorkshire and The Humber","G6","15","15","67940","67910"
"In post","2022","40-49","Tax","Yorkshire and The Humber","G7","50","50","54860","55210"
"In post","2022","40-49","Tax","Yorkshire and The Humber","HEO","95","90","33260","33370"
"In post","2022","40-49","Tax","Yorkshire and The Humber","SEO","40","40","40370","40520"
"In post","2022","40-49","Unknown","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East Midlands (England)","EO","15","15","26480","26590"
"In post","2022","40-49","Unknown","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East Midlands (England)","G7","10","10","58620","52950"
"In post","2022","40-49","Unknown","East Midlands (England)","HEO","30","30","33240","33370"
"In post","2022","40-49","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East of England","G7","15","15","56470","51950"
"In post","2022","40-49","Unknown","East of England","HEO","10","10","33230","33080"
"In post","2022","40-49","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","East of England","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","London","AO","25","20","25760","25120"
"In post","2022","40-49","Unknown","London","EO","105","105","29280","29800"
"In post","2022","40-49","Unknown","London","G6","285","280","69990","67930"
"In post","2022","40-49","Unknown","London","G7","520","500","57650","56340"
"In post","2022","40-49","Unknown","London","HEO","210","210","35880","36160"
"In post","2022","40-49","Unknown","London","SCS level","300","295","95680","91800"
"In post","2022","40-49","Unknown","London","SEO","175","170","42160","41910"
"In post","2022","40-49","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","North East (England)","AO","75","65","21170","21250"
"In post","2022","40-49","Unknown","North East (England)","EO","50","45","25770","26590"
"In post","2022","40-49","Unknown","North East (England)","G6","10","10","70990","70050"
"In post","2022","40-49","Unknown","North East (England)","G7","25","25","53840","52080"
"In post","2022","40-49","Unknown","North East (England)","HEO","55","55","32940","33080"
"In post","2022","40-49","Unknown","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","North East (England)","SEO","20","20","39080","40180"
"In post","2022","40-49","Unknown","North West (England)","AO","60","55","21340","21250"
"In post","2022","40-49","Unknown","North West (England)","EO","50","50","26880","26590"
"In post","2022","40-49","Unknown","North West (England)","G6","35","35","69850","67790"
"In post","2022","40-49","Unknown","North West (England)","G7","65","65","55780","54160"
"In post","2022","40-49","Unknown","North West (England)","HEO","90","90","32960","33080"
"In post","2022","40-49","Unknown","North West (England)","SCS level","15","15","96650","82610"
"In post","2022","40-49","Unknown","North West (England)","SEO","65","60","39230","40180"
"In post","2022","40-49","Unknown","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Northern Ireland","HEO","10","10","33270","33370"
"In post","2022","40-49","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","G7","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Scotland","AA","255","240","22380","22140"
"In post","2022","40-49","Unknown","Scotland","AO","250","235","25850","25930"
"In post","2022","40-49","Unknown","Scotland","EO","645","610","28990","28980"
"In post","2022","40-49","Unknown","Scotland","G6","510","490","71930","72480"
"In post","2022","40-49","Unknown","Scotland","G7","710","675","58290","61190"
"In post","2022","40-49","Unknown","Scotland","HEO","725","700","34720","34600"
"In post","2022","40-49","Unknown","Scotland","SCS level","100","100","87340","83230"
"In post","2022","40-49","Unknown","Scotland","SEO","850","815","44950","47000"
"In post","2022","40-49","Unknown","South East (England)","AO","15","15","21810","21260"
"In post","2022","40-49","Unknown","South East (England)","EO","25","25","27200","26820"
"In post","2022","40-49","Unknown","South East (England)","G6","15","15","76780","77230"
"In post","2022","40-49","Unknown","South East (England)","G7","55","55","64600","59820"
"In post","2022","40-49","Unknown","South East (England)","HEO","20","20","33190","33300"
"In post","2022","40-49","Unknown","South East (England)","SCS level","10","10","103170","101430"
"In post","2022","40-49","Unknown","South East (England)","SEO","15","15","40250","40520"
"In post","2022","40-49","Unknown","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","South West (England)","G6","20","20","73430","67910"
"In post","2022","40-49","Unknown","South West (England)","G7","35","35","53690","52350"
"In post","2022","40-49","Unknown","South West (England)","HEO","20","20","33300","33370"
"In post","2022","40-49","Unknown","South West (England)","SCS level","15","15","102290","101640"
"In post","2022","40-49","Unknown","South West (England)","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","G7","20","20","54880","52280"
"In post","2022","40-49","Unknown","Unknown","HEO","15","15","31090","32000"
"In post","2022","40-49","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Wales","AO","15","15","21250","21250"
"In post","2022","40-49","Unknown","Wales","EO","15","15","26530","26590"
"In post","2022","40-49","Unknown","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Wales","G7","15","15","53210","50890"
"In post","2022","40-49","Unknown","Wales","HEO","15","15","32980","33080"
"In post","2022","40-49","Unknown","Wales","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Wales","SEO","15","15","40320","40180"
"In post","2022","40-49","Unknown","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","West Midlands (England)","AO","15","10","21250","21250"
"In post","2022","40-49","Unknown","West Midlands (England)","EO","30","25","26990","26820"
"In post","2022","40-49","Unknown","West Midlands (England)","G6","10","10","76180","74800"
"In post","2022","40-49","Unknown","West Midlands (England)","G7","30","30","57790","55210"
"In post","2022","40-49","Unknown","West Midlands (England)","HEO","45","45","33010","33370"
"In post","2022","40-49","Unknown","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","West Midlands (England)","SEO","30","30","40320","40520"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","AO","35","30","21250","21250"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","EO","45","40","26100","26590"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","G6","25","25","65690","64500"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","G7","105","100","56000","52080"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","HEO","60","55","32970","33300"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","SCS level","10","10","91370","72040"
"In post","2022","40-49","Unknown","Yorkshire and The Humber","SEO","45","45","39110","39840"
"In post","2022","40-49","Veterinarian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","East of England","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","G7","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Scotland","SEO","10","10","37080","37240"
"In post","2022","40-49","Veterinarian","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","South East (England)","G7","10","10","[c]","[c]"
"In post","2022","40-49","Veterinarian","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","G7","10","10","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","South West (England)","SEO","25","25","39970","37720"
"In post","2022","40-49","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","G7","5","5","[c]","[c]"
"In post","2022","40-49","Veterinarian","Wales","SEO","15","15","38780","37910"
"In post","2022","40-49","Veterinarian","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","West Midlands (England)","SEO","10","10","39160","37910"
"In post","2022","40-49","Veterinarian","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Veterinarian","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East Midlands (England)","SEO","15","15","41060","39850"
"In post","2022","50-59","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","EO","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","G6","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","G7","5","5","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","HEO","15","15","33140","33300"
"In post","2022","50-59","Commercial","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","East of England","SEO","25","25","41970","42080"
"In post","2022","50-59","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","London","AO","15","15","24800","24370"
"In post","2022","50-59","Commercial","London","EO","30","30","29950","30550"
"In post","2022","50-59","Commercial","London","G6","35","35","72810","71190"
"In post","2022","50-59","Commercial","London","G7","40","40","58390","55850"
"In post","2022","50-59","Commercial","London","HEO","40","40","36010","35840"
"In post","2022","50-59","Commercial","London","SCS level","15","15","90420","84780"
