"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Finance","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Geography","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","EO","35","[c]","26790","26880"
"Leaver Dept.","2022","20-29","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","HEO","60","[c]","32370","32330"
"Leaver Dept.","2022","20-29","Human Resources","London","SEO","10","[c]","38790","40070"
"Leaver Dept.","2022","20-29","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","North West (England)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","AO","50","[c]","20560","20970"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","EO","40","[c]","25460","25120"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","HEO","15","[c]","29050","28590"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East of England","AO","30","[c]","21920","21820"
"Leaver Dept.","2022","20-29","Operational Delivery","East of England","EO","35","[c]","27070","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","London","AA","25","[c]","21050","21650"
"Leaver Dept.","2022","20-29","Operational Delivery","London","AO","135","[c]","23750","23770"
"Leaver Dept.","2022","20-29","Operational Delivery","London","EO","330","[c]","28790","28500"
"Leaver Dept.","2022","20-29","Operational Delivery","London","G7","35","[c]","53030","52850"
"Leaver Dept.","2022","20-29","Operational Delivery","London","HEO","190","[c]","32800","32330"
"Leaver Dept.","2022","20-29","Operational Delivery","London","SEO","130","[c]","40050","40070"
"Leaver Dept.","2022","20-29","Operational Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North East (England)","AO","65","[c]","21120","21260"
"Leaver Dept.","2022","20-29","Operational Delivery","North East (England)","EO","40","[c]","26950","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","AO","125","[c]","20900","20970"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","EO","120","[c]","25750","25040"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","HEO","15","[c]","29530","30350"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","North West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Scotland","AO","55","[c]","21520","21260"
"Leaver Dept.","2022","20-29","Operational Delivery","Scotland","EO","75","[c]","27210","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","AO","45","[c]","21880","21820"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","EO","40","[c]","26810","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","AA","25","[c]","18910","19100"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","AO","70","[c]","20830","20400"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","EO","50","[c]","25150","24880"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","HEO","35","[c]","29200","28590"
"Leaver Dept.","2022","20-29","Operational Delivery","South West (England)","SEO","10","[c]","37370","36690"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","AO","20","[c]","21690","21840"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","AO","30","[c]","21200","21260"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","EO","45","[c]","27080","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","AO","100","[c]","20470","20390"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","EO","100","[c]","25900","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","HEO","10","[c]","29950","30360"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","AO","55","[c]","20920","21190"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","EO","80","[c]","26280","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","HEO","40","[c]","31100","30200"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","SEO","10","[c]","37640","36820"
"Leaver Dept.","2022","20-29","Operational Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","London","HEO","20","[c]","34730","36590"
"Leaver Dept.","2022","20-29","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","London","EO","75","[c]","28560","27890"
"Leaver Dept.","2022","20-29","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","London","HEO","55","[c]","33920","35050"
"Leaver Dept.","2022","20-29","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","North East (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","North West (England)","AO","10","[c]","21210","21260"
"Leaver Dept.","2022","20-29","Other","North West (England)","EO","15","[c]","27370","27570"
"Leaver Dept.","2022","20-29","Other","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Scotland","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Scotland","EO","20","[c]","24940","23700"
"Leaver Dept.","2022","20-29","Other","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","South East (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","South West (England)","EO","25","[c]","24400","26350"
"Leaver Dept.","2022","20-29","Other","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Wales","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","London","EO","125","[c]","28000","27850"
"Leaver Dept.","2022","20-29","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","London","G7","125","[c]","54020","53410"
"Leaver Dept.","2022","20-29","Policy","London","HEO","390","[c]","34280","33960"
"Leaver Dept.","2022","20-29","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","London","SEO","115","[c]","41080","40230"
"Leaver Dept.","2022","20-29","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","North West (England)","HEO","15","[c]","30950","30360"
"Leaver Dept.","2022","20-29","Policy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South East (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Yorkshire and The Humber","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","Yorkshire and The Humber","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","London","EO","15","[c]","28270","28160"
"Leaver Dept.","2022","20-29","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","London","HEO","25","[c]","35450","35070"
"Leaver Dept.","2022","20-29","Project Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","South West (England)","EO","15","[c]","24670","25500"
"Leaver Dept.","2022","20-29","Project Delivery","South West (England)","HEO","20","[c]","30430","30160"
"Leaver Dept.","2022","20-29","Project Delivery","South West (England)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
