"Status","Year","Age","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Attorney General's Departments","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Male","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Female","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Male","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","16-19","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
