"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Aberdeen City and Aberdeenshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Angus and Dundee City","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","16-19","Barnet","AA/AO","AA","5","0","[c]","[c]"
"In post","2022","16-19","Barnet","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Barnsley, Doncaster and Rotherham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","90","90","18650","18030"
"In post","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Bedford","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bedford","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Belfast","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Berkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bexley and Greenwich","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bexley and Greenwich","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Birmingham","AA/AO","AO","25","25","21500","21250"
"In post","2022","16-19","Birmingham","EO","EO","10","10","24450","24910"
"In post","2022","16-19","Blackpool","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Blackpool","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bradford","AA/AO","AO","20","15","21250","21250"
"In post","2022","16-19","Bradford","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Breckland and South Norfolk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bridgend and Neath Port Talbot","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Brighton and Hove","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bristol, City of","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Bristol, City of","AA/AO","AO","10","10","20890","21250"
"In post","2022","16-19","Bristol, City of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Buckinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Calderdale and Kirklees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Calderdale and Kirklees","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cambridgeshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Cambridgeshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Camden and City of London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cardiff and Vale of Glamorgan","AA/AO","AO","20","20","21230","21250"
"In post","2022","16-19","Cardiff and Vale of Glamorgan","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Central Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Central Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Central Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cheshire East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","City of Edinburgh","AA/AO","AA","20","20","21460","21050"
"In post","2022","16-19","City of Edinburgh","AA/AO","AO","15","15","21910","21250"
"In post","2022","16-19","City of Edinburgh","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Clackmannanshire and Fife","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Clackmannanshire and Fife","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cornwall and Isles of Scilly","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Coventry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Coventry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Croydon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Croydon","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Croydon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dorset","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dorset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dudley","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Durham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Durham","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Ayrshire and North Ayrshire mainland","EO","EO","10","10","[c]","[c]"
"In post","2022","16-19","East Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Kent","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Kent","AA/AO","AO","15","15","22200","21680"
"In post","2022","16-19","East Kent","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","East Merseyside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Riding of Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Surrey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Sussex CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Sussex CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Sussex CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Enfield","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex Haven Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Falkirk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Flintshire and Wrexham","AA/AO","AA","15","15","18060","17450"
"In post","2022","16-19","Glasgow City","AA/AO","AA","20","20","21210","21050"
"In post","2022","16-19","Glasgow City","AA/AO","AO","15","10","21320","21260"
"In post","2022","16-19","Greater Manchester North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester South East","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester South West","AA/AO","AO","15","15","21190","21250"
"In post","2022","16-19","Greater Manchester South West","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Gwent Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hackney and Newham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hackney and Newham","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Haringey and Islington","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Haringey and Islington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hartlepool and Stockton-on-Tees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hartlepool and Stockton-on-Tees","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heart of Essex","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heart of Essex","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hertfordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hertfordshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Isle of Wight","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent Thames Gateway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent Thames Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kingston upon Hull, City of","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kingston upon Hull, City of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancaster and Wyre","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leeds","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leeds","AA/AO","AO","30","30","21490","21250"
"In post","2022","16-19","Leeds","EO","EO","10","10","[c]","[c]"
"In post","2022","16-19","Leicester","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Leicester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire CC and Rutland","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","16-19","Leicestershire CC and Rutland","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Lewisham and Southwark","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lisburn and Castlereagh","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Liverpool","AA/AO","AO","40","40","21310","21250"
"In post","2022","16-19","Liverpool","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Manchester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Manchester","AA/AO","AO","15","15","21350","21260"
"In post","2022","16-19","Manchester","EO","EO","10","10","25570","25000"
"In post","2022","16-19","Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Medway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Medway","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Mid Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mid Lancashire","AA/AO","AO","10","10","21300","21260"
"In post","2022","16-19","Mid Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mid Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Milton Keynes","Unknown","Unknown","25","25","19030","19110"
"In post","2022","16-19","Monmouthshire and Newport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Monmouthshire and Newport","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Monmouthshire and Newport","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","Newry, Mourne and Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North and North East Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Lanarkshire","AA/AO","AO","10","10","21290","21250"
"In post","2022","16-19","North Lanarkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Norwich and East Norfolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Norwich and East Norfolk","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Nottingham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Nottingham","AA/AO","AO","20","20","21710","21250"
"In post","2022","16-19","Nottingham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Oxfordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Oxfordshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Perth and Kinross, and Stirling","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Peterborough","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Plymouth","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","16-19","Plymouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Plymouth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Plymouth","Unknown","Unknown","10","10","18010","18030"
"In post","2022","16-19","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Portsmouth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Redbridge and Waltham Forest","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Borders","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sefton","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sefton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sheffield","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","16-19","Sheffield","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shetland Islands","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Solihull","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Solihull","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South and West Derbyshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South and West Derbyshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Hampshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","16-19","South Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","South Hampshire","EO","EO","5","5","[c]","[c]"
"In post","2022","16-19","South Lanarkshire","AA/AO","AO","10","10","21300","21250"
"In post","2022","16-19","South Teesside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southampton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Staffordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Staffordshire CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","16-19","Staffordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Stoke-on-Trent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Suffolk CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Suffolk CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","16-19","Suffolk CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Sunderland","AA/AO","AO","10","10","21250","21250"
"In post","2022","16-19","Swansea","AA/AO","AA","55","45","18360","18310"
"In post","2022","16-19","Swansea","AA/AO","AO","25","20","21650","21840"
"In post","2022","16-19","Thurrock","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tower Hamlets","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","Tower Hamlets","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tyneside","AA/AO","AO","40","40","21070","21250"
"In post","2022","16-19","Tyneside","EO","EO","10","10","[c]","[c]"
"In post","2022","16-19","Tyneside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wakefield","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Warrington","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Warrington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Warwickshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Lothian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Surrey","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Surrey","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","West Sussex (South West)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Sussex (South West)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Westminster","AA/AO","AO","25","25","23340","23770"
"In post","2022","16-19","Westminster","EO","EO","55","55","25920","25170"
"In post","2022","16-19","Westminster","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wiltshire","AA/AO","AA","10","10","17180","17650"
"In post","2022","16-19","Wiltshire","AA/AO","AO","10","10","22910","22230"
"In post","2022","16-19","Wiltshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wirral","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wolverhampton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wolverhampton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Worcestershire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Worcestershire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","York","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","16-19","York","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","AA/AO","AA","15","15","22010","21640"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","AA/AO","AO","85","85","25080","23630"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","EO","EO","85","85","28680","27570"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","45","45","32480","31540"
"In post","2022","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","15","15","43840","41750"
"In post","2022","20-29","Angus and Dundee City","AA/AO","AA","100","95","21330","21050"
"In post","2022","20-29","Angus and Dundee City","AA/AO","AO","105","105","21940","21260"
"In post","2022","20-29","Angus and Dundee City","EO","EO","65","65","27700","27230"
"In post","2022","20-29","Angus and Dundee City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Angus and Dundee City","SEO/HEO","HEO","20","20","32180","31540"
"In post","2022","20-29","Angus and Dundee City","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Antrim and Newtownabbey","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","20-29","Antrim and Newtownabbey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ards and North Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ards and North Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Armagh City, Banbridge and Craigavon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Armagh City, Banbridge and Craigavon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barking & Dagenham and Havering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barking & Dagenham and Havering","AA/AO","AO","10","10","25390","25110"
"In post","2022","20-29","Barking & Dagenham and Havering","EO","EO","80","80","30930","31060"
"In post","2022","20-29","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barking & Dagenham and Havering","Unknown","Unknown","20","20","27990","27060"
"In post","2022","20-29","Barnet","AA/AO","AA","15","15","22350","22350"
"In post","2022","20-29","Barnet","AA/AO","AO","50","45","24670","23780"
"In post","2022","20-29","Barnet","EO","EO","145","130","28280","26880"
"In post","2022","20-29","Barnet","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","20-29","Barnet","SEO/HEO","HEO","85","85","32930","32330"
"In post","2022","20-29","Barnet","SEO/HEO","SEO","45","45","40520","40070"
"In post","2022","20-29","Barnet","Unknown","Unknown","15","15","29490","27060"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","AA/AO","AA","60","55","21020","20890"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","AA/AO","AO","220","215","24140","24260"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","EO","EO","70","70","28040","27570"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","10","10","31050","30100"
"In post","2022","20-29","Barnsley, Doncaster and Rotherham","Unknown","Unknown","55","55","26460","24800"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AA","25","25","20790","20890"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","145","140","22270","21170"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","990","980","24480","25410"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","15","15","49550","53100"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","885","880","29740","30420"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","285","285","38280","38250"
"In post","2022","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","390","385","28530","27540"
"In post","2022","20-29","Bedford","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","20-29","Bedford","AA/AO","AO","90","90","28060","28140"
"In post","2022","20-29","Bedford","EO","EO","40","40","26380","27470"
"In post","2022","20-29","Bedford","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Bedford","Unknown","Unknown","15","15","24900","24800"
"In post","2022","20-29","Belfast","AA/AO","AO","245","235","21270","21250"
"In post","2022","20-29","Belfast","EO","EO","160","155","26250","26590"
"In post","2022","20-29","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Belfast","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","20-29","Belfast","SEO/HEO","HEO","75","75","32910","33080"
"In post","2022","20-29","Belfast","SEO/HEO","SEO","15","15","38070","38770"
"In post","2022","20-29","Berkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire","AA/AO","AO","210","205","26650","26610"
"In post","2022","20-29","Berkshire","EO","EO","95","90","29900","29290"
"In post","2022","20-29","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire","SEO/HEO","HEO","40","40","30700","29720"
"In post","2022","20-29","Berkshire","SEO/HEO","SEO","15","15","42710","40000"
"In post","2022","20-29","Berkshire","Unknown","Unknown","70","70","25000","24270"
"In post","2022","20-29","Bexley and Greenwich","AA/AO","AA","40","40","23800","24080"
"In post","2022","20-29","Bexley and Greenwich","AA/AO","AO","180","180","30020","30460"
"In post","2022","20-29","Bexley and Greenwich","EO","EO","75","75","31130","31060"
"In post","2022","20-29","Bexley and Greenwich","SEO/HEO","HEO","10","10","34500","32870"
"In post","2022","20-29","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Bexley and Greenwich","Unknown","Unknown","25","25","26800","27060"
"In post","2022","20-29","Birmingham","AA/AO","AA","40","40","19640","19200"
"In post","2022","20-29","Birmingham","AA/AO","AO","915","880","21520","21250"
"In post","2022","20-29","Birmingham","EO","EO","780","775","26740","26590"
"In post","2022","20-29","Birmingham","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","20-29","Birmingham","G6/G7","G7","60","60","52760","54160"
"In post","2022","20-29","Birmingham","SEO/HEO","HEO","405","405","32110","33080"
"In post","2022","20-29","Birmingham","SEO/HEO","SEO","100","100","38740","38490"
"In post","2022","20-29","Birmingham","Unknown","Unknown","100","95","24580","23170"
"In post","2022","20-29","Blackburn with Darwen","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Blackburn with Darwen","AA/AO","AO","10","10","21240","21260"
"In post","2022","20-29","Blackburn with Darwen","EO","EO","15","15","27460","27570"
"In post","2022","20-29","Blackburn with Darwen","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Blackburn with Darwen","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Blackburn with Darwen","Unknown","Unknown","15","15","24710","23170"
"In post","2022","20-29","Blackpool","AA/AO","AO","360","355","21260","21260"
"In post","2022","20-29","Blackpool","EO","EO","240","240","27560","27570"
