"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Economics","40","35","52280","55620"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Finance","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","55","50","36740","31160"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Other","85","80","63250","63570"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Policy","305","300","53330","53000"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","100","100","44590","38600"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Security","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","Project Delivery","50","50","35160","38550"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Operational Delivery","70","65","34010","33080"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Other","20","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Policy","210","195","52990","54160"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Project Delivery","560","540","45300","40520"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Tax","160","150","34180","33370"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs","Unknown","60","55","48330","40350"
"In post","2022","Unknown","Project Delivery","HM Treasury","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Commercial","85","80","41500","37700"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Finance","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Operational Delivery","35","35","33060","32710"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Other","295","280","28720","25000"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Project Delivery","520","505","43080","40580"
"In post","2022","Unknown","Project Delivery","Ministry of Defence","Science and Engineering","395","390","35720","32720"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice","Project Delivery","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","Project Delivery","50","50","44990","40960"
"In post","2022","Unknown","Project Delivery","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Scottish Government","Project Delivery","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Statistics Authority","Project Delivery","95","90","40080","36840"
"In post","2022","Unknown","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Attorney General's Departments","Property","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Project Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Property","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education","Policy","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education","Property","140","135","43940","49860"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs","Property","40","40","35790","30610"
"In post","2022","Unknown","Property","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Transport","Property","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Department for Work and Pensions","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care","Property","40","40","40130","40550"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office","Property","25","25","[c]","[c]"
"In post","2022","Unknown","Property","HM Land Registry","Property","5","5","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs","Operational Delivery","320","305","24020","22010"
"In post","2022","Unknown","Property","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs","Property","470","455","33290","29860"
"In post","2022","Unknown","Property","Ministry of Defence","Other","35","30","23250","19690"
"In post","2022","Unknown","Property","Ministry of Defence","Property","345","330","26600","20480"
"In post","2022","Unknown","Property","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice","Property","50","50","45700","41750"
"In post","2022","Unknown","Property","National Crime Agency","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Government","Other","215","215","31350","29900"
"In post","2022","Unknown","Property","Scottish Government","Property","15","15","[c]","[c]"
"In post","2022","Unknown","Property","The National Archives","Property","5","5","[c]","[c]"
"In post","2022","Unknown","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Attorney General's Departments","Security","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office","Unknown","250","235","30690","26670"
"In post","2022","Unknown","Security","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy","Security","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education","Security","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport","Security","30","30","35740","34710"
"In post","2022","Unknown","Security","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office","Security","25","25","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs","Security","45","45","42840","40520"
"In post","2022","Unknown","Security","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence","Intelligence Analysis","130","130","37450","35860"
"In post","2022","Unknown","Security","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence","Security","1540","1520","30260","26750"
"In post","2022","Unknown","Security","Ministry of Justice","Security","70","70","37290","33460"
"In post","2022","Unknown","Security","National Crime Agency","Security","30","30","33030","32260"
"In post","2022","Unknown","Security","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","Security","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","Policy","40","40","42470","39960"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions","Unknown","80","75","38110","31990"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","Human Resources","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department of Health and Social Care","Unknown","125","125","47960","49530"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Foreign, Commonwealth and Development Office","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Commercial","30","30","35700","34130"
"In post","2022","Unknown","Unknown","Home Office","Communications","45","45","43920","42450"
"In post","2022","Unknown","Unknown","Home Office","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Digital, Data and Technology","490","490","47910","44080"
"In post","2022","Unknown","Unknown","Home Office","Economics","70","70","39390","35050"
"In post","2022","Unknown","Unknown","Home Office","Finance","45","45","46250","41950"
"In post","2022","Unknown","Unknown","Home Office","Human Resources","100","100","42800","37450"
"In post","2022","Unknown","Unknown","Home Office","Intelligence Analysis","115","110","28490","24880"
"In post","2022","Unknown","Unknown","Home Office","Knowledge and Information Management","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Operational Delivery","3340","3200","26160","24880"
"In post","2022","Unknown","Unknown","Home Office","Operational Research","30","30","37140","36590"
"In post","2022","Unknown","Unknown","Home Office","Other","380","380","34470","28650"
"In post","2022","Unknown","Unknown","Home Office","Policy","565","560","45990","41950"
"In post","2022","Unknown","Unknown","Home Office","Project Delivery","315","310","41350","37450"
"In post","2022","Unknown","Unknown","Home Office","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Security","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Home Office","Social Research","60","60","39940","33650"
"In post","2022","Unknown","Unknown","Home Office","Statistics","75","75","29320","22460"
"In post","2022","Unknown","Unknown","Ministry of Defence","Finance","220","215","36090","33300"
"In post","2022","Unknown","Unknown","Ministry of Defence","Medicine","475","405","46110","39030"
"In post","2022","Unknown","Unknown","Ministry of Defence","Other","3370","3315","32980","30780"
"In post","2022","Unknown","Unknown","Ministry of Defence","Policy","215","215","44450","44460"
"In post","2022","Unknown","Unknown","Ministry of Defence","Science and Engineering","235","235","32610","26830"
"In post","2022","Unknown","Unknown","Ministry of Defence","Unknown","30","30","37360","36910"
"In post","2022","Unknown","Unknown","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Office of the Secretary of State for Scotland","Unknown","40","40","46940","49860"
"In post","2022","Unknown","Unknown","Scottish Government","Other","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Scottish Government","Unknown","5165","4950","39300","33540"
"In post","2022","Unknown","Unknown","Welsh Government","Communications","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Human Resources","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Legal","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Medicine","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Operational Delivery","105","95","34590","29430"
"In post","2022","Unknown","Unknown","Welsh Government","Other","35","35","41040","38160"
"In post","2022","Unknown","Unknown","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Policy","65","65","42490","38160"
"In post","2022","Unknown","Unknown","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Social Research","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","UK Statistics Authority","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
