"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Mixed","West Midlands","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - East","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","AA/AO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","G6/G7","35","35","59430","54700"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","SEO/HEO","35","35","37270","36650"
"In post","2022","Declared disabled","Other ethnicity","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
