"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - East","AA/AO","70","65","24960","25110"
"In post","2022","Declared disabled","Asian","Inner London - East","EO","105","95","31140","31060"
"In post","2022","Declared disabled","Asian","Inner London - East","G6/G7","30","30","61790","62120"
"In post","2022","Declared disabled","Asian","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - East","SEO/HEO","70","70","39910","39020"
"In post","2022","Declared disabled","Asian","Inner London - East","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - West","AA/AO","45","40","24700","24310"
"In post","2022","Declared disabled","Asian","Inner London - West","EO","120","115","29530","29500"
"In post","2022","Declared disabled","Asian","Inner London - West","G6/G7","150","145","59490","57460"
"In post","2022","Declared disabled","Asian","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - West","SEO/HEO","260","255","38330","38070"
"In post","2022","Declared disabled","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","EO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","AA/AO","50","40","21240","21260"
"In post","2022","Declared disabled","Asian","Lancashire","EO","40","40","27230","27570"
"In post","2022","Declared disabled","Asian","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","65","55","20990","20970"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","EO","35","35","27200","27570"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","EO","65","55","30840","31060"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - South","AA/AO","45","40","25230","25630"
"In post","2022","Declared disabled","Asian","Outer London - South","EO","55","50","30020","29370"
"In post","2022","Declared disabled","Asian","Outer London - South","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - South","SEO/HEO","60","55","40410","40910"
"In post","2022","Declared disabled","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","AA/AO","60","55","25080","25110"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","EO","120","105","30190","30990"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","SEO/HEO","40","35","38560","37180"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","EO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","AA/AO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands","AA/AO","145","125","21290","21250"
"In post","2022","Declared disabled","Asian","West Midlands","EO","165","150","27000","27570"
"In post","2022","Declared disabled","Asian","West Midlands","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands","SEO/HEO","85","80","34600","33370"
"In post","2022","Declared disabled","Asian","West Midlands","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Yorkshire","AA/AO","55","45","21920","21260"
"In post","2022","Declared disabled","Asian","West Yorkshire","EO","80","75","27060","27570"
"In post","2022","Declared disabled","Asian","West Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Yorkshire","SEO/HEO","30","30","34570","33370"
"In post","2022","Declared disabled","Asian","West Yorkshire","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
