"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Sheffield","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Legal","Shetland Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Shetland Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Shropshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Somerset CC","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","Somerset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South and West Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South Hampshire","Outside London","Female","50","45","55600","53050"
"In post","2022","Legal","South Hampshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Legal","South Lanarkshire","Outside London","Female","55","50","51930","53000"
"In post","2022","Legal","South Lanarkshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Legal","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","South Teesside","Outside London","Female","45","40","49350","48080"
"In post","2022","Legal","South Teesside","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Legal","South West Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Southampton","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Southampton","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Southend-on-Sea","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","Southend-on-Sea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Staffordshire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Legal","Staffordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Stoke-on-Trent","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Legal","Stoke-on-Trent","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Legal","Suffolk CC","Outside London","Female","175","150","29960","26820"
"In post","2022","Legal","Suffolk CC","Outside London","Male","150","140","31200","28610"
"In post","2022","Legal","Sunderland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","Sunderland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Swansea","Outside London","Female","50","45","49680","53350"
"In post","2022","Legal","Swansea","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Legal","Swindon","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Telford and Wrekin","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Thurrock","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Thurrock","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tower Hamlets","London","Female","145","135","60490","59260"
"In post","2022","Legal","Tower Hamlets","London","Male","95","90","71100","72430"
"In post","2022","Legal","Tyneside","Outside London","Female","165","155","40270","36010"
"In post","2022","Legal","Tyneside","Outside London","Male","150","145","38560","33370"
"In post","2022","Legal","Wakefield","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wakefield","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Walsall","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Wandsworth","London","Female","10","5","[c]","[c]"
"In post","2022","Legal","Wandsworth","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Warrington","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Legal","Warrington","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Warwickshire CC","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Legal","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Lothian","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","West Lothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Northamptonshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Legal","West Northamptonshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","West Surrey","Outside London","Female","35","30","52640","53050"
"In post","2022","Legal","West Surrey","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Legal","West Sussex (North East)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","West Sussex (South West)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Westminster","London","Female","2030","1850","58950","58830"
"In post","2022","Legal","Westminster","London","Male","1085","1055","60850","62140"
"In post","2022","Legal","Wiltshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Wiltshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Wirral","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Legal","Wirral","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","Wolverhampton","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Legal","Wolverhampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Worcestershire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Legal","Worcestershire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Legal","York","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Legal","York","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Medicine","Angus and Dundee City","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Angus and Dundee City","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Antrim and Newtownabbey","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Antrim and Newtownabbey","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Ards and North Down","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Barnet","London","Female","35","35","96140","99720"
"In post","2022","Medicine","Barnet","London","Male","20","15","[c]","[c]"
"In post","2022","Medicine","Barnsley, Doncaster and Rotherham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Barnsley, Doncaster and Rotherham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Belfast","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Berkshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Medicine","Berkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Bexley and Greenwich","London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Bexley and Greenwich","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Birmingham","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Medicine","Birmingham","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Bournemouth, Christchurch and Poole","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Bournemouth, Christchurch and Poole","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Bristol, City of","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Bristol, City of","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Buckinghamshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Medicine","Buckinghamshire","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Medicine","Cambridgeshire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Cambridgeshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Cardiff and Vale of Glamorgan","Outside London","Female","115","100","43890","38160"
"In post","2022","Medicine","Cardiff and Vale of Glamorgan","Outside London","Male","70","65","53390","47470"
"In post","2022","Medicine","Central Bedfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Central Bedfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Central Hampshire","Outside London","Female","40","35","47480","39630"
"In post","2022","Medicine","Central Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Central Valleys","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Central Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Cheshire East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Cheshire East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Cheshire West and Chester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Cheshire West and Chester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","City of Edinburgh","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Medicine","City of Edinburgh","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Clackmannanshire and Fife","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Clackmannanshire and Fife","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Conwy and Denbighshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Conwy and Denbighshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Cornwall and Isles of Scilly","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Medicine","Cornwall and Isles of Scilly","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Devon CC","Outside London","Female","65","55","27920","19050"
"In post","2022","Medicine","Devon CC","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Medicine","Dorset","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Medicine","Dorset","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","East Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","East Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","East Kent","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Medicine","East Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","East Riding of Yorkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","East Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","East Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Essex Haven Gateway","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Medicine","Essex Haven Gateway","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Flintshire and Wrexham","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Medicine","Glasgow City","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Glasgow City","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Gloucestershire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Gloucestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Gwynedd","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Gwynedd","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Harrow and Hillingdon","London","Female","10","5","[c]","[c]"
"In post","2022","Medicine","Harrow and Hillingdon","London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Herefordshire, County of","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Hertfordshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Hertfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Isle of Anglesey","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Isle of Anglesey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Lambeth","London","Female","35","25","100400","101550"
"In post","2022","Medicine","Lambeth","London","Male","20","15","[c]","[c]"
"In post","2022","Medicine","Lancaster and Wyre","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Medicine","Lancaster and Wyre","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Leeds","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Leeds","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Leicestershire CC and Rutland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Lewisham and Southwark","London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Lincolnshire CC","Outside London","Female","40","30","40960","37280"
"In post","2022","Medicine","Lincolnshire CC","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Medicine","Lisburn and Castlereagh","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Liverpool","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Liverpool","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Manchester","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Manchester","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Medicine","Medway","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Merton, Kingston upon Thames and Sutton","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Mid Kent","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Mid Lancashire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Mid Lancashire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","North and West Norfolk","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","North Hampshire","Outside London","Female","50","45","46800","40870"
"In post","2022","Medicine","North Hampshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Medicine","North Yorkshire CC","Outside London","Female","85","80","42660","34740"
"In post","2022","Medicine","North Yorkshire CC","Outside London","Male","35","35","56930","45840"
"In post","2022","Medicine","Northumberland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Nottingham","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Nottingham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Overseas","Overseas","Female","40","40","55790","53360"
"In post","2022","Medicine","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2022","Medicine","Oxfordshire CC","Outside London","Female","50","40","56630","46440"
"In post","2022","Medicine","Oxfordshire CC","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Medicine","Perth and Kinross, and Stirling","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Perth and Kinross, and Stirling","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Peterborough","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Plymouth","Outside London","Female","30","25","48260","39030"
"In post","2022","Medicine","Plymouth","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Medicine","Portsmouth","Outside London","Female","30","25","50700","39630"
"In post","2022","Medicine","Portsmouth","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Medicine","Powys","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Powys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Sheffield","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Sheffield","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Shropshire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Medicine","Shropshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Medicine","Somerset CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","Somerset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","South and West Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","South and West Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","South Hampshire","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Medicine","South Hampshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","South Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","South Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","South Nottinghamshire","Outside London","Female","85","80","41340","40060"
"In post","2022","Medicine","South Nottinghamshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Medicine","South West Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Southampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Southampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Staffordshire CC","Outside London","Female","35","30","47560","40060"
"In post","2022","Medicine","Staffordshire CC","Outside London","Male","15","10","[c]","[c]"
"In post","2022","Medicine","Suffolk CC","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Medicine","Suffolk CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Swansea","Outside London","Female","35","30","73500","84280"
"In post","2022","Medicine","Swansea","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Medicine","Telford and Wrekin","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Medicine","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Tower Hamlets","London","Female","95","85","62230","67420"
"In post","2022","Medicine","Tower Hamlets","London","Male","50","50","64180","67080"
"In post","2022","Medicine","Tyneside","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Medicine","Tyneside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","Female","25","20","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Medicine","Warwickshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","West Essex","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Medicine","West Essex","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Medicine","West Surrey","Outside London","Female","30","25","40350","33110"
"In post","2022","Medicine","West Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","West Sussex (North East)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Westminster","London","Female","60","60","68650","65540"
"In post","2022","Medicine","Westminster","London","Male","25","25","[c]","[c]"
"In post","2022","Medicine","Wiltshire","Outside London","Female","120","100","43870","34170"
"In post","2022","Medicine","Wiltshire","Outside London","Male","40","35","63940","73180"
"In post","2022","Medicine","York","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Medicine","York","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","Female","490","440","30500","27570"
"In post","2022","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","Male","455","435","43470","32170"
"In post","2022","Operational Delivery","Angus and Dundee City","Outside London","Female","630","555","24590","21260"
"In post","2022","Operational Delivery","Angus and Dundee City","Outside London","Male","325","310","23840","21260"
"In post","2022","Operational Delivery","Antrim and Newtownabbey","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Operational Delivery","Antrim and Newtownabbey","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Operational Delivery","Ards and North Down","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Operational Delivery","Ards and North Down","Outside London","Male","35","30","39350","33260"
"In post","2022","Operational Delivery","Armagh City, Banbridge and Craigavon","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Operational Delivery","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Barking & Dagenham and Havering","London","Female","380","335","30830","31060"
"In post","2022","Operational Delivery","Barking & Dagenham and Havering","London","Male","205","200","31480","31060"
"In post","2022","Operational Delivery","Barnet","London","Female","605","535","32040","31060"
"In post","2022","Operational Delivery","Barnet","London","Male","265","245","35040","31060"
"In post","2022","Operational Delivery","Barnsley, Doncaster and Rotherham","Outside London","Female","1480","1275","26310","26130"
"In post","2022","Operational Delivery","Barnsley, Doncaster and Rotherham","Outside London","Male","960","905","28650","27570"
"In post","2022","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","975","870","29540","27570"
"In post","2022","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","760","730","32380","29550"
"In post","2022","Operational Delivery","Bedford","Outside London","Female","410","370","29280","27570"
"In post","2022","Operational Delivery","Bedford","Outside London","Male","330","320","31250","28140"
"In post","2022","Operational Delivery","Belfast","Outside London","Female","825","730","27110","25580"
"In post","2022","Operational Delivery","Belfast","Outside London","Male","775","750","27460","24880"
"In post","2022","Operational Delivery","Berkshire","Outside London","Female","765","700","29200","29290"
"In post","2022","Operational Delivery","Berkshire","Outside London","Male","460","450","31350","29290"
"In post","2022","Operational Delivery","Bexley and Greenwich","London","Female","790","740","30010","30460"
"In post","2022","Operational Delivery","Bexley and Greenwich","London","Male","740","715","33290","33490"
"In post","2022","Operational Delivery","Birmingham","Outside London","Female","4760","4280","27170","25190"
"In post","2022","Operational Delivery","Birmingham","Outside London","Male","3225","3110","28510","26590"
"In post","2022","Operational Delivery","Blackburn with Darwen","Outside London","Female","255","220","26580","27570"
"In post","2022","Operational Delivery","Blackburn with Darwen","Outside London","Male","150","145","26840","27570"
"In post","2022","Operational Delivery","Blackpool","Outside London","Female","2270","1990","25260","26780"
"In post","2022","Operational Delivery","Blackpool","Outside London","Male","1255","1215","25250","27570"
"In post","2022","Operational Delivery","Bournemouth, Christchurch and Poole","Outside London","Female","370","315","27360","27570"
"In post","2022","Operational Delivery","Bournemouth, Christchurch and Poole","Outside London","Male","235","220","27500","27570"
"In post","2022","Operational Delivery","Bradford","Outside London","Female","1260","1065","25380","23590"
"In post","2022","Operational Delivery","Bradford","Outside London","Male","700","665","25120","22080"
"In post","2022","Operational Delivery","Breckland and South Norfolk","Outside London","Female","180","160","27130","25210"
"In post","2022","Operational Delivery","Breckland and South Norfolk","Outside London","Male","260","250","28760","27120"
"In post","2022","Operational Delivery","Brent","London","Female","315","285","29990","31060"
"In post","2022","Operational Delivery","Brent","London","Male","130","125","30770","31060"
"In post","2022","Operational Delivery","Bridgend and Neath Port Talbot","Outside London","Female","460","395","26350","26310"
"In post","2022","Operational Delivery","Bridgend and Neath Port Talbot","Outside London","Male","205","195","29570","27570"
"In post","2022","Operational Delivery","Brighton and Hove","Outside London","Female","380","335","28850","27570"
"In post","2022","Operational Delivery","Brighton and Hove","Outside London","Male","175","165","28950","27570"
"In post","2022","Operational Delivery","Bristol, City of","Outside London","Female","1670","1485","27680","26120"
"In post","2022","Operational Delivery","Bristol, City of","Outside London","Male","1245","1195","29330","26870"
"In post","2022","Operational Delivery","Bromley","London","Female","320","295","30270","31060"
"In post","2022","Operational Delivery","Bromley","London","Male","115","110","31330","31060"
"In post","2022","Operational Delivery","Buckinghamshire","Outside London","Female","425","390","29200","27570"
"In post","2022","Operational Delivery","Buckinghamshire","Outside London","Male","385","370","31350","30700"
"In post","2022","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","45","40","26600","27570"
"In post","2022","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Operational Delivery","Calderdale and Kirklees","Outside London","Female","620","535","27130","27570"
"In post","2022","Operational Delivery","Calderdale and Kirklees","Outside London","Male","310","305","27010","27570"
"In post","2022","Operational Delivery","Cambridgeshire CC","Outside London","Female","820","750","28450","27260"
"In post","2022","Operational Delivery","Cambridgeshire CC","Outside London","Male","890","850","30930","30120"
"In post","2022","Operational Delivery","Camden and City of London","London","Female","795","745","29660","28310"
"In post","2022","Operational Delivery","Camden and City of London","London","Male","540","530","31170","28310"
"In post","2022","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","Female","2895","2595","28770","25860"
"In post","2022","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","Male","2230","2140","30060","26820"
"In post","2022","Operational Delivery","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Central Bedfordshire","Outside London","Female","35","30","29180","27570"
"In post","2022","Operational Delivery","Central Bedfordshire","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Operational Delivery","Central Hampshire","Outside London","Female","355","325","29130","27570"
