"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","London","Unknown","50","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","Outside London","Heterosexual / straight","35","[c]","26900","27040"
"New entrant CS","2022","20-29","Knowledge and Information Management","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Knowledge and Information Management","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","London","Heterosexual / straight","95","[c]","36060","32260"
"New entrant CS","2022","20-29","Legal","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","London","Unknown","40","[c]","35950","34260"
"New entrant CS","2022","20-29","Legal","Outside London","Heterosexual / straight","135","[c]","33150","30450"
"New entrant CS","2022","20-29","Legal","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Outside London","Unknown","35","[c]","29770","30050"
"New entrant CS","2022","20-29","Medicine","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","London","Heterosexual / straight","1080","[c]","29410","29020"
"New entrant CS","2022","20-29","Operational Delivery","London","LGBO","135","[c]","29840","29020"
"New entrant CS","2022","20-29","Operational Delivery","London","Undeclared","115","[c]","28750","27270"
"New entrant CS","2022","20-29","Operational Delivery","London","Unknown","740","[c]","29660","28650"
"New entrant CS","2022","20-29","Operational Delivery","Outside London","Heterosexual / straight","6490","[c]","23660","23140"
"New entrant CS","2022","20-29","Operational Delivery","Outside London","LGBO","985","[c]","23460","21840"
"New entrant CS","2022","20-29","Operational Delivery","Outside London","Undeclared","410","[c]","23780","22010"
"New entrant CS","2022","20-29","Operational Delivery","Outside London","Unknown","3950","[c]","22960","21750"
"New entrant CS","2022","20-29","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Unknown","Heterosexual / straight","35","[c]","24880","23140"
"New entrant CS","2022","20-29","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Delivery","Unknown","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Operational Research","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","London","Heterosexual / straight","185","[c]","28250","26950"
"New entrant CS","2022","20-29","Other","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","London","Unknown","60","[c]","30570","28650"
"New entrant CS","2022","20-29","Other","Outside London","Heterosexual / straight","420","[c]","22980","21260"
"New entrant CS","2022","20-29","Other","Outside London","LGBO","75","[c]","22750","21260"
"New entrant CS","2022","20-29","Other","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","Outside London","Unknown","155","[c]","21590","21170"
"New entrant CS","2022","20-29","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other","Unknown","Unknown","85","[c]","20110","16190"
"New entrant CS","2022","20-29","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Policy","London","Heterosexual / straight","880","[c]","34270","33210"
"New entrant CS","2022","20-29","Policy","London","LGBO","190","[c]","34510","33210"
"New entrant CS","2022","20-29","Policy","London","Undeclared","135","[c]","32740","32790"
"New entrant CS","2022","20-29","Policy","London","Unknown","320","[c]","35200","33570"
"New entrant CS","2022","20-29","Policy","Outside London","Heterosexual / straight","425","[c]","29630","29320"
"New entrant CS","2022","20-29","Policy","Outside London","LGBO","65","[c]","29780","29180"
"New entrant CS","2022","20-29","Policy","Outside London","Undeclared","45","[c]","30590","29250"
"New entrant CS","2022","20-29","Policy","Outside London","Unknown","110","[c]","29160","29270"
"New entrant CS","2022","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","London","Heterosexual / straight","70","[c]","34050","34020"
"New entrant CS","2022","20-29","Project Delivery","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","London","Unknown","65","[c]","34570","35050"
"New entrant CS","2022","20-29","Project Delivery","Outside London","Heterosexual / straight","160","[c]","28300","26350"
"New entrant CS","2022","20-29","Project Delivery","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Outside London","Unknown","65","[c]","29530","27010"
"New entrant CS","2022","20-29","Property","London","Heterosexual / straight","30","[c]","32440","31130"
"New entrant CS","2022","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","Heterosexual / straight","105","[c]","28450","26030"
"New entrant CS","2022","20-29","Property","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","Unknown","85","[c]","26900","25000"
"New entrant CS","2022","20-29","Psychology","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Outside London","Heterosexual / straight","65","[c]","25540","25850"
"New entrant CS","2022","20-29","Psychology","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Outside London","Unknown","35","[c]","25150","24620"
"New entrant CS","2022","20-29","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","Heterosexual / straight","65","[c]","31200","32330"
"New entrant CS","2022","20-29","Science and Engineering","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","Heterosexual / straight","385","[c]","27410","27010"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","LGBO","55","[c]","27150","26370"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","Undeclared","45","[c]","26490","26370"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","Unknown","230","[c]","25400","26030"
"New entrant CS","2022","20-29","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Outside London","Heterosexual / straight","90","[c]","25200","25000"
"New entrant CS","2022","20-29","Security","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Outside London","Unknown","105","[c]","24250","23540"
"New entrant CS","2022","20-29","Social Research","London","Heterosexual / straight","35","[c]","35820","34700"
"New entrant CS","2022","20-29","Social Research","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","Heterosexual / straight","85","[c]","31230","30710"
"New entrant CS","2022","20-29","Social Research","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","London","Heterosexual / straight","60","[c]","32100","31800"
"New entrant CS","2022","20-29","Statistics","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","London","Unknown","55","[c]","26380","22540"
"New entrant CS","2022","20-29","Statistics","Outside London","Heterosexual / straight","100","[c]","29300","30710"
"New entrant CS","2022","20-29","Statistics","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","London","Heterosexual / straight","65","[c]","34040","34180"
"New entrant CS","2022","20-29","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","Outside London","Heterosexual / straight","545","[c]","26470","26590"
"New entrant CS","2022","20-29","Tax","Outside London","LGBO","95","[c]","26020","26590"
"New entrant CS","2022","20-29","Tax","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","Outside London","Unknown","365","[c]","25930","26590"
"New entrant CS","2022","20-29","Unknown","London","Heterosexual / straight","260","[c]","32930","30750"
"New entrant CS","2022","20-29","Unknown","London","LGBO","40","[c]","32720","34550"
"New entrant CS","2022","20-29","Unknown","London","Undeclared","40","[c]","32120","30750"
"New entrant CS","2022","20-29","Unknown","London","Unknown","560","[c]","29650","28000"
"New entrant CS","2022","20-29","Unknown","Outside London","Heterosexual / straight","870","[c]","26550","26590"
"New entrant CS","2022","20-29","Unknown","Outside London","LGBO","190","[c]","27190","27230"
"New entrant CS","2022","20-29","Unknown","Outside London","Undeclared","90","[c]","28200","27230"
"New entrant CS","2022","20-29","Unknown","Outside London","Unknown","1125","[c]","26530","27230"
"New entrant CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","35","[c]","31890","30530"
"New entrant CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","95","[c]","28340","28000"
"New entrant CS","2022","20-29","Veterinarian","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","Heterosexual / straight","115","[c]","32610","31740"
"New entrant CS","2022","30-39","Commercial","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","Unknown","35","[c]","34540","34670"
"New entrant CS","2022","30-39","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","Heterosexual / straight","35","[c]","42490","41750"
"New entrant CS","2022","30-39","Communications","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","Heterosexual / straight","40","[c]","35840","35460"
"New entrant CS","2022","30-39","Communications","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","Heterosexual / straight","140","[c]","25670","27570"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","Heterosexual / straight","100","[c]","45550","42580"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","Unknown","70","[c]","47300","43080"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","Heterosexual / straight","385","[c]","37220","35900"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","LGBO","35","[c]","35800","33080"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","Undeclared","45","[c]","37060","36500"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","Unknown","175","[c]","37200","33840"
"New entrant CS","2022","30-39","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","Heterosexual / straight","45","[c]","42290","40650"
"New entrant CS","2022","30-39","Finance","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","Heterosexual / straight","155","[c]","35520","33930"
"New entrant CS","2022","30-39","Finance","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","Unknown","55","[c]","34280","33000"
"New entrant CS","2022","30-39","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","Heterosexual / straight","50","[c]","37630","34260"
"New entrant CS","2022","30-39","Human Resources","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","Heterosexual / straight","140","[c]","32710","29680"
"New entrant CS","2022","30-39","Human Resources","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","Unknown","40","[c]","38440","34520"
"New entrant CS","2022","30-39","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","Heterosexual / straight","125","[c]","48960","50500"
"New entrant CS","2022","30-39","Legal","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Outside London","Heterosexual / straight","115","[c]","43380","41750"
"New entrant CS","2022","30-39","Legal","Outside London","LGBO","5","[c]","[c]","[c]"
