"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","G6/G7","70","65","57670","56340"
"In post","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","SCS level","15","15","94820","79870"
"In post","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","85","85","37390","37300"
"In post","2022","50-59","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Companies House","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Companies House","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Competition and Markets Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Commercial Service","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Commercial Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","G6/G7","30","30","61940","59670"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Crown Prosecution Service","SEO/HEO","15","15","36790","38180"
"In post","2022","50-59","Human Resources","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Equipment and Support","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Equipment and Support","G6/G7","20","20","58830","55560"
"In post","2022","50-59","Human Resources","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Equipment and Support","SEO/HEO","30","30","36800","38870"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","EO","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Defence Science and Technology Laboratory","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Education (excl. agencies)","SEO/HEO","10","10","33810","32300"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","10","27180","26980"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","45","45","53430","52430"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","35","35","36870","36970"
"In post","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","10","10","61020","63100"
"In post","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Transport (excl. agencies)","G6/G7","10","10","57850","56730"
"In post","2022","50-59","Human Resources","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","AA/AO","15","10","21790","21260"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","EO","270","255","28040","27570"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","G6/G7","85","80","54380","51460"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","SEO/HEO","190","180","35420","35310"
"In post","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","10","10","57610","54910"
"In post","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","EO","10","10","26710","26780"
"In post","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","25","25","35060","33350"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","EO","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","25","25","37230","38650"
"In post","2022","50-59","Human Resources","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","FCDO Services","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","10","28350","27400"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","35","35","61770","59470"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","25","25","41320","39580"
"In post","2022","50-59","Human Resources","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Health and Safety Executive","G6/G7","15","15","56740","54230"
"In post","2022","50-59","Human Resources","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Health and Safety Executive","SEO/HEO","15","15","37330","39330"
"In post","2022","50-59","Human Resources","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Courts and Tribunals Service","G6/G7","10","10","54460","50430"
"In post","2022","50-59","Human Resources","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Land Registry","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Land Registry","SEO/HEO","10","10","42130","41740"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","G6/G7","15","15","69720","68240"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","SEO/HEO","30","30","47780","50120"
"In post","2022","50-59","Human Resources","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","AA/AO","90","80","22010","22080"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","EO","115","105","27520","26820"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","G6/G7","130","125","59230","55210"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","SCS level","15","15","83980","79930"
"In post","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","SEO/HEO","210","200","37050","35980"
"In post","2022","50-59","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Treasury (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","HM Treasury (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Met Office","G6/G7","10","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Met Office","SEO/HEO","10","10","34860","33930"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","AA/AO","270","250","21690","21830"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","EO","130","120","27500","26930"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","G6/G7","50","50","59550","58550"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","SEO/HEO","205","195","36890","34640"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","EO","15","15","27090","26900"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","G6/G7","60","60","59740","59000"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","SEO/HEO","175","170","36380","36050"
"In post","2022","50-59","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","National Crime Agency","SEO/HEO","35","35","41990","40170"
"In post","2022","50-59","Human Resources","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Prison Service","EO","10","10","35500","35000"
"In post","2022","50-59","Human Resources","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Scottish Prison Service","SEO/HEO","20","20","42090","40290"
"In post","2022","50-59","Human Resources","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Submarine Delivery Agency","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","The Insolvency Service","SEO/HEO","15","15","41190","43340"
"In post","2022","50-59","Human Resources","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Health Security Agency","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Health Security Agency","G6/G7","25","25","60150","61570"
"In post","2022","50-59","Human Resources","UK Health Security Agency","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Health Security Agency","SEO/HEO","20","15","37340","36720"
"In post","2022","50-59","Human Resources","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","UK Statistics Authority","SEO/HEO","15","15","34330","33520"
"In post","2022","50-59","Human Resources","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Valuation Office Agency","EO","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Valuation Office Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Human Resources","Valuation Office Agency","SEO/HEO","20","20","36370","34000"
"In post","2022","50-59","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","Government Internal Audit Agency","EO","10","10","[c]","[c]"
"In post","2022","50-59","Internal Audit","Government Internal Audit Agency","G6/G7","65","65","58820","59310"
"In post","2022","50-59","Internal Audit","Government Internal Audit Agency","SCS level","10","10","94610","84760"
"In post","2022","50-59","Internal Audit","Government Internal Audit Agency","SEO/HEO","65","60","43010","43160"
"In post","2022","50-59","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Prison and Probation Service","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Prison and Probation Service","SEO/HEO","15","15","49910","51150"
"In post","2022","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO/HEO","20","20","42070","42490"
"In post","2022","50-59","Internal Audit","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","EO","10","10","28170","27190"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","SEO/HEO","45","45","39010","38030"
"In post","2022","50-59","Internal Audit","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
