"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Worcestershire CC","SEO/HEO","10","10","36620","36570"
"In post","2022","Commercial","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","York","G6/G7","20","20","55870","50930"
"In post","2022","Commercial","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","York","SEO/HEO","35","30","34860","35900"
"In post","2022","Communications","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Barnet","SEO/HEO","10","10","37110","35750"
"In post","2022","Communications","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","15","15","25380","26350"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","30","30","34440","33740"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Belfast","SEO/HEO","20","20","37170","36720"
"In post","2022","Communications","Berkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire","SEO/HEO","15","10","35220","36460"
"In post","2022","Communications","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Birmingham","AA/AO","70","70","21250","21250"
"In post","2022","Communications","Birmingham","EO","245","240","26730","26590"
"In post","2022","Communications","Birmingham","G6/G7","10","10","55080","55480"
"In post","2022","Communications","Birmingham","SEO/HEO","205","200","34480","33370"
"In post","2022","Communications","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bristol, City of","EO","10","5","[c]","[c]"
"In post","2022","Communications","Bristol, City of","G6/G7","15","15","56590","55210"
"In post","2022","Communications","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bristol, City of","SEO/HEO","55","50","35180","35900"
"In post","2022","Communications","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Buckinghamshire","EO","10","10","[c]","[c]"
"In post","2022","Communications","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Buckinghamshire","SEO/HEO","15","15","38190","35300"
"In post","2022","Communications","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cambridgeshire CC","SEO/HEO","10","10","33490","33300"
"In post","2022","Communications","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Camden and City of London","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Camden and City of London","SEO/HEO","10","10","40270","39890"
"In post","2022","Communications","Cardiff and Vale of Glamorgan","AA/AO","30","20","21660","21690"
"In post","2022","Communications","Cardiff and Vale of Glamorgan","EO","475","455","26810","26820"
"In post","2022","Communications","Cardiff and Vale of Glamorgan","G6/G7","35","35","53990","54160"
"In post","2022","Communications","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cardiff and Vale of Glamorgan","SEO/HEO","240","230","34890","33370"
"In post","2022","Communications","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Central Hampshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","Central Hampshire","EO","25","25","27080","26670"
"In post","2022","Communications","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Central Hampshire","SEO/HEO","30","30","36200","35730"
"In post","2022","Communications","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","City of Edinburgh","EO","10","10","[c]","[c]"
"In post","2022","Communications","City of Edinburgh","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","City of Edinburgh","SEO/HEO","30","30","37730","37710"
"In post","2022","Communications","Cornwall and Isles of Scilly","AA/AO","10","10","21310","21180"
"In post","2022","Communications","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Coventry","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Coventry","SEO/HEO","15","15","34550","33620"
"In post","2022","Communications","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Croydon","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Croydon","SEO/HEO","25","25","40730","37930"
"In post","2022","Communications","Darlington","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Darlington","EO","10","5","[c]","[c]"
"In post","2022","Communications","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Darlington","SEO/HEO","10","10","33150","31600"
"In post","2022","Communications","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon CC","G6/G7","10","10","53330","48770"
"In post","2022","Communications","Devon CC","SEO/HEO","25","25","35690","36550"
"In post","2022","Communications","Dorset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset","EO","15","15","27740","26670"
"In post","2022","Communications","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Cumbria","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Communications","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Fermanagh and Omagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Glasgow City","EO","5","5","[c]","[c]"
"In post","2022","Communications","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Glasgow City","SEO/HEO","15","15","36190","35430"
"In post","2022","Communications","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Greater Manchester South West","EO","230","225","26830","26820"
"In post","2022","Communications","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Greater Manchester South West","SEO/HEO","120","120","33780","33370"
"In post","2022","Communications","Hackney and Newham","EO","5","5","[c]","[c]"
"In post","2022","Communications","Hackney and Newham","G6/G7","10","10","64760","62120"
"In post","2022","Communications","Hackney and Newham","SEO/HEO","15","15","41600","43810"
"In post","2022","Communications","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hertfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hounslow and Richmond upon Thames","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lambeth","G6/G7","15","15","61430","57600"
"In post","2022","Communications","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lambeth","SEO/HEO","35","35","40290","40170"
"In post","2022","Communications","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancaster and Wyre","EO","5","5","[c]","[c]"
"In post","2022","Communications","Lancaster and Wyre","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Leeds","EO","375","365","26760","26820"
"In post","2022","Communications","Leeds","G6/G7","65","60","56030","55210"
"In post","2022","Communications","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leeds","SEO/HEO","220","215","35030","33370"
"In post","2022","Communications","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire CC","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Communications","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Liverpool","G6/G7","10","10","54980","55210"
"In post","2022","Communications","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Liverpool","SEO/HEO","15","15","34960","33370"
"In post","2022","Communications","Manchester","AA/AO","15","15","21290","21250"
"In post","2022","Communications","Manchester","EO","175","170","26630","26590"
"In post","2022","Communications","Manchester","G6/G7","15","15","55820","55210"
"In post","2022","Communications","Manchester","SEO/HEO","90","85","35310","33370"
"In post","2022","Communications","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Mid Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Monmouthshire and Newport","EO","10","10","26510","27380"
"In post","2022","Communications","Monmouthshire and Newport","G6/G7","15","15","57140","56500"
"In post","2022","Communications","Monmouthshire and Newport","SEO/HEO","45","40","34670","36840"
"In post","2022","Communications","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Hampshire","SEO/HEO","10","10","36230","34300"
"In post","2022","Communications","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Nottingham","AA/AO","40","40","21270","21250"
"In post","2022","Communications","Nottingham","EO","380","370","26700","26590"
"In post","2022","Communications","Nottingham","G6/G7","20","20","54980","55210"
"In post","2022","Communications","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Nottingham","SEO/HEO","195","190","34990","33370"
"In post","2022","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Oxfordshire CC","EO","10","10","[c]","[c]"
"In post","2022","Communications","Oxfordshire CC","SEO/HEO","15","15","36040","34480"
"In post","2022","Communications","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Peterborough","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Portsmouth","EO","10","10","27070","26670"
"In post","2022","Communications","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Portsmouth","SEO/HEO","20","20","36950","35050"
"In post","2022","Communications","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Sefton","G6/G7","15","15","54590","53430"
"In post","2022","Communications","Sefton","SEO/HEO","35","35","35430","34880"
"In post","2022","Communications","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Sheffield","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Sheffield","SEO/HEO","40","40","38040","38250"
"In post","2022","Communications","Shropshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Shropshire","EO","10","10","27090","26670"
"In post","2022","Communications","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Somerset CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Somerset CC","SEO/HEO","20","15","36220","33440"
"In post","2022","Communications","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Communications","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Hampshire","SEO/HEO","15","15","33330","30810"
"In post","2022","Communications","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southampton","SEO/HEO","10","10","36420","34540"
"In post","2022","Communications","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Staffordshire CC","EO","5","5","[c]","[c]"
"In post","2022","Communications","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Staffordshire CC","SEO/HEO","15","15","35250","33300"
"In post","2022","Communications","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Suffolk CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Swansea","AA/AO","15","10","21840","21840"
"In post","2022","Communications","Swansea","EO","30","25","26430","26410"
"In post","2022","Communications","Swansea","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Swansea","SEO/HEO","25","25","33220","31850"
"In post","2022","Communications","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Tower Hamlets","EO","25","25","29310","28410"
"In post","2022","Communications","Tower Hamlets","G6/G7","40","40","61690","63100"
"In post","2022","Communications","Tower Hamlets","SCS level","10","10","98200","98230"
"In post","2022","Communications","Tower Hamlets","SEO/HEO","65","65","38600","39150"
"In post","2022","Communications","Tyneside","AA/AO","155","125","21670","21690"
"In post","2022","Communications","Tyneside","EO","785","750","26670","26820"
"In post","2022","Communications","Tyneside","G6/G7","40","40","54420","55210"
"In post","2022","Communications","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tyneside","SEO/HEO","500","485","34590","33370"
"In post","2022","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Warrington","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","Warwickshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Communications","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Cumbria","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Sussex (South West)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Westminster","AA/AO","55","55","24290","24490"
"In post","2022","Communications","Westminster","EO","265","260","28760","27790"
"In post","2022","Communications","Westminster","G6/G7","715","690","59920","57860"
"In post","2022","Communications","Westminster","SCS level","100","100","92860","86620"
"In post","2022","Communications","Westminster","SEO/HEO","945","930","39730","40200"
"In post","2022","Communications","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wiltshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","Wiltshire","EO","15","15","27180","28410"
"In post","2022","Communications","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wiltshire","SEO/HEO","30","30","35240","35040"
"In post","2022","Communications","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Worcestershire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Communications","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","York","SEO/HEO","15","15","36380","37350"
"In post","2022","Communications","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Aberdeen City and Aberdeenshire","EO","10","10","27610","27570"
"In post","2022","Counter Fraud","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Angus and Dundee City","EO","20","15","27570","27570"
"In post","2022","Counter Fraud","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
