"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bedfordshire and Hertfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Female","Heterosexual / straight","170","160","43810","42890"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Female","Unknown","35","30","43710","41980"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Male","Heterosexual / straight","140","140","44050","43480"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Female","Heterosexual / straight","235","215","30350","30050"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Female","Unknown","60","55","27060","24800"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Male","Heterosexual / straight","50","50","30230","27860"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Heterosexual / straight","155","140","20900","20080"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Unknown","60","50","21390","21790"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Heterosexual / straight","210","210","20800","19810"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Unknown","45","45","21410","21790"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Heterosexual / straight","885","805","23910","22090"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","LGBO","80","75","27580","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Undeclared","110","95","25200","23170"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Unknown","205","185","25020","23450"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Heterosexual / straight","985","970","29010","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","LGBO","45","45","30720","28750"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Undeclared","125","120","31520","30890"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Unknown","300","295","28600","27680"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Heterosexual / straight","965","885","28360","27570"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","LGBO","55","50","29170","27570"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Undeclared","120","115","28960","28350"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Unknown","180","165","29310","28550"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Heterosexual / straight","730","715","30460","28670"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","LGBO","40","40","29480","29230"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Undeclared","100","95","32120","29530"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Unknown","140","135","30900","29290"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Heterosexual / straight","70","65","72470","69140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Heterosexual / straight","75","70","72230","70050"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Heterosexual / straight","190","175","56890","55210"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Unknown","45","40","57460","57930"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Heterosexual / straight","220","205","56300","55320"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Unknown","65","60","56650","55210"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Heterosexual / straight","535","510","34100","33430"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","LGBO","30","30","35460","35000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Undeclared","75","70","33820","33630"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Unknown","85","80","34440","34480"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Heterosexual / straight","495","475","35900","34620"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Undeclared","85","85","36170","35300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Unknown","95","90","36270","35300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Heterosexual / straight","340","325","42410","41100"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Undeclared","50","50","42690","41970"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Unknown","60","55","43250","40660"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Heterosexual / straight","395","390","44260","42580"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Undeclared","65","65","44400","42080"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Unknown","80","75","43390","42380"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Heterosexual / straight","330","305","30770","30210"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Unknown","105","95","26350","24270"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Heterosexual / straight","125","120","26520","24090"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Unknown","30","30","28380","25300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA","Female","Heterosexual / straight","45","40","20440","20890"
"In post","2022","Cheshire","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Cheshire","AA","Female","Unknown","30","30","20480","20890"
"In post","2022","Cheshire","AA","Male","Heterosexual / straight","55","50","20830","20890"
"In post","2022","Cheshire","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Cheshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AO","Female","Heterosexual / straight","465","405","22280","21260"
"In post","2022","Cheshire","AO","Female","LGBO","40","40","25550","26100"
"In post","2022","Cheshire","AO","Female","Undeclared","60","50","23370","21380"
"In post","2022","Cheshire","AO","Female","Unknown","150","130","23300","21300"
"In post","2022","Cheshire","AO","Male","Heterosexual / straight","290","280","24250","22170"
"In post","2022","Cheshire","AO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Cheshire","AO","Male","Undeclared","40","35","24680","21630"
"In post","2022","Cheshire","AO","Male","Unknown","125","120","26120","25210"
"In post","2022","Cheshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","EO","Female","Heterosexual / straight","585","550","29190","27570"
"In post","2022","Cheshire","EO","Female","LGBO","40","40","29770","27570"
"In post","2022","Cheshire","EO","Female","Undeclared","60","55","28820","27570"
"In post","2022","Cheshire","EO","Female","Unknown","95","85","28870","27570"
"In post","2022","Cheshire","EO","Male","Heterosexual / straight","410","400","30800","30640"
"In post","2022","Cheshire","EO","Male","LGBO","30","30","29270","28200"
"In post","2022","Cheshire","EO","Male","Undeclared","65","65","30780","30140"
"In post","2022","Cheshire","EO","Male","Unknown","75","70","29920","27570"
"In post","2022","Cheshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Female","Heterosexual / straight","30","30","67340","64220"
"In post","2022","Cheshire","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Cheshire","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Cheshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G7","Female","Heterosexual / straight","95","90","54290","54790"
"In post","2022","Cheshire","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Cheshire","G7","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Cheshire","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Cheshire","G7","Male","Heterosexual / straight","85","80","53830","50750"
"In post","2022","Cheshire","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Cheshire","G7","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Cheshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","HEO","Female","Heterosexual / straight","255","245","35040","34810"
"In post","2022","Cheshire","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Cheshire","HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Cheshire","HEO","Female","Unknown","40","35","36360","36740"
"In post","2022","Cheshire","HEO","Male","Heterosexual / straight","260","255","37420","36740"
"In post","2022","Cheshire","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Cheshire","HEO","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Cheshire","HEO","Male","Unknown","45","45","37670","37280"
"In post","2022","Cheshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cheshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cheshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SEO","Female","Heterosexual / straight","145","135","42860","42990"
"In post","2022","Cheshire","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Cheshire","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Cheshire","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Cheshire","SEO","Male","Heterosexual / straight","150","145","44450","45480"
"In post","2022","Cheshire","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Cheshire","SEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Cheshire","SEO","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Cheshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","Female","Heterosexual / straight","170","160","29450","28200"
"In post","2022","Cheshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Cheshire","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Cheshire","Unknown","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Cheshire","Unknown","Male","Heterosexual / straight","45","40","28980","26310"
"In post","2022","Cheshire","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Cheshire","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Cheshire","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Cheshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Male","Heterosexual / straight","50","50","19510","19500"
"In post","2022","Cornwall and Isles of Scilly","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","AO","Female","Heterosexual / straight","235","200","21370","21260"
