"Status","Year","Ethnicity","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brent","London","Female","105","90","30400","31060"
"In post","2022","Asian","Brent","London","Male","40","40","32440","31060"
"In post","2022","Asian","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bristol, City of","Outside London","Female","130","120","34350","28590"
"In post","2022","Asian","Bristol, City of","Outside London","Male","80","75","34040","29960"
"In post","2022","Asian","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bromley","London","Female","25","20","[c]","[c]"
"In post","2022","Asian","Bromley","London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Buckinghamshire","Outside London","Female","60","55","30070","27780"
"In post","2022","Asian","Buckinghamshire","Outside London","Male","40","40","33270","28410"
"In post","2022","Asian","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","Female","100","90","26690","27570"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","Male","75","75","27070","27570"
"In post","2022","Asian","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cambridgeshire CC","Outside London","Female","40","35","32380","27570"
"In post","2022","Asian","Cambridgeshire CC","Outside London","Male","50","50","34820","29000"
"In post","2022","Asian","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Camden and City of London","London","Female","210","195","33280","28990"
"In post","2022","Asian","Camden and City of London","London","Male","140","135","34950","28810"
"In post","2022","Asian","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","Female","145","135","30880","27100"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","Male","155","155","31310","26590"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Outside London","Male","45","45","32320","29200"
"In post","2022","Asian","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Asian","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Outside London","Female","115","110","33360","27940"
"In post","2022","Asian","City of Edinburgh","Outside London","Male","80","80","35320","31390"
"In post","2022","Asian","City of Edinburgh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Coventry","Outside London","Female","270","250","34400","30270"
"In post","2022","Asian","Coventry","Outside London","Male","190","185","34360","29910"
"In post","2022","Asian","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Croydon","London","Female","1075","980","34650","30750"
"In post","2022","Asian","Croydon","London","Male","700","685","37630","35050"
"In post","2022","Asian","Croydon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Outside London","Female","70","60","24790","21260"
"In post","2022","Asian","Derby","Outside London","Male","40","35","27920","27570"
"In post","2022","Asian","Derby","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","Female","55","50","24900","21260"
"In post","2022","Asian","Dudley","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","Male","35","25","28120","24010"
"In post","2022","Asian","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ealing","London","Female","120","110","32140","31060"
"In post","2022","Asian","Ealing","London","Male","45","45","31320","31060"
"In post","2022","Asian","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Kent","Outside London","Female","30","30","29630","27440"
"In post","2022","Asian","East Kent","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lancashire","Outside London","Female","35","30","24980","24090"
"In post","2022","Asian","East Lancashire","Outside London","Male","40","35","26280","27570"
"In post","2022","Asian","East Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Asian","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Surrey","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","East Surrey","Outside London","Male","30","30","30370","29290"
"In post","2022","Asian","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Enfield","London","Female","40","30","30840","31060"
"In post","2022","Asian","Enfield","London","Male","30","25","[c]","[c]"
"In post","2022","Asian","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Outside London","Male","15","10","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Outside London","Female","30","30","26680","25110"
"In post","2022","Asian","Essex Thames Gateway","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Falkirk","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Falkirk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Glasgow City","Outside London","Female","160","150","29280","27230"
"In post","2022","Asian","Glasgow City","Outside London","Male","145","140","31990","27570"
"In post","2022","Asian","Glasgow City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire CC","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire CC","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North East","Outside London","Female","60","50","26990","27570"
"In post","2022","Asian","Greater Manchester North East","Outside London","Male","50","50","28430","27570"
"In post","2022","Asian","Greater Manchester North East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North West","Outside London","Female","50","40","23960","21260"
"In post","2022","Asian","Greater Manchester North West","Outside London","Male","60","60","25130","27570"
"In post","2022","Asian","Greater Manchester North West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester South East","Outside London","Female","40","35","25150","21260"
"In post","2022","Asian","Greater Manchester South East","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Greater Manchester South East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester South West","Outside London","Female","320","290","28350","26590"
"In post","2022","Asian","Greater Manchester South West","Outside London","Male","420","410","31050","27570"
"In post","2022","Asian","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hackney and Newham","London","Female","750","675","35150","31060"
"In post","2022","Asian","Hackney and Newham","London","Male","625","605","37760","35770"
"In post","2022","Asian","Hackney and Newham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Haringey and Islington","London","Female","90","80","29540","30270"
"In post","2022","Asian","Haringey and Islington","London","Male","90","90","30860","31060"
"In post","2022","Asian","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Harrow and Hillingdon","London","Female","660","585","30430","29080"
"In post","2022","Asian","Harrow and Hillingdon","London","Male","530","510","30560","29070"
"In post","2022","Asian","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Heart of Essex","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Asian","Heart of Essex","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Heart of Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Herefordshire, County of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hertfordshire CC","Outside London","Female","245","230","35350","29610"
"In post","2022","Asian","Hertfordshire CC","Outside London","Male","125","125","35710","30940"
"In post","2022","Asian","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hounslow and Richmond upon Thames","London","Female","420","375","30710","29080"
"In post","2022","Asian","Hounslow and Richmond upon Thames","London","Male","230","225","30740","29080"
"In post","2022","Asian","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Anglesey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Anglesey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Anglesey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Wight","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","Female","60","55","33630","31060"
"In post","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","Male","60","60","33750","31850"
"In post","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kent Thames Gateway","Outside London","Female","30","25","28400","29290"
"In post","2022","Asian","Kent Thames Gateway","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Kent Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kingston upon Hull, City of","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Kingston upon Hull, City of","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Kingston upon Hull, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lambeth","London","Female","235","220","39730","33700"
"In post","2022","Asian","Lambeth","London","Male","140","135","41700","35900"
"In post","2022","Asian","Lambeth","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lancaster and Wyre","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Lancaster and Wyre","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leeds","Outside London","Female","595","540","30730","27570"
"In post","2022","Asian","Leeds","Outside London","Male","690","675","32290","27570"
"In post","2022","Asian","Leeds","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicester","Outside London","Female","465","395","25380","22600"
"In post","2022","Asian","Leicester","Outside London","Male","360","340","26130","24370"
"In post","2022","Asian","Leicester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Leicestershire CC and Rutland","Outside London","Female","75","65","26780","25210"
"In post","2022","Asian","Leicestershire CC and Rutland","Outside London","Male","55","50","29920","26590"
"In post","2022","Asian","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lewisham and Southwark","London","Female","60","55","32490","31060"
"In post","2022","Asian","Lewisham and Southwark","London","Male","70","70","30890","29080"
"In post","2022","Asian","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Asian","Lincolnshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lisburn and Castlereagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lisburn and Castlereagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Liverpool","Outside London","Female","75","70","31480","25040"
"In post","2022","Asian","Liverpool","Outside London","Male","75","70","30700","26590"
"In post","2022","Asian","Liverpool","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Luton","Outside London","Female","65","55","25810","25740"
"In post","2022","Asian","Luton","Outside London","Male","45","45","27350","27140"
"In post","2022","Asian","Luton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Manchester","Outside London","Female","400","370","30900","27570"
"In post","2022","Asian","Manchester","Outside London","Male","430","425","32780","29200"
"In post","2022","Asian","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medway","Outside London","Female","30","25","[c]","[c]"
