"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","HM Treasury","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","Heterosexual / straight","120","[c]","25970","24000"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Heterosexual / straight","255","[c]","38340","38070"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Undeclared","40","[c]","44070","40580"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Unknown","45","[c]","40850","38260"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Heterosexual / straight","175","[c]","36900","35380"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","60","[c]","22090","22010"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","Unknown","55","[c]","21710","21750"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","Heterosexual / straight","70","[c]","35900","30840"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","Unknown","40","[c]","36290","28800"
"Leaver CS","2022","Property","Ministry of Defence","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Property","Heterosexual / straight","135","[c]","31890","33300"
"Leaver CS","2022","Property","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Property","Unknown","30","[c]","21570","19010"
"Leaver CS","2022","Property","Ministry of Defence","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","Heterosexual / straight","35","[c]","34640","32650"
"Leaver CS","2022","Security","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","Unknown","35","[c]","30810","27500"
"Leaver CS","2022","Security","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","35","[c]","35410","33300"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Security","Heterosexual / straight","410","[c]","31750","28080"
"Leaver CS","2022","Security","Ministry of Defence","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Security","Undeclared","75","[c]","33070","39070"
"Leaver CS","2022","Security","Ministry of Defence","Security","Unknown","100","[c]","28530","25000"
"Leaver CS","2022","Security","Ministry of Justice","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","35","[c]","[c]","[c]"
